customer_id,event_time,interaction_type,next_action
C_299317,2021-08-23,پیگیری سفارش,بدون اقدام
C_299317,2021-09-25,قیمت و تخفیف,پیگیری تلفنی
C_299317,2021-07-27,برنامه خرید,بازدید فنی
C_299317,2021-07-27,برنامه خرید,بازدید فنی
C_299317,2021-10-29,کیفیت محصول,پیگیری تلفنی
C_299825,2020-09-28,وصول مطالبات,پیگیری تلفنی
C_299825,2020-10-03,پیگیری سفارش,پیگیری تلفنی
C_299825,2020-08-20,قیمت و تخفیف,ارسال نمونه
C_299825,2020-08-02,قیمت و تخفیف,بازدید فنی
C_299825,2020-09-02,قیمت و تخفیف,ارسال نمونه
C_302517,2022-06-07,برنامه خرید,بازدید فنی
C_302517,2022-04-24,کیفیت محصول,پیگیری تلفنی
C_302517,2022-05-10,برنامه خرید,بدون اقدام
C_302517,2022-04-09,برنامه خرید,پیگیری تلفنی
C_302517,2022-05-23,کیفیت محصول,پیگیری تلفنی
C_302517,2022-05-23,کیفیت محصول,پیگیری تلفنی
C_303006,2021-03-05,قیمت و تخفیف,بازدید فنی
C_303006,2021-02-25,پیگیری سفارش,پیگیری تلفنی
C_303006,2022-06-11,خدمات فنی,ارسال نمونه
C_303006,2020-05-27,قیمت و تخفیف,پیگیری تلفنی
C_303006,2021-04-23,برنامه خرید,بدون اقدام
C_303006,2021-04-15,پیگیری سفارش,جلسه قیمت
C_304036,2020-08-31,قیمت و تخفیف,پیگیری تلفنی
C_304036,2020-04-26,برنامه خرید,بدون اقدام
C_304036,2022-04-13,پیگیری سفارش,جلسه قیمت
C_304036,2021-10-18,پیگیری سفارش,بازدید فنی
C_304036,2021-08-12,برنامه خرید,بدون اقدام
C_304036,2022-04-05,کیفیت محصول,پیگیری تلفنی
C_304036,2022-04-05,کیفیت محصول,پیگیری تلفنی
C_304462,2021-12-17,پیگیری سفارش,بازدید فنی
C_304462,2022-01-17,برنامه خرید,بدون اقدام
C_304462,2021-12-04,کیفیت محصول,پیگیری تلفنی
C_304462,2022-01-04,پیگیری سفارش,جلسه قیمت
C_304462,2021-11-21,پیگیری سفارش,پیگیری تلفنی
C_304462,2021-11-21,پیگیری سفارش,پیگیری تلفنی
C_307303,2021-07-12,نمونه محصول,پیگیری تلفنی
C_307303,2021-08-25,کیفیت محصول,بدون اقدام
C_307303,2021-08-25,کیفیت محصول,بدون اقدام
C_307303,2021-09-12,پیگیری سفارش,جلسه قیمت
C_307303,2021-08-12,برنامه خرید,پیگیری تلفنی
C_307303,2021-08-30,وصول مطالبات,ارسال نمونه
C_307303,2021-08-30,وصول مطالبات,ارسال نمونه
C_310107,2020-11-27,قیمت و تخفیف,بازدید فنی
C_310107,2021-09-28,نمونه محصول,ارسال نمونه
C_310107,2021-08-28,نمونه محصول,ارسال نمونه
C_310107,2021-09-08,خدمات فنی,پیگیری تلفنی
C_310107,2021-01-22,کیفیت محصول,ارسال نمونه
C_310107,2020-07-14,نمونه محصول,بدون اقدام
C_310107,2020-11-06,کیفیت محصول,ارسال نمونه
C_310107,2020-11-30,قیمت و تخفیف,ارسال نمونه
C_312584,2021-04-22,کیفیت محصول,ارسال نمونه
C_312584,2021-04-22,کیفیت محصول,ارسال نمونه
C_312584,2021-04-04,نمونه محصول,بدون اقدام
C_312584,2021-05-05,کیفیت محصول,ارسال نمونه
C_312584,2021-04-17,قیمت و تخفیف,ارسال نمونه
C_312584,2021-03-04,خدمات فنی,بدون اقدام
C_314119,2020-11-06,کیفیت محصول,پیگیری تلفنی
C_314119,2020-09-23,قیمت و تخفیف,جلسه قیمت
C_314119,2020-10-23,قیمت و تخفیف,بازدید فنی
C_314119,2020-11-23,پیگیری سفارش,ارسال نمونه
C_314119,2020-11-23,پیگیری سفارش,ارسال نمونه
C_314119,2020-10-10,برنامه خرید,بازدید فنی
C_314119,2020-11-10,وصول مطالبات,بازدید فنی
C_315505,2021-10-01,پیگیری سفارش,ارسال نمونه
C_315505,2020-12-09,برنامه خرید,بازدید فنی
C_315505,2021-06-05,وصول مطالبات,بازدید فنی
C_315505,2021-08-05,نمونه محصول,جلسه قیمت
C_315505,2021-05-23,نمونه محصول,پیگیری تلفنی
C_316786,2020-12-11,نمونه محصول,جلسه قیمت
C_316786,2021-09-05,برنامه خرید,بازدید فنی
C_316786,2021-08-05,وصول مطالبات,بدون اقدام
C_316786,2021-09-18,پیگیری سفارش,بازدید فنی
C_316786,2021-08-18,برنامه خرید,بدون اقدام
C_316786,2021-06-08,کیفیت محصول,بازدید فنی
C_317124,2022-05-19,پیگیری سفارش,بازدید فنی
C_317124,2021-11-29,برنامه خرید,بدون اقدام
C_317124,2021-11-03,کیفیت محصول,بازدید فنی
C_317124,2021-10-19,نمونه محصول,بازدید فنی
C_317124,2021-12-25,نمونه محصول,جلسه قیمت
C_317124,2021-08-19,قیمت و تخفیف,بازدید فنی
C_317124,2021-04-25,وصول مطالبات,بازدید فنی
C_317124,2021-08-18,پیگیری سفارش,جلسه قیمت
C_317124,2021-08-18,پیگیری سفارش,جلسه قیمت
C_317124,2021-03-13,خدمات فنی,بازدید فنی
C_317124,2021-09-23,خدمات فنی,پیگیری تلفنی
C_317124,2022-04-19,خدمات فنی,بدون اقدام
C_317124,2021-07-30,پیگیری سفارش,ارسال نمونه
C_317124,2021-02-15,نمونه محصول,بدون اقدام
C_317124,2021-08-22,پیگیری سفارش,بازدید فنی
C_317124,2022-05-20,وصول مطالبات,جلسه قیمت
C_317124,2022-05-20,وصول مطالبات,جلسه قیمت
C_317216,2020-11-07,پیگیری سفارش,پیگیری تلفنی
C_317216,2020-12-02,نمونه محصول,پیگیری تلفنی
C_317216,2020-08-30,خدمات فنی,پیگیری تلفنی
C_317216,2021-06-22,وصول مطالبات,ارسال نمونه
C_317216,2020-10-15,پیگیری سفارش,جلسه قیمت
C_317216,2021-07-19,وصول مطالبات,ارسال نمونه
C_322219,2021-04-30,وصول مطالبات,ارسال نمونه
C_322219,2021-03-30,پیگیری سفارش,جلسه قیمت
C_322219,2020-05-21,وصول مطالبات,ارسال نمونه
C_322219,2020-07-04,قیمت و تخفیف,بدون اقدام
C_322219,2020-04-10,وصول مطالبات,جلسه قیمت
C_322219,2020-12-02,برنامه خرید,پیگیری تلفنی
C_322219,2021-04-24,قیمت و تخفیف,بازدید فنی
C_322315,2020-04-07,وصول مطالبات,جلسه قیمت
C_322315,2020-08-14,قیمت و تخفیف,ارسال نمونه
C_322315,2020-09-14,پیگیری سفارش,ارسال نمونه
C_322315,2020-04-02,قیمت و تخفیف,بدون اقدام
C_322315,2020-05-05,وصول مطالبات,بدون اقدام
C_322699,2020-09-09,قیمت و تخفیف,بازدید فنی
C_322699,2020-09-09,قیمت و تخفیف,بازدید فنی
C_322699,2020-10-10,پیگیری سفارش,جلسه قیمت
C_322699,2020-10-18,پیگیری سفارش,پیگیری تلفنی
C_322699,2020-09-17,پیگیری سفارش,بدون اقدام
C_322699,2020-08-17,وصول مطالبات,پیگیری تلفنی
C_323248,2020-08-19,پیگیری سفارش,پیگیری تلفنی
C_323248,2020-08-19,پیگیری سفارش,پیگیری تلفنی
C_323248,2020-07-19,وصول مطالبات,پیگیری تلفنی
C_323248,2020-09-01,پیگیری سفارش,جلسه قیمت
C_323248,2020-08-01,برنامه خرید,پیگیری تلفنی
C_323248,2020-07-01,کیفیت محصول,پیگیری تلفنی
C_324442,2022-05-06,قیمت و تخفیف,جلسه قیمت
C_324442,2022-04-05,خدمات فنی,ارسال نمونه
C_324442,2022-05-17,نمونه محصول,جلسه قیمت
C_324442,2022-05-17,نمونه محصول,جلسه قیمت
C_324442,2022-04-03,نمونه محصول,پیگیری تلفنی
C_324442,2022-05-30,قیمت و تخفیف,جلسه قیمت
C_328236,2020-10-31,برنامه خرید,ارسال نمونه
C_328236,2022-01-18,قیمت و تخفیف,بدون اقدام
C_328236,2020-11-13,کیفیت محصول,بدون اقدام
C_328236,2022-01-31,پیگیری سفارش,ارسال نمونه
C_328236,2020-11-26,برنامه خرید,ارسال نمونه
C_328236,2020-11-26,برنامه خرید,ارسال نمونه
C_328236,2021-10-16,پیگیری سفارش,بازدید فنی
C_328236,2020-11-10,قیمت و تخفیف,بدون اقدام
C_328349,2020-07-09,خدمات فنی,پیگیری تلفنی
C_328349,2020-06-08,قیمت و تخفیف,جلسه قیمت
C_328349,2020-06-26,پیگیری سفارش,پیگیری تلفنی
C_328349,2020-05-26,پیگیری سفارش,جلسه قیمت
C_328349,2020-06-13,پیگیری سفارش,بدون اقدام
C_328434,2020-05-27,قیمت و تخفیف,بدون اقدام
C_328434,2020-06-14,نمونه محصول,بازدید فنی
C_328434,2020-05-14,برنامه خرید,پیگیری تلفنی
C_328434,2020-05-14,برنامه خرید,پیگیری تلفنی
C_328434,2020-06-30,کیفیت محصول,بازدید فنی
C_328434,2020-05-30,نمونه محصول,بدون اقدام
C_328511,2021-12-13,قیمت و تخفیف,پیگیری تلفنی
C_328511,2021-10-30,برنامه خرید,جلسه قیمت
C_328511,2021-11-30,پیگیری سفارش,جلسه قیمت
C_328511,2021-12-31,برنامه خرید,پیگیری تلفنی
C_328511,2021-11-17,پیگیری سفارش,بازدید فنی
C_328511,2021-11-17,پیگیری سفارش,بازدید فنی
C_328979,2020-04-11,برنامه خرید,ارسال نمونه
C_328979,2020-06-11,کیفیت محصول,بازدید فنی
C_328979,2020-07-12,قیمت و تخفیف,جلسه قیمت
C_328979,2020-06-20,پیگیری سفارش,بازدید فنی
C_328979,2021-08-31,برنامه خرید,بدون اقدام
C_328979,2021-09-08,قیمت و تخفیف,بازدید فنی
C_329432,2021-10-31,پیگیری سفارش,بازدید فنی
C_329432,2021-02-11,برنامه خرید,بدون اقدام
C_329432,2021-05-29,قیمت و تخفیف,بازدید فنی
C_329432,2020-08-07,وصول مطالبات,بازدید فنی
C_329432,2021-06-15,کیفیت محصول,پیگیری تلفنی
C_329432,2021-09-16,پیگیری سفارش,بازدید فنی
C_329432,2021-11-29,پیگیری سفارش,پیگیری تلفنی
C_329432,2020-09-28,قیمت و تخفیف,جلسه قیمت
C_329432,2020-12-11,قیمت و تخفیف,بازدید فنی
C_330550,2020-03-07,وصول مطالبات,بازدید فنی
C_330550,2020-04-29,قیمت و تخفیف,ارسال نمونه
C_330550,2020-03-20,برنامه خرید,بدون اقدام
C_330550,2020-05-12,برنامه خرید,بدون اقدام
C_330550,2020-04-06,پیگیری سفارش,پیگیری تلفنی
C_334349,2020-01-17,قیمت و تخفیف,جلسه قیمت
C_334349,2020-03-01,قیمت و تخفیف,بازدید فنی
C_334349,2020-01-30,پیگیری سفارش,پیگیری تلفنی
C_334349,2020-02-20,وصول مطالبات,پیگیری تلفنی
C_334349,2020-01-20,پیگیری سفارش,پیگیری تلفنی
C_334349,2020-01-20,پیگیری سفارش,پیگیری تلفنی
C_334474,2022-05-19,پیگیری سفارش,بازدید فنی
C_334474,2022-02-15,وصول مطالبات,جلسه قیمت
C_334474,2022-01-14,برنامه خرید,پیگیری تلفنی
C_334474,2022-01-14,برنامه خرید,پیگیری تلفنی
C_334474,2021-12-06,کیفیت محصول,بدون اقدام
C_334474,2021-12-25,کیفیت محصول,پیگیری تلفنی
C_334474,2022-03-29,نمونه محصول,پیگیری تلفنی
C_335322,2022-02-27,کیفیت محصول,بدون اقدام
C_335322,2022-03-30,کیفیت محصول,پیگیری تلفنی
C_335322,2022-03-15,نمونه محصول,پیگیری تلفنی
C_335322,2022-04-15,وصول مطالبات,بدون اقدام
C_335322,2022-03-22,وصول مطالبات,ارسال نمونه
C_335730,2020-07-30,برنامه خرید,بدون اقدام
C_335730,2020-06-03,پیگیری سفارش,جلسه قیمت
C_335730,2020-07-17,پیگیری سفارش,پیگیری تلفنی
C_335730,2020-07-12,کیفیت محصول,ارسال نمونه
C_335730,2020-06-11,پیگیری سفارش,بازدید فنی
C_336021,2022-05-30,وصول مطالبات,جلسه قیمت
C_336021,2020-09-11,پیگیری سفارش,ارسال نمونه
C_336021,2021-08-12,برنامه خرید,جلسه قیمت
C_336021,2021-08-12,برنامه خرید,جلسه قیمت
C_336021,2022-04-11,برنامه خرید,پیگیری تلفنی
C_336021,2022-05-01,پیگیری سفارش,بازدید فنی
C_336021,2021-09-15,وصول مطالبات,ارسال نمونه
C_336021,2020-09-26,نمونه محصول,بدون اقدام
C_336021,2020-09-26,نمونه محصول,بدون اقدام
C_336021,2022-02-08,خدمات فنی,جلسه قیمت
C_337945,2022-05-08,پیگیری سفارش,بازدید فنی
C_337945,2022-03-25,وصول مطالبات,ارسال نمونه
C_337945,2022-03-07,نمونه محصول,بدون اقدام
C_337945,2022-04-07,خدمات فنی,جلسه قیمت
C_337945,2022-04-07,خدمات فنی,جلسه قیمت
C_337945,2022-04-12,وصول مطالبات,بازدید فنی
C_338236,2022-01-14,برنامه خرید,بدون اقدام
C_338236,2022-04-20,خدمات فنی,بدون اقدام
C_338236,2022-03-06,خدمات فنی,بازدید فنی
C_338236,2022-05-19,پیگیری سفارش,بازدید فنی
C_338236,2022-04-02,برنامه خرید,بازدید فنی
C_338236,2021-11-10,پیگیری سفارش,بازدید فنی
C_342153,2021-10-01,پیگیری سفارش,بازدید فنی
C_342153,2021-04-06,برنامه خرید,بازدید فنی
C_342153,2021-10-14,پیگیری سفارش,بازدید فنی
C_342153,2021-10-17,پیگیری سفارش,پیگیری تلفنی
C_342153,2021-09-28,قیمت و تخفیف,پیگیری تلفنی
C_342153,2021-09-28,قیمت و تخفیف,پیگیری تلفنی
C_342153,2021-11-22,پیگیری سفارش,بدون اقدام
C_342564,2020-04-04,پیگیری سفارش,پیگیری تلفنی
C_342564,2020-09-29,قیمت و تخفیف,پیگیری تلفنی
C_342564,2021-01-22,پیگیری سفارش,بدون اقدام
C_342564,2020-05-11,قیمت و تخفیف,پیگیری تلفنی
C_342564,2020-03-26,قیمت و تخفیف,پیگیری تلفنی
C_342564,2020-07-19,قیمت و تخفیف,پیگیری تلفنی
C_342564,2022-03-25,کیفیت محصول,پیگیری تلفنی
C_342564,2022-03-25,کیفیت محصول,پیگیری تلفنی
C_346978,2020-04-24,قیمت و تخفیف,پیگیری تلفنی
C_346978,2020-05-25,خدمات فنی,پیگیری تلفنی
C_346978,2020-05-30,نمونه محصول,جلسه قیمت
C_346978,2020-03-25,کیفیت محصول,پیگیری تلفنی
C_346978,2020-04-12,برنامه خرید,پیگیری تلفنی
C_348438,2020-08-04,کیفیت محصول,پیگیری تلفنی
C_348438,2020-02-24,قیمت و تخفیف,ارسال نمونه
C_348438,2020-04-08,وصول مطالبات,پیگیری تلفنی
C_348438,2020-02-11,قیمت و تخفیف,ارسال نمونه
C_348438,2020-03-26,پیگیری سفارش,بدون اقدام
C_350091,2020-07-27,برنامه خرید,پیگیری تلفنی
C_350091,2020-06-26,برنامه خرید,پیگیری تلفنی
C_350091,2020-07-05,پیگیری سفارش,ارسال نمونه
C_350091,2020-08-05,قیمت و تخفیف,جلسه قیمت
C_350091,2020-07-18,قیمت و تخفیف,بدون اقدام
C_352205,2020-07-09,قیمت و تخفیف,بازدید فنی
C_352205,2020-08-21,نمونه محصول,پیگیری تلفنی
C_352205,2022-02-23,قیمت و تخفیف,بازدید فنی
C_352205,2021-03-27,قیمت و تخفیف,بازدید فنی
C_352205,2021-03-27,قیمت و تخفیف,بازدید فنی
C_352205,2020-12-15,برنامه خرید,ارسال نمونه
C_352205,2020-06-12,برنامه خرید,ارسال نمونه
C_352205,2022-01-03,کیفیت محصول,جلسه قیمت
C_352740,2020-03-10,وصول مطالبات,بدون اقدام
C_352740,2020-04-23,خدمات فنی,جلسه قیمت
C_352740,2020-03-23,کیفیت محصول,پیگیری تلفنی
C_352740,2020-05-06,وصول مطالبات,بدون اقدام
C_352740,2020-04-28,خدمات فنی,پیگیری تلفنی
C_352740,2020-04-28,خدمات فنی,پیگیری تلفنی
C_354860,2020-09-12,کیفیت محصول,جلسه قیمت
C_354860,2020-10-26,پیگیری سفارش,جلسه قیمت
C_354860,2020-09-25,برنامه خرید,بدون اقدام
C_354860,2020-09-17,کیفیت محصول,جلسه قیمت
C_354860,2020-10-31,وصول مطالبات,بدون اقدام
C_357434,2021-01-22,پیگیری سفارش,پیگیری تلفنی
C_357434,2021-08-04,قیمت و تخفیف,پیگیری تلفنی
C_357434,2020-12-12,کیفیت محصول,بدون اقدام
C_357434,2019-12-26,برنامه خرید,پیگیری تلفنی
C_357434,2020-08-02,برنامه خرید,پیگیری تلفنی
C_357434,2020-06-17,نمونه محصول,پیگیری تلفنی
C_357434,2020-02-03,کیفیت محصول,پیگیری تلفنی
C_358504,2022-03-03,پیگیری سفارش,پیگیری تلفنی
C_358504,2020-06-23,نمونه محصول,پیگیری تلفنی
C_358504,2022-02-11,نمونه محصول,ارسال نمونه
C_358504,2022-01-21,کیفیت محصول,پیگیری تلفنی
C_358504,2022-02-28,وصول مطالبات,بازدید فنی
C_360737,2020-10-22,کیفیت محصول,پیگیری تلفنی
C_360737,2020-11-22,وصول مطالبات,بازدید فنی
C_360737,2020-11-27,برنامه خرید,ارسال نمونه
C_360737,2020-10-14,قیمت و تخفیف,پیگیری تلفنی
C_360737,2020-09-26,وصول مطالبات,ارسال نمونه
C_360737,2020-09-26,وصول مطالبات,ارسال نمونه
C_361181,2021-03-23,قیمت و تخفیف,پیگیری تلفنی
C_361181,2021-08-15,وصول مطالبات,پیگیری تلفنی
C_361181,2021-05-19,خدمات فنی,پیگیری تلفنی
C_361181,2021-01-03,برنامه خرید,بازدید فنی
C_361181,2021-01-03,برنامه خرید,بازدید فنی
C_361181,2022-05-03,کیفیت محصول,بدون اقدام
C_361181,2020-03-02,خدمات فنی,پیگیری تلفنی
C_361181,2021-04-14,برنامه خرید,پیگیری تلفنی
C_361181,2022-06-10,برنامه خرید,بازدید فنی
C_361181,2020-03-10,قیمت و تخفیف,ارسال نمونه
C_361746,2021-09-18,قیمت و تخفیف,جلسه قیمت
C_361746,2021-08-18,پیگیری سفارش,ارسال نمونه
C_361746,2021-09-28,پیگیری سفارش,جلسه قیمت
C_361746,2021-08-28,برنامه خرید,پیگیری تلفنی
C_361746,2021-09-21,نمونه محصول,پیگیری تلفنی
C_365032,2022-01-28,برنامه خرید,بازدید فنی
C_365032,2021-07-14,قیمت و تخفیف,ارسال نمونه
C_365032,2020-11-14,کیفیت محصول,پیگیری تلفنی
C_365032,2020-03-05,نمونه محصول,بدون اقدام
C_365032,2020-03-07,قیمت و تخفیف,جلسه قیمت
C_365277,2022-05-31,کیفیت محصول,بازدید فنی
C_365277,2022-04-17,برنامه خرید,جلسه قیمت
C_365277,2020-12-06,قیمت و تخفیف,بدون اقدام
C_365277,2022-06-29,وصول مطالبات,پیگیری تلفنی
C_365277,2021-08-04,پیگیری سفارش,جلسه قیمت
C_365405,2022-01-21,پیگیری سفارش,بدون اقدام
C_365405,2022-01-26,قیمت و تخفیف,بدون اقدام
C_365405,2022-05-22,کیفیت محصول,پیگیری تلفنی
C_365405,2021-11-19,وصول مطالبات,ارسال نمونه
C_365405,2021-11-19,وصول مطالبات,ارسال نمونه
C_365405,2022-03-13,نمونه محصول,پیگیری تلفنی
C_371497,2021-03-11,وصول مطالبات,پیگیری تلفنی
C_371497,2021-04-24,کیفیت محصول,جلسه قیمت
C_371497,2022-03-08,نمونه محصول,پیگیری تلفنی
C_371497,2022-02-05,خدمات فنی,جلسه قیمت
C_371497,2022-02-04,خدمات فنی,پیگیری تلفنی
C_374172,2020-02-05,وصول مطالبات,جلسه قیمت
C_374172,2020-03-05,برنامه خرید,جلسه قیمت
C_374172,2020-01-14,کیفیت محصول,جلسه قیمت
C_374172,2020-04-08,وصول مطالبات,بدون اقدام
C_374172,2020-01-27,وصول مطالبات,بازدید فنی
C_376135,2020-03-26,کیفیت محصول,پیگیری تلفنی
C_376135,2021-07-04,وصول مطالبات,بدون اقدام
C_376135,2021-08-05,کیفیت محصول,بدون اقدام
C_376135,2020-05-16,کیفیت محصول,پیگیری تلفنی
C_376135,2020-05-16,کیفیت محصول,پیگیری تلفنی
C_376135,2021-07-01,وصول مطالبات,ارسال نمونه
C_376594,2021-11-08,نمونه محصول,پیگیری تلفنی
C_376594,2021-03-12,کیفیت محصول,بازدید فنی
C_376594,2021-03-12,کیفیت محصول,بازدید فنی
C_376594,2022-01-09,کیفیت محصول,بدون اقدام
C_376594,2020-10-24,برنامه خرید,جلسه قیمت
C_376594,2021-12-27,وصول مطالبات,بدون اقدام
C_376594,2021-01-15,خدمات فنی,جلسه قیمت
C_376594,2021-07-13,قیمت و تخفیف,پیگیری تلفنی
C_377241,2020-02-29,نمونه محصول,پیگیری تلفنی
C_377241,2020-01-29,وصول مطالبات,بدون اقدام
C_377241,2020-01-29,وصول مطالبات,بدون اقدام
C_377241,2020-02-22,قیمت و تخفیف,بازدید فنی
C_377241,2020-01-09,وصول مطالبات,جلسه قیمت
C_377241,2020-02-09,خدمات فنی,جلسه قیمت
C_378580,2020-09-23,قیمت و تخفیف,پیگیری تلفنی
C_378580,2021-02-13,برنامه خرید,پیگیری تلفنی
C_378580,2021-02-13,برنامه خرید,پیگیری تلفنی
C_378580,2021-08-03,پیگیری سفارش,بازدید فنی
C_378580,2020-10-16,پیگیری سفارش,بازدید فنی
C_378580,2021-07-21,کیفیت محصول,بدون اقدام
C_379035,2020-11-18,پیگیری سفارش,بدون اقدام
C_379035,2020-12-19,خدمات فنی,بازدید فنی
C_379035,2021-01-25,قیمت و تخفیف,ارسال نمونه
C_379035,2020-12-25,پیگیری سفارش,ارسال نمونه
C_379035,2020-11-24,قیمت و تخفیف,ارسال نمونه
C_381828,2020-05-14,کیفیت محصول,جلسه قیمت
C_381828,2020-04-13,برنامه خرید,بدون اقدام
C_381828,2020-05-27,نمونه محصول,بازدید فنی
C_381828,2020-04-26,برنامه خرید,پیگیری تلفنی
C_381828,2020-03-26,کیفیت محصول,پیگیری تلفنی
C_382272,2020-07-31,وصول مطالبات,پیگیری تلفنی
C_382272,2020-09-13,خدمات فنی,بازدید فنی
C_382272,2021-08-13,برنامه خرید,پیگیری تلفنی
C_382272,2021-08-15,پیگیری سفارش,بازدید فنی
C_382272,2021-08-26,نمونه محصول,جلسه قیمت
C_382534,2020-12-27,برنامه خرید,بدون اقدام
C_382534,2021-08-05,پیگیری سفارش,جلسه قیمت
C_382534,2020-12-20,کیفیت محصول,بدون اقدام
C_382534,2020-12-16,وصول مطالبات,جلسه قیمت
C_382534,2020-08-01,برنامه خرید,بدون اقدام
C_382534,2020-12-21,قیمت و تخفیف,بازدید فنی
C_385527,2022-01-08,وصول مطالبات,جلسه قیمت
C_385527,2020-10-01,برنامه خرید,بدون اقدام
C_385527,2021-03-08,قیمت و تخفیف,بازدید فنی
C_385527,2021-11-19,پیگیری سفارش,پیگیری تلفنی
C_385527,2020-11-24,وصول مطالبات,جلسه قیمت
C_385527,2020-11-26,وصول مطالبات,پیگیری تلفنی
C_385862,2020-03-28,پیگیری سفارش,پیگیری تلفنی
C_385862,2020-01-24,وصول مطالبات,جلسه قیمت
C_385862,2020-01-24,وصول مطالبات,جلسه قیمت
C_385862,2020-02-23,وصول مطالبات,پیگیری تلفنی
C_385862,2020-03-18,پیگیری سفارش,بازدید فنی
C_385862,2020-03-01,وصول مطالبات,ارسال نمونه
C_385862,2020-03-16,وصول مطالبات,ارسال نمونه
C_385862,2020-01-31,برنامه خرید,بدون اقدام
C_385862,2020-02-25,برنامه خرید,بدون اقدام
C_385862,2020-02-25,برنامه خرید,بدون اقدام
C_385862,2020-01-18,قیمت و تخفیف,بدون اقدام
C_386162,2021-07-12,وصول مطالبات,ارسال نمونه
C_386162,2021-08-25,برنامه خرید,پیگیری تلفنی
C_386162,2021-07-27,کیفیت محصول,پیگیری تلفنی
C_386162,2021-09-09,وصول مطالبات,پیگیری تلفنی
C_386162,2021-08-07,کیفیت محصول,جلسه قیمت
C_387172,2020-05-20,برنامه خرید,بدون اقدام
C_387172,2020-09-01,قیمت و تخفیف,بدون اقدام
C_387172,2020-11-27,خدمات فنی,پیگیری تلفنی
C_387172,2020-02-10,قیمت و تخفیف,پیگیری تلفنی
C_387172,2020-04-23,خدمات فنی,پیگیری تلفنی
C_387172,2020-04-23,خدمات فنی,پیگیری تلفنی
C_387172,2020-06-09,پیگیری سفارش,جلسه قیمت
C_387172,2020-06-09,پیگیری سفارش,جلسه قیمت
C_387172,2020-07-19,قیمت و تخفیف,بدون اقدام
C_387585,2022-06-27,خدمات فنی,بازدید فنی
C_387585,2022-05-14,نمونه محصول,بدون اقدام
C_387585,2022-06-17,وصول مطالبات,ارسال نمونه
C_387585,2022-05-04,برنامه خرید,پیگیری تلفنی
C_387585,2022-04-21,کیفیت محصول,پیگیری تلفنی
C_389645,2022-01-08,قیمت و تخفیف,بدون اقدام
C_389645,2021-12-08,برنامه خرید,پیگیری تلفنی
C_389645,2022-01-21,کیفیت محصول,پیگیری تلفنی
C_389645,2022-01-13,برنامه خرید,بدون اقدام
C_389645,2021-12-13,قیمت و تخفیف,بازدید فنی
C_389825,2022-06-22,برنامه خرید,بدون اقدام
C_389825,2022-05-22,پیگیری سفارش,بدون اقدام
C_389825,2022-05-14,پیگیری سفارش,پیگیری تلفنی
C_389825,2022-06-27,کیفیت محصول,بدون اقدام
C_389825,2022-06-19,پیگیری سفارش,ارسال نمونه
C_390208,2021-09-03,قیمت و تخفیف,پیگیری تلفنی
C_390208,2021-10-04,خدمات فنی,ارسال نمونه
C_390208,2021-06-26,برنامه خرید,بدون اقدام
C_390208,2021-02-02,وصول مطالبات,بازدید فنی
C_390208,2021-07-23,قیمت و تخفیف,بازدید فنی
C_391166,2021-05-26,قیمت و تخفیف,جلسه قیمت
C_391166,2021-12-18,نمونه محصول,بدون اقدام
C_391166,2021-12-18,نمونه محصول,بدون اقدام
C_391166,2020-10-22,نمونه محصول,ارسال نمونه
C_391166,2022-03-20,کیفیت محصول,بدون اقدام
C_391166,2022-03-07,وصول مطالبات,پیگیری تلفنی
C_391166,2022-04-20,برنامه خرید,پیگیری تلفنی
C_391675,2022-04-26,کیفیت محصول,بدون اقدام
C_391675,2022-06-09,وصول مطالبات,پیگیری تلفنی
C_391675,2022-04-13,برنامه خرید,پیگیری تلفنی
C_391675,2022-04-13,برنامه خرید,پیگیری تلفنی
C_391675,2022-05-27,کیفیت محصول,ارسال نمونه
C_391675,2022-06-14,نمونه محصول,بدون اقدام
C_392302,2021-08-14,کیفیت محصول,ارسال نمونه
C_392302,2020-04-18,قیمت و تخفیف,بازدید فنی
C_392302,2020-06-01,قیمت و تخفیف,بدون اقدام
C_392302,2021-04-03,برنامه خرید,جلسه قیمت
C_392302,2020-09-08,پیگیری سفارش,پیگیری تلفنی
C_392933,2021-07-09,برنامه خرید,جلسه قیمت
C_392933,2021-08-09,وصول مطالبات,بدون اقدام
C_392933,2021-08-09,وصول مطالبات,بدون اقدام
C_392933,2021-07-22,کیفیت محصول,بازدید فنی
C_392933,2021-08-22,قیمت و تخفیف,پیگیری تلفنی
C_392933,2021-08-04,برنامه خرید,جلسه قیمت
C_392933,2021-08-04,برنامه خرید,جلسه قیمت
C_395264,2021-06-14,پیگیری سفارش,جلسه قیمت
C_395264,2021-07-12,کیفیت محصول,پیگیری تلفنی
C_395264,2021-08-12,قیمت و تخفیف,بدون اقدام
C_395264,2021-10-08,کیفیت محصول,جلسه قیمت
C_395264,2021-09-07,پیگیری سفارش,پیگیری تلفنی
C_398853,2020-04-23,نمونه محصول,پیگیری تلفنی
C_398853,2020-07-13,کیفیت محصول,جلسه قیمت
C_398853,2020-05-15,کیفیت محصول,جلسه قیمت
C_398853,2020-07-26,وصول مطالبات,بدون اقدام
C_398853,2020-07-02,خدمات فنی,پیگیری تلفنی
C_398853,2020-07-11,پیگیری سفارش,پیگیری تلفنی
