invoice_no,invoice_date,customer_id
T_154903,2020-08-10,C_883501
T_154932,2021-11-15,C_051535
T_155085,2020-07-27,C_299825
T_155220,2021-07-19,C_419410
T_155233,2021-03-22,C_113139
T_155237,2021-03-22,C_808695
T_155412,2020-11-30,C_611705
T_155503,2021-07-05,C_806376
T_155664,2021-04-19,C_746892
T_155773,2020-08-31,C_867370
T_155793,2020-03-09,C_160952
T_155958,2021-02-01,C_909326
T_155965,2021-04-12,C_401016
T_155971,2022-05-09,C_245948
T_155984,2020-05-18,C_746892
T_156139,2020-10-19,C_746892
T_156210,2022-02-07,C_317124
T_156228,2020-05-04,C_600979
T_156325,2020-05-25,C_352205
T_156375,2021-06-28,C_806376
T_156463,2022-04-25,C_527060
T_156497,2019-12-30,C_593639
T_156653,2020-03-02,C_126481
T_156725,2021-11-15,C_762928
T_156969,2021-12-20,C_591411
T_157036,2021-03-08,C_465481
T_157121,2020-02-03,C_284990
T_157164,2022-04-25,C_808942
T_157192,2020-04-06,C_144468
T_157221,2020-04-13,C_939370
T_157389,2021-11-22,C_598080
T_157718,2021-04-12,C_021985
T_157756,2020-08-10,C_937594
T_157771,2020-03-09,C_421536
T_157783,2022-03-28,C_848211
T_157845,2021-12-06,C_937594
T_157874,2021-11-08,C_839280
T_157910,2020-11-02,C_074947
T_158012,2022-01-31,C_245948
T_158022,2021-04-05,C_937594
T_158181,2020-02-24,C_245948
T_158260,2020-11-16,C_683666
T_158387,2021-11-29,C_070712
T_158446,2021-08-30,C_683666
T_158506,2020-10-12,C_172705
T_158574,2020-09-07,C_731802
T_158576,2020-10-19,C_150182
T_158619,2020-02-24,C_040673
T_158679,2020-11-23,C_871835
T_158771,2021-03-15,C_322219
T_158807,2021-03-08,C_113139
T_158883,2021-05-10,C_746892
T_158936,2020-06-08,C_117580
T_158949,2022-03-14,C_479796
T_159102,2021-03-01,C_762928
T_159108,2021-08-30,C_705572
T_159156,2020-05-11,C_465481
T_159223,2021-01-18,C_645011
T_159504,2021-08-02,C_728285
T_159663,2020-03-30,C_144468
T_159982,2021-08-30,C_792125
T_160085,2020-08-31,C_915518
T_160106,2022-02-21,C_937594
T_160147,2020-04-20,C_465481
T_160176,2020-08-10,C_117580
T_160223,2021-07-19,C_866894
T_160235,2021-02-15,C_063809
T_160379,2021-09-27,C_705572
T_160483,2020-11-30,C_611705
T_160502,2021-12-06,C_683666
T_160570,2021-11-08,C_411261
T_160653,2020-11-23,C_523504
T_160687,2020-06-22,C_672256
T_160731,2021-03-08,C_473035
T_160745,2020-10-12,C_535756
T_160751,2020-04-13,C_336021
T_160834,2020-08-17,C_117580
T_160992,2020-01-27,C_245948
T_161000,2021-05-24,C_465481
T_161162,2021-09-06,C_739258
T_161191,2021-09-20,C_769450
T_161296,2020-11-30,C_051535
T_161331,2021-03-29,C_479796
T_161420,2020-08-10,C_705572
T_161505,2022-03-07,C_352205
T_161714,2021-08-02,C_022240
T_161756,2020-09-21,C_074947
T_161882,2021-09-06,C_134962
T_161898,2022-05-09,C_937594
T_161899,2020-07-13,C_930788
T_161984,2020-03-16,C_322219
T_162005,2020-11-30,C_101842
T_162012,2020-01-13,C_412635
T_162028,2021-11-01,C_672256
T_162040,2022-04-11,C_459713
T_162093,2020-01-13,C_398853
T_162156,2020-06-29,C_051706
T_162253,2021-10-25,C_806376
T_162607,2020-03-02,C_815913
T_162815,2022-05-09,C_698497
T_162891,2020-08-24,C_739947
T_163042,2021-11-08,C_258325
T_163122,2020-11-30,C_245948
T_163135,2020-11-02,C_888956
T_163169,2020-09-14,C_589300
T_163268,2021-02-08,C_317124
T_163295,2020-11-23,C_329432
T_163436,2020-07-13,C_739947
T_163494,2021-08-09,C_185126
T_163506,2020-04-20,C_573925
T_163525,2021-07-12,C_419410
T_163539,2019-12-30,C_385862
T_163820,2020-11-30,C_746892
T_163937,2021-12-06,C_472366
T_164090,2020-02-24,C_051535
T_164556,2021-02-08,C_473035
T_164609,2020-08-10,C_117580
T_164627,2021-05-24,C_565037
T_164734,2020-11-23,C_219026
T_164747,2020-06-08,C_119382
T_164790,2021-02-01,C_948070
T_164873,2020-08-24,C_063926
T_165145,2021-10-18,C_507964
T_165190,2022-02-21,C_245948
T_165292,2021-07-05,C_806376
T_165299,2021-11-08,C_683666
T_165308,2022-03-28,C_479796
T_165413,2021-02-01,C_698497
T_165549,2021-10-18,C_739947
T_165595,2020-05-04,C_888956
T_165645,2020-03-16,C_986633
T_165772,2020-05-25,C_746892
T_165811,2022-04-04,C_022240
T_166022,2021-10-04,C_147153
T_166224,2020-09-14,C_565612
T_166425,2020-09-07,C_746892
T_166562,2020-04-13,C_984759
T_166657,2021-04-05,C_401016
T_166740,2020-04-27,C_603968
T_166820,2020-08-31,C_050237
T_166855,2021-03-22,C_074947
T_166896,2020-06-29,C_862106
T_167026,2020-08-24,C_986633
T_167030,2021-08-02,C_336021
T_167046,2022-01-03,C_888956
T_167061,2021-08-09,C_417601
T_167069,2021-09-20,C_937594
T_167088,2021-07-19,C_328979
T_167247,2021-10-18,C_412635
T_167274,2021-09-27,C_698497
T_167314,2021-05-17,C_398853
T_167418,2021-08-30,C_806376
T_167507,2020-06-22,C_117580
T_167528,2021-05-24,C_282979
T_167607,2022-03-28,C_705572
T_167712,2020-07-20,C_860986
T_167817,2021-01-18,C_144468
T_167877,2021-10-04,C_465208
T_167895,2022-03-07,C_633661
T_167928,2020-02-24,C_330550
T_167956,2021-06-21,C_155990
T_168019,2021-09-06,C_683666
T_168126,2020-08-31,C_941574
T_168406,2021-03-08,C_317124
T_168446,2020-04-20,C_739947
T_168467,2021-09-27,C_551361
T_168529,2021-09-20,C_746892
T_168584,2021-07-05,C_479796
T_168617,2020-07-20,C_729868
T_168715,2020-12-28,C_051706
T_168744,2020-05-25,C_769491
T_168858,2021-04-05,C_365032
T_168875,2020-09-28,C_897743
T_168949,2022-02-28,C_051535
T_168993,2020-06-22,C_593639
T_169174,2021-10-18,C_951507
T_169268,2020-09-07,C_051535
T_169296,2021-02-15,C_010649
T_169412,2022-04-18,C_739474
T_169453,2020-08-17,C_915518
T_169509,2020-10-19,C_969414
T_169616,2020-10-19,C_245948
T_169632,2021-06-21,C_593639
T_169658,2021-06-28,C_877858
T_169683,2020-12-28,C_768792
T_169693,2020-03-02,C_984759
T_169707,2020-11-09,C_705680
T_169711,2020-08-31,C_117580
T_169749,2021-03-15,C_633661
T_169845,2021-12-27,C_683666
T_169958,2020-03-23,C_376135
T_170021,2021-02-15,C_069492
T_170195,2021-10-25,C_806376
T_170196,2020-12-28,C_937594
T_170325,2021-04-05,C_258325
T_170341,2021-11-15,C_915518
T_170439,2021-08-23,C_866894
T_170518,2022-04-25,C_245948
T_170603,2020-01-13,C_746892
T_170619,2020-06-22,C_117580
T_171074,2020-03-30,C_661757
T_171314,2021-09-20,C_943921
T_171425,2021-06-21,C_683666
T_171717,2021-03-15,C_923612
T_171879,2020-08-31,C_535756
T_171883,2020-11-09,C_069492
T_172000,2020-01-27,C_590257
T_172025,2021-05-17,C_980626
T_172027,2020-04-06,C_683666
T_172070,2020-02-17,C_113139
T_172191,2020-03-23,C_915518
T_172234,2020-05-25,C_984759
T_172454,2021-02-22,C_633661
T_172544,2021-08-09,C_705572
T_172591,2021-01-04,C_101842
T_172637,2021-10-04,C_431655
T_172686,2021-04-05,C_282979
T_172735,2020-07-27,C_385527
T_172764,2021-06-14,C_317124
T_172766,2020-08-24,C_208015
T_172928,2022-02-14,C_317124
T_172936,2020-09-07,C_245948
T_172941,2021-09-06,C_491628
T_172955,2020-10-12,C_939370
T_173224,2021-11-29,C_472366
T_173239,2020-01-06,C_672256
T_173269,2021-08-09,C_806376
T_173332,2020-05-18,C_217285
T_173371,2020-08-17,C_015579
T_173400,2020-08-24,C_117580
T_173422,2021-03-29,C_937594
T_173480,2022-05-02,C_531140
T_173499,2021-08-09,C_951507
T_173599,2021-09-13,C_683666
T_173612,2021-05-24,C_603877
T_173641,2021-03-29,C_831485
T_173649,2021-02-01,C_662193
T_173690,2020-06-29,C_310107
T_173737,2021-02-15,C_705572
T_173952,2020-06-15,C_980626
T_174137,2020-12-14,C_603968
T_174176,2020-08-24,C_282979
T_174181,2021-10-11,C_980626
T_174233,2021-11-22,C_621209
T_174310,2021-12-27,C_015746
T_174313,2021-07-05,C_899372
T_174358,2021-08-16,C_649318
T_174372,2021-09-20,C_633661
T_174457,2020-07-13,C_117580
T_174523,2021-08-23,C_806376
T_174653,2021-07-05,C_806376
T_174695,2020-08-24,C_426816
T_174853,2020-11-30,C_172705
T_175273,2020-09-21,C_939370
T_175341,2021-06-14,C_398853
T_175402,2020-06-22,C_050237
T_175449,2021-08-16,C_746892
T_175580,2020-03-09,C_185126
T_175587,2020-01-20,C_551361
T_175627,2022-03-21,C_317124
T_175695,2022-03-14,C_762928
T_175857,2021-08-09,C_762928
T_175980,2021-08-16,C_417601
T_176136,2020-06-29,C_938531
T_176225,2021-02-22,C_101842
T_176299,2020-05-25,C_113139
T_176326,2020-09-07,C_535756
T_176404,2020-09-07,C_050237
T_176407,2020-06-15,C_117580
T_176427,2021-07-05,C_910651
T_176508,2021-11-15,C_578215
T_176578,2021-04-12,C_746892
T_176599,2020-09-14,C_683666
T_176644,2021-03-15,C_903161
T_176656,2020-08-24,C_848211
T_176669,2020-11-30,C_058218
T_176738,2022-03-21,C_633661
T_176800,2021-12-20,C_342564
T_176806,2022-01-17,C_705572
T_176809,2022-05-09,C_276262
T_176812,2020-10-26,C_282979
T_176821,2020-12-14,C_113139
T_176891,2021-06-28,C_328979
T_176955,2021-09-06,C_476658
T_176980,2021-07-19,C_258325
T_177018,2021-02-01,C_749821
T_177023,2021-01-25,C_739947
T_177025,2020-11-30,C_808695
T_177109,2020-05-11,C_479796
T_177159,2021-07-05,C_329432
T_177185,2020-06-22,C_717003
T_177220,2020-03-02,C_126481
T_177280,2020-04-20,C_421536
T_177398,2021-05-31,C_806376
T_177423,2021-04-26,C_172705
T_177494,2020-10-05,C_664019
T_177517,2020-06-29,C_705572
T_177532,2021-02-22,C_705680
T_177549,2020-01-13,C_746892
T_177593,2021-01-25,C_746892
T_177684,2021-05-24,C_848211
T_177701,2022-05-23,C_472366
T_177748,2020-06-22,C_245948
T_178005,2021-04-26,C_051706
T_178058,2020-10-05,C_401016
T_178190,2020-07-06,C_691869
T_178215,2021-03-15,C_074947
T_178370,2021-08-23,C_806376
T_178404,2022-01-31,C_749821
T_178548,2020-04-20,C_421536
T_178565,2020-11-23,C_593639
T_178672,2021-11-15,C_866894
T_178754,2020-08-03,C_051535
T_178795,2020-04-13,C_258325
T_179015,2021-04-12,C_074947
T_179037,2021-10-04,C_479796
T_179203,2021-12-13,C_683666
T_179328,2020-08-24,C_117580
T_179396,2021-10-11,C_838088
T_179560,2021-08-09,C_551361
T_179571,2021-06-21,C_265163
T_179691,2021-01-25,C_862106
T_179719,2020-01-27,C_051535
T_179761,2020-08-03,C_086403
T_179860,2021-03-01,C_877858
T_179959,2021-07-26,C_657627
T_180039,2020-12-07,C_633661
T_180124,2022-04-18,C_848211
T_180307,2019-12-16,C_862106
T_180331,2020-09-14,C_867370
T_180379,2021-05-10,C_806376
T_180431,2022-05-16,C_937594
T_180479,2020-11-23,C_980766
T_180511,2021-11-08,C_746892
T_180518,2021-05-03,C_877858
T_180545,2020-05-11,C_329432
T_180571,2020-08-10,C_329432
T_180626,2020-04-20,C_698497
T_180697,2021-10-04,C_806376
T_180715,2020-04-13,C_853926
T_180800,2021-01-18,C_664019
T_180801,2020-07-13,C_937594
T_180804,2020-05-18,C_063809
T_180881,2021-08-30,C_180817
T_180959,2020-05-18,C_603877
T_181049,2021-12-13,C_591411
T_181153,2021-10-18,C_951507
T_181288,2020-10-05,C_479796
T_181313,2020-11-16,C_939370
T_181405,2021-01-25,C_150182
T_181479,2020-08-31,C_698497
T_181587,2020-11-16,C_862106
T_181690,2021-02-15,C_662193
T_181748,2020-06-29,C_479796
T_181839,2020-08-24,C_683666
T_181902,2020-10-05,C_848211
T_181972,2021-02-08,C_939370
T_182159,2021-11-08,C_603877
T_182310,2022-02-21,C_514318
T_182317,2020-05-25,C_117580
T_182409,2020-10-12,C_691158
T_182435,2021-09-20,C_274912
T_182465,2021-02-01,C_848211
T_182471,2022-04-04,C_808695
T_182500,2022-05-02,C_746892
T_182565,2020-05-11,C_937594
T_182642,2021-11-08,C_691869
T_182709,2021-11-22,C_877858
T_182804,2021-04-26,C_077505
T_182838,2020-07-13,C_769491
T_182840,2020-10-05,C_535756
T_182854,2020-10-19,C_442101
T_182925,2021-09-06,C_469142
T_182990,2021-10-04,C_891574
T_183187,2022-02-07,C_698497
T_183214,2020-11-16,C_969707
T_183307,2020-09-14,C_365032
T_183311,2022-03-07,C_746892
T_183319,2020-10-05,C_806376
T_183338,2021-11-15,C_147153
T_183440,2020-05-11,C_746892
T_183442,2022-02-07,C_535756
T_183465,2020-08-03,C_593639
T_183472,2021-10-25,C_058218
T_183526,2021-06-28,C_749821
T_183585,2022-03-21,C_382534
T_183666,2021-04-26,C_939370
T_183711,2020-04-13,C_258325
T_183795,2020-09-07,C_431655
T_183905,2021-03-22,C_598080
T_183936,2020-07-27,C_672256
T_183993,2021-04-05,C_245948
T_184005,2020-08-24,C_117580
T_184055,2021-09-27,C_806376
T_184121,2020-08-10,C_980626
T_184141,2021-03-01,C_014775
T_184367,2022-04-18,C_245948
T_184527,2020-11-16,C_401016
T_184628,2021-04-19,C_095017
T_184747,2021-05-17,C_806376
T_184812,2022-01-24,C_672256
T_185072,2021-03-29,C_412635
T_185163,2021-10-04,C_338236
T_185294,2020-12-28,C_662193
T_185312,2021-08-16,C_762928
T_185331,2021-12-20,C_888956
T_185403,2021-06-14,C_739474
T_185428,2022-02-07,C_472366
T_185529,2020-01-27,C_258325
T_185555,2021-04-12,C_923612
T_185630,2021-09-13,C_258325
T_185658,2020-09-21,C_664019
T_185667,2020-09-28,C_842281
T_185707,2022-01-10,C_328236
T_185714,2020-03-02,C_792125
T_185770,2021-10-18,C_185126
T_185777,2021-06-14,C_023073
T_185815,2021-02-08,C_933611
T_185928,2020-01-20,C_611705
T_185954,2020-07-27,C_683666
T_186009,2021-03-08,C_746892
T_186044,2020-02-03,C_866894
T_186107,2020-08-24,C_578664
T_186205,2021-02-22,C_150182
T_186327,2020-01-27,C_385862
T_186482,2020-07-27,C_473035
T_186494,2020-06-01,C_773326
T_186515,2020-07-27,C_528949
T_186520,2021-08-09,C_172705
T_186525,2021-02-01,C_245948
T_186549,2021-06-21,C_514318
T_186555,2021-04-19,C_479796
T_186609,2020-10-26,C_421536
T_186763,2020-07-06,C_969414
T_186950,2020-02-24,C_984759
T_186980,2020-01-27,C_789545
T_187001,2020-06-15,C_528949
T_187013,2021-10-18,C_937594
T_187042,2020-09-07,C_473035
T_187050,2020-09-28,C_698497
T_187052,2022-01-31,C_941574
T_187146,2020-12-28,C_762928
T_187159,2020-07-13,C_815913
T_187310,2020-08-31,C_245948
T_187391,2020-03-02,C_282979
T_187398,2020-03-30,C_113139
T_187399,2021-10-04,C_937594
T_187418,2020-08-17,C_421536
T_187457,2020-01-27,C_508661
T_187485,2020-11-23,C_951507
T_187500,2021-03-01,C_937594
T_187588,2022-03-07,C_317124
T_187610,2020-03-09,C_126481
T_187693,2020-12-28,C_943921
T_187755,2021-04-19,C_411612
T_187824,2020-10-26,C_877858
T_187839,2020-06-01,C_838088
T_187854,2022-04-25,C_051535
T_187864,2020-07-27,C_593639
T_187914,2021-09-20,C_746892
T_187918,2020-10-12,C_051535
T_187970,2020-06-22,C_531512
T_188057,2020-01-27,C_315505
T_188143,2020-08-10,C_758522
T_188296,2021-07-12,C_113139
T_188333,2021-09-13,C_150182
T_188531,2020-11-16,C_937594
T_188627,2021-09-06,C_479796
T_188733,2020-08-17,C_593639
T_188779,2021-06-14,C_729868
T_188912,2021-03-29,C_258325
T_189207,2020-06-15,C_866894
T_189414,2020-04-13,C_714619
T_189503,2021-10-11,C_899372
T_189587,2021-06-07,C_806376
T_189593,2020-08-10,C_519849
T_189800,2021-05-24,C_281145
T_190001,2020-06-15,C_714619
T_190115,2020-07-27,C_483668
T_190157,2021-08-09,C_984759
T_190161,2022-05-09,C_011055
T_190352,2020-08-17,C_317216
T_190374,2020-02-10,C_144468
T_190466,2021-01-04,C_603968
T_190470,2022-04-18,C_657627
T_190512,2020-08-24,C_117580
T_190515,2020-04-27,C_714619
T_190555,2021-06-07,C_697340
T_190749,2020-09-28,C_051706
T_190938,2022-05-02,C_698497
T_190968,2021-09-13,C_465481
T_190984,2020-03-23,C_980626
T_191002,2021-08-30,C_862106
T_191074,2020-05-11,C_051706
T_191139,2020-07-06,C_274912
T_191203,2022-03-14,C_769491
T_191306,2020-06-01,C_853926
T_191510,2020-02-03,C_063926
T_191511,2021-10-11,C_268031
T_191614,2020-07-13,C_412635
T_191637,2020-03-30,C_117580
T_191751,2020-08-24,C_117580
T_191838,2020-06-22,C_051706
T_191866,2021-08-16,C_984759
T_191963,2021-07-05,C_297913
T_192111,2021-08-16,C_182241
T_192180,2020-07-06,C_113139
T_192213,2020-08-31,C_051706
T_192224,2021-05-17,C_808942
T_192267,2020-06-22,C_939370
T_192311,2021-06-14,C_756222
T_192351,2021-08-30,C_565612
T_192354,2022-01-17,C_101842
T_192377,2022-04-04,C_304036
T_192529,2020-07-27,C_411261
T_192579,2021-01-04,C_479796
T_192840,2022-03-14,C_150182
T_192890,2020-01-27,C_051535
T_192972,2021-04-19,C_412635
T_193004,2020-01-13,C_746892
T_193013,2021-11-01,C_568392
T_193074,2020-04-13,C_051706
T_193093,2020-09-14,C_701486
T_193105,2021-07-26,C_512992
T_193109,2021-08-02,C_245948
T_193206,2022-04-04,C_698497
T_193272,2021-08-02,C_937594
T_193371,2021-04-26,C_361181
T_193598,2020-03-23,C_051535
T_193640,2022-04-04,C_937594
T_193663,2021-03-22,C_746892
T_193672,2020-11-30,C_593639
T_193683,2021-05-31,C_980626
T_193696,2022-05-02,C_762928
T_193717,2021-05-24,C_705572
T_193739,2021-11-01,C_328236
T_193816,2021-10-25,C_980626
T_193870,2020-07-20,C_915518
T_193905,2021-07-19,C_465481
T_193971,2020-04-20,C_683666
T_194064,2020-06-22,C_117580
T_194192,2020-03-16,C_691869
T_194211,2019-12-23,C_593639
T_194312,2021-09-20,C_806376
T_194392,2020-05-18,C_401016
T_194423,2020-07-06,C_799217
T_194519,2020-11-09,C_799217
T_194658,2021-01-25,C_385527
T_194707,2022-01-03,C_683666
T_194753,2021-03-15,C_899372
T_194881,2022-04-25,C_762928
T_194898,2021-11-29,C_951507
T_194921,2020-10-19,C_806376
T_194941,2021-02-08,C_066978
T_194947,2022-04-25,C_571164
T_194953,2020-08-31,C_117580
T_194986,2021-12-13,C_603968
T_194997,2020-06-22,C_239085
T_195421,2020-02-03,C_486114
T_195433,2020-12-21,C_150182
T_195455,2020-04-27,C_705572
T_195505,2020-09-07,C_866894
T_195568,2021-01-11,C_412635
T_195609,2020-06-22,C_322219
T_195698,2021-04-26,C_411261
T_195728,2020-06-29,C_144468
T_195732,2021-08-09,C_806376
T_195736,2020-12-14,C_877858
T_195884,2021-05-17,C_950113
T_195986,2020-11-16,C_806376
T_195999,2020-11-30,C_862106
T_196080,2020-08-24,C_069492
T_196131,2020-03-30,C_126481
T_196172,2020-08-24,C_746892
T_196270,2021-09-20,C_465208
T_196303,2020-05-11,C_342564
T_196322,2021-09-20,C_806376
T_196329,2021-01-04,C_575381
T_196346,2022-05-16,C_937594
T_196426,2020-12-21,C_806376
T_196492,2020-07-27,C_023073
T_196501,2021-12-13,C_021985
T_196552,2020-02-17,C_245948
T_196555,2020-04-27,C_705572
T_196708,2020-09-14,C_593639
T_196968,2020-11-02,C_739947
T_197000,2022-05-09,C_465481
T_197030,2021-07-26,C_101842
T_197041,2022-03-28,C_698497
T_197219,2021-07-26,C_216051
T_197239,2020-06-08,C_739947
T_197315,2020-10-05,C_473635
T_197322,2020-08-10,C_867370
T_197338,2020-05-04,C_245948
T_197429,2021-11-29,C_361181
T_197648,2021-07-19,C_535756
T_197720,2021-05-24,C_666149
T_197787,2020-10-26,C_328236
T_197795,2020-10-05,C_317216
T_197914,2021-02-22,C_683666
T_197998,2021-10-11,C_317124
T_198043,2022-01-03,C_672256
T_198104,2020-08-10,C_939370
T_198170,2022-04-11,C_472366
T_198219,2021-04-12,C_899372
T_198305,2020-06-15,C_683666
T_198482,2021-07-05,C_258818
T_198700,2021-01-25,C_582486
T_198829,2020-12-07,C_746892
T_198945,2020-07-13,C_691869
T_198968,2020-06-01,C_284990
T_199063,2021-09-06,C_914687
T_199159,2020-08-03,C_051706
T_199172,2020-09-07,C_329432
T_199238,2020-03-23,C_705572
T_199328,2020-08-03,C_969414
T_199578,2021-10-04,C_746892
T_199606,2020-11-23,C_746892
T_199704,2020-02-17,C_866894
T_199760,2020-06-15,C_117580
T_199873,2021-09-06,C_514318
T_199938,2021-10-25,C_074947
T_200005,2021-06-07,C_806376
T_200136,2020-07-27,C_731802
T_200262,2020-03-30,C_126481
T_200450,2020-11-02,C_431655
T_200471,2020-04-06,C_113139
T_200529,2021-05-31,C_969414
T_200586,2020-11-02,C_150182
T_200737,2022-01-24,C_692721
T_200818,2020-03-23,C_018593
T_200837,2020-12-28,C_806376
T_200902,2022-02-14,C_338236
T_200979,2020-05-04,C_185126
T_200995,2020-02-24,C_871835
T_200997,2020-06-08,C_930788
T_201048,2021-04-05,C_535756
T_201078,2022-05-09,C_951507
T_201083,2020-01-27,C_144468
T_201106,2020-11-02,C_769491
T_201176,2021-07-12,C_943171
T_201194,2020-04-06,C_336021
T_201796,2020-10-05,C_815913
T_201811,2021-07-05,C_878590
T_201851,2020-11-16,C_877858
T_202030,2020-08-10,C_867370
T_202045,2021-06-21,C_265163
T_202057,2022-05-16,C_472366
T_202064,2022-05-30,C_419410
T_202376,2021-05-03,C_703200
T_202388,2021-03-29,C_633661
T_202404,2020-07-27,C_519849
T_202484,2021-03-15,C_662193
T_202603,2021-05-17,C_980626
T_202650,2021-05-31,C_267443
T_202655,2020-11-30,C_028208
T_202693,2021-04-12,C_328979
T_202803,2021-08-23,C_633661
T_202820,2021-08-02,C_382534
T_202941,2021-07-05,C_328979
T_203025,2020-02-24,C_769450
T_203204,2020-12-21,C_182241
T_203340,2020-08-10,C_473035
T_203354,2022-01-31,C_705572
T_203370,2022-01-03,C_063926
T_203494,2020-12-14,C_074947
T_203603,2020-11-30,C_762928
T_203614,2021-11-01,C_376594
T_203651,2020-09-21,C_848211
T_203659,2021-05-03,C_820281
T_203671,2020-12-14,C_937594
T_203726,2020-04-20,C_172705
T_203743,2021-03-08,C_806376
T_203748,2021-09-13,C_317124
T_203780,2020-04-20,C_806530
T_203789,2020-08-10,C_937594
T_203822,2020-09-14,C_939370
T_203825,2020-04-13,C_806530
T_203836,2020-02-24,C_746892
T_203883,2020-10-05,C_328236
T_203907,2020-05-11,C_421536
T_203912,2022-04-04,C_884864
T_204066,2020-05-11,C_421536
T_204325,2021-12-13,C_465481
T_204419,2020-11-23,C_245948
T_204505,2020-12-21,C_806376
T_204555,2021-08-09,C_914687
T_204605,2020-06-29,C_746892
T_204673,2021-10-04,C_334474
T_204780,2020-05-04,C_268031
T_204783,2020-09-28,C_245948
T_204802,2021-06-14,C_839280
T_204816,2021-12-20,C_491628
T_204848,2022-02-28,C_074947
T_204863,2022-03-21,C_884864
T_204892,2020-08-10,C_703801
T_204903,2020-08-03,C_284990
T_204950,2020-07-13,C_739947
T_205085,2021-10-04,C_806376
T_205116,2021-02-01,C_862106
T_205117,2020-06-15,C_585824
T_205181,2020-07-27,C_624339
T_205186,2020-06-22,C_117580
T_205244,2021-05-17,C_984759
T_205344,2021-07-19,C_468898
T_205559,2021-08-02,C_050237
T_205677,2022-05-09,C_937594
T_205740,2020-05-25,C_984759
T_205869,2021-02-22,C_866894
T_205940,2020-06-01,C_245948
T_206188,2020-02-10,C_258325
T_206331,2021-08-09,C_806376
T_206338,2021-02-22,C_282979
T_206480,2021-05-10,C_806376
T_206499,2020-04-06,C_853926
T_206777,2020-07-06,C_117580
T_206820,2020-07-27,C_800815
T_206838,2020-08-03,C_117580
T_206881,2021-06-21,C_051535
T_206897,2020-02-17,C_299317
T_206913,2020-01-13,C_878590
T_207029,2021-03-08,C_421083
T_207085,2021-08-30,C_806376
T_207201,2021-10-11,C_806376
T_207202,2021-07-19,C_872928
T_207222,2020-03-09,C_117580
T_207321,2021-11-29,C_858384
T_207475,2020-10-12,C_050237
T_207719,2020-08-31,C_948070
T_207885,2021-09-13,C_050237
T_207995,2020-05-18,C_691869
T_208011,2021-11-22,C_180817
T_208142,2020-11-30,C_180745
T_208150,2020-06-29,C_117580
T_208205,2020-08-24,C_117580
T_208218,2022-03-14,C_698497
T_208227,2020-05-25,C_258325
T_208271,2021-06-14,C_063809
T_208307,2021-08-02,C_633661
T_208358,2021-09-20,C_769491
T_208613,2020-06-29,C_467314
T_208685,2020-10-05,C_258325
T_208808,2021-06-14,C_806376
T_209063,2021-03-01,C_535756
T_209329,2021-12-27,C_385527
T_209361,2022-04-18,C_937594
T_209375,2021-07-05,C_878590
T_209406,2020-08-03,C_117580
T_209461,2020-02-24,C_245948
T_209497,2020-07-13,C_662193
T_209587,2020-11-02,C_575381
T_209617,2021-08-09,C_806376
T_209640,2021-11-08,C_050237
T_209770,2020-08-31,C_412635
T_209785,2020-06-29,C_703801
T_209911,2020-04-06,C_984759
T_209968,2022-03-21,C_594561
T_210054,2021-04-05,C_411261
T_210058,2022-03-21,C_282979
T_210118,2021-07-12,C_329432
T_210192,2021-09-13,C_479796
T_210274,2020-12-21,C_806376
T_210373,2022-03-21,C_101842
T_210470,2021-07-19,C_806376
T_210513,2020-07-13,C_117580
T_210643,2020-10-12,C_633661
T_210654,2020-07-27,C_051535
T_210663,2020-09-21,C_535756
T_210729,2020-09-07,C_274912
T_210822,2022-04-25,C_937594
T_210863,2020-09-07,C_473035
T_210884,2021-08-09,C_937594
T_210916,2022-01-24,C_877858
T_211117,2020-04-06,C_479796
T_211287,2020-03-02,C_051535
T_211458,2021-02-22,C_683666
T_211474,2020-10-26,C_672256
T_211546,2020-12-07,C_661757
T_211572,2021-12-13,C_951507
T_211575,2021-04-26,C_746892
T_211624,2020-07-27,C_594561
T_211656,2021-08-02,C_762928
T_211659,2022-03-21,C_749821
T_211687,2020-10-26,C_421536
T_211719,2020-07-13,C_091997
T_211864,2021-05-03,C_021985
T_211958,2020-04-13,C_258325
T_211989,2020-11-09,C_352205
T_212009,2020-02-24,C_754545
T_212037,2021-01-11,C_871835
T_212058,2021-03-22,C_806376
T_212067,2020-09-28,C_412635
T_212247,2021-10-25,C_274912
T_212313,2020-08-17,C_113139
T_212376,2020-04-20,C_258325
T_212435,2020-08-24,C_937594
T_212473,2021-05-17,C_479796
T_212598,2020-06-22,C_691869
T_212660,2021-11-22,C_749821
T_212687,2021-12-27,C_866894
T_212743,2020-11-23,C_535756
T_212760,2020-09-21,C_544893
T_212829,2020-11-23,C_479796
T_212869,2021-02-01,C_749079
T_213084,2020-09-21,C_483750
T_213117,2020-06-01,C_113139
T_213171,2021-03-01,C_523504
T_213216,2021-06-21,C_806376
T_213237,2020-11-02,C_076411
T_213265,2022-02-07,C_535756
T_213385,2020-08-24,C_746892
T_213441,2020-12-28,C_943921
T_213668,2020-06-01,C_769491
T_213737,2021-04-19,C_317124
T_213775,2020-05-25,C_937594
T_213805,2020-06-29,C_683666
T_213825,2020-07-13,C_633661
T_213850,2022-04-25,C_740903
T_213861,2021-07-12,C_769491
T_213911,2021-03-15,C_746892
T_213982,2021-08-16,C_691869
T_214066,2021-08-16,C_566726
