customer_id,segment,relationship_start,credit_limit,payment_terms_days,status,location_id,sales_rep_id
C_589205,C,2021-04-05,115000.0,0,غیرفعال,LOC-003,REP-006
C_589300,A,2020-01-13,24000.0,0,غیرفعال,LOC-012,REP-005
C_590257,A,2020-01-06,68000.0,0,غیرفعال,LOC-008,REP-003
C_590554,A,2020-06-15,1085000.0,0,فعال,LOC-014,REP-004
C_591112,A,2022-02-21,348000.0,0,فعال,LOC-005,REP-007
C_591411,C,2021-09-27,43000.0,0,فعال,LOC-011,REP-007
C_593639,A,2019-12-23,2369000.0,30,فعال,LOC-013,REP-005
C_594561,B,2020-07-13,1792000.0,0,فعال,LOC-006,REP-003
C_598080,C,2019-12-30,2267000.0,30,فعال,LOC-007,REP-003
C_600979,C,2020-01-27,488000.0,0,فعال,LOC-012,REP-003
C_603877,A,2020-01-06,287000.0,30,فعال,LOC-005,REP-002
C_603968,A,2020-02-03,1348000.0,90,فعال,LOC-009,REP-008
C_606701,B,2020-04-06,25000.0,0,فعال,LOC-002,REP-001
C_608571,B,2021-10-11,3474000.0,0,غیرفعال,LOC-010,REP-005
C_611705,A,2020-01-20,186000.0,0,غیرفعال,LOC-016,REP-004
C_616910,A,2021-04-12,1063000.0,0,غیرفعال,LOC-010,REP-002
C_618530,B,2022-02-07,1257000.0,0,فعال,LOC-012,REP-008
C_621209,B,2021-11-22,2347000.0,0,غیرفعال,LOC-014,REP-004
C_622797,B,2020-05-25,1074000.0,0,غیرفعال,LOC-005,REP-003
C_624339,A,2020-07-27,197000.0,0,غیرفعال,LOC-012,REP-001
C_625486,A,2021-02-15,589000.0,0,غیرفعال,LOC-005,REP-008
C_627716,C,2020-01-20,4609000.0,0,فعال,LOC-003,REP-004
C_631025,B,2020-03-30,64000.0,0,غیرفعال,LOC-015,REP-008
C_632933,C,2020-05-18,340000.0,0,فعال,LOC-008,REP-003
C_633091,B,2020-01-20,95000.0,0,غیرفعال,LOC-016,REP-002
C_633514,C,2021-03-29,79000.0,0,غیرفعال,LOC-002,REP-005
C_633661,A,2020-01-27,5504000.0,0,فعال,LOC-004,REP-007
C_636079,A,2021-07-05,6374000.0,0,فعال,LOC-012,REP-006
C_638314,A,2020-03-02,21000.0,0,غیرفعال,LOC-015,REP-003
C_642833,C,2020-10-05,58000.0,0,غیرفعال,LOC-007,REP-006
C_645011,C,2020-01-27,768000.0,0,غیرفعال,LOC-011,REP-005
C_646025,B,2020-01-27,388000.0,0,غیرفعال,LOC-010,REP-004
C_649318,C,2019-12-30,8000.0,0,غیرفعال,LOC-015,REP-003
C_651986,B,2020-03-30,221000.0,0,غیرفعال,LOC-010,REP-001
C_657627,B,2021-07-26,3349000.0,30,فعال,LOC-013,REP-007
C_658292,C,2021-04-26,9000.0,0,غیرفعال,LOC-006,REP-002
C_658638,B,2021-11-15,283000.0,0,غیرفعال,LOC-008,REP-002
C_661757,A,2020-01-20,3692000.0,30,فعال,LOC-009,REP-003
C_662193,B,2020-02-03,1264000.0,0,غیرفعال,LOC-011,REP-003
C_662380,B,2020-04-13,83000.0,0,غیرفعال,LOC-013,REP-004
C_664019,A,2020-01-20,1944000.0,0,فعال,LOC-007,REP-008
C_665890,A,2020-09-14,229000.0,0,غیرفعال,LOC-009,REP-005
C_666149,A,2021-05-24,7000.0,0,غیرفعال,LOC-016,REP-007
C_669722,A,2021-02-22,15000.0,0,غیرفعال,LOC-006,REP-006
C_671162,A,2021-06-07,112000.0,0,غیرفعال,LOC-010,REP-005
C_672256,A,2019-12-30,3067000.0,0,فعال,LOC-009,REP-002
C_672706,C,2020-01-27,4552000.0,30,فعال,LOC-001,REP-003
C_673190,C,2020-03-09,285000.0,0,غیرفعال,LOC-016,REP-002
C_677156,B,2020-12-28,738000.0,90,غیرفعال,LOC-008,REP-003
C_677190,B,2020-01-27,2893000.0,0,فعال,LOC-002,REP-007
C_682000,B,2020-10-12,5000.0,0,غیرفعال,LOC-009,REP-002
C_683666,A,2020-02-03,6463000.0,0,فعال,LOC-015,REP-007
C_687039,A,2020-02-17,542000.0,0,غیرفعال,LOC-003,REP-003
C_687729,C,2021-11-08,78000.0,0,غیرفعال,LOC-010,REP-001
C_690888,B,2020-04-13,2812000.0,0,غیرفعال,LOC-011,REP-005
C_691158,C,2020-01-27,311000.0,0,غیرفعال,LOC-002,REP-004
C_691869,A,2020-03-09,3678000.0,90,غیرفعال,LOC-011,REP-002
C_692721,B,2020-11-23,3506000.0,0,فعال,LOC-004,REP-004
C_696763,A,2021-05-10,1002000.0,30,غیرفعال,LOC-011,REP-007
C_697340,C,2021-05-17,6861000.0,0,فعال,LOC-015,REP-008
C_698497,C,2020-01-27,1336000.0,90,فعال,LOC-003,REP-004
C_700197,A,2021-11-22,76000.0,0,فعال,LOC-008,REP-001
C_701289,C,2020-09-21,459000.0,0,غیرفعال,LOC-005,REP-002
C_701486,B,2020-08-03,86000.0,0,غیرفعال,LOC-009,REP-007
C_703200,B,2021-03-22,2477000.0,0,فعال,LOC-001,REP-001
C_703801,A,2020-02-24,1358000.0,0,غیرفعال,LOC-005,REP-003
C_704122,C,2020-02-24,30000.0,0,غیرفعال,LOC-014,REP-006
C_705572,C,2019-12-30,6379000.0,0,فعال,LOC-008,REP-008
C_705680,A,2020-01-06,1561000.0,30,غیرفعال,LOC-008,REP-004
C_706708,B,2021-05-24,1091000.0,0,غیرفعال,LOC-006,REP-003
C_708199,B,2020-12-28,401000.0,0,غیرفعال,LOC-007,REP-007
C_709044,B,2021-02-22,44000.0,0,غیرفعال,LOC-002,REP-003
C_710912,A,2021-05-10,6036000.0,0,فعال,LOC-009,REP-002
C_714619,C,2020-01-20,651000.0,0,غیرفعال,LOC-009,REP-007
C_717003,A,2020-01-13,245000.0,0,فعال,LOC-007,REP-006
C_725793,B,2020-05-18,11000.0,0,غیرفعال,LOC-012,REP-006
C_727451,A,2020-02-24,93000.0,0,غیرفعال,LOC-009,REP-006
C_728285,A,2020-04-27,6385000.0,90,فعال,LOC-006,REP-006
C_729570,A,2021-11-01,1440000.0,0,فعال,LOC-014,REP-001
C_729868,B,2020-01-06,54000.0,0,فعال,LOC-001,REP-005
C_730174,B,2021-04-05,49000.0,0,غیرفعال,LOC-007,REP-002
C_730195,C,2020-10-05,125000.0,0,غیرفعال,LOC-004,REP-004
C_730316,C,2020-06-29,5000.0,45,غیرفعال,LOC-014,REP-003
C_731802,B,2020-03-09,277000.0,30,فعال,LOC-011,REP-007
C_732146,B,2021-05-31,1362000.0,0,فعال,LOC-012,REP-002
C_733251,C,2020-04-06,400000.0,0,غیرفعال,LOC-011,REP-007
C_734316,C,2020-02-17,94000.0,0,غیرفعال,LOC-009,REP-005
C_734711,A,2020-04-13,282000.0,0,غیرفعال,LOC-011,REP-008
C_739258,B,2020-01-27,43000.0,0,فعال,LOC-009,REP-007
C_739474,B,2020-06-29,2373000.0,30,فعال,LOC-006,REP-005
C_739947,B,2020-04-20,3504000.0,30,فعال,LOC-012,REP-008
C_740649,A,2020-03-30,37000.0,0,غیرفعال,LOC-007,REP-005
C_740903,C,2020-09-07,51000.0,0,فعال,LOC-003,REP-007
C_741459,A,2020-03-30,368000.0,0,غیرفعال,LOC-014,REP-001
C_745468,C,2020-01-27,1234000.0,0,غیرفعال,LOC-008,REP-004
C_745897,A,2020-02-03,79000.0,0,غیرفعال,LOC-016,REP-005
C_746892,A,2019-12-30,4392000.0,90,فعال,LOC-001,REP-005
C_749079,A,2021-01-25,600000.0,30,فعال,LOC-016,REP-001
C_749821,C,2020-08-31,1275000.0,0,فعال,LOC-015,REP-003
C_750894,A,2020-06-22,1437000.0,30,غیرفعال,LOC-003,REP-006
C_754545,B,2020-02-24,9000.0,0,غیرفعال,LOC-014,REP-008
C_754665,A,2020-02-17,56000.0,0,غیرفعال,LOC-013,REP-001
C_755148,A,2021-08-30,1097000.0,0,غیرفعال,LOC-001,REP-001
C_756222,B,2020-03-16,832000.0,30,غیرفعال,LOC-008,REP-007
C_758522,B,2020-08-10,748000.0,0,غیرفعال,LOC-015,REP-004
C_761479,C,2021-07-05,165000.0,0,غیرفعال,LOC-008,REP-004
C_761946,B,2020-11-02,2293000.0,0,غیرفعال,LOC-012,REP-007
C_762928,B,2020-06-15,6804000.0,30,فعال,LOC-001,REP-006
C_763443,A,2020-08-10,10000.0,0,غیرفعال,LOC-004,REP-004
C_763947,B,2020-01-06,16000.0,0,غیرفعال,LOC-008,REP-001
C_768792,C,2020-02-17,5579000.0,0,فعال,LOC-015,REP-006
C_769027,C,2021-04-12,431000.0,30,غیرفعال,LOC-015,REP-005
C_769450,B,2020-02-24,1933000.0,30,فعال,LOC-010,REP-002
C_769491,A,2020-01-06,83000.0,0,فعال,LOC-001,REP-004
C_770903,B,2020-12-21,71000.0,0,غیرفعال,LOC-006,REP-007
C_770924,A,2020-01-13,65000.0,0,غیرفعال,LOC-015,REP-008
C_771431,B,2021-07-12,13000.0,0,غیرفعال,LOC-004,REP-005
C_772501,C,2022-04-18,2984000.0,0,فعال,LOC-009,REP-001
C_773326,A,2019-12-30,155000.0,0,غیرفعال,LOC-006,REP-007
C_773599,C,2022-04-04,1166000.0,0,فعال,LOC-014,REP-001
C_776671,B,2020-01-27,58000.0,0,غیرفعال,LOC-007,REP-001
C_780041,A,2020-07-20,5000.0,0,غیرفعال,LOC-006,REP-003
C_780887,C,2022-03-28,6458000.0,0,فعال,LOC-007,REP-005
C_785037,B,2021-01-18,5000.0,0,غیرفعال,LOC-006,REP-008
C_789545,A,2019-12-30,94000.0,0,غیرفعال,LOC-016,REP-003
C_790639,A,2020-06-29,425000.0,0,غیرفعال,LOC-002,REP-004
C_790928,B,2022-03-21,1822000.0,0,فعال,LOC-003,REP-008
C_792125,A,2020-02-17,1290000.0,0,فعال,LOC-009,REP-001
C_793483,C,2020-03-30,9000.0,0,غیرفعال,LOC-016,REP-003
C_794049,C,2021-12-06,5973000.0,30,فعال,LOC-004,REP-006
C_797326,A,2020-02-24,6000.0,0,غیرفعال,LOC-001,REP-003
C_799217,B,2020-03-09,154000.0,0,غیرفعال,LOC-004,REP-008
C_800815,A,2020-01-06,47000.0,0,فعال,LOC-016,REP-002
C_801352,A,2021-08-16,713000.0,0,فعال,LOC-004,REP-004
C_802947,A,2020-08-03,23000.0,0,غیرفعال,LOC-006,REP-001
C_806360,C,2020-12-14,149000.0,0,غیرفعال,LOC-011,REP-007
C_806376,C,2020-10-05,1792000.0,30,غیرفعال,LOC-001,REP-002
C_806530,B,2020-04-06,266000.0,90,غیرفعال,LOC-001,REP-003
C_808695,B,2020-02-17,2354000.0,0,فعال,LOC-014,REP-005
C_808942,C,2020-01-20,1369000.0,0,فعال,LOC-012,REP-004
C_812674,C,2020-03-16,1485000.0,0,فعال,LOC-006,REP-007
C_815893,C,2019-12-23,6000.0,0,غیرفعال,LOC-002,REP-004
C_815913,A,2020-01-27,1066000.0,0,غیرفعال,LOC-010,REP-007
C_820281,A,2020-02-17,504000.0,0,غیرفعال,LOC-015,REP-006
C_822722,B,2021-02-01,41000.0,0,غیرفعال,LOC-003,REP-004
C_824449,A,2021-01-04,40000.0,0,غیرفعال,LOC-011,REP-007
C_825107,A,2021-02-15,279000.0,0,فعال,LOC-003,REP-004
C_826339,A,2021-02-08,1623000.0,0,غیرفعال,LOC-003,REP-002
C_827200,B,2022-04-25,30000.0,0,فعال,LOC-013,REP-003
C_828155,A,2020-06-22,662000.0,0,فعال,LOC-005,REP-002
C_829082,C,2020-08-03,5761000.0,90,فعال,LOC-003,REP-003
C_831485,B,2020-02-10,2800000.0,0,فعال,LOC-004,REP-003
C_832816,A,2021-05-03,219000.0,0,غیرفعال,LOC-006,REP-002
C_836682,B,2021-03-22,729000.0,0,غیرفعال,LOC-005,REP-002
C_838088,B,2020-01-20,2534000.0,0,فعال,LOC-003,REP-004
C_839280,B,2020-02-10,357000.0,0,فعال,LOC-002,REP-007
C_839421,A,2020-04-06,5000.0,0,غیرفعال,LOC-010,REP-002
C_840617,C,2020-07-06,5000.0,0,غیرفعال,LOC-002,REP-006
C_841232,B,2020-06-01,753000.0,30,غیرفعال,LOC-016,REP-008
C_842281,C,2020-01-13,306000.0,0,غیرفعال,LOC-005,REP-007
C_842603,C,2020-04-20,15000.0,0,غیرفعال,LOC-003,REP-008
C_843031,B,2022-03-21,5804000.0,30,فعال,LOC-004,REP-003
C_848211,C,2020-01-27,5061000.0,30,فعال,LOC-009,REP-001
C_849859,C,2020-12-21,554000.0,0,غیرفعال,LOC-015,REP-001
C_851161,B,2022-04-04,514000.0,0,فعال,LOC-008,REP-002
C_853926,B,2020-02-24,483000.0,0,فعال,LOC-005,REP-005
C_854820,A,2020-08-24,5000.0,0,غیرفعال,LOC-011,REP-002
C_857626,C,2021-04-05,6260000.0,30,فعال,LOC-007,REP-001
C_858384,C,2020-03-30,16000.0,0,غیرفعال,LOC-016,REP-006
C_858494,C,2022-06-06,130000.0,0,فعال,LOC-002,REP-002
C_860828,C,2020-12-21,259000.0,0,فعال,LOC-009,REP-004
C_860986,A,2020-07-20,5000.0,0,غیرفعال,LOC-015,REP-008
C_862106,B,2019-12-16,3916000.0,0,فعال,LOC-010,REP-006
C_866805,C,2021-09-20,177000.0,0,غیرفعال,LOC-004,REP-004
C_866894,A,2020-01-13,2079000.0,0,فعال,LOC-010,REP-002
C_867370,B,2020-08-10,145000.0,90,غیرفعال,LOC-013,REP-002
C_870695,A,2020-07-27,206000.0,0,فعال,LOC-011,REP-003
C_871835,C,2019-12-23,674000.0,0,فعال,LOC-009,REP-002
C_872928,A,2020-06-22,52000.0,0,فعال,LOC-016,REP-006
C_873415,C,2021-08-30,86000.0,0,غیرفعال,LOC-014,REP-003
C_876791,A,2021-04-05,257000.0,0,غیرفعال,LOC-014,REP-001
C_877858,A,2020-01-13,452000.0,0,فعال,LOC-013,REP-005
C_878590,A,2020-01-13,68000.0,0,غیرفعال,LOC-015,REP-001
C_878777,A,2020-02-10,5000.0,0,غیرفعال,LOC-007,REP-007
C_883391,A,2020-08-24,13000.0,0,غیرفعال,LOC-006,REP-005
C_883501,A,2020-03-09,28000.0,0,فعال,LOC-005,REP-005
C_884864,A,2021-04-12,32000.0,0,فعال,LOC-001,REP-003
C_884977,C,2020-12-21,646000.0,0,غیرفعال,LOC-012,REP-002
C_886577,B,2022-01-17,555000.0,0,فعال,LOC-004,REP-006
C_887838,A,2020-01-20,154000.0,90,غیرفعال,LOC-009,REP-003
C_888956,C,2020-02-10,728000.0,0,فعال,LOC-006,REP-008
C_889622,C,2020-04-20,259000.0,0,غیرفعال,LOC-005,REP-008
C_891574,C,2020-08-03,26000.0,0,فعال,LOC-016,REP-002
C_892680,C,2022-04-18,43000.0,0,فعال,LOC-015,REP-003
C_894991,C,2021-03-08,220000.0,0,غیرفعال,LOC-007,REP-006
C_895100,C,2021-04-05,274000.0,0,غیرفعال,LOC-012,REP-008
C_897743,A,2020-05-04,309000.0,0,غیرفعال,LOC-009,REP-001
C_899372,A,2021-02-22,636000.0,0,فعال,LOC-002,REP-006
C_900728,A,2020-03-23,364000.0,0,فعال,LOC-016,REP-002
C_902072,C,2020-02-10,811000.0,30,غیرفعال,LOC-001,REP-002
C_903161,A,2020-02-17,1983000.0,0,فعال,LOC-014,REP-007
C_906263,A,2020-11-23,120000.0,0,غیرفعال,LOC-002,REP-008
C_908293,C,2020-01-13,245000.0,0,غیرفعال,LOC-005,REP-005
C_909326,A,2020-10-26,98000.0,0,غیرفعال,LOC-003,REP-008
C_909337,B,2020-03-09,5000.0,0,غیرفعال,LOC-015,REP-008
C_910651,C,2021-04-19,857000.0,0,غیرفعال,LOC-007,REP-007
C_914687,B,2020-10-05,366000.0,30,فعال,LOC-010,REP-003
C_915518,C,2020-01-13,17000.0,0,فعال,LOC-003,REP-007
C_917207,C,2020-08-03,329000.0,0,غیرفعال,LOC-016,REP-007
C_918840,B,2020-09-28,613000.0,0,غیرفعال,LOC-016,REP-004
C_923612,A,2020-04-27,80000.0,0,غیرفعال,LOC-010,REP-003
C_927798,C,2020-02-24,19000.0,0,غیرفعال,LOC-014,REP-002
C_930613,A,2021-07-12,911000.0,90,غیرفعال,LOC-007,REP-008
C_930788,B,2020-01-27,16000.0,0,غیرفعال,LOC-003,REP-006
C_931525,A,2021-04-05,143000.0,0,غیرفعال,LOC-013,REP-001
C_932058,C,2020-03-02,123000.0,0,غیرفعال,LOC-015,REP-005
C_932097,A,2020-08-10,106000.0,0,غیرفعال,LOC-007,REP-006
C_932446,C,2019-12-16,6000.0,0,غیرفعال,LOC-014,REP-003
C_933611,C,2020-08-03,50000.0,0,غیرفعال,LOC-004,REP-008
C_936530,C,2020-02-03,103000.0,0,غیرفعال,LOC-007,REP-005
C_937594,C,2020-02-17,7312000.0,90,فعال,LOC-012,REP-001
C_938531,A,2020-03-02,105000.0,0,غیرفعال,LOC-015,REP-005
C_939274,B,2020-08-31,160000.0,0,غیرفعال,LOC-006,REP-006
C_939370,A,2020-01-06,1206000.0,30,فعال,LOC-005,REP-007
C_940986,C,2020-08-17,557000.0,0,غیرفعال,LOC-009,REP-006
C_941574,B,2020-01-20,122000.0,0,فعال,LOC-006,REP-004
C_942497,C,2022-05-02,747000.0,0,فعال,LOC-004,REP-006
C_943171,A,2021-02-08,191000.0,0,غیرفعال,LOC-012,REP-002
C_943415,C,2021-04-12,20000.0,0,غیرفعال,LOC-009,REP-006
C_943921,B,2020-01-06,398000.0,0,فعال,LOC-014,REP-007
C_944253,A,2020-02-24,431000.0,0,غیرفعال,LOC-015,REP-003
C_945055,C,2020-12-07,1722000.0,0,غیرفعال,LOC-001,REP-004
C_948070,B,2019-12-30,1032000.0,0,فعال,LOC-007,REP-002
C_948373,C,2021-11-29,391000.0,0,فعال,LOC-002,REP-002
C_949047,C,2021-02-08,1313000.0,30,غیرفعال,LOC-012,REP-001
C_950113,B,2021-02-22,1265000.0,30,غیرفعال,LOC-012,REP-003
C_951507,A,2020-02-03,1000000.0,0,فعال,LOC-010,REP-004
C_954731,C,2020-11-02,640000.0,30,غیرفعال,LOC-015,REP-006
C_954849,C,2021-04-26,98000.0,0,غیرفعال,LOC-010,REP-005
C_957389,C,2021-08-23,1824000.0,0,غیرفعال,LOC-015,REP-004
C_968987,B,2019-12-30,48000.0,0,غیرفعال,LOC-012,REP-006
C_969004,A,2020-02-10,11000.0,0,غیرفعال,LOC-002,REP-004
C_969243,C,2020-05-04,32000.0,0,غیرفعال,LOC-011,REP-001
C_969414,A,2020-02-17,378000.0,0,فعال,LOC-013,REP-004
C_969707,A,2020-01-20,1337000.0,30,غیرفعال,LOC-016,REP-003
C_978571,A,2020-02-03,8000.0,0,غیرفعال,LOC-013,REP-005
C_979388,A,2021-03-08,26000.0,0,غیرفعال,LOC-009,REP-002
C_979950,A,2020-12-28,5000.0,0,غیرفعال,LOC-015,REP-001
C_980626,B,2020-01-06,574000.0,90,فعال,LOC-013,REP-006
C_980741,B,2020-06-08,9000.0,0,غیرفعال,LOC-004,REP-005
C_980765,A,2020-03-02,315000.0,30,غیرفعال,LOC-010,REP-008
C_980766,B,2020-11-23,789000.0,30,غیرفعال,LOC-014,REP-008
C_980957,B,2021-10-04,3514000.0,30,فعال,LOC-002,REP-005
C_981891,C,2020-10-26,939000.0,30,غیرفعال,LOC-002,REP-001
C_983306,B,2020-03-02,828000.0,0,غیرفعال,LOC-012,REP-004
C_984759,B,2019-12-30,660000.0,0,فعال,LOC-002,REP-006
C_986633,B,2020-02-24,236000.0,0,فعال,LOC-004,REP-003
C_997228,C,2020-06-08,429000.0,90,غیرفعال,LOC-003,REP-005
C_998322,A,2020-03-30,441000.0,0,غیرفعال,LOC-015,REP-004
CUST-001,A,2016-11-02,4000000000.0,45,فعال,LOC-009,REP-004
CUST-002,B,2017-06-13,6000000000.0,60,فعال,LOC-002,REP-006
CUST-003,B,2018-12-27,8000000000.0,75,فعال,LOC-005,REP-008
CUST-004,B,2019-08-08,12000000000.0,90,فعال,LOC-014,REP-003
CUST-005,C,2021-03-18,18000000000.0,30,فعال,LOC-016,REP-007
CUST-006,A,2021-10-03,2000000000.0,45,فعال,LOC-003,REP-001
CUST-007,A,2022-05-12,4000000000.0,60,فعال,LOC-001,REP-004
CUST-008,B,2023-11-26,6000000000.0,75,فعال,LOC-015,REP-006
CUST-009,B,2024-07-06,8000000000.0,90,فعال,LOC-013,REP-008
CUST-010,B,2016-02-16,12000000000.0,30,فعال,LOC-009,REP-003
CUST-011,C,2016-08-31,18000000000.0,45,فعال,LOC-002,REP-007
CUST-012,A,2017-04-10,2000000000.0,60,فعال,LOC-005,REP-001
CUST-013,A,2018-10-26,4000000000.0,75,فعال,LOC-014,REP-004
CUST-014,B,2019-06-05,6000000000.0,90,فعال,LOC-004,REP-006
CUST-015,B,2021-01-15,8000000000.0,30,فعال,LOC-011,REP-008
CUST-016,B,2021-07-31,12000000000.0,45,فعال,LOC-001,REP-003
CUST-017,C,2023-03-11,18000000000.0,60,فعال,LOC-015,REP-007
CUST-018,A,2023-09-25,2000000000.0,75,فعال,LOC-013,REP-001
CUST-019,A,2024-05-03,4000000000.0,90,فعال,LOC-009,REP-004
CUST-020,B,2015-12-16,6000000000.0,30,فعال,LOC-002,REP-006
