customer_id,invoice_no,invoice_date,collection_date,collected_amount,delay_days,bounced_check
C_749821,T_252380,2022-01-10,2022-02-12,2650.09,33.0,0
C_698497,T_252393,2020-11-30,2020-11-30,21585.56,0.0,0
C_419410,T_252437,2021-10-04,2022-02-06,221278.67,35.0,0
C_074947,T_252495,2021-03-08,2021-07-03,13493.21,27.0,0
C_282979,T_252508,2020-07-06,2020-08-11,25559.9,6.0,0
C_282979,T_252508,2020-07-06,2020-08-12,25559.9,7.0,0
C_739947,T_252573,2021-04-12,2021-05-19,72948.6,7.0,0
C_832816,T_252619,2021-05-03,2021-05-22,143935.04,19.0,0
C_593639,T_252651,2021-07-12,2021-08-17,411239.47,6.0,0
C_507964,T_252673,2022-03-14,2022-04-13,740811.17,0.0,0
C_083552,T_252820,2020-06-01,2020-06-19,26519.89,18.0,0
C_769491,T_252882,2021-09-06,2021-10-25,14595.45,49.0,0
C_806376,T_252944,2020-12-07,2020-12-11,61317.98,4.0,0
C_739947,T_253009,2020-09-21,2020-11-28,223054.19,38.0,0
C_739947,T_253009,2020-09-21,2020-11-13,223054.18,23.0,0
C_117580,T_253174,2020-07-13,2020-08-08,30834.28,26.0,0
C_117580,T_253174,2020-07-13,2020-07-30,30834.27,17.0,0
C_949047,T_253264,2021-03-08,2021-04-18,327439.22,11.0,0
C_749821,T_253291,2021-11-01,2021-11-15,17899.48,14.0,0
C_593639,T_253313,2021-10-25,2022-01-02,425709.27,39.0,0
C_401016,T_253369,2020-12-21,2021-02-04,1943.63,45.0,0
C_683666,T_253475,2021-09-06,2021-10-11,412766.57,35.0,0
C_172705,T_253590,2020-02-17,2020-02-23,3394.95,6.0,0
C_698497,T_253615,2020-08-17,2020-11-14,13540.35,0.0,0
C_698497,T_253615,2020-08-17,2020-11-19,13540.34,4.0,0
C_603968,T_253636,2020-10-12,2021-01-06,89736.7,0.0,0
C_535756,T_253692,2020-11-02,2020-12-16,465845.3,44.0,0
C_117580,T_253902,2020-08-03,2020-08-24,62555.39,21.0,0
C_951507,T_253962,2020-06-08,2020-07-06,2303.79,28.0,0
C_113139,T_254055,2021-07-26,2021-08-02,78035.08,7.0,0
C_593639,T_254065,2020-06-15,2020-06-26,31696.4,11.0,0
C_464759,T_254175,2020-11-30,2020-12-27,93002.0,0.0,0
C_172705,T_254200,2020-04-06,2020-04-19,2685.59,13.0,0
C_310107,T_254218,2020-06-22,2020-06-22,26967.97,0.0,1
C_662193,T_254378,2021-09-06,2021-09-23,316706.29,17.0,0
C_698497,T_254597,2021-02-22,2021-06-03,74084.42,11.0,0
C_051706,T_254689,2020-08-17,2020-11-18,15153.28,3.0,0
C_113139,T_254818,2020-10-12,2021-01-19,39279.72,9.0,0
C_806376,T_254864,2021-03-22,2021-05-02,95169.68,41.0,0
C_951507,T_254996,2021-03-01,2021-03-01,31103.8,0.0,0
C_593639,T_255031,2021-07-05,2021-09-17,56599.96,44.0,0
C_593639,T_255031,2021-07-05,2021-08-30,56599.96,26.0,0
C_806376,T_255117,2021-03-29,2021-05-13,98205.02,45.0,0
C_243568,T_255281,2022-05-16,2022-05-16,54519.02,0.0,0
C_113139,T_255283,2020-06-08,2020-10-17,20129.13,41.0,0
C_633661,T_255326,2020-03-02,2020-03-26,128229.27,24.0,0
C_468898,T_255330,2022-04-04,2022-05-20,4542.06,46.0,0
C_245948,T_255370,2020-03-09,2020-07-26,199596.02,49.0,0
C_387172,T_255380,2020-08-24,2020-09-20,13227.64,27.0,0
C_258325,T_255492,2020-02-03,2020-05-12,14279.07,9.0,0
C_412635,T_255530,2020-10-05,2020-10-11,2416.53,6.0,1
C_932446,T_255740,2019-12-30,2020-01-26,1112.1,27.0,0
C_672256,T_255854,2020-07-06,2020-08-16,245690.62,41.0,0
C_633661,T_255898,2020-09-28,2020-10-31,440326.48,33.0,0
C_531868,T_255931,2020-12-21,2020-12-21,65309.35,0.0,0
C_342564,T_256026,2020-11-09,2020-11-18,191814.6,9.0,0
C_172705,T_256111,2021-06-07,2021-07-24,8449.91,47.0,0
C_806376,T_256122,2020-11-23,2020-12-08,76011.27,15.0,0
C_746892,T_256253,2020-12-07,2021-03-05,43704.69,0.0,0
C_746892,T_256253,2020-12-07,2021-04-07,43704.69,31.0,0
C_739947,T_256276,2021-05-03,2021-06-01,108463.76,0.0,0
C_479796,T_256302,2021-09-06,2021-11-17,155017.53,42.0,0
C_258325,T_256311,2021-04-12,2021-07-25,122720.94,14.0,0
C_304036,T_256385,2022-04-25,2022-06-02,489294.73,8.0,0
C_328511,T_256404,2021-11-22,2021-12-11,23098.8,19.0,0
C_328511,T_256404,2021-11-22,2021-12-06,23098.8,14.0,0
C_937594,T_256655,2022-02-14,2022-03-04,1360928.89,18.0,0
C_603877,T_256710,2020-06-29,2020-08-13,12025.85,15.0,0
C_117580,T_256763,2020-05-25,2020-06-19,59389.43,25.0,0
C_472366,T_256768,2021-12-06,2022-01-08,372850.81,33.0,0
C_297913,T_256774,2021-09-27,2021-09-28,5848.12,1.0,0
C_050237,T_256860,2021-08-23,2021-09-19,566949.35,0.0,0
C_984759,T_256892,2020-02-17,2020-02-25,12028.87,8.0,0
C_984759,T_256892,2020-02-17,2020-02-25,12028.87,8.0,0
C_472366,T_256932,2022-03-14,2022-04-29,250497.01,46.0,0
C_472366,T_256932,2022-03-14,2022-04-10,250497.0,27.0,0
C_603968,T_257014,2020-09-07,2021-01-20,11902.04,45.0,0
C_603968,T_257014,2020-09-07,2021-01-29,11902.04,54.0,0
C_479796,T_257097,2020-08-10,2020-10-22,54477.2,43.0,0
C_937594,T_257137,2020-05-25,2020-09-01,451924.87,9.0,0
C_473035,T_257165,2020-08-17,2020-09-23,218548.03,7.0,0
C_806376,T_257229,2021-07-05,2021-08-27,47724.96,23.0,0
C_806376,T_257229,2021-07-05,2021-09-16,47724.96,43.0,0
C_299317,T_257257,2022-01-24,2022-03-07,3870204.77,42.0,0
C_051535,T_257263,2021-06-07,2021-07-07,326613.16,0.0,0
C_745897,T_257470,2021-03-01,2021-03-13,13904.68,12.0,0
C_705572,T_257550,2021-08-23,2021-10-09,1286234.23,47.0,0
C_739947,T_257667,2021-01-18,2021-04-06,380591.87,48.0,0
C_479796,T_257725,2020-04-13,2020-06-22,42563.16,40.0,0
C_354860,T_257731,2020-09-07,2020-09-13,98744.29,6.0,0
C_472366,T_257771,2021-12-27,2022-02-05,230978.5,40.0,0
C_282979,T_257791,2020-06-22,2020-08-17,82831.8,26.0,0
C_472366,T_257814,2021-11-08,2021-12-06,167575.89,28.0,0
C_490597,T_257825,2020-08-24,2020-09-05,124095.24,12.0,0
C_431655,T_257831,2020-11-02,2020-11-06,44403.75,4.0,0
C_117580,T_257866,2020-06-22,2020-08-02,57058.46,41.0,0
C_853926,T_257868,2020-05-18,2020-08-25,23556.25,9.0,0
C_638314,T_257894,2021-02-22,2021-04-09,11542.42,46.0,0
C_051706,T_257907,2020-11-02,2021-02-25,82452.35,25.0,0
C_773326,T_258077,2020-01-13,2020-01-13,70915.39,0.0,0
C_342564,T_258112,2020-08-17,2020-09-18,123199.0,32.0,0
C_342564,T_258112,2020-08-17,2020-09-06,123199.0,20.0,0
C_806376,T_258148,2021-08-02,2021-10-12,107698.54,41.0,0
C_768792,T_258346,2021-11-22,2022-01-29,1931707.43,38.0,0
C_419410,T_258347,2021-07-26,2021-08-27,3164.61,32.0,0
C_633661,T_258517,2020-03-09,2020-04-12,342354.67,34.0,0
C_117580,T_258559,2020-06-01,2020-06-29,37653.7,28.0,0
C_603877,T_258771,2020-11-02,2020-12-08,19449.6,36.0,1
C_512037,T_258967,2020-11-30,2020-12-17,71609.56,17.0,0
C_091997,T_259031,2020-10-26,2020-10-26,151568.58,0.0,0
C_980957,T_259059,2021-10-04,2021-11-18,841.32,45.0,0
C_980957,T_259059,2021-10-04,2021-10-31,841.32,27.0,0
C_672256,T_259273,2020-06-29,2020-07-27,238263.05,28.0,0
C_683666,T_259368,2020-06-15,2020-06-15,567975.44,0.0,0
C_245948,T_259491,2020-10-12,2021-01-22,257071.67,12.0,0
C_705572,T_259719,2021-04-05,2021-05-08,17483.99,33.0,0
C_050237,T_259792,2021-12-06,2022-02-18,2057406.01,44.0,0
C_672256,T_259892,2020-11-09,2020-11-09,118543.28,0.0,0
C_672256,T_259892,2020-11-09,2020-12-08,118543.28,29.0,0
C_937594,T_259965,2020-07-06,2020-10-25,243336.26,21.0,0
C_310107,T_260026,2020-11-09,2020-11-22,28817.55,13.0,0
C_316786,T_260040,2021-07-19,2021-07-22,419821.73,3.0,0
C_524968,T_260245,2022-05-09,2022-06-15,2270.72,37.0,0
C_524968,T_260245,2022-05-09,2022-06-28,2270.72,50.0,0
C_937594,T_260263,2021-11-01,2022-02-17,290603.39,18.0,0
C_603968,T_260408,2020-06-15,2020-10-27,24633.14,44.0,0
C_117580,T_260451,2020-06-22,2020-07-31,57716.08,39.0,0
C_172705,T_260669,2020-09-07,2020-09-11,963.73,4.0,0
C_411261,T_260826,2020-05-11,2020-06-25,327745.29,45.0,0
C_714619,T_260934,2020-02-17,2020-02-17,227899.56,0.0,0
C_701486,T_261042,2020-08-03,2020-09-12,37789.59,40.0,0
C_150182,T_261061,2022-04-11,2022-04-11,8563.54,0.0,0
C_769491,T_261086,2021-01-25,2021-01-26,7305.01,1.0,0
C_691869,T_261119,2021-08-09,2021-10-25,1112731.48,47.0,0
C_878590,T_261139,2021-10-04,2021-11-08,9008.3,35.0,0
C_749821,T_261175,2020-08-31,2021-01-08,527191.14,40.0,0
C_664019,T_261273,2020-03-23,2020-05-05,159942.27,43.0,0
C_245948,T_261392,2020-06-29,2020-10-01,427594.09,4.0,0
C_672256,T_261524,2020-03-16,2020-03-16,126294.06,0.0,0
C_749821,T_261589,2022-04-04,2022-05-15,155873.47,41.0,0
C_672256,T_261865,2020-11-30,2021-01-06,116001.3,37.0,0
C_672256,T_261865,2020-11-30,2021-01-19,116001.3,50.0,0
C_937594,T_262023,2022-03-28,2022-05-11,4017490.69,14.0,0
C_419410,T_262202,2021-10-25,2022-03-12,179198.25,48.0,0
C_419410,T_262202,2021-10-25,2022-03-20,179198.25,56.0,0
C_739258,T_262218,2020-07-20,2020-07-20,876.85,0.0,0
C_939370,T_262270,2020-11-02,2020-12-16,15745.42,14.0,0
C_792125,T_262287,2020-03-23,2020-05-31,365262.85,39.0,0
C_412635,T_262303,2020-04-06,2020-05-06,11516.47,30.0,0
C_412635,T_262303,2020-04-06,2020-05-23,11516.47,47.0,0
C_649318,T_262355,2020-03-02,2020-03-29,353.42,27.0,0
C_758522,T_262433,2020-09-21,2020-10-23,328366.2,32.0,0
C_282979,T_262464,2020-09-21,2020-12-10,32071.4,35.0,0
C_440132,T_262479,2021-08-30,2021-10-07,82203.57,38.0,0
C_479796,T_262550,2020-06-01,2020-06-27,51374.42,0.0,0
C_573925,T_262704,2020-08-17,2020-08-31,692775.97,14.0,0
C_113139,T_262713,2021-07-26,2021-08-25,838871.38,30.0,0
C_050237,T_262757,2022-03-07,2022-03-19,4656374.51,12.0,0
C_069492,T_262775,2020-10-05,2020-11-18,292068.37,14.0,0
C_069492,T_262775,2020-10-05,2020-12-13,292068.36,39.0,0
C_951507,T_262892,2020-04-06,2020-05-19,39853.68,43.0,0
C_806376,T_262914,2021-08-02,2021-10-15,115349.51,44.0,0
C_969707,T_262958,2020-02-10,2020-06-10,188695.87,31.0,0
C_117580,T_263027,2020-06-15,2020-06-15,313514.38,0.0,0
C_074947,T_263102,2021-12-27,2022-01-12,143134.4,16.0,0
C_063809,T_263111,2020-03-02,2020-03-03,17288.23,1.0,0
C_797326,T_263166,2020-02-24,2020-02-27,646.34,3.0,0
C_797326,T_263166,2020-02-24,2020-03-01,646.33,6.0,0
C_039413,T_263184,2020-06-29,2020-08-13,341935.8,45.0,0
C_472366,T_263338,2022-02-14,2022-02-23,246489.62,9.0,0
C_113139,T_263472,2021-06-28,2021-07-18,624894.67,20.0,0
C_915518,T_263540,2020-02-24,2020-04-12,619.4,48.0,0
C_714619,T_263551,2020-03-02,2020-03-03,143163.56,1.0,0
C_714619,T_263551,2020-03-02,2020-04-03,143163.55,32.0,0
C_769491,T_263595,2021-08-02,2021-08-03,1492.31,1.0,0
C_113139,T_263614,2020-05-11,2020-08-28,62207.56,19.0,0
C_472366,T_263690,2022-01-31,2022-02-22,339722.37,22.0,0
C_117580,T_263728,2020-04-20,2020-06-04,55882.81,45.0,0
C_426424,T_263784,2021-08-30,2021-09-10,63727.79,11.0,0
C_299317,T_263852,2021-05-31,2021-06-30,766544.83,30.0,0
C_479796,T_263875,2021-10-18,2021-12-18,220062.54,31.0,0
C_594561,T_263891,2021-05-31,2021-07-14,126029.01,44.0,0
C_598080,T_263973,2021-06-14,2021-06-29,44817.76,15.0,0
C_126481,T_263993,2020-04-13,2020-05-27,24231.84,44.0,0
C_398853,T_264055,2020-08-24,2020-10-09,61881.11,46.0,0
C_352205,T_264151,2022-01-31,2022-02-15,1144061.18,15.0,0
C_661757,T_264341,2020-05-25,2020-06-20,138658.7,0.0,0
C_051706,T_264386,2020-07-27,2020-08-10,1769.44,14.0,0
C_412635,T_264412,2020-06-29,2020-07-22,24319.34,23.0,0
C_342153,T_264424,2021-09-13,2021-09-13,1771.4,0.0,0
C_914687,T_264429,2020-10-05,2020-11-29,119118.75,25.0,0
C_914687,T_264429,2020-10-05,2020-11-21,119118.74,17.0,0
C_600979,T_264444,2020-04-20,2020-04-30,16191.3,10.0,0
C_866894,T_264530,2020-10-05,2020-10-18,32678.78,13.0,0
C_113139,T_264599,2021-11-15,2021-12-19,553941.25,34.0,0
C_398853,T_264636,2020-09-07,2020-10-15,114803.04,8.0,0
C_862106,T_264645,2020-10-05,2020-10-15,194184.25,10.0,0
C_862106,T_264645,2020-10-05,2020-10-14,194184.24,9.0,0
C_838088,T_264668,2020-07-27,2020-08-24,60525.64,28.0,0
C_806376,T_264677,2021-10-25,2021-11-23,166263.2,29.0,0
C_698497,T_264681,2020-04-06,2020-08-05,80583.21,31.0,0
C_160952,T_264807,2020-05-04,2020-05-04,138859.4,0.0,0
C_806376,T_264927,2020-10-26,2020-11-27,72748.07,32.0,0
C_915518,T_264930,2020-08-03,2020-08-16,1287.0,13.0,0
C_514318,T_264969,2021-01-04,2021-02-16,15061.9,43.0,0
C_514318,T_264969,2021-01-04,2021-02-26,15061.89,53.0,0
C_762928,T_264984,2020-07-27,2020-09-03,402899.64,8.0,0
C_886577,T_264985,2022-01-17,2022-01-30,369991.32,13.0,0
C_806376,T_265066,2021-04-26,2021-07-01,93601.73,36.0,0
C_932446,T_265166,2019-12-30,2020-02-12,1461.92,44.0,0
C_932446,T_265166,2019-12-30,2020-02-22,1461.92,54.0,0
C_746892,T_265329,2021-09-06,2022-01-18,46312.45,44.0,0
C_746892,T_265329,2021-09-06,2022-01-28,46312.44,54.0,0
C_633514,T_265419,2021-05-17,2021-06-26,11105.97,40.0,0
C_600979,T_265459,2020-06-22,2020-06-28,7316.09,6.0,0
C_600979,T_265459,2020-06-22,2020-07-27,7316.09,35.0,0
C_535756,T_265503,2020-08-03,2020-09-14,171108.55,42.0,0
C_535756,T_265503,2020-08-03,2020-09-25,171108.54,53.0,0
C_535756,T_265608,2021-10-25,2021-10-25,1922666.86,0.0,0
C_866894,T_265637,2021-06-28,2021-08-07,99937.92,40.0,0
C_113139,T_265662,2021-08-23,2021-12-06,214035.24,15.0,1
C_951507,T_265757,2020-03-23,2020-05-07,51599.12,45.0,0
C_877858,T_265764,2021-07-19,2021-08-23,53883.62,35.0,0
C_101842,T_265993,2020-05-18,2020-07-12,88388.11,25.0,0
C_969414,T_266041,2020-11-30,2020-12-11,139300.12,11.0,0
C_101842,T_266075,2021-05-24,2021-06-19,506121.26,0.0,0
C_606701,T_266123,2022-01-31,2022-02-23,4572.73,23.0,0
C_606701,T_266123,2022-01-31,2022-03-15,4572.74,43.0,0
C_569368,T_266226,2021-07-12,2021-08-19,59612.45,38.0,0
C_569368,T_266226,2021-07-12,2021-09-01,59612.44,51.0,0
C_848211,T_266230,2020-10-05,2021-01-20,28308.77,17.0,0
C_848211,T_266230,2020-10-05,2021-01-16,28308.77,13.0,0
C_603877,T_266360,2020-01-13,2020-03-02,3172.82,49.0,0
C_683666,T_266406,2021-07-19,2021-08-19,1040344.96,31.0,0
C_867370,T_266461,2020-09-21,2021-01-05,48132.58,16.0,0
C_867370,T_266461,2020-09-21,2021-01-29,48132.58,40.0,0
C_698497,T_266536,2021-08-23,2021-09-23,238287.69,1.0,0
C_122750,T_266565,2020-01-20,2020-02-16,19915.94,27.0,0
C_122750,T_266565,2020-01-20,2020-03-05,19915.94,45.0,0
C_010119,T_266641,2020-02-24,2020-03-09,17844.74,14.0,0
C_806376,T_266668,2021-06-28,2021-07-30,50485.44,2.0,0
C_806376,T_266668,2021-06-28,2021-08-30,50485.44,33.0,0
C_473035,T_266804,2021-02-22,2021-04-16,300843.44,23.0,0
C_528949,T_266981,2021-05-24,2021-06-14,65068.55,21.0,0
C_528949,T_266981,2021-05-24,2021-07-05,65068.54,42.0,0
C_378580,T_267255,2021-06-28,2021-07-01,319635.59,3.0,0
C_081456,T_267572,2021-05-17,2021-06-30,71205.74,44.0,0
C_058218,T_267573,2020-05-04,2020-05-04,3870.46,0.0,0
C_714619,T_267844,2020-07-06,2020-07-18,89844.89,12.0,0
C_633661,T_267848,2020-11-02,2020-12-18,14295.13,46.0,0
C_633661,T_267848,2020-11-02,2020-12-27,14295.12,55.0,0
C_806376,T_267893,2020-12-28,2021-02-08,75526.12,42.0,0
C_593639,T_267894,2021-06-21,2021-07-15,197265.28,24.0,0
C_023073,T_268043,2021-10-25,2021-12-12,7321.16,48.0,0
C_600979,T_268081,2020-09-07,2020-09-18,81306.78,11.0,0
C_683666,T_268086,2020-12-28,2021-02-14,461606.11,48.0,0
C_858494,T_268096,2022-06-06,2022-07-18,86609.47,42.0,0
C_683666,T_268166,2020-06-29,2020-07-05,535542.42,6.0,0
C_749821,T_268203,2020-11-30,2021-04-10,388481.67,41.0,1
C_050237,T_268262,2020-12-14,2021-03-22,146751.91,8.0,0
C_050237,T_268262,2020-12-14,2021-03-22,146751.9,8.0,0
C_482570,T_268267,2022-04-18,2022-05-11,4333.63,23.0,0
C_986633,T_268344,2021-07-12,2021-07-27,2375.23,15.0,0
C_444616,T_268430,2020-02-24,2020-03-21,268755.01,26.0,0
C_633661,T_268500,2020-06-15,2020-07-10,376849.3,25.0,0
C_465481,T_268517,2020-12-07,2021-02-16,84879.93,41.0,0
C_113139,T_268638,2020-02-24,2020-06-20,8563.25,27.0,0
C_113139,T_268638,2020-02-24,2020-06-11,8563.24,18.0,0
C_877858,T_268655,2020-03-16,2020-05-18,11232.03,33.0,0
C_117580,T_268766,2020-06-15,2020-08-04,22350.08,20.0,0
C_117580,T_268831,2020-07-13,2020-08-30,50686.79,48.0,0
C_479796,T_269114,2021-09-20,2021-12-05,51220.87,46.0,0
C_479796,T_269114,2021-09-20,2021-11-16,51220.87,27.0,0
C_831485,T_269133,2021-02-22,2021-02-22,112986.3,0.0,0
C_951507,T_269394,2021-02-15,2021-03-03,11368.42,16.0,0
C_276262,T_269395,2022-01-31,2022-02-22,15060.94,22.0,0
C_705680,T_269411,2020-08-17,2020-10-03,193988.21,17.0,0
C_739474,T_269531,2020-07-27,2020-10-13,155751.89,48.0,0
C_749821,T_269697,2022-01-17,2022-02-17,104789.2,31.0,0
C_806376,T_269820,2021-10-18,2021-11-13,166466.29,26.0,0
C_468898,T_269870,2021-06-28,2021-07-22,14876.68,24.0,0
C_633661,T_269913,2021-04-05,2021-04-10,705990.8,5.0,0
C_465481,T_270113,2020-02-24,2020-02-26,56274.65,2.0,0
C_739947,T_270144,2021-09-06,2021-10-24,120685.69,48.0,0
C_598080,T_270204,2021-11-01,2022-01-07,145322.33,37.0,0
C_598080,T_270204,2021-11-01,2021-12-24,145322.32,23.0,0
C_069492,T_270301,2021-01-25,2021-03-27,645247.48,31.0,0
C_769450,T_270428,2021-10-04,2021-11-05,425793.74,2.0,0
C_941574,T_270434,2021-07-19,2021-08-22,5929.09,34.0,0
C_245948,T_270441,2020-05-11,2020-09-12,184226.43,34.0,0
C_245948,T_270441,2020-05-11,2020-09-27,184226.42,49.0,0
C_937594,T_270463,2021-11-29,2022-01-17,952553.44,19.0,0
C_915518,T_270527,2021-09-27,2021-11-09,5409.61,43.0,0
C_117580,T_270597,2020-07-06,2020-08-17,60611.2,42.0,0
C_937594,T_270668,2020-08-24,2020-12-08,120355.98,16.0,0
C_937594,T_270668,2020-08-24,2020-12-04,120355.97,12.0,0
C_421536,T_270716,2020-06-29,2020-08-26,133253.76,28.0,0
C_074947,T_270845,2021-07-12,2021-09-03,92481.83,23.0,0
C_888956,T_270858,2020-11-30,2020-12-07,63969.81,7.0,0
C_888956,T_270858,2020-11-30,2020-12-08,63969.8,8.0,0
C_746892,T_270910,2022-01-03,2022-02-08,30940.0,6.0,0
C_746892,T_270910,2022-01-03,2022-03-09,30939.99,35.0,0
C_806376,T_271019,2021-08-23,2021-11-09,128836.02,48.0,0
C_479796,T_271166,2021-02-15,2021-04-23,100391.63,37.0,0
C_937594,T_271173,2022-05-09,2022-09-06,3926745.14,30.0,0
C_633661,T_271399,2020-12-14,2021-01-26,160760.29,43.0,0
C_746892,T_271404,2020-07-27,2020-09-01,13406.51,6.0,0
C_258325,T_271559,2021-08-02,2021-08-06,58355.12,4.0,0
C_258325,T_271559,2021-08-02,2021-09-05,58355.12,34.0,0
C_984759,T_271626,2020-09-21,2020-09-21,102807.02,0.0,0
C_419410,T_271635,2021-06-14,2021-09-13,30265.69,1.0,0
C_101842,T_271784,2020-04-13,2020-05-11,204835.79,0.0,0
C_877858,T_272056,2020-03-09,2020-04-10,43974.6,2.0,0
C_594561,T_272087,2022-02-21,2022-04-08,143844.93,46.0,0
C_117580,T_272214,2020-06-22,2020-08-02,58309.63,41.0,0
C_421536,T_272349,2021-03-15,2021-04-21,47413.61,7.0,0
C_421536,T_272349,2021-03-15,2021-04-22,47413.61,8.0,0
C_806376,T_272412,2021-09-27,2021-11-15,138791.18,19.0,0
C_838088,T_272520,2020-10-26,2020-11-21,84955.88,26.0,0
C_099163,T_272660,2020-08-03,2020-09-01,16872.92,29.0,0
C_099163,T_272660,2020-08-03,2020-09-18,16872.92,46.0,0
C_739947,T_272684,2021-11-01,2021-12-03,97313.18,32.0,0
C_514467,T_272720,2020-01-13,2020-02-16,49129.93,4.0,0
C_126481,T_273093,2020-05-25,2020-07-10,25230.18,46.0,0
C_941574,T_273109,2021-08-09,2021-08-21,7992.25,12.0,0
C_829082,T_273349,2021-12-13,2022-01-18,832208.38,6.0,0
C_683666,T_273370,2020-03-02,2020-04-16,295642.92,45.0,0
C_878590,T_273387,2021-01-11,2021-02-17,7614.91,37.0,0
C_878590,T_273387,2021-01-11,2021-02-03,7614.9,23.0,0
C_983306,T_273390,2020-07-06,2020-07-09,238061.56,3.0,0
C_983306,T_273390,2020-07-06,2020-07-12,238061.55,6.0,0
C_683666,T_273458,2020-02-24,2020-02-24,204350.79,0.0,0
C_222193,T_273586,2020-09-21,2020-11-29,24111.47,39.0,0
C_222193,T_273586,2020-09-21,2020-11-14,24111.47,24.0,0
C_095017,T_273594,2022-04-18,2022-05-27,1247052.31,39.0,0
C_790639,T_273740,2020-10-26,2020-11-02,105202.48,7.0,0
C_029626,T_273847,2020-07-13,2020-08-19,9544.87,37.0,0
C_479796,T_273854,2020-09-07,2020-11-14,43069.81,38.0,0
C_848211,T_273896,2021-04-19,2021-08-02,269834.26,15.0,0
C_848211,T_273896,2021-04-19,2021-07-30,269834.25,12.0,0
C_997228,T_273950,2020-11-02,2021-02-24,217343.72,24.0,0
C_943171,T_273973,2021-08-16,2021-09-09,12024.25,24.0,0
C_943171,T_273973,2021-08-16,2021-09-29,12024.25,44.0,0
C_853926,T_273991,2020-08-03,2020-08-21,10786.45,18.0,0
C_853926,T_273991,2020-08-03,2020-09-13,10786.44,41.0,0
C_551361,T_274012,2022-02-14,2022-03-01,1502873.96,15.0,0
C_172705,T_274239,2021-06-28,2021-07-21,7559.99,23.0,0
C_806376,T_274263,2021-10-18,2021-10-18,158250.92,0.0,0
C_800815,T_274351,2020-08-03,2020-08-07,649.61,4.0,0
C_806376,T_274458,2021-06-28,2021-09-14,49880.39,48.0,0
C_806376,T_274458,2021-06-28,2021-09-22,49880.38,56.0,0
C_514318,T_274603,2021-11-08,2021-12-21,187268.48,43.0,0
C_683666,T_274619,2020-08-31,2020-09-28,299996.64,28.0,0
C_063926,T_274637,2021-05-17,2021-05-21,22939.02,4.0,0
C_063926,T_274637,2021-05-17,2021-06-20,22939.02,34.0,0
C_672256,T_274699,2020-02-24,2020-04-12,251156.68,48.0,0
C_535756,T_274803,2020-11-23,2020-12-06,638276.29,13.0,0
C_862106,T_274827,2020-01-27,2020-02-26,328279.49,30.0,0
C_385862,T_274902,2020-01-20,2020-02-28,62361.61,39.0,0
C_951507,T_275070,2021-07-05,2021-07-05,96811.21,0.0,0
C_705572,T_275342,2021-10-25,2021-12-01,113187.31,37.0,0
C_800815,T_275498,2020-02-03,2020-02-24,1645.57,21.0,0
C_980626,T_275542,2021-07-05,2021-09-04,186783.3,31.0,0
C_691158,T_275628,2020-01-27,2020-01-28,113784.56,1.0,0
C_739947,T_275746,2022-03-14,2022-03-30,553866.59,16.0,0
C_705572,T_275754,2021-04-12,2021-04-16,146167.21,4.0,0
C_593639,T_275801,2020-01-27,2020-03-04,67289.0,7.0,0
C_593639,T_275801,2020-01-27,2020-03-05,67288.99,8.0,0
C_117580,T_275868,2020-08-03,2020-08-28,62406.33,25.0,0
C_473035,T_275902,2020-04-27,2020-05-30,341702.88,3.0,0
C_074947,T_275903,2020-06-08,2020-09-14,24912.29,8.0,0
C_915518,T_275948,2021-01-18,2021-01-18,963.45,0.0,0
C_853926,T_276440,2020-04-20,2020-05-21,45918.71,1.0,0
C_282979,T_276547,2021-07-19,2021-08-10,71113.08,22.0,0
C_282979,T_276547,2021-07-19,2021-08-03,71113.07,15.0,0
C_535756,T_276594,2020-11-16,2020-11-16,115502.73,0.0,0
C_535756,T_276594,2020-11-16,2020-11-20,115502.72,4.0,0
C_690888,T_276651,2021-09-13,2021-10-12,988.4,0.0,0
C_690888,T_276651,2021-09-13,2021-10-17,988.39,4.0,0
C_322219,T_276654,2020-12-07,2021-02-14,159356.83,39.0,0
C_322315,T_276714,2020-07-20,2020-07-20,72991.22,0.0,0
C_426816,T_276824,2021-06-07,2021-07-22,3211.9,45.0,0
C_167944,T_276887,2021-11-08,2021-11-08,389063.03,0.0,0
C_473035,T_276913,2022-02-14,2022-03-31,1876879.89,45.0,0
C_535756,T_277150,2020-03-09,2020-05-11,418106.66,33.0,0
C_039413,T_277154,2020-05-04,2020-05-16,186778.54,12.0,0
C_039413,T_277154,2020-05-04,2020-05-14,186778.54,10.0,0
C_566726,T_277229,2022-03-14,2022-03-15,5094.23,1.0,0
C_361181,T_277235,2021-08-16,2021-11-02,1628028.62,48.0,0
C_806376,T_277250,2021-07-19,2021-08-26,109777.65,8.0,0
C_568392,T_277308,2021-06-14,2021-07-02,135937.3,18.0,0
C_568392,T_277308,2021-06-14,2021-06-27,135937.29,13.0,0
C_739947,T_277537,2020-11-23,2020-12-22,205161.06,0.0,0
C_862106,T_277629,2020-08-17,2020-08-18,313561.26,1.0,0
C_806376,T_277643,2021-09-20,2021-11-14,127245.49,25.0,0
C_633661,T_277697,2021-03-08,2021-03-12,307456.05,4.0,0
C_342564,T_277850,2020-04-13,2020-04-13,16625.38,0.0,0
C_342564,T_277850,2020-04-13,2020-04-17,16625.37,4.0,0
