customer_id,snapshot_date,recency_days,tenure_days,relationship_days,freq_90d,freq_180d,freq_365d,freq_trend,monetary_90d,monetary_365d,avg_txn_size,gap_mean_days,gap_std_days,avg_delay_days,max_delay_days,delay_trend,on_time_ratio,bounced_check_rate,bounced_check_count,days_since_last_bounce,collection_completeness,crm_collection_pressure,credit_limit,payment_terms_days,wallet_share,wallet_share_trend,competitor_diversity,nunique_product_365d,nunique_group_365d,dev_request_count,dev_approved_ratio,dev_rejected_ratio,crm_sample_requests,cash_ratio_365d,cash_ratio_trend,avg_margin_pct,return_rate,complaint_count_365d,critical_complaint_count,unresolved_complaints,crm_quality_issues,crm_interaction_count,segment_A,segment_B,has_collection_history,has_wallet_data,has_margin_data,y_retention,y_collection,y_loyalty
C_453891,2020-09-01,50,204,204,3,3,6,3,610564.57,925687.0499999999,84153.36818181818,38.5,53.76802023508026,23.571428571428573,42.0,0.0,0.0,0.0,0,9999,0.8842585731322482,0,615000.0,0,,,0,4,1,0,0.0,0.0,0,1.0,0.0,0.027971096452205097,0.0,0,0,0,0,0,0,0,1,0,1,0,,
C_040673,2020-09-01,190,260,260,0,0,10,0,0.0,442615.15,40237.74090909091,11.666666666666666,3.614784456460256,15.083333333333334,34.0,0.0,0.16666666666666666,0.0,0,9999,0.8435691367545823,0,885000.0,0,,,0,4,2,0,0.0,0.0,0,1.0,0.0,0.043345591111806636,0.0,0,0,0,1,2,1,0,1,0,1,0,0.0,
C_134962,2020-09-01,71,204,204,1,3,5,-1,162165.98,1190533.48,56692.07047619048,33.25,22.41093483101497,30.0,41.0,0.0,0.0,0.0,0,9999,0.8638884393238567,2,1028000.0,0,,,0,4,1,0,0.0,0.0,0,0.3333333333333333,1.0,0.10809592103237466,0.0,0,0,0,0,4,0,0,1,0,1,1,0.0,
C_705572,2020-09-01,1,246,246,19,39,49,-1,2557840.85,4533560.98,32615.54661870504,10.652173913043478,6.285688619628314,22.418181818181818,53.0,0.0,0.03636363636363636,0.0,0,9999,0.9240062433217783,1,6379000.0,0,,,0,49,4,1,0.0,0.0,4,0.7553956834532374,0.31409168081494054,0.10470381684614159,0.0012676133416452916,3,1,0,0,8,0,0,1,0,1,1,0.0,
C_951507,2020-09-01,1,211,211,28,46,54,10,1290052.3800000001,2957082.63,30174.312551020408,7.5,1.8358568490953673,27.80701754385965,55.0,0.0,0.03508771929824561,0.017543859649122806,1,92,0.88510192222799,1,1000000.0,0,,,0,40,5,1,1.0,0.0,0,1.0,0.0,0.06781735956350717,0.0,0,0,0,0,3,1,0,1,0,1,1,1.0,
C_969414,2020-09-01,1,197,197,13,22,27,4,628066.2,1095215.99,15872.695507246377,16.333333333333332,10.482308327786772,21.806451612903224,46.0,0.0,0.06451612903225806,0.0,0,9999,0.7831001992584129,1,378000.0,0,,,0,15,3,0,0.0,0.0,1,1.0,0.0,0.08821279006415554,0.0002301185952662921,1,0,0,2,5,1,0,1,0,1,1,1.0,
C_888956,2020-09-01,1,204,204,8,15,16,1,273914.06,596525.75,24855.239583333332,15.615384615384615,10.751267069036263,29.444444444444443,52.0,0.0,0.0,0.0,0,9999,0.9665878631391857,2,728000.0,0,,,0,14,3,0,0.0,0.0,1,1.0,0.0,0.07415915477668454,0.0,0,0,0,0,3,0,0,1,0,1,1,0.0,
C_242469,2020-09-01,232,232,232,0,0,1,0,0.0,36229.72,2415.3146666666667,,,,,0.0,0.0,0.0,0,9999,0.0,1,55000.0,30,,,0,7,3,0,0.0,0.0,0,0.0,0.0,0.11283038388931699,0.0,0,0,0,0,6,0,1,0,0,1,0,,
C_633091,2020-09-01,43,225,225,1,3,4,-1,33856.98,132678.01,22113.001666666667,60.666666666666664,4.041451884327381,15.833333333333334,46.0,0.0,0.3333333333333333,0.0,0,9999,0.8554000018541128,1,95000.0,0,,,0,4,1,0,0.0,0.0,1,1.0,0.0,,0.0,0,0,0,0,6,0,1,1,0,0,1,0.0,
C_734711,2020-09-01,120,141,141,0,3,3,-3,0.0,67914.13,22638.043333333335,10.5,4.949747468305833,16.25,40.0,0.0,0.25,0.0,0,9999,1.0,0,282000.0,0,,,0,2,1,0,0.0,0.0,1,0.0,0.0,,0.0,0,0,0,2,5,1,0,1,0,0,0,,
C_980626,2020-09-01,1,239,239,16,32,44,0,739915.3200000001,2043768.75,18923.784722222223,8.5,3.4907284605344464,23.97826086956522,51.0,0.0,0.021739130434782608,0.0,0,9999,0.8370606557126387,0,574000.0,90,,,0,29,4,2,1.0,0.0,0,0.6481481481481481,-0.45663956639566394,0.08764770299228468,0.0,0,0,0,0,1,0,1,1,0,1,1,1.0,
C_377241,2020-09-01,246,246,246,0,0,1,0,0.0,27212.149999999998,9070.716666666665,,,0.0,0.0,0.0,1.0,0.0,0,9999,0.46000003674829076,3,41000.0,0,,,0,1,1,0,0.0,0.0,1,1.0,0.0,0.0431437715411127,0.0,0,0,0,0,6,0,0,1,0,1,0,,
C_091997,2020-09-01,15,197,197,4,4,5,4,303551.24,325583.3,13565.970833333333,45.5,54.3721742560782,32.666666666666664,41.0,0.0,0.0,0.0,0,9999,1.0,0,1486000.0,0,,,0,4,2,0,0.0,0.0,0,0.7083333333333334,0.0,0.04720839136208826,0.0,0,0,0,0,1,0,1,1,0,1,1,1.0,
C_839280,2020-09-01,36,204,204,1,4,5,-2,12706.25,67884.14,7542.682222222222,42.0,22.135943621178654,34.8,49.0,0.0,0.0,0.0,0,9999,0.7474667867929092,0,357000.0,0,,,0,5,3,0,0.0,0.0,0,1.0,0.0,0.08075918652008882,0.0,0,0,0,2,4,0,1,1,0,1,1,0.0,
C_701486,2020-09-01,1,29,29,3,3,3,3,127277.4,127277.4,9790.56923076923,14.0,9.899494936611665,43.75,50.0,0.0,0.0,0.0,0,9999,1.0,0,86000.0,0,,,0,1,1,0,0.0,0.0,0,1.0,0.0,0.009385175253782838,0.0,0,0,0,2,2,0,1,1,0,1,1,,
C_739947,2020-09-01,1,134,134,31,48,48,14,5978444.68,7389007.07,105557.24385714286,7.823529411764706,3.3954987505086613,28.09375,56.0,0.0,0.03125,0.0,0,9999,0.9244704024894105,1,3504000.0,30,,,0,2,1,1,0.0,1.0,0,0.0,0.0,0.09990102469238932,0.014950835554043836,0,0,0,1,5,0,1,1,0,1,1,1.0,
C_401016,2020-09-01,1,155,155,30,52,52,8,32756.87,58434.659999999996,1043.4760714285715,7.0,0.0,19.58823529411765,48.0,0.0,0.058823529411764705,0.0,0,9999,0.8041169401858419,0,13000.0,0,,,0,3,1,0,0.0,0.0,0,1.0,0.0,0.08447905013995305,0.0,0,0,0,0,8,0,0,1,0,1,1,1.0,
C_352205,2020-09-01,64,225,225,3,4,7,2,616043.44,1311485.56,93677.54000000001,26.833333333333332,41.86366762082208,29.5,47.0,0.0,0.0,0.0,0,9999,0.8118026400534673,0,3703000.0,0,,,0,1,1,0,0.0,0.0,1,1.0,0.0,0.12978633382695165,0.0,0,0,0,0,3,0,0,1,0,1,1,1.0,
C_528949,2020-09-01,15,169,169,3,8,8,-2,219621.86,553646.81,50331.52818181819,22.0,11.73314393786536,19.88888888888889,47.0,0.0,0.2222222222222222,0.0,0,9999,0.8906900592455322,2,380000.0,0,,,0,3,1,0,0.0,0.0,1,1.0,0.0,0.14306656641668103,0.0,0,0,0,0,3,0,0,1,0,1,1,1.0,
C_568392,2020-09-01,8,211,211,4,5,6,3,497438.82,719667.24,35983.362,40.6,29.03101789465881,21.857142857142858,42.0,0.0,0.0,0.0,0,9999,1.0,1,1699000.0,0,,,0,3,2,0,0.0,0.0,0,1.0,0.0,0.14667738264614696,0.0,0,0,0,1,3,0,1,1,0,1,1,1.0,
C_063809,2020-09-01,8,225,225,2,8,11,-4,21722.58,109033.46,6413.732941176471,21.7,15.979500757046337,24.285714285714285,46.0,0.0,0.0,0.07142857142857142,1,141,0.9812161331026273,0,202000.0,0,,,0,7,2,0,0.0,0.0,1,1.0,0.0,0.16006264112523083,0.0,0,0,0,0,1,1,0,1,0,1,1,1.0,
C_249135,2020-09-01,190,218,218,0,0,7,0,0.0,5869.780000000001,733.7225000000001,7.0,0.0,18.571428571428573,40.0,0.0,0.14285714285714285,0.0,0,9999,0.7855234778816241,0,23000.0,0,,,0,2,1,0,0.0,0.0,1,1.0,0.0,-0.01738852144228728,0.0,0,0,0,0,2,0,1,1,0,1,1,1.0,
C_298468,2020-09-01,106,211,211,0,4,6,-4,0.0,95822.08,7370.929230769231,21.0,7.0,24.166666666666668,39.0,0.0,0.0,0.0,0,9999,0.853136458736859,0,360000.0,0,,,0,10,2,0,0.0,0.0,0,1.0,0.0,0.07248362960835847,0.0019236434847408283,1,0,0,0,0,0,0,1,0,1,1,0.0,
C_948070,2020-09-01,1,246,246,3,5,8,1,565310.0,1747348.45,45982.85394736842,40.833333333333336,20.48820799061418,21.77777777777778,41.0,0.0,0.2222222222222222,0.0,0,9999,0.9470445806044009,0,1032000.0,0,,,0,8,4,1,0.0,1.0,0,1.0,0.0,0.10653129632984966,0.0,0,0,0,1,2,0,1,1,0,1,1,1.0,
C_969004,2020-09-01,57,204,204,2,3,4,1,5676.32,9427.42,1346.7742857142857,49.0,42.579337712087536,33.6,51.0,0.0,0.0,0.0,0,9999,0.9203292099004817,0,11000.0,0,,,0,5,2,0,0.0,0.0,0,1.0,0.0,0.10651788346009261,0.0,0,0,0,1,3,1,0,1,0,1,0,,
C_101842,2020-09-01,1,253,253,8,15,19,1,1783374.98,4170257.8,77226.99629629629,18.0,15.9422033029894,25.9,49.0,0.0,0.1,0.0,0,9999,0.9419265854499451,0,7351000.0,30,,,0,11,3,0,0.0,0.0,0,0.0,0.0,0.11013499686012296,0.0,0,0,0,1,2,0,0,1,0,1,1,1.0,
C_808942,2020-09-01,183,225,225,0,0,3,0,0.0,31558.73,5259.788333333333,21.0,19.79898987322333,10.666666666666666,32.0,0.0,0.6666666666666666,0.0,0,9999,1.0000000000000002,0,1369000.0,0,,,0,5,2,0,0.0,0.0,0,1.0,0.0,0.009509462385839289,0.0,0,0,0,0,2,0,0,1,0,1,1,1.0,
C_842603,2020-09-01,15,134,134,4,6,6,2,13866.8,19229.91,1748.1736363636364,29.75,13.250786140200638,25.4,44.0,0.0,0.0,0.0,0,9999,0.9824434955753822,0,15000.0,0,,,0,7,2,0,0.0,0.0,0,1.0,0.0,0.05437330902118816,0.0,0,0,0,0,1,0,0,1,0,1,0,0.0,
C_058218,2020-09-01,1,120,120,7,8,8,6,1415430.4,1419300.8599999999,88706.30374999999,23.8,11.713240371477058,11.5,35.0,0.0,0.25,0.0,0,9999,0.8999468301597451,1,7599000.0,30,,,0,2,2,0,0.0,0.0,0,0.25,-0.8,-0.020521037404154268,0.0,0,0,0,1,2,0,1,1,0,1,1,0.0,
C_411261,2020-09-01,1,211,211,8,16,19,0,2729970.6799999997,6308305.17,150197.74214285714,14.0,7.483314773547883,22.238095238095237,49.0,0.0,0.09523809523809523,0.047619047619047616,1,197,0.8513365167462246,0,4042000.0,0,,,0,7,3,0,0.0,0.0,0,0.5238095238095238,-0.6190476190476191,0.0780961506340362,0.0,0,0,0,0,1,1,0,1,0,1,1,1.0,
C_378580,2020-09-01,22,50,50,3,3,3,3,792649.5599999999,792649.5599999999,36029.52545454545,28.0,,20.5,32.0,0.0,0.0,0.0,0,9999,0.9905613774642101,0,786000.0,0,,,0,15,1,0,0.0,0.0,0,1.0,0.0,0.050544765513974396,0.0,0,0,0,0,0,0,0,1,0,1,0,0.0,
C_598080,2020-09-01,57,246,246,1,5,14,-3,132335.12,2095746.93,83829.8772,18.9,21.142111741472014,16.583333333333332,39.0,0.0,0.16666666666666666,0.0,0,9999,0.8931581829872942,0,2267000.0,30,,,0,10,2,1,0.0,0.0,0,0.0,0.0,0.07770294406606142,0.0,1,0,0,0,0,0,0,1,0,1,1,0.0,
C_862106,2020-09-01,1,260,260,11,21,36,1,3048479.4699999997,10695910.52,137127.05794871793,10.36,12.799348941775646,23.162790697674417,56.0,0.0,0.13953488372093023,0.0,0,9999,0.8517462896651083,0,3916000.0,0,,,0,9,2,1,1.0,0.0,1,1.0,0.0,0.0790349225832743,0.0,1,1,0,2,4,0,1,1,0,1,1,1.0,
C_878590,2020-09-01,57,232,232,2,8,10,-4,10228.970000000001,59922.76,3524.8682352941178,21.875,15.169871456278065,22.666666666666668,41.0,0.0,0.0,0.0,0,9999,0.884861111203823,0,68000.0,0,,,0,4,2,1,0.0,0.0,0,1.0,0.0,0.11550349219075413,0.0035848316809499806,1,1,0,0,2,1,0,1,0,1,1,1.0,
C_871835,2020-09-01,1,253,253,8,12,16,4,212180.43,460872.19,13167.776857142857,19.384615384615383,9.106210898231872,17.75,37.0,0.0,0.125,0.0,0,9999,0.9665339972021311,0,674000.0,0,,,0,18,3,0,0.0,0.0,0,0.2,0.1907894736842105,0.10724367296865414,0.0,0,0,0,0,1,0,0,1,0,1,1,1.0,
C_182241,2020-09-01,15,141,141,1,2,2,0,108409.05,242292.84000000003,48458.56800000001,126.0,,0.0,0.0,0.0,1.0,0.0,0,9999,0.4474298538908537,0,1186000.0,30,,,0,1,1,1,0.0,0.0,0,0.0,0.0,,0.0,0,0,0,0,1,1,0,1,0,0,1,0.0,
C_029626,2020-09-01,50,71,71,2,2,2,2,11183.09,11183.09,2236.618,21.0,,37.0,37.0,0.0,0.0,0.0,0,9999,0.853509182167004,0,15000.0,0,,,0,4,2,0,0.0,0.0,1,1.0,0.0,0.1110698759410455,0.0,0,0,0,0,4,0,1,1,0,1,0,,
C_074947,2020-09-01,15,211,211,7,9,12,5,169731.45,200130.25,5559.173611111111,24.5,11.832159566199232,24.857142857142858,48.0,0.0,0.0,0.0,0,9999,0.979118149305265,0,1048000.0,90,,,0,25,4,0,0.0,0.0,0,0.3333333333333333,-1.0,0.09452054520067354,0.0,0,0,0,0,1,1,0,1,0,1,1,1.0,
C_799217,2020-09-01,36,176,176,3,7,7,-1,21314.07,93844.88,4939.204210526316,23.333333333333332,21.07763427585427,18.714285714285715,41.0,0.0,0.2857142857142857,0.0,0,9999,0.8706589000912996,0,154000.0,0,,,0,13,4,1,0.0,0.0,0,1.0,0.0,0.10912523489872657,0.0,0,0,0,0,2,0,1,1,0,1,1,1.0,
C_627716,2020-09-01,50,225,225,1,1,3,1,76253.01999999999,763817.53,11400.261641791045,87.5,74.24621202458749,37.0,48.0,0.0,0.0,0.0,0,9999,0.9480876407746232,0,4609000.0,0,,,0,7,1,0,0.0,0.0,0,1.0,0.0,0.08678669906331136,0.0,0,0,0,1,1,0,0,1,0,1,0,1.0,
C_237751,2020-09-01,1,29,29,3,3,3,3,496260.79,496260.79,55140.08777777778,28.0,,26.0,39.0,0.0,0.0,0.0,0,9999,1.0000000000000002,0,399000.0,0,,,0,4,1,0,0.0,0.0,0,1.0,0.0,,0.0,0,0,0,0,0,0,1,1,0,0,0,,
C_217285,2020-09-01,85,190,190,2,5,7,-1,263042.68,1924176.3,113186.8411764706,35.0,42.579337712087536,21.555555555555557,47.0,0.0,0.1111111111111111,0.0,0,9999,0.9175032765968483,0,753000.0,0,,,0,3,1,0,0.0,0.0,0,1.0,0.0,0.06883776358957308,0.0,0,0,0,1,5,1,0,1,0,1,0,,
C_135878,2020-09-01,43,176,176,1,3,3,-1,39286.909999999996,258396.41999999998,28710.713333333333,66.5,64.34671708797582,15.666666666666666,25.0,0.0,0.0,0.0,0,9999,1.0,0,229000.0,0,,,0,5,1,0,0.0,0.0,1,1.0,0.0,0.048647401085999166,0.0,0,0,0,0,1,0,0,1,0,1,1,1.0,
C_160952,2020-09-01,120,239,239,0,4,6,-4,0.0,799282.83,49955.176875,23.8,16.11521020650987,22.2,33.0,0.0,0.2,0.0,0,9999,0.6964643166424581,1,295000.0,0,,,0,6,2,1,0.0,0.0,0,1.0,0.0,0.1296982743257469,0.0,0,0,0,0,5,1,0,1,0,1,0,,
C_328979,2020-09-01,99,218,218,0,6,9,-6,0.0,221643.47,6156.763055555555,23.8,26.470738561664653,23.333333333333332,46.0,0.0,0.0,0.0,0,9999,0.9253760104008479,0,173000.0,0,,,0,18,2,0,0.0,0.0,0,1.0,0.0,0.08610217600825476,0.0,0,0,0,1,4,1,0,1,0,1,1,1.0,
C_980765,2020-09-01,22,183,183,2,4,5,0,168603.85,478781.95999999996,18414.69076923077,53.666666666666664,42.77070648625451,20.2,45.0,0.0,0.4,0.0,0,9999,0.9583314918548728,0,315000.0,30,,,0,6,1,0,0.0,0.0,1,0.038461538461538464,0.25,0.07587700978621995,0.0,0,0,0,0,4,1,0,1,0,1,1,0.0,
C_298813,2020-09-01,22,183,183,3,5,6,1,77527.28,149417.22,12451.435,32.2,33.78905148121208,24.166666666666668,44.0,0.0,0.0,0.16666666666666666,1,22,0.9279589728680535,0,48000.0,0,,,0,7,2,0,0.0,0.0,0,1.0,0.0,0.07668285135504954,0.0,0,0,0,0,1,1,0,1,0,1,0,,
C_589300,2020-09-01,1,232,232,3,8,16,-2,5926.74,84288.06,2479.060588235294,17.76923076923077,28.522370887176283,27.75,47.0,0.0,0.0625,0.0,0,9999,0.9305608647298325,2,24000.0,0,,,0,14,3,0,0.0,0.0,0,1.0,0.0,0.1367001260760034,0.022922636103151862,1,0,1,0,4,1,0,1,0,1,1,0.0,
C_376135,2020-09-01,162,169,169,0,2,2,-2,0.0,111613.33,18602.221666666668,7.0,,20.0,33.0,0.0,0.0,0.0,0,9999,1.0,0,226000.0,0,,,0,1,1,0,0.0,0.0,0,1.0,0.0,0.1885624755189973,0.0,0,0,0,3,3,0,1,1,0,1,1,1.0,
C_662193,2020-09-01,8,211,211,21,35,38,7,7384723.3,13131276.32,184947.5538028169,9.666666666666666,6.8142008580121365,20.348837209302324,54.0,0.0,0.20930232558139536,0.023255813953488372,1,162,0.9240971238658695,2,1264000.0,0,,,0,5,1,0,0.0,0.0,0,1.0,0.0,0.08357210600674177,0.0,0,0,0,1,6,0,1,1,0,1,1,1.0,
C_831485,2020-09-01,50,204,204,2,3,5,1,214741.84000000003,437867.05,36488.92083333333,38.5,36.81937895547217,11.0,30.0,0.0,0.2,0.0,0,9999,0.9714811836149809,0,2800000.0,0,,,0,5,2,0,0.0,0.0,0,1.0,0.0,0.05528761149222922,0.0,0,0,0,0,0,0,1,1,0,1,0,1.0,
C_184726,2020-09-01,176,176,176,0,1,1,-1,0.0,91815.26,45907.63,,,16.0,16.0,0.0,0.0,0.0,0,9999,1.0,0,142000.0,0,,,0,1,1,1,1.0,0.0,2,1.0,0.0,0.10368317746218686,0.0,0,0,0,0,5,0,0,1,0,1,0,,
C_121437,2020-09-01,64,106,106,1,2,2,0,6312.900000000001,262387.43,65596.8575,42.0,,21.0,21.0,0.0,0.0,0.0,0,9999,0.024059460470343415,0,385000.0,0,,,0,2,1,0,0.0,0.0,0,1.0,0.0,0.1651231081996838,0.0,0,0,0,0,0,0,0,1,0,1,1,1.0,
C_164398,2020-09-01,211,211,211,0,0,1,0,0.0,16659.89,16659.89,,,,,0.0,0.0,0.0,0,9999,0.0,1,25000.0,0,,,0,1,1,0,0.0,0.0,0,1.0,0.0,,0.0,0,0,0,0,6,0,1,0,0,0,0,,
C_828155,2020-09-01,22,71,71,2,2,2,2,125950.51,125950.51,17992.93,49.0,,34.666666666666664,48.0,0.0,0.0,0.0,0,9999,1.0000000000000002,0,662000.0,0,,,0,6,1,0,0.0,0.0,1,1.0,0.0,0.05467455621301772,0.0,0,0,0,0,1,1,0,1,0,1,1,1.0,
C_763947,2020-09-01,8,239,239,1,1,4,1,698.39,8569.15,2142.2875,77.0,103.59054010864119,12.666666666666666,20.0,0.0,0.0,0.0,0,9999,0.8034740901956438,0,16000.0,0,,,0,2,1,0,0.0,0.0,0,1.0,0.0,0.071123060002444,0.0,0,0,0,1,1,0,1,1,0,1,0,1.0,
C_469142,2020-09-01,1,29,29,2,2,2,2,258944.0,258944.0,43157.333333333336,28.0,,2.0,4.0,0.0,0.5,0.0,0,9999,1.0,0,1109000.0,0,,,0,4,1,0,0.0,0.0,0,1.0,0.0,0.08278974764446209,0.0,0,0,0,0,0,0,0,1,0,1,1,1.0,
C_170045,2020-09-01,22,204,204,2,4,5,0,14790.02,29589.64,2958.964,45.5,31.564748269760262,16.5,42.0,0.0,0.25,0.0,0,9999,0.8092041674045375,1,34000.0,0,,,0,4,1,0,0.0,0.0,0,1.0,0.0,0.13373517327958914,0.0,0,0,0,0,3,0,0,1,0,1,0,,
C_358504,2020-09-01,78,120,120,1,2,2,0,171615.48,289563.54000000004,144781.77000000002,42.0,,21.666666666666668,49.0,0.0,0.0,0.0,0,9999,1.0,0,1594000.0,0,,,0,2,1,0,0.0,0.0,1,0.5,-1.0,,0.0,0,0,0,0,1,1,0,1,0,0,0,,
C_361181,2020-09-01,8,211,211,4,7,9,1,576956.9,1255133.64,43280.47034482758,29.0,17.349351572897472,19.4,40.0,0.0,0.1,0.0,0,9999,1.0000000000000002,0,5389000.0,30,,,0,9,2,0,0.0,0.0,0,0.8275862068965517,-0.3125,0.12596260130583495,0.0,1,0,0,0,2,0,0,1,0,1,1,1.0,
C_545560,2020-09-01,120,197,197,0,1,2,-1,0.0,225364.68,56341.17,77.0,,15.0,29.0,0.0,0.0,0.0,0,9999,0.7417109460098185,1,171000.0,0,,,0,2,1,0,0.0,0.0,0,1.0,0.0,0.1373015633039218,0.0,0,0,0,0,5,1,0,1,0,1,0,,
C_329432,2020-09-01,1,120,120,6,9,9,3,742280.87,915111.4,38129.64166666667,17.0,5.507570547286102,31.818181818181817,53.0,0.0,0.0,0.0,0,9999,0.8186442218947333,1,2644000.0,0,,,0,15,2,0,0.0,0.0,0,1.0,0.0,0.07676227988956899,0.0,0,0,0,0,1,1,0,1,0,1,1,1.0,
C_035718,2020-09-01,134,211,211,0,1,2,-1,0.0,3752.2400000000002,1250.7466666666667,77.0,,33.0,47.0,0.0,0.0,0.0,0,9999,0.9999999999999999,0,9000.0,0,,,0,3,2,0,0.0,0.0,0,1.0,0.0,0.12405303030303036,0.0,0,0,0,1,5,0,1,1,0,1,0,1.0,
C_477520,2020-09-01,15,211,211,2,5,6,-1,179132.12000000002,538457.4,53845.740000000005,49.0,17.146428199482248,26.0,43.0,0.0,0.0,0.0,0,9999,1.0,0,424000.0,0,,,0,1,1,0,0.0,0.0,0,1.0,0.0,0.15920889361966986,0.0,1,0,0,1,6,0,0,1,0,1,0,,
C_021668,2020-09-01,22,22,22,1,1,1,1,294161.08,294161.08,58832.216,,,49.0,49.0,0.0,0.0,0.0,0,9999,1.0,0,442000.0,0,,,0,2,2,0,0.0,0.0,1,1.0,0.0,,0.0,0,0,0,0,2,1,0,1,0,0,0,,
C_015579,2020-09-01,15,71,71,3,3,3,3,272836.52999999997,272836.52999999997,45472.755,28.0,0.0,16.0,26.0,0.0,0.0,0.0,0,9999,1.0000000000000002,0,206000.0,0,,,0,3,1,0,0.0,0.0,1,1.0,0.0,0.13096278174682352,0.0,0,0,0,0,3,1,0,1,0,1,0,,
C_334349,2020-09-01,232,232,232,0,0,1,0,0.0,19198.83,9599.415,,,23.0,23.0,0.0,0.0,0.0,0,9999,1.0,1,29000.0,0,,,0,1,1,0,0.0,0.0,0,1.0,0.0,0.0886438252378147,0.0,0,0,0,0,6,1,0,1,0,1,0,,
C_350091,2020-09-01,99,99,99,0,1,1,-1,0.0,31029.46,4432.78,,,,,0.0,0.0,0.0,0,9999,0.0,0,47000.0,0,,,0,1,1,0,0.0,0.0,0,1.0,0.0,0.07103658536585361,0.0,0,0,0,0,5,1,0,0,0,1,0,,
C_646025,2020-09-01,99,218,218,0,1,4,-1,0.0,741600.25,57046.17307692308,39.666666666666664,50.63924696649164,18.5,37.0,0.0,0.25,0.0,0,9999,0.8851237711961397,2,388000.0,0,,,0,4,1,0,0.0,0.0,0,0.9230769230769231,0.0,0.06746928746928746,0.0,0,0,0,2,6,0,1,1,0,1,0,,
C_219026,2020-09-01,1,113,113,3,5,5,1,13814.23,23568.829999999998,2946.1037499999998,28.0,24.24871130596428,14.6,34.0,0.0,0.4,0.0,0,9999,0.7873012788500745,0,38000.0,0,,,0,2,1,0,0.0,0.0,0,1.0,0.0,0.1884951206985105,0.0,0,0,0,0,1,1,0,1,0,1,1,1.0,
C_303006,2020-09-01,127,127,127,0,1,1,-1,0.0,403483.01,67247.16833333333,,,29.0,29.0,0.0,0.0,0.0,0,9999,1.0,0,3056000.0,0,,,0,6,2,0,0.0,0.0,0,1.0,0.0,0.11949903127594803,0.0,0,0,0,0,1,0,1,1,0,1,1,1.0,
C_354860,2020-09-01,8,15,15,2,2,2,2,141630.02000000002,141630.02000000002,70815.01000000001,7.0,,38.333333333333336,49.0,0.0,0.0,0.0,0,9999,1.0,0,149000.0,0,,,0,1,1,0,0.0,0.0,0,1.0,0.0,,0.0,0,0,0,0,0,0,1,1,0,0,1,1.0,
C_180817,2020-09-01,190,190,190,0,0,3,0,0.0,2459711.92,273301.32444444444,,,37.0,44.0,0.0,0.0,0.0,0,9999,0.15080857111104295,0,4059000.0,30,,,0,2,1,0,0.0,0.0,0,0.2222222222222222,0.0,0.12373213462425088,0.0,0,0,0,0,0,1,0,1,0,1,0,1.0,
C_222193,2020-09-01,1,1,1,1,1,1,1,35281.24,35281.24,4410.155,,,35.0,44.0,0.0,0.0,0.0,0,9999,1.0,0,146000.0,30,,,0,8,1,0,0.0,0.0,0,0.0,0.0,,0.0,0,0,0,0,0,1,0,1,0,0,1,0.0,
C_573297,2020-09-01,15,211,211,1,2,3,0,482811.68,2160844.79,240093.86555555556,98.0,19.79898987322333,21.0,36.0,0.0,0.16666666666666666,0.0,0,9999,0.8994535558474794,1,6028000.0,0,,,0,1,1,0,0.0,0.0,0,0.8888888888888888,-1.0,0.13997140225643165,0.0,0,0,0,0,2,0,0,1,0,1,1,0.0,
C_524968,2020-09-01,113,176,176,0,6,6,-6,0.0,18318.33,1526.5275000000001,12.6,3.1304951684997055,25.857142857142858,48.0,0.0,0.14285714285714285,0.0,0,9999,0.9502132563394151,1,20000.0,0,,,0,5,1,0,0.0,0.0,0,1.0,0.0,0.09312876735304591,0.0,0,0,0,2,5,0,0,1,0,1,1,1.0,
C_915518,2020-09-01,1,232,232,21,30,44,12,40859.07,61088.53,1018.1421666666666,11.0,7.848566748139434,21.25,49.0,0.0,0.14583333333333334,0.0,0,9999,0.8662126916460422,0,17000.0,0,,,0,15,3,1,0.0,0.0,0,1.0,0.0,0.06673743531396206,0.0,0,0,0,1,4,0,0,1,0,1,1,1.0,
C_600979,2020-09-01,15,218,218,6,16,19,-4,84469.37,189443.79,4405.669534883721,14.5,9.296401288836284,27.791666666666668,46.0,0.0,0.0,0.0,0,9999,0.9530666589810096,0,488000.0,0,,,0,19,3,0,0.0,0.0,0,1.0,0.0,0.11262467613088178,0.03724682777767426,1,0,0,0,0,0,0,1,0,1,1,1.0,
C_887838,2020-09-01,211,225,225,0,0,7,0,0.0,265230.44,24111.85818181818,7.0,0.0,18.375,46.0,0.0,0.125,0.0,0,9999,1.0,2,154000.0,90,,,0,10,3,0,0.0,0.0,1,0.0,0.0,0.10534928878783956,0.0,0,0,0,0,5,1,0,1,0,1,0,,
C_249788,2020-09-01,36,225,225,2,4,5,0,40983.15,97651.88,8877.443636363636,47.25,25.157835094989128,22.75,48.0,0.0,0.25,0.0,0,9999,0.6644998539710654,0,79000.0,0,,,0,3,1,0,0.0,0.0,0,1.0,0.0,0.06636043248445887,0.0,0,0,0,2,5,0,1,1,0,1,0,,
C_416625,2020-09-01,190,218,218,0,0,2,0,0.0,90183.12,8198.465454545454,28.0,,12.666666666666666,14.0,0.0,0.0,0.0,0,9999,1.0,1,77000.0,0,,,0,11,1,0,0.0,0.0,0,1.0,0.0,0.06440734755320258,0.0,0,0,0,0,5,0,1,1,0,1,0,,
