sales_line_id,actual_unit_cost,returned_qty,returned_amount,cost_close_date
SL-00009599,81.6,0.0,0.0,2020-05-05
SL-00009600,229.05,0.0,0.0,2021-05-26
SL-00009604,45.73,0.0,0.0,2021-03-11
SL-00009605,112.34,0.0,0.0,2020-09-05
SL-00009611,220.46,0.0,0.0,2021-08-31
SL-00009612,78.94,0.0,0.0,2020-05-10
SL-00009614,89.43,0.0,0.0,2021-04-23
SL-00009620,139.59,0.0,0.0,2020-10-05
SL-00009621,108.58,0.0,0.0,2020-09-30
SL-00009625,69.05,0.0,0.0,2020-06-11
SL-00009630,123.44,0.0,0.0,2020-10-13
SL-00009631,897.85,0.0,0.0,2022-06-12
SL-00009635,456.51,0.0,0.0,2021-11-20
SL-00009641,76.44,0.0,0.0,2020-10-27
SL-00009644,90.44,0.0,0.0,2021-08-21
SL-00009651,65.59,0.0,0.0,2020-08-26
SL-00009656,133.98,0.0,0.0,2020-08-30
SL-00009657,238.55,0.0,0.0,2021-11-12
SL-00009661,138.96,0.0,0.0,2020-11-23
SL-00009664,86.56,0.0,0.0,2020-03-27
SL-00009665,311.69,0.0,0.0,2021-10-10
SL-00009672,73.42,0.0,0.0,2020-04-15
SL-00009673,111.77,0.0,0.0,2021-04-12
SL-00009679,41.9,0.0,0.0,2020-09-12
SL-00009681,90.22,0.0,0.0,2021-05-05
SL-00009682,117.13,0.0,0.0,2020-10-30
SL-00009686,387.79,2.35,1018.23,2022-02-05
SL-00009687,89.23,0.0,0.0,2020-08-03
SL-00009697,62.62,0.0,0.0,2020-09-17
SL-00009701,84.68,0.0,0.0,2020-06-28
SL-00009704,153.12,0.0,0.0,2021-07-21
SL-00009707,60.91,0.0,0.0,2020-11-13
SL-00009713,171.13,0.0,0.0,2021-01-10
SL-00009716,158.75,0.0,0.0,2021-06-17
SL-00009723,74.66,0.0,0.0,2020-06-16
SL-00009724,122.39,0.0,0.0,2020-07-05
SL-00009729,91.28,0.0,0.0,2020-05-11
SL-00009732,99.89,0.0,0.0,2020-03-05
SL-00009733,101.98,0.0,0.0,2020-06-27
SL-00009735,93.36,0.0,0.0,2020-04-20
SL-00009738,56.83,0.0,0.0,2020-06-23
SL-00009742,171.56,0.0,0.0,2020-12-22
SL-00009746,130.16,0.0,0.0,2020-08-24
SL-00009747,339.05,0.0,0.0,2021-11-20
SL-00009748,132.43,0.0,0.0,2020-11-15
SL-00009749,137.72,0.0,0.0,2020-08-07
SL-00009752,94.91,0.0,0.0,2021-09-12
SL-00009757,291.22,0.0,0.0,2021-07-28
SL-00009758,325.01,0.0,0.0,2022-02-26
SL-00009759,90.16,0.0,0.0,2020-08-10
SL-00009760,55.25,0.0,0.0,2021-07-19
SL-00009761,88.92,0.0,0.0,2020-12-19
SL-00009772,133.71,0.0,0.0,2020-12-30
SL-00009777,95.27,0.0,0.0,2020-10-24
SL-00009778,231.45,0.0,0.0,2021-09-16
SL-00009783,81.39,0.0,0.0,2020-01-11
SL-00009786,38.42,0.0,0.0,2020-03-31
SL-00009789,68.65,0.0,0.0,2020-01-26
SL-00009792,54.07,0.0,0.0,2020-05-26
SL-00009798,154.65,0.0,0.0,2021-03-22
SL-00009799,452.05,0.0,0.0,2022-06-01
SL-00009802,100.91,0.0,0.0,2021-06-28
SL-00009803,98.93,26.93,3103.41,2020-03-18
SL-00009806,107.74,0.0,0.0,2020-08-23
SL-00009809,59.54,0.0,0.0,2020-03-24
SL-00009811,103.3,0.0,0.0,2020-10-22
SL-00009814,816.41,0.0,0.0,2022-03-27
SL-00009815,51.57,0.0,0.0,2021-05-28
SL-00009821,532.29,0.0,0.0,2022-04-23
SL-00009822,104.35,0.0,0.0,2020-04-27
SL-00009824,102.21,0.0,0.0,2020-04-08
SL-00009834,94.58,0.0,0.0,2020-11-12
SL-00009835,130.28,0.0,0.0,2020-08-11
SL-00009839,153.05,0.0,0.0,2020-12-28
SL-00009846,60.4,0.0,0.0,2020-10-16
SL-00009848,296.69,0.0,0.0,2021-08-14
SL-00009852,132.1,0.0,0.0,2021-09-18
SL-00009853,97.86,0.0,0.0,2020-08-20
SL-00009854,188.83,0.0,0.0,2021-10-18
SL-00009857,81.2,0.0,0.0,2020-07-29
SL-00009859,129.85,0.0,0.0,2020-12-11
SL-00009860,132.41,0.0,0.0,2021-08-18
SL-00009865,130.93,0.0,0.0,2021-08-14
SL-00009870,657.81,0.0,0.0,2022-03-10
SL-00009871,136.15,0.0,0.0,2020-11-10
SL-00009874,65.23,0.0,0.0,2020-01-17
SL-00009880,103.27,0.0,0.0,2020-09-07
SL-00009886,68.29,0.0,0.0,2020-04-29
SL-00009887,81.15,0.0,0.0,2020-09-18
SL-00009890,239.38,73.1,19197.52,2021-03-29
SL-00009896,114.52,0.0,0.0,2020-09-05
SL-00009897,75.18,0.0,0.0,2020-09-24
SL-00009901,57.96,0.0,0.0,2020-09-26
SL-00009902,59.11,0.0,0.0,2020-07-30
SL-00009907,59.04,0.0,0.0,2020-08-03
SL-00009916,80.21,0.0,0.0,2020-08-05
SL-00009917,437.49,0.0,0.0,2021-12-31
SL-00009919,501.48,0.0,0.0,2022-02-20
SL-00009920,174.77,0.0,0.0,2021-06-26
SL-00009921,696.05,0.0,0.0,2022-03-17
SL-00009924,345.45,0.0,0.0,2022-01-16
SL-00009927,311.8,0.0,0.0,2021-10-26
SL-00009931,421.57,0.0,0.0,2021-10-20
SL-00009934,207.46,0.0,0.0,2022-01-02
SL-00009935,126.02,0.0,0.0,2021-05-11
SL-00009943,288.22,0.0,0.0,2021-04-19
SL-00009946,126.58,0.0,0.0,2020-07-16
SL-00009948,319.73,0.0,0.0,2022-02-22
SL-00009949,74.69,1.78,161.5,2020-04-19
SL-00009952,154.66,0.0,0.0,2020-12-23
SL-00009953,65.54,0.0,0.0,2021-01-22
SL-00009957,208.21,0.0,0.0,2020-12-26
SL-00009958,206.96,0.0,0.0,2021-07-12
SL-00009961,111.91,0.0,0.0,2020-08-19
SL-00009970,188.05,0.0,0.0,2021-08-19
SL-00009973,278.59,0.0,0.0,2021-10-05
SL-00009974,104.55,0.0,0.0,2021-02-05
SL-00009975,237.25,0.0,0.0,2021-12-12
SL-00009980,140.28,0.0,0.0,2021-03-31
SL-00009985,84.93,0.0,0.0,2020-07-26
SL-00009986,139.55,0.0,0.0,2021-01-08
SL-00009990,215.55,0.0,0.0,2021-10-19
SL-00009991,569.04,0.0,0.0,2022-04-21
SL-00009994,83.46,0.0,0.0,2020-06-29
SL-00010000,134.08,0.0,0.0,2021-05-06
SL-00010001,85.38,0.0,0.0,2020-02-22
SL-00010005,76.54,0.0,0.0,2020-07-12
SL-00010006,578.53,0.0,0.0,2022-05-31
SL-00010010,147.13,0.0,0.0,2021-01-22
SL-00010011,144.6,0.0,0.0,2021-01-06
SL-00010022,119.43,0.0,0.0,2020-07-28
SL-00010026,357.55,6.69,2524.74,2021-12-15
SL-00010027,132.14,0.0,0.0,2020-08-28
SL-00010028,140.29,0.0,0.0,2021-07-08
SL-00010032,56.84,0.0,0.0,2020-11-05
SL-00010034,107.35,0.0,0.0,2020-12-05
SL-00010037,104.14,0.0,0.0,2020-04-06
SL-00010038,139.26,0.0,0.0,2020-06-19
SL-00010039,101.16,0.0,0.0,2020-10-14
SL-00010041,95.6,0.0,0.0,2020-09-03
SL-00010042,93.85,0.0,0.0,2020-09-05
SL-00010044,92.59,0.0,0.0,2020-06-01
SL-00010045,98.98,0.0,0.0,2020-09-02
SL-00010048,630.56,0.0,0.0,2021-11-14
SL-00010054,61.3,0.0,0.0,2020-04-21
SL-00010059,90.68,0.0,0.0,2020-10-17
SL-00010060,82.88,0.0,0.0,2020-07-18
SL-00010063,92.12,0.0,0.0,2020-04-30
SL-00010066,152.54,0.0,0.0,2020-12-07
SL-00010071,88.63,0.0,0.0,2020-09-04
SL-00010074,918.34,0.0,0.0,2022-04-25
SL-00010083,154.49,0.0,0.0,2021-06-01
SL-00010084,263.67,0.0,0.0,2021-12-16
SL-00010088,102.83,0.0,0.0,2020-07-06
SL-00010089,905.19,0.0,0.0,2022-06-15
SL-00010092,263.59,0.0,0.0,2021-06-06
SL-00010093,154.46,0.0,0.0,2021-07-16
SL-00010095,38.51,0.0,0.0,2020-01-08
SL-00010096,91.02,0.0,0.0,2020-07-20
SL-00010098,121.92,0.0,0.0,2020-11-17
SL-00010100,142.94,0.0,0.0,2021-06-03
SL-00010101,147.3,0.0,0.0,2020-11-24
SL-00010107,112.22,0.0,0.0,2020-07-19
SL-00010114,178.13,0.0,0.0,2021-05-03
SL-00010115,129.47,0.0,0.0,2020-09-09
SL-00010118,93.79,0.24,24.54,2020-05-28
SL-00010121,201.02,0.0,0.0,2021-06-17
SL-00010122,115.48,0.0,0.0,2020-12-29
SL-00010126,104.54,0.0,0.0,2020-07-27
SL-00010127,95.01,0.0,0.0,2020-09-12
SL-00010130,1019.72,0.0,0.0,2022-03-18
SL-00010137,208.72,0.0,0.0,2021-09-29
SL-00010140,56.56,0.0,0.0,2020-06-17
SL-00010141,99.13,0.0,0.0,2020-07-27
SL-00010145,89.09,0.0,0.0,2021-03-07
SL-00010150,94.25,0.0,0.0,2020-05-12
SL-00010155,118.43,0.0,0.0,2020-04-10
SL-00010162,200.29,0.0,0.0,2021-06-10
SL-00010163,1095.92,0.0,0.0,2022-03-15
SL-00010165,97.59,0.0,0.0,2020-06-14
SL-00010166,264.95,0.0,0.0,2021-10-08
SL-00010168,336.86,0.0,0.0,2021-11-03
SL-00010169,215.24,0.0,0.0,2021-08-16
SL-00010173,194.79,0.0,0.0,2021-08-21
SL-00010178,175.24,0.0,0.0,2021-05-04
SL-00010179,112.11,0.0,0.0,2020-07-16
SL-00010184,178.62,0.0,0.0,2021-04-03
SL-00010185,166.44,0.0,0.0,2021-11-04
SL-00010188,84.25,0.0,0.0,2021-01-31
SL-00010192,57.51,0.0,0.0,2020-11-16
SL-00010198,91.53,0.0,0.0,2020-08-26
SL-00010199,950.63,0.0,0.0,2022-06-03
SL-00010201,47.73,0.0,0.0,2020-09-22
SL-00010206,133.3,0.0,0.0,2021-01-07
SL-00010211,160.61,0.0,0.0,2021-02-10
SL-00010224,120.11,0.0,0.0,2020-05-24
SL-00010229,696.65,0.0,0.0,2022-02-26
SL-00010232,40.16,0.0,0.0,2020-08-26
SL-00010234,143.06,0.0,0.0,2021-09-27
SL-00010235,54.8,0.0,0.0,2021-04-03
SL-00010242,152.34,0.0,0.0,2020-12-10
SL-00010245,41.4,0.0,0.0,2020-04-21
SL-00010248,79.65,0.0,0.0,2020-08-08
SL-00010249,376.7,0.0,0.0,2022-01-10
SL-00010253,138.6,0.0,0.0,2021-04-08
SL-00010256,85.42,0.0,0.0,2020-07-05
SL-00010259,1100.92,0.0,0.0,2022-04-26
SL-00010260,41.91,0.0,0.0,2020-09-02
SL-00010261,127.18,0.0,0.0,2020-09-18
SL-00010264,107.7,0.0,0.0,2020-07-21
SL-00010270,95.96,0.0,0.0,2020-08-13
SL-00010275,95.7,0.0,0.0,2021-02-15
SL-00010276,143.2,0.0,0.0,2020-12-12
SL-00010282,102.92,0.0,0.0,2020-10-09
SL-00010287,134.15,0.0,0.0,2021-09-13
SL-00010288,199.7,0.0,0.0,2021-11-28
SL-00010289,181.76,0.0,0.0,2021-07-13
SL-00010292,77.03,0.0,0.0,2020-08-09
SL-00010296,63.59,0.0,0.0,2020-02-29
SL-00010297,115.19,0.0,0.0,2021-05-27
SL-00010298,142.27,0.0,0.0,2020-10-12
SL-00010307,111.1,0.0,0.0,2020-09-18
SL-00010309,44.27,0.0,0.0,2021-05-29
SL-00010311,285.23,0.0,0.0,2021-10-14
SL-00010312,253.35,0.0,0.0,2021-08-21
SL-00010316,316.29,0.0,0.0,2021-09-26
SL-00010317,187.0,0.0,0.0,2021-08-31
SL-00010322,223.28,0.0,0.0,2022-01-07
SL-00010323,160.43,0.0,0.0,2021-03-17
SL-00010324,41.64,0.0,0.0,2020-09-13
SL-00010327,122.27,0.0,0.0,2020-01-28
SL-00010329,45.11,0.0,0.0,2020-05-11
SL-00010336,541.01,0.0,0.0,2022-05-19
SL-00010337,77.45,0.0,0.0,2021-03-13
SL-00010338,160.64,0.0,0.0,2020-09-29
SL-00010344,45.76,0.0,0.0,2020-03-25
SL-00010345,313.12,0.0,0.0,2021-10-11
SL-00010349,108.17,0.0,0.0,2020-10-01
SL-00010353,270.1,0.0,0.0,2021-12-17
SL-00010356,105.1,0.0,0.0,2020-06-23
SL-00010358,248.79,0.0,0.0,2021-11-08
SL-00010359,281.51,0.0,0.0,2021-10-13
SL-00010361,241.72,0.0,0.0,2021-10-20
SL-00010364,91.75,0.0,0.0,2020-02-22
SL-00010365,259.2,0.0,0.0,2021-11-18
SL-00010372,136.63,0.0,0.0,2020-11-16
SL-00010373,181.73,0.0,0.0,2021-07-14
SL-00010376,138.97,0.0,0.0,2020-03-29
SL-00010379,132.62,0.0,0.0,2020-09-25
SL-00010382,84.83,0.0,0.0,2021-03-04
SL-00010383,216.52,0.0,0.0,2021-06-29
SL-00010385,1043.65,0.0,0.0,2022-06-05
SL-00010388,250.48,0.0,0.0,2021-12-08
SL-00010393,299.02,0.0,0.0,2021-09-25
SL-00010394,745.32,0.0,0.0,2022-04-04
SL-00010398,118.15,0.0,0.0,2021-08-31
SL-00010399,120.14,0.0,0.0,2020-11-19
SL-00010407,156.92,0.0,0.0,2020-12-17
SL-00010409,396.32,0.0,0.0,2021-12-29
SL-00010411,201.04,0.0,0.0,2021-09-10
SL-00010412,460.97,0.0,0.0,2021-12-29
SL-00010416,60.71,0.0,0.0,2020-11-10
SL-00010417,130.06,0.0,0.0,2020-11-22
SL-00010421,785.32,0.0,0.0,2022-05-11
SL-00010424,106.26,0.0,0.0,2020-05-03
SL-00010432,239.87,0.0,0.0,2021-09-03
SL-00010433,197.92,0.0,0.0,2021-06-09
SL-00010436,131.0,0.0,0.0,2020-12-26
SL-00010439,760.58,0.0,0.0,2022-04-25
SL-00010444,112.55,0.0,0.0,2021-03-13
SL-00010449,46.21,0.0,0.0,2020-06-26
SL-00010453,295.4,0.0,0.0,2021-06-28
SL-00010456,107.88,0.0,0.0,2021-05-27
SL-00010457,223.32,0.0,0.0,2021-09-07
SL-00010458,86.95,0.0,0.0,2020-02-28
SL-00010459,94.36,0.0,0.0,2020-05-27
SL-00010460,211.27,0.0,0.0,2021-08-25
SL-00010463,46.67,0.0,0.0,2020-04-06
SL-00010465,97.6,0.0,0.0,2021-10-02
SL-00010470,72.45,0.0,0.0,2020-04-30
SL-00010471,80.79,0.0,0.0,2020-09-15
SL-00010482,657.69,0.0,0.0,2022-04-25
SL-00010483,143.49,0.0,0.0,2020-10-07
SL-00010485,824.37,0.0,0.0,2022-06-10
SL-00010486,67.45,0.0,0.0,2020-05-31
SL-00010488,51.31,0.0,0.0,2020-06-09
SL-00010493,74.41,0.0,0.0,2020-09-05
SL-00010498,104.16,0.0,0.0,2020-10-28
SL-00010499,39.05,0.0,0.0,2020-05-11
SL-00010503,83.22,0.0,0.0,2020-05-07
SL-00010504,148.87,0.0,0.0,2021-01-18
SL-00010505,140.18,0.0,0.0,2020-11-14
SL-00010509,156.65,0.0,0.0,2021-09-03
SL-00010512,152.09,0.0,0.0,2021-03-31
SL-00010514,120.44,0.0,0.0,2020-08-10
SL-00010517,142.25,0.0,0.0,2020-12-12
SL-00010518,82.76,0.0,0.0,2020-04-24
SL-00010519,826.32,0.0,0.0,2022-04-17
SL-00010520,110.7,0.0,0.0,2020-06-24
SL-00010527,67.79,0.0,0.0,2020-10-02
SL-00010531,361.04,0.0,0.0,2021-10-07
SL-00010536,50.92,0.0,0.0,2020-05-24
SL-00010537,156.1,0.0,0.0,2020-11-17
SL-00010545,935.43,0.0,0.0,2022-05-02
SL-00010548,51.93,0.0,0.0,2020-10-18
SL-00010552,49.78,0.0,0.0,2020-10-01
SL-00010553,201.14,0.0,0.0,2021-07-03
SL-00010558,189.71,0.0,0.0,2021-07-07
SL-00010559,625.16,0.0,0.0,2022-05-20
SL-00010563,203.76,0.0,0.0,2021-04-02
SL-00010568,190.79,0.0,0.0,2021-05-25
SL-00010569,109.9,0.0,0.0,2020-10-25
SL-00010572,79.0,0.0,0.0,2020-07-05
SL-00010573,59.98,0.0,0.0,2020-10-06
SL-00010575,311.13,0.0,0.0,2021-03-04
SL-00010576,120.49,0.0,0.0,2021-01-23
SL-00010578,171.76,0.0,0.0,2020-12-14
SL-00010580,104.01,0.0,0.0,2021-07-21
SL-00010581,88.97,0.0,0.0,2021-05-17
SL-00010590,70.52,0.0,0.0,2020-12-08
SL-00010593,1028.86,0.0,0.0,2022-02-20
SL-00010595,89.08,0.0,0.0,2020-08-14
SL-00010601,87.34,0.0,0.0,2020-08-29
SL-00010604,112.43,0.0,0.0,2020-04-15
SL-00010607,1041.38,0.0,0.0,2022-03-21
SL-00010610,132.88,0.0,0.0,2020-11-06
SL-00010613,209.66,0.0,0.0,2021-08-01
SL-00010616,80.05,0.0,0.0,2020-05-13
SL-00010617,64.57,0.0,0.0,2020-11-02
SL-00010620,65.52,0.0,0.0,2020-05-09
SL-00010632,71.11,0.0,0.0,2020-05-21
SL-00010633,566.87,0.0,0.0,2022-05-03
SL-00010637,130.99,0.0,0.0,2021-06-07
SL-00010638,91.52,0.0,0.0,2020-12-19
SL-00010643,118.27,0.0,0.0,2021-01-12
SL-00010644,498.82,0.0,0.0,2021-12-24
SL-00010645,78.6,0.0,0.0,2021-07-11
SL-00010649,76.74,0.0,0.0,2020-05-14
SL-00010651,798.34,0.0,0.0,2022-04-27
SL-00010656,131.41,0.0,0.0,2021-10-11
SL-00010663,104.87,0.0,0.0,2020-06-11
SL-00010664,201.92,0.0,0.0,2021-11-20
SL-00010669,153.87,0.0,0.0,2020-10-20
SL-00010673,177.4,0.0,0.0,2021-06-17
SL-00010676,75.29,0.0,0.0,2020-11-22
SL-00010677,255.57,0.0,0.0,2021-12-24
SL-00010679,184.97,0.0,0.0,2021-08-25
SL-00010682,98.99,0.0,0.0,2020-10-17
SL-00010683,57.01,0.0,0.0,2020-10-26
SL-00010686,225.68,0.0,0.0,2021-07-16
SL-00010689,52.78,0.0,0.0,2020-08-05
SL-00010692,92.61,0.0,0.0,2021-03-04
SL-00010695,164.18,0.0,0.0,2021-03-20
SL-00010698,90.71,0.0,0.0,2020-08-11
SL-00010699,840.38,0.0,0.0,2022-03-06
SL-00010700,65.83,0.0,0.0,2020-07-16
SL-00010704,165.83,0.0,0.0,2021-07-21
SL-00010705,42.6,0.0,0.0,2020-09-21
SL-00010711,100.58,0.0,0.0,2021-04-09
SL-00010714,46.28,0.0,0.0,2020-09-22
SL-00010724,91.49,0.0,0.0,2020-08-25
SL-00010725,234.28,0.0,0.0,2021-06-27
SL-00010728,76.95,0.0,0.0,2020-11-07
SL-00010732,121.5,0.0,0.0,2020-04-29
SL-00010733,73.34,0.0,0.0,2021-03-12
SL-00010736,162.22,0.0,0.0,2021-04-27
SL-00010739,273.13,0.0,0.0,2021-10-21
SL-00010741,97.17,0.0,0.0,2020-12-17
SL-00010744,575.54,0.0,0.0,2022-05-15
SL-00010750,402.6,0.0,0.0,2022-01-07
SL-00010754,89.36,0.0,0.0,2020-11-07
SL-00010755,587.63,0.0,0.0,2022-01-24
SL-00010762,361.27,0.0,0.0,2021-12-17
SL-00010763,65.0,0.0,0.0,2021-06-02
SL-00010764,70.91,0.0,0.0,2020-07-12
SL-00010769,156.14,0.0,0.0,2020-09-17
SL-00010771,155.75,0.0,0.0,2020-04-28
SL-00010776,154.06,0.0,0.0,2021-01-14
SL-00010783,132.19,0.0,0.0,2020-11-08
SL-00010788,132.06,0.0,0.0,2020-02-24
SL-00010789,232.54,0.0,0.0,2021-09-18
SL-00010790,134.1,0.0,0.0,2021-08-05
SL-00010797,89.73,0.0,0.0,2021-07-20
SL-00010799,161.39,0.0,0.0,2021-07-19
SL-00010801,268.38,0.0,0.0,2021-09-13
SL-00010802,136.0,0.0,0.0,2021-05-26
SL-00010806,859.57,0.0,0.0,2022-05-05
SL-00010807,95.06,0.0,0.0,2021-05-08
SL-00010817,111.31,0.0,0.0,2020-09-22
SL-00010819,146.96,0.0,0.0,2021-03-24
SL-00010823,66.8,0.0,0.0,2020-10-26
SL-00010824,87.9,0.0,0.0,2020-09-24
SL-00010825,49.01,0.0,0.0,2021-03-06
SL-00010829,117.97,0.0,0.0,2020-09-27
SL-00010832,810.75,0.0,0.0,2022-06-21
SL-00010833,63.34,0.0,0.0,2020-07-05
SL-00010834,47.55,0.0,0.0,2020-08-20
SL-00010837,177.49,0.0,0.0,2021-11-06
SL-00010839,159.13,0.0,0.0,2021-07-02
SL-00010843,98.57,0.0,0.0,2020-07-10
SL-00010846,172.4,0.0,0.0,2021-04-20
SL-00010847,258.42,0.0,0.0,2021-04-08
SL-00010848,54.59,0.0,0.0,2021-06-28
SL-00010849,192.41,0.0,0.0,2021-09-15
SL-00010852,57.2,0.0,0.0,2020-11-25
SL-00010853,139.31,0.0,0.0,2020-03-09
SL-00010857,69.79,0.0,0.0,2020-09-27
SL-00010858,165.28,0.0,0.0,2020-12-15
SL-00010860,96.74,0.0,0.0,2020-07-20
SL-00010861,158.11,0.0,0.0,2021-01-06
SL-00010867,121.23,0.0,0.0,2020-09-18
SL-00010871,411.56,0.0,0.0,2022-02-16
SL-00010874,124.57,0.0,0.0,2020-12-05
SL-00010880,121.97,0.0,0.0,2021-08-11
SL-00010885,47.15,0.0,0.0,2020-02-01
SL-00010886,347.78,0.0,0.0,2021-11-01
SL-00010892,111.45,0.0,0.0,2020-10-01
SL-00010894,123.77,0.0,0.0,2020-11-10
SL-00010895,142.16,0.0,0.0,2020-09-20
SL-00010898,61.77,0.0,0.0,2020-03-18
SL-00010902,390.99,0.0,0.0,2021-11-12
SL-00010903,59.41,0.0,0.0,2021-07-21
SL-00010906,98.44,0.0,0.0,2020-09-19
SL-00010909,1074.07,0.0,0.0,2022-03-14
SL-00010911,242.66,0.0,0.0,2021-02-24
SL-00010914,126.96,0.0,0.0,2020-09-13
SL-00010915,80.12,0.0,0.0,2020-08-11
SL-00010921,70.79,0.0,0.0,2020-08-18
SL-00010922,89.75,0.0,0.0,2020-12-27
SL-00010926,211.25,0.0,0.0,2021-09-11
SL-00010927,133.04,0.0,0.0,2020-11-19
SL-00010931,97.84,0.0,0.0,2021-06-17
SL-00010934,191.55,0.0,0.0,2021-08-23
SL-00010940,148.19,0.0,0.0,2020-11-30
SL-00010941,435.36,0.0,0.0,2021-12-04
SL-00010950,174.6,0.0,0.0,2021-02-21
SL-00010953,214.42,0.0,0.0,2021-01-15
SL-00010955,199.21,0.0,0.0,2020-12-23
SL-00010961,92.22,0.0,0.0,2020-05-18
SL-00010962,39.23,0.0,0.0,2020-03-21
SL-00010964,109.71,0.0,0.0,2020-12-17
SL-00010965,71.74,0.0,0.0,2020-04-14
SL-00010974,79.96,0.0,0.0,2020-06-10
SL-00010979,168.73,0.0,0.0,2021-09-21
SL-00010980,99.72,0.0,0.0,2021-06-26
SL-00010981,73.22,0.0,0.0,2020-04-02
SL-00010987,1009.51,0.0,0.0,2022-05-10
SL-00010990,230.62,0.0,0.0,2021-04-30
SL-00010991,101.46,0.0,0.0,2020-01-19
SL-00010997,345.03,0.0,0.0,2021-10-19
SL-00011002,52.12,0.0,0.0,2020-07-29
SL-00011003,97.72,0.0,0.0,2021-02-08
SL-00011005,209.56,0.0,0.0,2021-03-06
SL-00011006,484.1,0.0,0.0,2022-01-06
SL-00011008,241.69,0.0,0.0,2021-09-17
SL-00011010,196.68,0.0,0.0,2021-06-29
SL-00011014,91.85,0.0,0.0,2020-11-04
SL-00011015,92.27,0.0,0.0,2020-05-29
SL-00011020,38.83,0.0,0.0,2020-07-13
SL-00011025,232.04,0.0,0.0,2021-03-05
SL-00011030,208.15,0.0,0.0,2021-09-12
SL-00011031,132.83,0.0,0.0,2020-12-22
SL-00011035,80.05,0.0,0.0,2020-02-26
SL-00011040,108.78,0.0,0.0,2020-08-20
SL-00011041,119.4,0.0,0.0,2020-07-21
SL-00011046,81.97,0.0,0.0,2020-03-21
SL-00011050,233.92,0.0,0.0,2021-07-28
SL-00011057,159.62,0.0,0.0,2021-03-08
SL-00011062,126.73,0.0,0.0,2021-04-16
SL-00011068,59.48,0.0,0.0,2020-04-29
SL-00011069,431.6,0.0,0.0,2022-03-07
SL-00011074,376.52,0.0,0.0,2021-11-21
SL-00011075,185.85,0.0,0.0,2021-06-15
SL-00011078,125.91,0.0,0.0,2020-08-15
SL-00011086,116.8,0.0,0.0,2020-09-21
SL-00011087,599.03,0.0,0.0,2022-03-05
SL-00011089,96.04,0.0,0.0,2020-09-10
SL-00011091,251.6,0.0,0.0,2021-11-05
SL-00011092,248.17,0.0,0.0,2021-11-07
SL-00011097,114.18,0.0,0.0,2020-08-05
SL-00011102,49.61,0.0,0.0,2020-04-05
SL-00011107,98.99,174.65,19747.68,2021-03-24
SL-00011108,359.01,0.0,0.0,2022-01-15
SL-00011109,41.73,0.0,0.0,2020-04-13
SL-00011112,114.96,0.0,0.0,2020-12-15
SL-00011116,62.86,0.0,0.0,2020-09-21
SL-00011117,357.54,0.0,0.0,2022-03-12
SL-00011118,95.93,0.0,0.0,2020-03-29
SL-00011119,322.44,0.0,0.0,2021-06-25
SL-00011122,232.04,0.0,0.0,2020-12-23
SL-00011127,71.78,0.0,0.0,2021-03-06
SL-00011128,283.82,0.0,0.0,2021-12-23
SL-00011133,55.87,0.0,0.0,2020-08-31
SL-00011136,290.21,0.0,0.0,2021-08-26
SL-00011137,593.89,0.0,0.0,2022-05-03
SL-00011139,138.94,24.01,3272.08,2021-04-07
SL-00011140,65.33,0.0,0.0,2021-01-22
SL-00011143,804.8,0.0,0.0,2022-01-26
SL-00011146,632.27,0.0,0.0,2022-05-01
SL-00011150,91.69,0.0,0.0,2020-07-24
SL-00011151,162.48,0.0,0.0,2021-05-12
SL-00011154,241.82,0.0,0.0,2021-06-05
SL-00011157,89.72,0.0,0.0,2020-06-01
SL-00011166,56.15,0.0,0.0,2020-07-07
SL-00011167,153.18,0.0,0.0,2021-05-06
SL-00011169,282.8,0.0,0.0,2021-12-22
SL-00011173,166.98,0.0,0.0,2021-05-11
SL-00011174,99.64,0.0,0.0,2020-06-07
SL-00011179,107.77,0.0,0.0,2020-09-28
SL-00011181,58.44,0.0,0.0,2020-08-20
SL-00011186,73.04,0.0,0.0,2021-07-10
SL-00011190,133.42,0.0,0.0,2021-05-12
SL-00011193,110.63,0.0,0.0,2020-10-23
SL-00011194,70.68,0.0,0.0,2020-01-28
SL-00011195,62.29,0.0,0.0,2020-09-27
SL-00011199,253.04,0.0,0.0,2021-11-06
SL-00011200,41.62,0.0,0.0,2020-03-18
SL-00011203,55.82,0.0,0.0,2020-09-04
SL-00011206,402.01,0.0,0.0,2021-12-06
SL-00011207,290.32,0.0,0.0,2021-07-24
SL-00011211,266.64,0.0,0.0,2021-11-11
SL-00011214,142.2,0.0,0.0,2020-11-16
SL-00011217,42.37,0.0,0.0,2021-04-17
SL-00011220,101.24,0.0,0.0,2020-10-02
SL-00011221,74.73,0.0,0.0,2020-02-26
SL-00011225,40.7,0.0,0.0,2020-08-11
SL-00011226,396.13,0.0,0.0,2022-02-13
SL-00011230,146.92,0.0,0.0,2020-08-06
SL-00011241,151.4,0.0,0.0,2021-04-08
SL-00011246,95.45,0.25,28.43,2021-06-15
SL-00011250,251.18,0.0,0.0,2021-05-31
SL-00011251,53.93,0.0,0.0,2020-05-06
SL-00011262,103.26,0.0,0.0,2021-03-10
SL-00011264,410.08,0.0,0.0,2021-10-25
SL-00011265,327.4,0.0,0.0,2021-12-18
SL-00011268,213.03,0.0,0.0,2021-07-27
