customer_id,snapshot_date,recency_days,tenure_days,relationship_days,freq_90d,freq_180d,freq_365d,freq_trend,monetary_90d,monetary_365d,avg_txn_size,gap_mean_days,gap_std_days,avg_delay_days,max_delay_days,delay_trend,on_time_ratio,bounced_check_rate,bounced_check_count,days_since_last_bounce,collection_completeness,crm_collection_pressure,credit_limit,payment_terms_days,wallet_share,wallet_share_trend,competitor_diversity,nunique_product_365d,nunique_group_365d,dev_request_count,dev_approved_ratio,dev_rejected_ratio,crm_sample_requests,cash_ratio_365d,cash_ratio_trend,avg_margin_pct,return_rate,complaint_count_365d,critical_complaint_count,unresolved_complaints,crm_quality_issues,crm_interaction_count,segment_A,segment_B,has_collection_history,has_wallet_data,has_margin_data,segment,status,location_id,sales_rep_id
C_365032,2022-03-01,106,743,743,0,3,6,-3,0.0,624573.32,39035.8325,91.0,76.46785817147838,28.88888888888889,44.0,-0.6666666666666643,0.1111111111111111,0.0,0,9999,1.1014350084630578,0,295000.0,0,0.0,-0.0678570700050413,2,7,2,0,0.0,0.0,0,1.0,0.0,0.0623447188113993,0.0,0,0,0,0,2,1,0,1,1,1,A,غیرفعال,LOC-011,REP-006
C_303006,2022-03-01,120,673,673,0,2,2,-2,0.0,2225116.25,556279.0625,69.125,74.3110018772456,22.625,36.0,7.166666666666668,0.0,0.0,0,9999,1.9994932399599343,0,3056000.0,0,0.0,-0.0357142857142857,3,2,1,1,0.0,0.0,0,1.0,0.0,0.0539631466734211,0.0,0,0,0,0,3,0,1,1,1,1,B,فعال,LOC-002,REP-003
C_334474,2022-03-01,15,197,197,6,15,16,-3,6972922.18,14605962.11,347761.0026190476,18.2,16.23302532219768,21.8,49.0,0.0,0.1,0.0,0,9999,0.9645771708769688,1,7255000.0,0,0.6099996775376295,-0.0396429096536448,2,2,2,1,1.0,0.0,0,1.0,0.0,-0.0017602860013281,0.0,0,0,0,2,5,1,0,1,1,1,A,فعال,LOC-012,REP-005
C_417601,2022-03-01,22,624,624,2,9,19,-5,696467.15,3083595.53,88102.72942857142,33.44444444444444,28.2618475359236,24.58620689655172,53.0,13.275,0.1034482758620689,0.0,0,9999,1.040990671043034,0,1430000.0,0,0.4900014667774898,-0.0435714517932421,2,12,2,1,1.0,0.0,1,0.6,-0.2875,0.0783537131309452,0.0011164946281862,0,0,0,1,5,0,1,1,1,1,B,فعال,LOC-011,REP-003
C_391166,2022-03-01,22,701,701,2,3,5,1,2016101.73,3972234.17,233660.83352941176,67.9,60.76082436716752,26.53846153846154,46.0,-1.1999999999999993,0.0769230769230769,0.0769230769230769,1,505,0.97354167818359,0,1841000.0,0,0.3499999442389339,0.0135714308341844,2,2,1,1,0.0,0.0,2,1.0,0.0,-0.014873262264702,0.0,0,0,0,0,3,1,0,1,1,1,A,فعال,LOC-001,REP-004
C_445916,2022-03-01,106,708,708,0,2,4,-2,0.0,1090272.75,54513.6375,120.4,105.04665630090278,22.0,47.0,-2.6999999999999997,0.1111111111111111,0.0,0,9999,1.3234155489990922,0,1301000.0,0,0.0,6.0363629816982175e-19,2,1,1,0,0.0,0.0,0,1.0,0.0,0.0075289213425509,0.0,0,0,1,1,3,0,1,1,1,1,B,فعال,LOC-011,REP-004
C_677190,2022-03-01,1,764,764,3,5,6,1,3238737.65,4744966.44,296560.4025,63.583333333333336,41.83617037343584,30.416666666666668,40.0,1.625,0.0,0.0,0,9999,0.6697249685921909,0,2893000.0,0,0.3899998312848502,0.0717857290404076,3,2,2,0,0.0,0.0,3,1.0,0.0,0.0481818051380049,0.0,0,0,0,0,4,0,1,1,1,1,B,فعال,LOC-002,REP-007
C_677156,2022-03-01,134,428,428,0,2,2,-2,0.0,11999.18,3999.726666666667,98.0,127.7380131362626,25.625,49.0,20.333333333333336,0.0,0.0,0,9999,68.50342606744793,0,738000.0,90,0.0,-0.0185714285714285,2,3,2,0,0.0,0.0,0,1.0,0.0,-0.010254917184265,0.0,0,0,0,0,1,0,1,1,1,1,B,غیرفعال,LOC-008,REP-003
C_524968,2022-03-01,8,722,722,4,7,10,1,22864.05,58103.46,3058.076842105263,34.0,39.491771294790006,22.32,48.0,-7.639705882352942,0.08,0.0,0,9999,1.4280602222311718,0,20000.0,0,0.3699519909630048,-0.0207250669871218,2,15,3,3,0.0,0.0,0,1.0,0.0,0.0351989671828849,0.0,0,0,0,0,1,0,0,1,1,1,C,فعال,LOC-016,REP-005
C_216051,2022-03-01,162,218,218,0,1,3,-1,0.0,230776.21,23077.621000000003,28.0,19.79898987322333,25.33333333333333,46.0,0.0,0.3333333333333333,0.0,0,9999,1.0,3,164000.0,0,0.0,-0.1310727104100375,2,4,2,0,0.0,0.0,0,1.0,0.0,0.088574779750126,0.0,0,0,0,0,5,0,0,1,1,1,C,غیرفعال,LOC-012,REP-002
C_110846,2022-03-01,498,659,659,0,0,0,0,0.0,0.0,0.0,161.0,,24.0,44.0,0.0,0.0,0.0,0,9999,,0,68000.0,0,0.0,0.0,3,0,0,0,0.0,0.0,0,,0.0,,0.0,0,0,0,0,0,0,0,1,1,0,C,غیرفعال,LOC-009,REP-008
C_070220,2022-03-01,330,344,344,0,0,2,0,0.0,32032.74,1884.278823529412,14.0,,36.5,49.0,0.0,0.0,0.0,0,9999,0.6649225136532186,2,37000.0,0,0.0,0.0,2,10,2,1,0.0,0.0,1,1.0,0.0,0.0871515664027691,0.0,0,0,0,1,7,1,0,1,1,1,A,غیرفعال,LOC-003,REP-004
C_636079,2022-03-01,239,239,239,0,0,1,0,0.0,953790.63,476895.315,,,42.0,42.0,0.0,0.0,0.0,0,9999,0.4700000040889476,0,6374000.0,0,0.0,0.0,3,2,1,1,1.0,0.0,0,1.0,0.0,-0.0194002221399479,0.1599993998859783,0,0,0,0,2,1,0,1,1,1,A,فعال,LOC-012,REP-006
C_887838,2022-03-01,757,771,771,0,0,0,0,0.0,0.0,0.0,7.0,0.0,18.375,46.0,0.0,0.125,0.0,0,9999,,0,154000.0,90,0.0,0.0,3,0,0,0,0.0,0.0,0,,0.0,,0.0,0,0,0,0,0,1,0,1,1,0,A,غیرفعال,LOC-009,REP-003
C_081456,2022-03-01,15,540,540,1,2,3,0,1509673.61,1892903.77,210322.6411111111,131.25,35.864327680858594,27.0,44.0,5.0,0.0,0.0,0,9999,1.0833479453633297,0,2265000.0,0,0.3300001191142663,0.0082143197179629,2,4,1,0,0.0,0.0,0,1.0,0.0,0.0774278793217353,0.0,0,0,0,0,4,0,1,1,1,1,B,فعال,LOC-001,REP-006
C_507964,2022-03-01,50,225,225,1,7,11,-5,507372.33,2401117.95,200093.1625,19.444444444444443,17.066861978049094,18.923076923076923,35.0,0.0,0.0769230769230769,0.0,0,9999,0.8326406289203744,1,1112000.0,30,0.0,-0.0735720057119393,3,2,1,0,0.0,0.0,0,0.4166666666666667,0.3333333333333333,0.0867369379388447,0.0,1,1,0,0,2,1,0,1,1,1,A,فعال,LOC-005,REP-008
C_646025,2022-03-01,645,764,764,0,0,0,0,0.0,0.0,0.0,39.66666666666666,50.63924696649164,18.5,37.0,0.0,0.25,0.0,0,9999,,0,388000.0,0,0.0,0.0,3,0,0,0,0.0,0.0,0,,0.0,,0.0,0,0,0,0,0,0,1,1,1,0,B,غیرفعال,LOC-010,REP-004
C_334349,2022-03-01,778,778,778,0,0,0,0,0.0,0.0,0.0,,,23.0,23.0,0.0,0.0,0.0,0,9999,,0,29000.0,0,0.0,0.0,3,0,0,0,0.0,0.0,0,,0.0,,0.0,0,0,0,0,0,1,0,1,1,0,A,غیرفعال,LOC-014,REP-002
C_268031,2022-03-01,113,715,715,0,2,7,-2,0.0,22825.43,1755.8023076923075,46.30769230769231,26.737566005480677,27.705882352941178,45.0,0.985714285714284,0.0588235294117647,0.0,0,9999,2.4792934897612007,1,21000.0,0,0.0,-0.0992922129305232,4,8,2,0,0.0,0.0,0,1.0,0.0,0.0285806000123659,0.0,0,0,0,0,2,0,0,1,1,1,C,غیرفعال,LOC-008,REP-002
C_763947,2022-03-01,309,785,785,0,0,1,0,0.0,10259.35,5129.675,68.0,64.50064599159711,13.0,20.0,-1.1428571428571423,0.0,0.0,0,9999,2.454829984355734,0,16000.0,0,0.0,0.0,4,2,1,0,0.0,0.0,0,1.0,0.0,0.0164614146915031,0.0,0,0,0,0,3,0,1,1,1,1,B,غیرفعال,LOC-008,REP-001
C_469142,2022-03-01,85,575,575,1,4,7,-2,738947.58,1901519.07,135822.79071428571,40.833333333333336,32.40043022535162,21.47058823529412,48.0,4.928571428571427,0.1176470588235294,0.0,0,9999,1.3484945959548016,0,1109000.0,0,0.0,-0.0442858616921731,4,4,2,0,0.0,0.0,0,0.4285714285714285,0.6,0.1125510481964099,0.0021848305997663,0,0,0,0,2,0,0,1,1,1,C,فعال,LOC-002,REP-003
C_358504,2022-03-01,50,666,666,2,2,2,2,1589554.45,1589554.45,529851.4833333333,205.33333333333331,313.7010253941376,21.6,49.0,-0.1666666666666678,0.2,0.0,0,9999,1.0084230458415564,1,1594000.0,0,0.0,0.0464286299967436,2,2,1,0,0.0,0.0,1,1.0,0.0,0.0531667778683866,0.0,0,0,0,1,3,1,0,1,1,1,A,فعال,LOC-005,REP-004
C_545560,2022-03-01,666,743,743,0,0,0,0,0.0,0.0,0.0,77.0,,15.0,29.0,0.0,0.0,0.0,0,9999,,0,171000.0,0,0.0,0.0,3,0,0,0,0.0,0.0,0,,0.0,,0.0,0,0,0,0,0,1,0,1,1,0,A,غیرفعال,LOC-003,REP-008
C_227779,2022-03-01,8,792,792,1,6,9,-4,9168.53,108955.18,6809.6987500000005,71.27272727272727,83.63861657044659,18.416666666666668,46.0,-2.5555555555555536,0.1666666666666666,0.0,0,9999,0.944026984306758,1,61000.0,0,0.479966955803387,-0.0407169798538348,3,11,3,0,0.0,0.0,0,1.0,0.0,0.0556894646801422,0.0,0,0,0,2,3,0,1,1,1,1,B,فعال,LOC-007,REP-004
C_244560,2022-03-01,120,148,148,0,3,3,-3,0.0,4279759.9,534969.9875,28.0,,18.666666666666668,33.0,0.0,0.0,0.0,0,9999,0.8823284105260203,0,3072000.0,0,0.0,-0.0132142886893109,2,2,2,0,0.0,0.0,1,0.5,0.0,0.1002811254673437,0.0,0,0,0,0,5,0,0,1,1,1,C,غیرفعال,LOC-005,REP-004
C_035718,2022-03-01,162,757,757,0,1,1,-1,0.0,2692.63,2692.63,198.33333333333331,113.16065276116665,28.0,47.0,22.8,0.0,0.0,0,9999,4.50109744004932,0,9000.0,0,0.0,-0.0507246376811594,2,1,1,0,0.0,0.0,0,1.0,0.0,0.0765873969092801,0.0,0,0,0,0,0,0,1,1,1,1,B,غیرفعال,LOC-014,REP-007
C_477520,2022-03-01,561,757,757,0,0,0,0,0.0,0.0,0.0,49.0,17.146428199482248,26.0,43.0,0.0,0.0,0.0,0,9999,,0,424000.0,0,0.0,0.0,2,0,0,0,0.0,0.0,0,,0.0,,0.0,0,0,0,0,0,0,0,1,1,0,C,غیرفعال,LOC-013,REP-007
C_021668,2022-03-01,568,568,568,0,0,0,0,0.0,0.0,0.0,,,49.0,49.0,0.0,0.0,0.0,0,9999,,0,442000.0,0,0.0,0.0,4,0,0,0,0.0,0.0,0,,0.0,,0.0,0,0,0,0,0,1,0,1,1,0,A,غیرفعال,LOC-004,REP-003
C_304036,2022-03-01,15,701,701,2,3,6,1,2262678.93,2342465.05,156164.33666666664,85.75,45.78755289377234,30.4,43.0,-5.583333333333332,0.0,0.0,0,9999,0.975941280319209,0,3163000.0,30,0.6899990658450398,0.0532129252279683,3,10,3,0,0.0,0.0,0,0.2666666666666666,-1.0,0.0700102992861742,0.0,0,0,0,0,2,0,0,1,1,1,C,فعال,LOC-007,REP-004
C_015579,2022-03-01,561,617,617,0,0,0,0,0.0,0.0,0.0,28.0,0.0,16.0,26.0,0.0,0.0,0.0,0,9999,,0,206000.0,0,0.0,0.0,3,0,0,0,0.0,0.0,0,,0.0,,0.0,0,0,0,0,0,1,0,1,1,0,A,غیرفعال,LOC-010,REP-001
C_354860,2022-03-01,540,561,561,0,0,0,0,0.0,0.0,0.0,10.5,4.949747468305833,30.25,49.0,0.0,0.0,0.0,0,9999,,0,149000.0,0,0.0,0.0,3,0,0,1,1.0,0.0,0,,0.0,,0.0,0,0,0,0,0,0,1,1,1,0,B,غیرفعال,LOC-002,REP-001
C_692721,2022-03-01,1,463,463,4,7,16,1,6882362.65,14051848.01,453285.41967741936,27.176470588235293,20.54031187116461,22.2,47.0,12.392156862745098,0.05,0.0,0,9999,0.9560658982675688,0,3506000.0,0,0.670000242682569,0.0275000783578187,3,5,1,0,0.0,0.0,2,0.935483870967742,0.25,0.0874874859268927,0.0,0,0,0,2,6,0,1,1,1,1,B,فعال,LOC-004,REP-004
C_426424,2022-03-01,57,183,183,1,2,3,0,52149.32,256344.27,64086.067500000005,63.0,79.19595949289332,14.75,29.0,0.0,0.0,0.0,0,9999,0.9511756592023688,0,211000.0,0,0.0,-0.0867852341908433,2,2,2,0,0.0,0.0,0,1.0,0.0,0.1162983525000901,0.0,0,0,0,2,5,0,1,1,1,1,B,فعال,LOC-016,REP-006
C_350091,2022-03-01,645,645,645,0,0,0,0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0,9999,,0,47000.0,0,0.0,0.0,3,0,0,0,0.0,0.0,0,,0.0,,0.0,0,0,0,0,0,1,0,0,1,0,A,غیرفعال,LOC-007,REP-007
C_700197,2022-03-01,29,99,99,2,3,3,1,67932.41,83507.24,13917.873333333337,35.0,29.698484809834994,23.2,44.0,0.0,0.2,0.0,0,9999,0.7513928133656436,2,76000.0,0,0.0,0.0542848369289156,3,3,1,0,0.0,0.0,0,1.0,0.0,0.0396198264905784,0.0,0,0,0,0,6,1,0,1,1,1,A,فعال,LOC-008,REP-001
C_249788,2022-03-01,127,771,771,0,1,2,-1,0.0,88162.16,29387.38666666667,107.33333333333331,119.91608176832108,31.33333333333333,49.0,25.75,0.1666666666666666,0.0,0,9999,1.736026204439637,0,79000.0,0,0.0,-0.0242855363371058,2,3,1,0,0.0,0.0,0,1.0,0.0,,0.0,0,0,0,0,0,0,1,1,1,0,B,غیرفعال,LOC-016,REP-003
C_611705,2022-03-01,99,771,771,0,1,3,-1,0.0,141959.79,35489.9475,134.4,55.86859582985776,22.6,48.0,34.0,0.2,0.0,0,9999,0.3899334452382607,0,186000.0,0,0.0,4.530032478952591e-18,2,4,2,0,0.0,0.0,0,1.0,0.0,,0.0,1,1,0,1,1,1,0,1,1,0,A,غیرفعال,LOC-016,REP-004
C_917207,2022-03-01,512,575,575,0,0,0,0,0.0,0.0,0.0,63.0,,11.0,12.0,0.0,0.0,0.0,0,9999,,0,329000.0,0,0.0,0.0,2,0,0,1,1.0,0.0,0,,0.0,,0.0,0,0,0,0,0,0,0,1,1,0,C,غیرفعال,LOC-016,REP-007
C_080312,2022-03-01,694,694,694,0,0,0,0,0.0,0.0,0.0,,,30.0,30.0,0.0,0.0,0.0,0,9999,,0,144000.0,0,0.0,0.0,2,0,0,0,0.0,0.0,0,,0.0,,0.0,0,0,0,0,0,1,0,1,1,0,A,غیرفعال,LOC-002,REP-008
C_503606,2022-03-01,246,638,638,0,0,1,0,0.0,315801.5,157900.75,196.0,98.99494936611666,30.5,42.0,8.666666666666668,0.0,0.0,0,9999,2.3307814244074208,1,474000.0,0,0.0,0.0,3,2,1,0,0.0,0.0,1,1.0,0.0,,0.0,0,0,0,0,3,1,0,1,1,0,A,غیرفعال,LOC-002,REP-002
C_527060,2022-03-01,134,505,505,0,9,18,-9,0.0,4733397.94,147918.685625,41.22222222222222,48.679507438391816,24.20833333333333,46.0,23.13636363636364,0.0416666666666666,0.0,0,9999,1.0090148241370975,1,1933000.0,30,0.0,-0.0907142534514837,3,3,1,2,0.0,0.5,0,0.125,0.0,0.0796602920425741,0.0,0,0,0,0,7,0,1,1,1,1,B,فعال,LOC-007,REP-007
C_119382,2022-03-01,218,792,792,0,0,4,0,0.0,208416.79,16032.060769230768,38.266666666666666,43.62415233178368,22.444444444444443,49.0,-1.1692307692307686,0.1111111111111111,0.0,0,9999,2.2524052404799058,0,166000.0,0,0.0,0.0,2,9,3,3,0.0,0.3333333333333333,0,1.0,0.0,0.0756157404707552,0.0,0,0,0,0,4,0,1,1,1,1,B,غیرفعال,LOC-009,REP-002
C_281145,2022-03-01,176,302,302,0,1,5,-1,0.0,465233.83,24485.99105263158,31.5,18.520259177452136,20.25,44.0,0.0,0.0,0.0,0,9999,0.8469609142568157,1,180000.0,0,0.0,-0.0542857088128863,3,5,1,1,0.0,0.0,1,1.0,0.0,0.0628921424141124,0.0,0,0,0,0,5,0,0,1,1,1,C,غیرفعال,LOC-013,REP-007
C_034287,2022-03-01,589,673,673,0,0,0,0,0.0,0.0,0.0,42.0,19.79898987322333,13.25,30.0,0.0,0.25,0.0,0,9999,,0,33000.0,0,0.0,0.0,4,0,0,0,0.0,0.0,0,,0.0,,0.0,0,0,0,0,0,0,1,1,1,0,B,غیرفعال,LOC-007,REP-002
C_265923,2022-03-01,22,29,29,2,2,2,2,164060.15,164060.15,54686.71666666667,7.0,,21.5,33.0,0.0,0.0,0.0,0,9999,1.0,0,132000.0,0,0.2700013889853461,0.0567862004352709,2,3,2,0,0.0,0.0,0,1.0,0.0,,0.0,0,0,0,1,2,0,1,1,1,0,B,فعال,LOC-011,REP-004
C_227683,2022-03-01,92,428,428,0,2,9,-2,0.0,5608942.7,311607.9277777778,37.333333333333336,35.52112047782276,31.76923076923077,55.0,-17.583333333333332,0.0769230769230769,0.0,0,9999,1.012544925802148,0,1491000.0,0,0.0,-0.0332143039734341,3,4,2,1,0.0,0.0,0,1.0,0.0,0.0934933836810082,0.1041400091491914,0,0,0,2,5,0,1,1,1,1,B,غیرفعال,LOC-014,REP-008
C_386162,2022-03-01,190,246,246,0,0,4,0,0.0,17717.510000000002,3543.5020000000004,18.666666666666668,8.082903768654761,19.5,35.0,0.0,0.0,0.0,0,9999,0.9859500573161804,2,10000.0,0,0.0,-0.0439313023425173,2,4,2,0,0.0,0.0,0,1.0,0.0,0.0079559598098783,0.0,0,0,0,2,5,0,0,1,1,1,C,غیرفعال,LOC-001,REP-001
C_940986,2022-03-01,260,561,561,0,0,1,0,0.0,370980.52,185490.26,50.16666666666666,65.42909648364913,33.8,46.0,9.111111111111114,0.0,0.0,0,9999,2.9133512455047503,0,557000.0,0,0.0,0.0,2,2,1,0,0.0,0.0,0,1.0,0.0,,0.0,0,0,0,0,0,0,0,1,1,0,C,غیرفعال,LOC-009,REP-006
C_342153,2022-03-01,106,358,358,0,8,14,-8,0.0,54849.52,3428.0950000000003,25.2,26.02477452138421,25.5,49.0,0.0,0.0625,0.0,0,9999,0.8769307370420013,0,19000.0,0,0.0,-0.0996443707702793,3,5,2,0,0.0,0.0,0,1.0,0.0,0.0637886163090173,0.0,0,0,0,0,7,0,0,1,1,1,C,غیرفعال,LOC-002,REP-008
C_732146,2022-03-01,134,274,274,0,1,2,-1,0.0,526536.08,105307.216,140.0,,18.0,21.0,0.0,0.0,0.0,0,9999,0.6620042637913817,0,1362000.0,0,0.0,-0.0210713828450188,3,1,1,0,0.0,0.0,0,1.0,0.0,0.0132009994447529,0.0692994294102327,0,0,0,0,3,0,1,1,1,1,B,فعال,LOC-012,REP-002
C_573925,2022-03-01,561,729,729,0,0,0,0,0.0,0.0,0.0,21.0,36.85105154537656,19.76923076923077,43.0,0.0,0.1538461538461538,0.0,0,9999,,0,1040000.0,0,0.0,0.0,3,0,0,0,0.0,0.0,0,,0.0,,0.0,0,0,0,0,0,0,1,1,1,0,B,غیرفعال,LOC-010,REP-002
C_840617,2022-03-01,603,603,603,0,0,0,0,0.0,0.0,0.0,,,8.0,8.0,0.0,0.0,0.0,0,9999,,0,5000.0,0,0.0,0.0,2,0,0,0,0.0,0.0,0,,0.0,,0.0,0,0,0,0,0,0,0,1,1,0,C,غیرفعال,LOC-002,REP-006
C_251455,2022-03-01,771,771,771,0,0,0,0,0.0,0.0,0.0,,,40.0,40.0,0.0,0.0,0.0,0,9999,,0,216000.0,0,0.0,0.0,3,0,0,0,0.0,0.0,0,,0.0,,0.0,0,0,0,0,0,0,0,1,1,0,C,غیرفعال,LOC-007,REP-001
C_018229,2022-03-01,386,799,799,0,0,0,0,0.0,0.0,0.0,68.83333333333333,60.60830526146286,26.7,46.0,0.0,0.0,0.0,0,9999,,0,46000.0,0,0.0,0.0,2,0,0,0,0.0,0.0,0,,0.0,,0.0,0,0,0,0,0,0,0,1,1,0,C,غیرفعال,LOC-009,REP-004
C_247907,2022-03-01,491,659,659,0,0,0,0,0.0,0.0,0.0,168.0,,21.5,43.0,0.0,0.5,0.5,1,659,,0,280000.0,0,0.0,0.0,2,0,0,0,0.0,0.0,0,,0.0,,0.0,0,0,0,0,0,0,0,1,1,0,C,غیرفعال,LOC-015,REP-004
C_459713,2022-03-01,85,183,183,1,5,6,-3,817937.66,2008815.07,125550.941875,24.5,30.512292604784715,9.0,44.0,0.0,0.6,0.0,0,9999,0.7406350451164228,0,1336000.0,0,0.0,-0.0539290594820174,3,1,1,0,0.0,0.0,0,1.0,0.0,0.0693461431456086,0.0,0,0,0,3,5,1,0,1,1,1,A,فعال,LOC-004,REP-005
C_741459,2022-03-01,204,701,701,0,0,4,0,0.0,169097.56,28182.926666666663,165.66666666666666,250.5700168282976,21.857142857142858,43.0,23.166666666666668,0.1428571428571428,0.0,0,9999,2.4505195698861653,0,368000.0,0,0.0,-0.0267857142857142,2,3,2,0,0.0,0.0,1,1.0,0.0,0.0485584032254,0.0,0,0,0,0,3,1,0,1,1,1,A,غیرفعال,LOC-014,REP-001
C_416625,2022-03-01,736,764,764,0,0,0,0,0.0,0.0,0.0,28.0,,12.666666666666666,14.0,0.0,0.0,0.0,0,9999,,0,77000.0,0,0.0,0.0,2,0,0,0,0.0,0.0,0,,0.0,,0.0,0,0,0,0,0,0,1,1,1,0,B,غیرفعال,LOC-016,REP-002
C_949047,2022-03-01,190,386,386,0,0,9,0,0.0,4523750.84,205625.03818181815,21.77777777777778,9.549578233851191,23.08333333333333,47.0,-22.1,0.0,0.0,0,9999,1.0093986210787862,1,1313000.0,30,0.0,-0.0407142914233039,2,5,1,0,0.0,0.0,2,0.0,0.0,0.0922076449672248,0.0,0,0,0,0,6,0,0,1,1,1,C,غیرفعال,LOC-012,REP-001
C_740649,2022-03-01,85,701,701,1,5,13,-3,1695.82,102839.42,3955.362307692308,38.5,28.918275651682045,21.857142857142858,52.0,-3.428571428571427,0.0476190476190476,0.0,0,9999,1.0143268991598746,0,37000.0,0,0.0,-0.0700015293726239,3,11,2,0,0.0,0.0,1,1.0,0.0,0.0677117051214983,0.0061294277050132,0,0,0,1,6,1,0,1,1,1,A,غیرفعال,LOC-007,REP-005
C_483750,2022-03-01,526,757,757,0,0,0,0,0.0,0.0,0.0,115.5,34.64823227814083,16.5,47.0,0.0,0.0,0.0,0,9999,,0,719000.0,0,0.0,0.0,3,0,0,0,0.0,0.0,0,,0.0,,0.0,0,0,0,0,0,0,1,1,1,0,B,غیرفعال,LOC-004,REP-002
C_322315,2022-03-01,568,764,764,0,0,0,0,0.0,0.0,0.0,49.0,39.18332978874222,8.6,22.0,0.0,0.4,0.0,0,9999,,0,162000.0,0,0.0,0.0,3,0,0,0,0.0,0.0,0,,0.0,,0.0,0,0,0,0,0,0,1,1,1,0,B,غیرفعال,LOC-006,REP-001
C_740903,2022-03-01,29,540,540,1,2,6,0,33524.63,70556.95,7055.695,73.0,48.97618468875119,9.5,47.0,-19.375,0.2,0.0,0,9999,0.9808242844964246,0,51000.0,0,0.0,-0.0178581268793958,2,9,2,0,0.0,0.0,1,1.0,0.0,0.1244507704684696,0.0,0,0,0,1,3,0,0,1,1,1,C,فعال,LOC-003,REP-007
C_039413,2022-03-01,610,792,792,0,0,0,0,0.0,0.0,0.0,18.2,14.830898676599322,28.166666666666668,55.0,0.0,0.0,0.0,0,9999,,0,603000.0,0,0.0,0.0,4,0,0,0,0.0,0.0,0,,0.0,,0.0,0,0,0,0,0,1,0,1,1,0,A,غیرفعال,LOC-008,REP-001
C_957389,2022-03-01,190,190,190,0,0,2,0,0.0,1498208.06,149820.806,,,14.5,28.0,0.0,0.0,0.0,0,9999,1.0,1,1824000.0,0,0.0,-0.0803571934568505,3,1,1,1,0.0,1.0,1,1.0,0.0,0.0249319673443252,0.0,0,0,0,1,5,0,0,1,1,1,C,غیرفعال,LOC-015,REP-004
C_330550,2022-03-01,701,785,785,0,0,0,0,0.0,0.0,0.0,16.8,10.616025621672172,16.333333333333332,26.0,0.0,0.1666666666666666,0.0,0,9999,,0,331000.0,0,0.0,0.0,3,0,0,1,0.0,1.0,0,,0.0,,0.0,0,0,0,0,0,0,1,1,1,0,B,غیرفعال,LOC-008,REP-007
C_771431,2022-03-01,232,232,232,0,0,1,0,0.0,8132.79,8132.79,,,7.5,8.0,0.0,0.0,0.0,0,9999,1.0,1,13000.0,0,0.0,0.0,4,1,1,0,0.0,0.0,0,1.0,0.0,,0.0,0,0,0,2,5,0,1,1,1,0,B,غیرفعال,LOC-004,REP-005
C_083552,2022-03-01,337,778,778,0,0,2,0,0.0,95478.12,13639.731428571427,40.09090909090909,50.969509602221095,26.846153846153847,48.0,19.666666666666668,0.0769230769230769,0.0,0,9999,6.413237294575972,0,425000.0,0,0.0,0.0,2,2,1,0,0.0,0.0,0,1.0,0.0,,0.0,0,0,0,0,1,0,0,1,1,0,C,فعال,LOC-005,REP-004
C_118223,2022-03-01,8,183,183,3,9,10,-3,75588.41,188162.18,8180.964347826087,21.875,12.654050734843764,25.545454545454547,50.0,0.0,0.0909090909090909,0.0,0,9999,0.9651040395046444,1,153000.0,0,0.4199907770348167,-0.0350063548513461,3,11,3,0,0.0,0.0,0,1.0,0.0,0.0715361408762625,0.0153267784846732,0,0,0,0,3,1,0,1,1,1,A,فعال,LOC-004,REP-008
C_701289,2022-03-01,526,526,526,0,0,0,0,0.0,0.0,0.0,,,22.5,36.0,0.0,0.0,0.0,0,9999,,0,459000.0,0,0.0,0.0,1,0,0,0,0.0,0.0,0,,0.0,,0.0,0,0,0,0,0,0,0,1,1,0,C,غیرفعال,LOC-005,REP-002
C_451428,2022-03-01,232,708,708,0,0,1,0,0.0,376403.99,94100.9975,476.0,,30.5,38.0,0.0,0.0,0.0,0,9999,0.4084316162535896,1,565000.0,0,0.0,0.0,2,1,1,0,0.0,0.0,0,1.0,0.0,0.0706038008178975,0.0,0,0,0,0,4,0,0,1,1,1,C,غیرفعال,LOC-009,REP-003
C_445923,2022-03-01,295,295,295,0,0,1,0,0.0,87547.09,29182.36333333333,,,36.0,36.0,0.0,0.0,0.0,0,9999,1.0,0,132000.0,0,0.0,0.0,4,1,1,0,0.0,0.0,1,1.0,0.0,0.1065118125868573,0.0,0,0,0,1,5,0,1,1,1,1,B,غیرفعال,LOC-010,REP-002
C_755148,2022-03-01,120,183,183,0,2,3,-2,0.0,995931.28,66395.41866666666,31.5,24.748737341529164,23.25,39.0,0.0,0.0,0.0,0,9999,1.0,1,1097000.0,0,0.0,-0.0796430412701315,3,5,2,0,0.0,0.0,0,1.0,0.0,0.0691346428916992,0.0538333429047263,0,0,0,1,5,1,0,1,1,1,A,غیرفعال,LOC-001,REP-001
C_213928,2022-03-01,22,22,22,1,1,1,1,2057750.38,2057750.38,1028875.19,,,52.0,56.0,0.0,0.0,0.0,0,9999,1.0,0,3087000.0,0,0.7199992203792854,0.0771427736120662,4,2,1,0,0.0,0.0,0,1.0,0.0,0.0531562535343253,0.0,0,0,0,0,1,0,1,1,1,1,B,فعال,LOC-015,REP-001
