customer_id,offer_date,discount_pct,result,offer_type,offer_reason,validity_days
C_672256,2021-09-20,3.8,منقضی,مدت,افزایش حجم سفارش,6
C_126481,2020-03-14,5.3,درحال مذاکره,قیمتی,تسویه سریع,8
C_664019,2021-02-13,4.8,رد,مدت,افزایش حجم سفارش,16
C_838088,2020-08-18,6.3,رد,مدت,تسویه سریع,18
C_984759,2020-03-05,5.8,قبول,قیمتی,معرفی محصول جدید,26
C_155990,2020-10-04,7.4,قبول,مدت,رقابت قیمتی,28
C_633661,2020-10-27,6.9,منقضی,مدت,تسویه سریع,10
C_117580,2020-09-25,8.4,درحال مذاکره,مدت,رقابت قیمتی,12
C_683666,2020-11-29,7.9,رد,قیمتی,افزایش حجم سفارش,20
C_317124,2021-01-24,1.5,منقضی,مدت,معرفی محصول جدید,20
C_242469,2020-01-24,2.0,قبول,مدت,حفظ مشتری کلیدی,12
C_473035,2021-09-21,8.0,قبول,حجمی,رقابت قیمتی,10
C_389645,2021-12-05,1.0,رد,حجمی,افزایش سهم از سبد,28
C_683666,2021-02-11,7.0,رد,حجمی,رقابت قیمتی,26
C_361181,2020-09-08,7.5,درحال مذاکره,قیمتی,آزمون محصول,18
C_598080,2022-03-26,6.0,منقضی,حجمی,آزمون محصول,16
C_190305,2022-05-12,6.5,قبول,مدت,افزایش حجم سفارش,8
C_514467,2020-07-13,5.0,درحال مذاکره,قیمتی,رقابت قیمتی,6
C_483750,2020-10-10,5.5,رد,مدت,حفظ مشتری کلیدی,24
C_147153,2021-08-22,2.3,درحال مذاکره,قیمتی,تسویه سریع,27
C_683666,2021-03-16,1.8,درحال مذاکره,قیمتی,افزایش سهم از سبد,9
C_172705,2020-11-17,1.3,رد,حجمی,افزایش سهم از سبد,17
C_465481,2020-02-13,8.3,قبول,مدت,آزمون محصول,25
C_683666,2020-11-14,7.8,منقضی,مدت,تسویه سریع,7
C_245948,2021-05-10,7.1,درحال مذاکره,حجمی,تسویه سریع,21
C_374172,2020-02-12,6.6,درحال مذاکره,حجمی,رقابت قیمتی,29
C_871835,2021-08-06,6.1,قبول,مدت,تسویه سریع,11
C_683666,2020-10-03,6.4,منقضی,مدت,رقابت قیمتی,15
C_051706,2020-12-14,5.9,رد,مدت,رقابت قیمتی,23
C_683666,2021-09-28,5.6,درحال مذاکره,حجمی,معرفی محصول جدید,24
C_412635,2021-10-24,6.1,رد,حجمی,حفظ مشتری کلیدی,16
C_746892,2021-06-16,6.8,رد,مدت,حفظ مشتری کلیدی,29
C_479796,2020-02-05,7.3,منقضی,حجمی,معرفی محصول جدید,21
C_683666,2020-02-22,3.6,منقضی,قیمتی,رقابت قیمتی,30
C_076411,2021-02-18,4.1,قبول,قیمتی,افزایش حجم سفارش,22
C_412635,2021-03-04,4.6,رد,قیمتی,افزایش سهم از سبد,14
C_683666,2020-08-11,5.1,منقضی,قیمتی,رقابت قیمتی,6
C_683666,2021-03-04,2.4,رد,حجمی,رقابت قیمتی,7
C_265163,2021-05-25,2.9,منقضی,قیمتی,معرفی محصول جدید,25
C_535756,2022-02-12,2.8,رد,قیمتی,معرفی محصول جدید,18
C_728285,2020-08-29,2.3,درحال مذاکره,حجمی,آزمون محصول,26
C_746892,2020-07-16,3.8,قبول,مدت,رقابت قیمتی,28
C_479796,2021-09-23,3.3,منقضی,مدت,تسویه سریع,10
C_691869,2021-11-24,8.3,قبول,حجمی,افزایش حجم سفارش,24
C_479796,2021-08-27,7.8,منقضی,حجمی,رقابت قیمتی,6
C_155990,2021-09-13,1.8,منقضی,مدت,افزایش سهم از سبد,8
C_645011,2020-09-21,1.3,رد,قیمتی,معرفی محصول جدید,16
C_714619,2020-03-01,6.3,منقضی,مدت,افزایش حجم سفارش,30
C_240236,2020-06-16,5.8,رد,مدت,معرفی محصول جدید,12
C_746892,2021-09-02,6.3,قبول,مدت,افزایش سهم از سبد,10
C_183105,2021-10-05,6.8,رد,مدت,رقابت قیمتی,28
C_086403,2021-03-13,5.3,رد,قیمتی,افزایش حجم سفارش,26
C_258325,2021-04-01,5.8,درحال مذاکره,مدت,افزایش سهم از سبد,18
C_593639,2020-07-12,8.3,درحال مذاکره,مدت,معرفی محصول جدید,30
C_113139,2020-07-10,1.3,منقضی,قیمتی,معرفی محصول جدید,22
C_672256,2020-03-10,7.3,منقضی,قیمتی,آزمون محصول,20
C_050237,2021-08-15,7.8,قبول,قیمتی,افزایش حجم سفارش,12
C_705572,2022-02-18,2.3,رد,حجمی,معرفی محصول جدید,22
C_113139,2020-07-29,2.8,منقضی,حجمی,حفظ مشتری کلیدی,14
C_705572,2022-02-01,4.5,قبول,مدت,افزایش سهم از سبد,11
C_317124,2021-02-18,4.0,منقضی,قیمتی,تسویه سریع,19
C_746892,2020-12-03,3.4,رد,حجمی,تسویه سریع,27
C_598080,2022-03-26,2.9,قبول,قیمتی,آزمون محصول,9
C_683666,2020-12-16,6.7,قبول,قیمتی,معرفی محصول جدید,25
C_806376,2021-09-19,6.0,قبول,حجمی,حفظ مشتری کلیدی,13
C_683666,2020-10-25,5.5,منقضی,قیمتی,آزمون محصول,21
C_472366,2021-12-07,5.0,درحال مذاکره,قیمتی,رقابت قیمتی,29
C_245948,2020-01-11,1.2,رد,قیمتی,حفظ مشتری کلیدی,19
C_838088,2021-05-01,8.2,قبول,مدت,معرفی محصول جدید,27
C_342564,2021-03-28,8.0,منقضی,قیمتی,حفظ مشتری کلیدی,28
C_762928,2021-11-19,8.5,قبول,قیمتی,معرفی محصول جدید,20
C_421536,2021-02-26,1.5,درحال مذاکره,قیمتی,معرفی محصول جدید,12
C_683666,2020-10-21,2.0,منقضی,مدت,تسویه سریع,30
C_419410,2021-09-29,2.5,قبول,مدت,معرفی محصول جدید,22
C_948070,2021-10-04,3.0,رد,قیمتی,رقابت قیمتی,14
C_690888,2020-09-21,3.5,منقضی,قیمتی,رقابت قیمتی,6
C_342564,2021-10-30,4.0,درحال مذاکره,مدت,رقابت قیمتی,24
C_806376,2021-10-09,4.5,رد,حجمی,رقابت قیمتی,16
C_698497,2021-09-09,5.0,منقضی,قیمتی,تسویه سریع,8
C_422697,2020-04-02,6.5,منقضی,مدت,آزمون محصول,15
C_117580,2020-07-28,7.0,قبول,حجمی,معرفی محصول جدید,7
C_705572,2020-08-08,5.5,درحال مذاکره,قیمتی,رقابت قیمتی,5
C_746892,2021-07-15,6.0,رد,مدت,رقابت قیمتی,23
C_939370,2021-08-29,1.0,قبول,حجمی,معرفی محصول جدید,9
C_806376,2021-08-27,1.5,رد,حجمی,افزایش حجم سفارش,27
C_074947,2020-09-15,7.5,رد,حجمی,افزایش حجم سفارش,25
C_703200,2021-11-28,8.0,درحال مذاکره,حجمی,حفظ مشتری کلیدی,17
C_209453,2020-12-07,3.0,درحال مذاکره,مدت,آزمون محصول,29
C_594561,2021-03-01,3.5,درحال مذاکره,مدت,آزمون محصول,21
C_683666,2020-04-25,3.0,قبول,قیمتی,رقابت قیمتی,23
C_150182,2021-08-28,2.5,منقضی,مدت,حفظ مشتری کلیدی,5
C_746892,2020-10-29,4.0,منقضی,مدت,حفظ مشتری کلیدی,7
C_117580,2020-09-17,3.5,رد,قیمتی,معرفی محصول جدید,15
C_746892,2020-05-13,8.5,منقضی,مدت,رقابت قیمتی,29
C_317124,2021-01-22,8.0,رد,مدت,معرفی محصول جدید,11
C_412635,2020-04-13,2.0,درحال مذاکره,مدت,افزایش حجم سفارش,13
C_877858,2021-09-20,1.5,درحال مذاکره,قیمتی,آزمون محصول,21
C_806376,2021-07-02,7.0,درحال مذاکره,حجمی,معرفی محصول جدید,11
C_573297,2021-10-08,6.5,رد,قیمتی,حفظ مشتری کلیدی,19
C_050237,2022-05-05,2.2,درحال مذاکره,مدت,تسویه سریع,17
C_806376,2021-01-19,2.7,درحال مذاکره,قیمتی,افزایش سهم از سبد,9
C_185126,2020-08-18,3.2,رد,قیمتی,افزایش سهم از سبد,27
C_806376,2021-10-24,3.7,منقضی,مدت,افزایش حجم سفارش,19
C_746892,2021-10-11,7.6,رد,مدت,آزمون محصول,22
C_672706,2020-10-12,8.2,منقضی,حجمی,آزمون محصول,14
C_417601,2021-03-27,1.2,قبول,مدت,تسویه سریع,6
C_010649,2021-08-28,1.7,رد,قیمتی,افزایش حجم سفارش,25
C_282979,2020-12-04,5.6,قبول,حجمی,معرفی محصول جدید,28
C_282979,2020-06-19,6.1,رد,حجمی,افزایش سهم از سبد,20
C_091997,2020-08-08,6.2,درحال مذاکره,مدت,افزایش حجم سفارش,25
C_401016,2020-08-03,5.7,منقضی,قیمتی,تسویه سریع,7
C_773326,2020-08-03,5.2,رد,حجمی,رقابت قیمتی,15
C_282979,2020-12-09,4.7,قبول,قیمتی,تسویه سریع,23
C_762928,2021-09-15,4.2,منقضی,قیمتی,معرفی محصول جدید,5
C_245948,2022-02-04,3.7,درحال مذاکره,مدت,افزایش سهم از سبد,13
C_245948,2021-01-01,3.1,قبول,حجمی,افزایش سهم از سبد,21
C_749821,2021-08-29,2.6,منقضی,مدت,افزایش حجم سفارش,29
C_113139,2021-07-25,2.1,رد,مدت,آزمون محصول,11
C_698497,2021-12-07,1.6,قبول,حجمی,افزایش حجم سفارش,19
C_746892,2021-07-05,4.4,منقضی,حجمی,معرفی محصول جدید,8
C_884864,2021-06-05,4.9,قبول,مدت,افزایش سهم از سبد,26
C_593639,2021-09-01,3.4,درحال مذاکره,مدت,افزایش حجم سفارش,24
C_147153,2020-11-16,3.9,رد,مدت,افزایش حجم سفارش,16
C_806376,2021-07-30,2.4,رد,قیمتی,حفظ مشتری کلیدی,14
C_633661,2020-12-30,2.9,منقضی,مدت,معرفی محصول جدید,6
C_806376,2020-12-27,1.4,منقضی,مدت,آزمون محصول,30
C_113139,2022-01-21,1.9,قبول,قیمتی,تسویه سریع,22
C_603968,2021-10-24,8.5,درحال مذاکره,حجمی,افزایش حجم سفارش,22
C_535756,2020-08-21,1.5,منقضی,مدت,تسویه سریع,14
C_746892,2020-06-30,5.7,رد,مدت,تسویه سریع,8
C_117580,2020-09-01,5.2,قبول,قیمتی,معرفی محصول جدید,16
C_101842,2021-07-11,6.7,قبول,مدت,تسویه سریع,18
C_334474,2022-04-24,6.2,درحال مذاکره,حجمی,رقابت قیمتی,26
C_600979,2021-08-27,7.7,منقضی,حجمی,آزمون محصول,28
C_439356,2020-03-20,7.2,رد,حجمی,رقابت قیمتی,10
C_746892,2021-11-03,1.2,درحال مذاکره,قیمتی,حفظ مشتری کلیدی,12
C_980766,2020-12-09,8.2,قبول,حجمی,معرفی محصول جدید,20
C_806376,2020-11-18,1.6,منقضی,قیمتی,معرفی محصول جدید,20
C_113139,2020-05-22,1.1,رد,مدت,حفظ مشتری کلیدی,28
C_269097,2022-05-24,3.9,رد,حجمی,افزایش حجم سفارش,17
C_698497,2021-06-01,4.4,منقضی,حجمی,آزمون محصول,9
C_180745,2021-06-06,4.9,قبول,مدت,تسویه سریع,27
C_937594,2021-02-28,5.4,رد,حجمی,تسویه سریع,19
C_551361,2022-03-04,5.9,درحال مذاکره,حجمی,افزایش حجم سفارش,11
C_672706,2022-04-15,6.4,قبول,مدت,افزایش سهم از سبد,29
C_746892,2021-10-13,6.9,رد,قیمتی,تسویه سریع,21
C_749821,2022-03-16,7.4,منقضی,مدت,افزایش سهم از سبد,13
C_420287,2020-03-30,8.0,قبول,قیمتی,افزایش حجم سفارش,5
C_479796,2021-08-09,8.5,درحال مذاکره,مدت,افزایش سهم از سبد,23
C_705572,2021-08-14,7.9,رد,قیمتی,آزمون محصول,25
C_180745,2021-05-29,7.4,قبول,حجمی,آزمون محصول,7
C_508661,2020-01-20,6.9,درحال مذاکره,قیمتی,افزایش سهم از سبد,15
C_245948,2021-04-12,6.4,رد,حجمی,افزایش حجم سفارش,23
C_799217,2022-01-02,2.4,درحال مذاکره,حجمی,افزایش سهم از سبد,19
C_117580,2020-07-14,1.9,درحال مذاکره,مدت,حفظ مشتری کلیدی,27
C_571033,2021-10-12,1.4,قبول,قیمتی,افزایش سهم از سبد,9
C_705572,2021-04-22,8.4,منقضی,مدت,معرفی محصول جدید,17
C_768792,2020-09-16,4.5,قبول,مدت,افزایش حجم سفارش,13
C_328236,2020-09-04,4.0,منقضی,قیمتی,تسویه سریع,21
C_806376,2021-11-15,2.0,منقضی,مدت,افزایش سهم از سبد,30
C_519849,2020-09-14,2.6,قبول,حجمی,معرفی محصول جدید,22
C_444616,2020-07-31,1.0,قبول,قیمتی,تسویه سریع,20
C_126481,2020-03-11,1.5,رد,حجمی,حفظ مشتری کلیدی,12
C_317124,2021-04-29,4.1,قبول,حجمی,آزمون محصول,24
C_479796,2020-12-10,4.6,رد,مدت,افزایش حجم سفارش,16
C_361181,2021-10-02,3.1,درحال مذاکره,حجمی,تسویه سریع,14
C_984759,2021-07-03,3.6,منقضی,حجمی,افزایش حجم سفارش,6
C_633661,2020-01-23,5.5,قبول,قیمتی,معرفی محصول جدید,16
C_421083,2021-03-23,6.0,رد,مدت,رقابت قیمتی,8
C_857626,2021-08-27,6.1,قبول,مدت,حفظ مشتری کلیدی,13
C_245948,2020-09-18,5.5,منقضی,قیمتی,معرفی محصول جدید,21
C_069492,2021-01-20,7.1,منقضی,حجمی,تسویه سریع,23
C_265163,2021-07-07,6.6,درحال مذاکره,حجمی,افزایش سهم از سبد,5
C_348438,2020-03-10,4.0,درحال مذاکره,مدت,افزایش سهم از سبد,19
C_401016,2020-10-06,3.5,رد,مدت,حفظ مشتری کلیدی,27
C_117580,2020-08-09,5.0,رد,مدت,معرفی محصول جدید,29
C_303006,2020-12-27,4.5,قبول,قیمتی,حفظ مشتری کلیدی,11
C_050237,2021-07-03,2.0,رد,قیمتی,حفظ مشتری کلیدی,25
C_683666,2020-12-05,1.5,درحال مذاکره,مدت,افزایش سهم از سبد,7
C_683666,2021-09-18,3.6,رد,مدت,تسویه سریع,9
C_691869,2020-04-11,3.1,قبول,حجمی,معرفی محصول جدید,17
C_419410,2021-09-23,4.6,قبول,حجمی,رقابت قیمتی,19
C_762928,2021-10-07,4.1,منقضی,حجمی,آزمون محصول,27
C_683666,2022-03-02,1.6,قبول,حجمی,آزمون محصول,15
C_683666,2020-01-24,1.1,منقضی,حجمی,معرفی محصول جدید,23
C_144468,2020-11-23,2.6,درحال مذاکره,حجمی,تسویه سریع,25
C_268031,2021-07-19,2.1,درحال مذاکره,حجمی,رقابت قیمتی,7
C_746892,2020-08-07,7.6,درحال مذاکره,مدت,معرفی محصول جدید,23
C_769491,2021-12-17,7.1,منقضی,مدت,حفظ مشتری کلیدی,5
C_930788,2020-06-18,7.1,قبول,حجمی,افزایش حجم سفارش,26
C_997228,2020-06-23,7.6,رد,مدت,حفظ مشتری کلیدی,18
C_705572,2020-04-25,6.1,درحال مذاکره,حجمی,رقابت قیمتی,16
C_806530,2020-05-07,6.6,منقضی,مدت,رقابت قیمتی,8
C_411261,2020-03-22,1.6,رد,حجمی,افزایش سهم از سبد,20
C_051535,2021-11-19,2.1,منقضی,مدت,آزمون محصول,12
C_172705,2021-08-03,8.1,منقضی,قیمتی,افزایش سهم از سبد,10
C_683666,2021-08-22,1.1,درحال مذاکره,حجمی,رقابت قیمتی,28
C_877858,2020-07-13,3.6,درحال مذاکره,قیمتی,آزمون محصول,14
C_633661,2020-03-23,4.2,درحال مذاکره,مدت,تسویه سریع,6
C_683666,2022-02-24,7.0,درحال مذاکره,مدت,تسویه سریع,5
C_848211,2021-03-11,6.5,منقضی,قیمتی,افزایش حجم سفارش,13
C_117580,2020-06-13,6.0,رد,حجمی,تسویه سریع,21
C_664019,2021-02-06,5.5,منقضی,مدت,تسویه سریع,28
C_551361,2020-01-06,5.0,رد,مدت,افزایش سهم از سبد,10
C_385862,2020-03-09,4.5,درحال مذاکره,قیمتی,تسویه سریع,18
C_749821,2022-01-12,4.0,درحال مذاکره,مدت,تسویه سریع,26
C_249135,2020-11-06,3.5,رد,حجمی,آزمون محصول,8
C_514318,2022-01-28,3.0,قبول,حجمی,حفظ مشتری کلیدی,16
C_444616,2019-12-29,2.5,منقضی,حجمی,افزایش حجم سفارش,24
C_698497,2021-06-22,3.0,درحال مذاکره,مدت,معرفی محصول جدید,22
C_472366,2021-12-26,3.5,قبول,حجمی,تسویه سریع,14
C_401016,2021-04-11,4.0,رد,حجمی,تسویه سریع,6
C_575381,2020-08-28,4.5,منقضی,مدت,افزایش سهم از سبد,24
C_258325,2020-04-25,1.0,رد,حجمی,افزایش سهم از سبد,28
C_806376,2021-08-12,1.5,منقضی,حجمی,افزایش حجم سفارش,20
C_698497,2021-09-09,2.0,قبول,حجمی,معرفی محصول جدید,12
C_806376,2021-07-06,2.5,رد,حجمی,آزمون محصول,30
C_245948,2020-02-12,6.5,قبول,حجمی,حفظ مشتری کلیدی,8
C_051706,2021-05-24,7.0,رد,حجمی,معرفی محصول جدید,26
C_627716,2020-02-14,6.5,رد,قیمتی,حفظ مشتری کلیدی,13
C_746892,2020-01-19,6.0,قبول,حجمی,تسویه سریع,21
C_245948,2020-06-17,7.5,قبول,مدت,آزمون محصول,23
C_172705,2021-06-04,7.0,درحال مذاکره,مدت,معرفی محصول جدید,5
C_265163,2021-07-05,1.0,منقضی,مدت,حفظ مشتری کلیدی,7
C_980626,2020-02-19,8.0,رد,مدت,معرفی محصول جدید,15
C_566726,2020-10-24,2.1,درحال مذاکره,حجمی,رقابت قیمتی,17
C_245948,2021-05-03,1.6,قبول,مدت,رقابت قیمتی,25
C_514467,2020-07-06,2.5,منقضی,مدت,افزایش حجم سفارش,25
C_074947,2022-04-25,2.0,رد,مدت,آزمون محصول,7
C_705572,2021-11-24,2.5,رد,قیمتی,افزایش حجم سفارش,5
C_593639,2020-10-07,3.0,درحال مذاکره,حجمی,رقابت قیمتی,23
C_491628,2022-02-11,1.5,منقضی,مدت,تسویه سریع,21
C_502843,2020-11-06,2.0,قبول,قیمتی,آزمون محصول,13
C_258325,2020-08-16,8.0,درحال مذاکره,حجمی,تسویه سریع,11
C_683666,2020-07-26,1.0,رد,قیمتی,معرفی محصول جدید,29
C_491628,2022-05-10,7.0,رد,قیمتی,افزایش حجم سفارش,27
C_245948,2021-12-21,7.5,منقضی,مدت,حفظ مشتری کلیدی,19
C_479796,2020-07-07,6.6,قبول,مدت,افزایش سهم از سبد,19
C_980626,2021-03-21,7.1,رد,حجمی,معرفی محصول جدید,11
C_691869,2020-05-09,1.0,منقضی,قیمتی,افزایش حجم سفارش,11
C_698497,2020-11-07,8.0,رد,قیمتی,آزمون محصول,19
C_113139,2021-09-20,7.5,درحال مذاکره,قیمتی,حفظ مشتری کلیدی,27
C_603968,2021-11-15,7.0,منقضی,مدت,افزایش سهم از سبد,9
C_937594,2021-08-01,3.1,درحال مذاکره,حجمی,حفظ مشتری کلیدی,5
C_980626,2022-03-01,2.6,درحال مذاکره,مدت,رقابت قیمتی,13
C_839280,2020-08-25,2.0,رد,حجمی,معرفی محصول جدید,21
C_310107,2020-11-19,1.5,قبول,مدت,معرفی محصول جدید,29
C_815913,2020-11-04,5.1,رد,حجمی,حفظ مشتری کلیدی,25
C_385862,2020-01-03,4.6,قبول,مدت,حفظ مشتری کلیدی,7
C_705680,2020-12-22,4.5,رد,مدت,تسویه سریع,28
C_683666,2020-02-11,5.0,منقضی,حجمی,معرفی محصول جدید,20
C_126481,2020-05-10,5.5,قبول,حجمی,افزایش سهم از سبد,12
C_903161,2022-03-13,6.1,رد,قیمتی,افزایش حجم سفارش,30
C_342564,2020-09-04,6.6,درحال مذاکره,قیمتی,رقابت قیمتی,22
C_365405,2021-11-12,7.1,قبول,حجمی,افزایش حجم سفارش,14
C_739947,2020-07-22,7.6,رد,مدت,تسویه سریع,6
C_180817,2021-09-01,8.1,منقضی,مدت,تسویه سریع,24
C_746892,2021-06-21,1.1,قبول,قیمتی,افزایش سهم از سبد,16
C_746892,2020-11-09,1.6,درحال مذاکره,حجمی,تسویه سریع,8
C_421536,2020-04-17,6.7,رد,مدت,رقابت قیمتی,24
C_877858,2021-06-25,6.2,قبول,قیمتی,آزمون محصول,6
C_603968,2020-04-29,7.7,قبول,قیمتی,تسویه سریع,8
C_245948,2020-07-15,7.2,درحال مذاکره,مدت,افزایش حجم سفارش,16
C_806530,2020-04-21,4.7,درحال مذاکره,حجمی,حفظ مشتری کلیدی,30
C_980626,2020-11-03,4.1,منقضی,حجمی,رقابت قیمتی,12
C_884864,2021-07-04,5.7,منقضی,حجمی,افزایش سهم از سبد,14
C_535756,2020-09-27,5.1,رد,قیمتی,حفظ مشتری کلیدی,22
C_551361,2021-01-23,2.6,منقضی,قیمتی,حفظ مشتری کلیدی,10
C_838088,2021-12-04,2.1,درحال مذاکره,قیمتی,حفظ مشتری کلیدی,18
C_411261,2020-09-21,2.7,قبول,مدت,معرفی محصول جدید,16
C_420849,2021-12-20,3.2,رد,مدت,آزمون محصول,8
C_185126,2020-04-24,1.7,رد,قیمتی,معرفی محصول جدید,6
C_117580,2020-07-29,2.2,منقضی,مدت,حفظ مشتری کلیدی,24
C_258325,2020-10-08,4.7,رد,قیمتی,معرفی محصول جدید,10
C_322219,2020-08-06,5.2,منقضی,حجمی,حفظ مشتری کلیدی,28
C_683666,2021-09-18,3.7,درحال مذاکره,مدت,آزمون محصول,26
C_746892,2020-05-30,4.2,قبول,حجمی,حفظ مشتری کلیدی,18
C_317124,2021-07-01,6.1,رد,حجمی,تسویه سریع,27
C_244106,2020-05-19,6.6,منقضی,مدت,افزایش سهم از سبد,19
C_806376,2020-11-14,6.3,رد,مدت,تسویه سریع,16
C_594561,2021-02-27,6.8,منقضی,حجمی,تسویه سریع,8
C_672706,2021-06-24,7.3,قبول,قیمتی,حفظ مشتری کلیدی,26
C_683666,2020-07-30,7.8,درحال مذاکره,قیمتی,رقابت قیمتی,18
C_806376,2021-08-06,4.2,قبول,قیمتی,افزایش حجم سفارش,22
C_150182,2022-04-06,4.7,درحال مذاکره,مدت,معرفی محصول جدید,14
C_746892,2021-06-21,5.2,درحال مذاکره,حجمی,معرفی محصول جدید,6
C_421083,2022-05-30,5.8,قبول,حجمی,آزمون محصول,24
C_421536,2020-09-01,2.2,درحال مذاکره,حجمی,افزایش سهم از سبد,28
C_050237,2020-07-26,2.7,قبول,قیمتی,معرفی محصول جدید,20
C_746892,2020-01-01,2.8,منقضی,قیمتی,افزایش سهم از سبد,25
C_117580,2020-06-17,2.3,رد,مدت,آزمون محصول,7
C_180745,2020-10-16,1.8,قبول,قیمتی,افزایش حجم سفارش,15
C_051706,2021-05-21,1.2,درحال مذاکره,حجمی,معرفی محصول جدید,23
C_479796,2020-12-06,8.2,رد,حجمی,افزایش سهم از سبد,5
C_172705,2020-10-11,7.7,قبول,مدت,معرفی محصول جدید,13
C_401016,2020-04-28,7.2,منقضی,مدت,تسویه سریع,21
C_058218,2021-08-17,6.7,رد,قیمتی,افزایش حجم سفارش,29
C_155990,2021-09-02,6.2,درحال مذاکره,مدت,آزمون محصول,11
C_698497,2021-04-01,5.7,منقضی,مدت,افزایش سهم از سبد,19
C_317124,2021-05-03,2.8,درحال مذاکره,قیمتی,آزمون محصول,21
C_050237,2022-03-14,3.3,درحال مذاکره,حجمی,معرفی محصول جدید,13
C_117580,2020-07-24,1.8,قبول,مدت,افزایش سهم از سبد,11
C_183105,2022-02-02,2.3,رد,قیمتی,حفظ مشتری کلیدی,29
C_806530,2020-04-30,4.9,قبول,قیمتی,حفظ مشتری کلیدی,15
C_746892,2020-12-03,5.4,رد,قیمتی,آزمون محصول,7
C_683666,2021-07-24,3.8,رد,حجمی,حفظ مشتری کلیدی,5
C_113139,2021-07-03,4.4,منقضی,قیمتی,افزایش سهم از سبد,23
C_444616,2020-09-20,6.9,رد,حجمی,افزایش سهم از سبد,9
C_117580,2020-06-28,7.4,منقضی,قیمتی,افزایش حجم سفارش,27
C_705572,2021-01-22,6.8,درحال مذاکره,حجمی,افزایش سهم از سبد,29
C_058218,2021-11-12,6.3,منقضی,مدت,افزایش حجم سفارش,11
C_862106,2021-07-21,7.9,منقضی,قیمتی,افزایش سهم از سبد,13
C_117580,2020-09-02,7.3,رد,حجمی,تسویه سریع,21
C_361181,2020-02-18,4.8,منقضی,حجمی,معرفی محصول جدید,9
C_683666,2020-10-13,4.3,درحال مذاکره,قیمتی,افزایش سهم از سبد,17
C_420287,2020-03-29,5.8,رد,قیمتی,آزمون محصول,19
C_806376,2021-08-01,5.3,قبول,مدت,افزایش حجم سفارش,27
C_806376,2021-08-03,3.4,منقضی,مدت,افزایش حجم سفارش,17
C_691869,2020-05-28,2.9,رد,قیمتی,افزایش حجم سفارش,25
C_739947,2020-08-03,7.8,رد,حجمی,افزایش حجم سفارش,23
C_683666,2021-11-15,8.3,درحال مذاکره,قیمتی,رقابت قیمتی,15
C_317124,2021-04-17,1.3,قبول,مدت,حفظ مشتری کلیدی,7
C_482570,2020-03-28,1.8,رد,قیمتی,افزایش سهم از سبد,25
C_806376,2021-07-08,2.3,منقضی,مدت,حفظ مشتری کلیدی,17
C_593639,2020-08-04,2.8,قبول,مدت,رقابت قیمتی,9
C_051706,2021-05-11,3.3,درحال مذاکره,قیمتی,افزایش سهم از سبد,27
C_683666,2021-12-12,3.8,درحال مذاکره,قیمتی,افزایش سهم از سبد,19
C_683666,2021-07-25,4.3,قبول,حجمی,معرفی محصول جدید,11
C_317124,2021-06-04,4.8,رد,حجمی,حفظ مشتری کلیدی,29
C_502843,2020-12-23,4.3,رد,مدت,معرفی محصول جدید,5
C_180817,2021-09-10,3.8,قبول,مدت,تسویه سریع,13
C_018593,2020-04-24,3.3,منقضی,قیمتی,تسویه سریع,21
C_258325,2021-04-04,2.8,رد,قیمتی,رقابت قیمتی,29
C_677190,2021-05-08,6.3,منقضی,مدت,افزایش حجم سفارش,25
C_746892,2020-09-21,5.8,رد,قیمتی,رقابت قیمتی,7
C_365405,2022-02-14,5.3,قبول,مدت,معرفی محصول جدید,15
C_328349,2020-04-29,4.8,درحال مذاکره,مدت,معرفی محصول جدید,23
C_871835,2021-09-07,8.3,قبول,مدت,افزایش سهم از سبد,19
C_117580,2020-08-20,7.8,منقضی,قیمتی,تسویه سریع,27
C_705572,2020-03-15,8.3,درحال مذاکره,قیمتی,افزایش حجم سفارش,14
C_317124,2021-05-21,1.3,قبول,مدت,افزایش سهم از سبد,6
C_746892,2020-12-01,7.3,قبول,حجمی,تسویه سریع,30
C_387172,2020-08-02,7.8,رد,قیمتی,افزایش سهم از سبد,22
C_806376,2020-11-12,6.3,رد,قیمتی,افزایش حجم سفارش,20
C_769491,2021-05-04,6.8,منقضی,قیمتی,افزایش حجم سفارش,12
C_245948,2022-04-09,5.2,منقضی,حجمی,افزایش حجم سفارش,10
C_633661,2020-06-18,5.7,درحال مذاکره,مدت,افزایش سهم از سبد,28
C_683666,2020-04-30,4.8,رد,قیمتی,آزمون محصول,28
C_603968,2020-04-02,5.3,منقضی,حجمی,آزمون محصول,20
C_683666,2020-07-16,2.3,قبول,مدت,حفظ مشتری کلیدی,8
C_342564,2021-02-06,1.8,منقضی,مدت,افزایش سهم از سبد,16
C_317216,2021-05-04,3.3,منقضی,قیمتی,حفظ مشتری کلیدی,18
C_769027,2021-06-17,2.8,رد,مدت,تسویه سریع,26
C_117580,2020-08-23,4.3,رد,قیمتی,رقابت قیمتی,28
C_937594,2021-07-06,3.8,درحال مذاکره,قیمتی,رقابت قیمتی,10
C_548964,2020-07-24,5.3,قبول,حجمی,حفظ مشتری کلیدی,12
C_416625,2020-02-16,4.8,منقضی,حجمی,افزایش حجم سفارش,20
C_672706,2021-06-04,5.7,رد,قیمتی,رقابت قیمتی,20
C_258818,2021-08-08,5.2,قبول,مدت,افزایش سهم از سبد,28
