customer_id,month_key,estimated_total,our_purchase,main_competitor,wallet_share,month_end
C_258818,2022-03,1342.17,0.0,رقیب Z,0.0,2022-03-31
C_258818,2022-04,639.63,0.0,رقیب Z,0.0,2022-04-30
C_258818,2022-05,524.29,0.0,رقیب Z,0.0,2022-05-31
C_258818,2022-06,880.8,0.0,رقیب Z,0.0,2022-06-30
C_263291,2021-07,124.0,0.0,رقیب Y,0.0,2021-07-31
C_263291,2021-08,57.0,0.0,رقیب X,0.0,2021-08-31
C_263291,2021-09,147.0,0.0,رقیب X,0.0,2021-09-30
C_263291,2021-10,131.0,0.0,رقیب Z,0.0,2021-10-31
C_263291,2021-11,142.0,0.0,رقیب Z,0.0,2021-11-30
C_263291,2021-12,108.0,0.0,تأمین,0.0,2021-12-31
C_263291,2022-01,115.0,0.0,رقیب Z,0.0,2022-01-31
C_263291,2022-02,127.0,0.0,رقیب Z,0.0,2022-02-28
C_263291,2022-03,138.0,0.0,رقیب Z,0.0,2022-03-31
C_263291,2022-04,58.0,0.0,تأمین,0.0,2022-04-30
C_263291,2022-05,69.0,0.0,تأمین,0.0,2022-05-31
C_263291,2022-06,81.0,0.0,رقیب Z,0.0,2022-06-30
C_265163,2021-07,14083.63,6478.47,رقیب X,0.4600000142008843,2021-07-31
C_265163,2021-08,22420.29,9416.52,رقیب X,0.41999991971557904,2021-08-31
C_265163,2021-09,5483.77,0.0,رقیب Y,0.0,2021-09-30
C_265163,2021-10,5722.2,0.0,رقیب X,0.0,2021-10-31
C_265163,2021-11,6675.9,0.0,رقیب X,0.0,2021-11-30
C_265163,2021-12,7550.12,0.0,رقیب X,0.0,2021-12-31
C_265163,2022-01,9060.14,0.0,رقیب Z,0.0,2022-01-31
C_265163,2022-02,6278.52,0.0,رقیب Z,0.0,2022-02-28
C_265163,2022-03,7232.22,0.0,رقیب Z,0.0,2022-03-31
C_265163,2022-04,4450.6,0.0,رقیب Z,0.0,2022-04-30
C_265163,2022-05,5404.3,0.0,رقیب Z,0.0,2022-05-31
C_265163,2022-06,10729.12,0.0,رقیب Z,0.0,2022-06-30
C_265923,2021-07,115.4,0.0,رقیب Y,0.0,2021-07-31
C_265923,2021-08,82.85,0.0,رقیب Y,0.0,2021-08-31
C_265923,2021-09,216.01,0.0,رقیب Y,0.0,2021-09-30
C_265923,2021-10,99.13,0.0,رقیب Z,0.0,2021-10-31
C_265923,2021-11,116.88,0.0,رقیب Z,0.0,2021-11-30
C_265923,2021-12,133.16,0.0,رقیب Z,0.0,2021-12-31
C_265923,2022-01,359.97,140.39,رقیب Z,0.39000472261577346,2022-01-31
C_265923,2022-02,575.96,155.51,رقیب Z,0.27000138898534615,2022-02-28
C_265923,2022-03,112.44,0.0,رقیب Z,0.0,2022-03-31
C_265923,2022-04,198.25,0.0,رقیب Y,0.0,2022-04-30
C_265923,2022-05,214.53,0.0,رقیب Y,0.0,2022-05-31
C_265923,2022-06,164.22,0.0,رقیب Y,0.0,2022-06-30
C_267443,2021-07,381.47,164.03,رقیب X,0.42999449497994596,2021-07-31
C_267443,2021-08,113.67,0.0,رقیب Y,0.0,2021-08-31
C_267443,2021-09,273.19,144.79,رقیب Y,0.529997437680735,2021-09-30
C_267443,2021-10,432.52,190.31,رقیب X,0.4400027744381763,2021-10-31
C_267443,2021-11,315.2,126.08,رقیب X,0.4,2021-11-30
C_267443,2021-12,142.9,0.0,رقیب X,0.0,2021-12-31
C_267443,2022-01,123.41,0.0,رقیب X,0.0,2022-01-31
C_267443,2022-02,105.55,0.0,رقیب X,0.0,2022-02-28
C_267443,2022-03,86.06,0.0,رقیب X,0.0,2022-03-31
C_267443,2022-04,691.48,186.7,تأمین,0.27000057846937003,2022-04-30
C_267443,2022-05,198.11,0.0,تأمین,0.0,2022-05-31
C_267443,2022-06,180.24,0.0,تأمین,0.0,2022-06-30
C_268031,2021-07,22.32,0.0,تأمین,0.0,2021-07-31
C_268031,2021-08,28.18,20.01,رقیب Y,0.7100780695528744,2021-08-31
C_268031,2021-09,12.03,0.0,رقیب Y,0.0,2021-09-30
C_268031,2021-10,19.14,12.44,تأمین,0.6499477533960292,2021-10-31
C_268031,2021-11,32.57,19.87,رقیب X,0.6100706171323304,2021-11-30
C_268031,2021-12,21.8,0.0,رقیب X,0.0,2021-12-31
C_268031,2022-01,13.43,0.0,رقیب Z,0.0,2022-01-31
C_268031,2022-02,19.36,0.0,رقیب Z,0.0,2022-02-28
C_268031,2022-03,17.44,0.0,رقیب Z,0.0,2022-03-31
C_268031,2022-04,25.11,0.0,رقیب Z,0.0,2022-04-30
C_268031,2022-05,23.02,0.0,رقیب Z,0.0,2022-05-31
C_268031,2022-06,11.34,0.0,رقیب Z,0.0,2022-06-30
C_269097,2021-07,2178.92,0.0,رقیب Z,0.0,2021-07-31
C_269097,2021-08,1757.19,0.0,رقیب Z,0.0,2021-08-31
C_269097,2021-09,4920.15,0.0,تأمین,0.0,2021-09-30
C_269097,2021-10,5025.58,0.0,رقیب Z,0.0,2021-10-31
C_269097,2021-11,10743.91,5801.71,رقیب Z,0.5399998696936218,2021-11-30
C_269097,2021-12,2326.4,1349.31,رقیب Z,0.5799991403026135,2021-12-31
C_269097,2022-01,2051.11,553.8,رقیب X,0.2700001462622677,2022-01-31
C_269097,2022-02,4252.41,0.0,رقیب Y,0.0,2022-02-28
C_269097,2022-03,4638.99,0.0,رقیب X,0.0,2022-03-31
C_269097,2022-04,11615.09,6736.75,رقیب Y,0.5799998105912223,2022-04-30
C_269097,2022-05,5049.0,3130.38,رقیب Y,0.62,2022-05-31
C_269097,2022-06,2635.79,0.0,رقیب Y,0.0,2022-06-30
C_272108,2021-07,103.0,0.0,رقیب Y,0.0,2021-07-31
C_272108,2021-08,78.0,0.0,رقیب Z,0.0,2021-08-31
C_272108,2021-09,90.0,0.0,رقیب Z,0.0,2021-09-30
C_272108,2021-10,68.0,0.0,رقیب X,0.0,2021-10-31
C_272108,2021-11,56.0,0.0,رقیب X,0.0,2021-11-30
C_272108,2021-12,91.0,0.0,رقیب X,0.0,2021-12-31
C_272108,2022-01,79.0,0.0,رقیب X,0.0,2022-01-31
C_272108,2022-02,68.0,0.0,رقیب X,0.0,2022-02-28
C_272108,2022-03,56.0,0.0,رقیب X,0.0,2022-03-31
C_272108,2022-04,136.0,0.0,رقیب X,0.0,2022-04-30
C_272108,2022-05,125.0,0.0,رقیب X,0.0,2022-05-31
C_272108,2022-06,114.0,0.0,رقیب X,0.0,2022-06-30
C_274912,2021-07,4722.51,0.0,رقیب Z,0.0,2021-07-31
C_274912,2021-08,11484.11,3100.71,رقیب Y,0.27000002612305174,2021-08-31
C_274912,2021-09,6820.8,5047.39,رقیب Y,0.7399997067792634,2021-09-30
C_274912,2021-10,19972.73,6591.0,رقیب Z,0.3299999549385587,2021-10-31
C_274912,2021-11,23982.24,8873.43,رقیب Z,0.3700000500370274,2021-11-30
C_274912,2021-12,5430.88,0.0,رقیب Z,0.0,2021-12-31
C_274912,2022-01,6965.7,0.0,تأمین,0.0,2022-01-31
C_274912,2022-02,7674.07,0.0,تأمین,0.0,2022-02-28
C_274912,2022-03,8323.42,0.0,تأمین,0.0,2022-03-31
C_274912,2022-04,3069.63,0.0,تأمین,0.0,2022-04-30
C_274912,2022-05,3718.97,0.0,تأمین,0.0,2022-05-31
C_274912,2022-06,4368.32,0.0,رقیب Z,0.0,2022-06-30
C_276262,2021-07,72.49,31.17,تأمین,0.4299903434956546,2021-07-31
C_276262,2021-08,136.58,101.07,تأمین,0.7400058573729681,2021-08-31
C_276262,2021-09,89.0,62.3,تأمین,0.7,2021-09-30
C_276262,2021-10,59.01,0.0,تأمین,0.0,2021-10-31
C_276262,2021-11,112.22,51.62,تأمین,0.4599893067189449,2021-11-30
C_276262,2021-12,184.56,62.75,تأمین,0.33999783268313827,2021-12-31
C_276262,2022-01,108.22,73.59,تأمین,0.6800036961744594,2022-01-31
C_276262,2022-02,73.91,0.0,تأمین,0.0,2022-02-28
C_276262,2022-03,103.4,25.85,تأمین,0.25,2022-03-31
C_276262,2022-04,412.93,119.75,رقیب Z,0.29000072651539,2022-04-30
C_276262,2022-05,93.67,30.91,رقیب Z,0.32998825664567094,2022-05-31
C_276262,2022-06,39.75,0.0,رقیب Z,0.0,2022-06-30
C_276942,2021-07,1135.6,0.0,رقیب Z,0.0,2021-07-31
C_276942,2021-08,1466.81,0.0,تأمین,0.0,2021-08-31
C_276942,2021-09,1656.08,0.0,رقیب Z,0.0,2021-09-30
C_276942,2021-10,2145.02,0.0,رقیب Y,0.0,2021-10-31
C_276942,2021-11,1971.53,0.0,رقیب Y,0.0,2021-11-30
C_276942,2021-12,1782.26,0.0,رقیب Y,0.0,2021-12-31
C_276942,2022-01,1025.19,0.0,تأمین,0.0,2022-01-31
C_276942,2022-02,1577.22,0.0,تأمین,0.0,2022-02-28
C_276942,2022-03,1387.95,0.0,تأمین,0.0,2022-03-31
C_276942,2022-04,5257.4,1577.22,رقیب Z,0.30000000000000004,2022-04-30
C_276942,2022-05,1750.71,0.0,رقیب Z,0.0,2022-05-31
C_276942,2022-06,2286.97,0.0,رقیب Z,0.0,2022-06-30
C_277610,2021-07,1801.11,0.0,رقیب X,0.0,2021-07-31
C_277610,2021-08,2220.79,0.0,تأمین,0.0,2021-08-31
C_277610,2021-09,2028.43,0.0,تأمین,0.0,2021-09-30
C_277610,2021-10,2413.14,0.0,رقیب X,0.0,2021-10-31
C_277610,2021-11,2622.98,0.0,رقیب X,0.0,2021-11-30
C_277610,2021-12,2010.95,0.0,رقیب X,0.0,2021-12-31
C_277610,2022-01,6245.18,1748.65,رقیب Y,0.2799999359506051,2022-01-31
C_277610,2022-02,909.3,0.0,رقیب Y,0.0,2022-02-28
C_277610,2022-03,1101.65,0.0,رقیب Y,0.0,2022-03-31
C_277610,2022-04,1311.49,0.0,رقیب Y,0.0,2022-04-30
C_277610,2022-05,1503.84,0.0,رقیب Y,0.0,2022-05-31
C_277610,2022-06,1713.68,0.0,رقیب Y,0.0,2022-06-30
C_281145,2021-07,260.28,0.0,تأمین,0.0,2021-07-31
C_281145,2021-08,1529.44,489.42,رقیب Y,0.31999947693273356,2021-08-31
C_281145,2021-09,1694.96,474.59,رقیب Y,0.28000070798130927,2021-09-30
C_281145,2021-10,477.18,0.0,رقیب X,0.0,2021-10-31
C_281145,2021-11,535.03,0.0,رقیب X,0.0,2021-11-30
C_281145,2021-12,366.32,0.0,رقیب Y,0.0,2021-12-31
C_281145,2022-01,265.1,0.0,رقیب X,0.0,2022-01-31
C_281145,2022-02,318.12,0.0,رقیب X,0.0,2022-02-28
C_281145,2022-03,375.96,0.0,رقیب X,0.0,2022-03-31
C_281145,2022-04,477.18,0.0,رقیب X,0.0,2022-04-30
C_281145,2022-05,530.21,0.0,رقیب X,0.0,2022-05-31
C_281145,2022-06,588.05,0.0,رقیب X,0.0,2022-06-30
C_282539,2021-07,1196.93,0.0,رقیب Z,0.0,2021-07-31
C_282539,2021-08,1462.92,0.0,رقیب Y,0.0,2021-08-31
C_282539,2021-09,1341.01,0.0,رقیب Y,0.0,2021-09-30
C_282539,2021-10,1584.83,0.0,رقیب Z,0.0,2021-10-31
C_282539,2021-11,587.38,0.0,رقیب Z,0.0,2021-11-30
C_282539,2021-12,1759.16,1108.27,رقیب Z,0.6299995452374997,2021-12-31
C_282539,2022-01,1618.07,0.0,تأمین,0.0,2022-01-31
C_282539,2022-02,631.71,0.0,تأمین,0.0,2022-02-28
C_282539,2022-03,753.62,0.0,تأمین,0.0,2022-03-31
C_282539,2022-04,875.53,0.0,تأمین,0.0,2022-04-30
C_282539,2022-05,1008.53,0.0,تأمین,0.0,2022-05-31
C_282539,2022-06,1130.44,0.0,رقیب Z,0.0,2022-06-30
C_282979,2021-07,8977.43,5027.36,تأمین,0.559999910887637,2021-07-31
C_282979,2021-08,13816.18,6769.93,رقیب Z,0.49000013028203165,2021-08-31
C_282979,2021-09,1702.65,0.0,رقیب Z,0.0,2021-09-30
C_282979,2021-10,2287.94,0.0,رقیب X,0.0,2021-10-31
C_282979,2021-11,2580.58,0.0,تأمین,0.0,2021-11-30
C_282979,2021-12,1676.05,0.0,رقیب X,0.0,2021-12-31
C_282979,2022-01,6859.14,2469.29,رقیب Y,0.3599999416836513,2022-01-31
C_282979,2022-02,2660.4,0.0,رقیب X,0.0,2022-02-28
C_282979,2022-03,718.86,316.3,رقیب X,0.4400022257463206,2022-03-31
C_282979,2022-04,2663.17,1278.32,رقیب X,0.47999939921221696,2022-04-30
C_282979,2022-05,194.56,101.17,رقیب X,0.5199938322368421,2022-05-31
C_282979,2022-06,3884.18,0.0,رقیب X,0.0,2022-06-30
C_284990,2021-07,1842.13,828.96,رقیب Y,0.4500008142747797,2021-07-31
C_284990,2021-08,915.33,0.0,رقیب Z,0.0,2021-08-31
C_284990,2021-09,616.44,443.84,رقیب Z,0.7200051910972681,2021-09-30
C_284990,2021-10,1947.26,1207.3,رقیب Y,0.6199993837494736,2021-10-31
C_284990,2021-11,1091.45,633.04,رقیب Y,0.5799990837876219,2021-11-30
C_284990,2021-12,670.28,0.0,رقیب Y,0.0,2021-12-31
C_284990,2022-01,497.31,0.0,رقیب X,0.0,2022-01-31
C_284990,2022-02,817.57,490.54,رقیب X,0.5999975537262864,2022-02-28
C_284990,2022-03,663.08,0.0,رقیب X,0.0,2022-03-31
C_284990,2022-04,908.13,0.0,رقیب X,0.0,2022-04-30
C_284990,2022-05,821.64,0.0,رقیب X,0.0,2022-05-31
C_284990,2022-06,1073.9,0.0,تأمین,0.0,2022-06-30
C_287115,2021-07,85.0,0.0,رقیب Y,0.0,2021-07-31
C_287115,2021-08,115.0,0.0,رقیب Z,0.0,2021-08-31
C_287115,2021-09,127.0,0.0,رقیب Z,0.0,2021-09-30
C_287115,2021-10,104.0,0.0,رقیب Y,0.0,2021-10-31
C_287115,2021-11,93.0,0.0,رقیب Y,0.0,2021-11-30
C_287115,2021-12,82.0,0.0,رقیب Y,0.0,2021-12-31
C_287115,2022-01,92.0,0.0,رقیب Y,0.0,2022-01-31
C_287115,2022-02,126.0,0.0,رقیب Y,0.0,2022-02-28
C_287115,2022-03,115.0,0.0,رقیب Y,0.0,2022-03-31
C_287115,2022-04,58.0,0.0,رقیب Y,0.0,2022-04-30
C_287115,2022-05,147.0,0.0,رقیب Y,0.0,2022-05-31
C_287115,2022-06,81.0,0.0,رقیب Y,0.0,2022-06-30
C_287361,2021-07,783.61,548.53,رقیب Z,0.7000038284350634,2021-07-31
C_287361,2021-08,554.02,0.0,تأمین,0.0,2021-08-31
C_287361,2021-09,493.68,0.0,تأمین,0.0,2021-09-30
C_287361,2021-10,510.13,0.0,رقیب Z,0.0,2021-10-31
C_287361,2021-11,570.47,0.0,رقیب Z,0.0,2021-11-30
C_287361,2021-12,636.29,0.0,رقیب Z,0.0,2021-12-31
C_287361,2022-01,444.31,0.0,رقیب Z,0.0,2022-01-31
C_287361,2022-02,811.82,0.0,تأمین,0.0,2022-02-28
C_287361,2022-03,318.15,0.0,تأمین,0.0,2022-03-31
C_287361,2022-04,636.29,0.0,رقیب Z,0.0,2022-04-30
C_287361,2022-05,696.63,0.0,رقیب Z,0.0,2022-05-31
C_287361,2022-06,510.13,0.0,رقیب Z,0.0,2022-06-30
C_292582,2021-07,8233.01,0.0,رقیب Y,0.0,2021-07-31
C_292582,2021-08,15463.95,6804.14,رقیب Y,0.4400001293330617,2021-08-31
C_292582,2021-09,6055.68,0.0,رقیب Y,0.0,2021-09-30
C_292582,2021-10,5851.56,0.0,رقیب Y,0.0,2021-10-31
C_292582,2021-11,5035.06,0.0,رقیب Y,0.0,2021-11-30
C_292582,2021-12,7416.51,0.0,رقیب Y,0.0,2021-12-31
C_292582,2022-01,3946.4,0.0,رقیب Y,0.0,2022-01-31
C_292582,2022-02,10070.13,0.0,رقیب Y,0.0,2022-02-28
C_292582,2022-03,9321.67,0.0,رقیب Z,0.0,2022-03-31
C_292582,2022-04,7892.8,0.0,رقیب Y,0.0,2022-04-30
C_292582,2022-05,7076.31,0.0,رقیب Y,0.0,2022-05-31
C_292582,2022-06,6327.85,0.0,رقیب Y,0.0,2022-06-30
C_297913,2021-07,35.0,11.9,تأمین,0.34,2021-07-31
C_297913,2021-08,135.57,66.43,رقیب X,0.4900051633842296,2021-08-31
C_297913,2021-09,152.71,68.72,رقیب X,0.45000327417981795,2021-09-30
C_297913,2021-10,53.57,0.0,رقیب X,0.0,2021-10-31
C_297913,2021-11,90.19,64.94,رقیب X,0.720035480651957,2021-11-30
C_297913,2021-12,65.19,0.0,رقیب X,0.0,2021-12-31
C_297913,2022-01,35.88,0.0,تأمین,0.0,2022-01-31
C_297913,2022-02,69.74,0.0,تأمین,0.0,2022-02-28
C_297913,2022-03,76.96,40.02,تأمین,0.5200103950103951,2022-03-31
C_297913,2022-04,71.14,51.22,رقیب Z,0.7199887545684566,2022-04-30
C_297913,2022-05,59.13,0.0,رقیب Z,0.0,2022-05-31
C_297913,2022-06,41.44,0.0,تأمین,0.0,2022-06-30
C_298468,2021-07,76.18,0.0,رقیب Y,0.0,2021-07-31
C_298468,2021-08,53.81,37.67,رقیب X,0.7000557517190114,2021-08-31
C_298468,2021-09,92.34,0.0,رقیب X,0.0,2021-09-30
C_298468,2021-10,117.73,0.0,رقیب Z,0.0,2021-10-31
C_298468,2021-11,22.41,6.5,رقیب Y,0.2900490852298081,2021-11-30
C_298468,2021-12,91.19,0.0,رقیب Z,0.0,2021-12-31
C_298468,2022-01,99.27,0.0,رقیب Y,0.0,2022-01-31
C_298468,2022-02,324.6,220.73,رقیب Y,0.6800061614294516,2022-02-28
C_298468,2022-03,273.33,196.8,رقیب Y,0.7200087805948854,2022-03-31
C_298468,2022-04,139.66,0.0,رقیب Y,0.0,2022-04-30
C_298468,2022-05,152.36,0.0,رقیب Y,0.0,2022-05-31
C_298468,2022-06,165.06,0.0,رقیب Y,0.0,2022-06-30
C_298813,2021-07,114.0,0.0,رقیب Z,0.0,2021-07-31
C_298813,2021-08,113.0,0.0,تأمین,0.0,2021-08-31
C_298813,2021-09,101.0,0.0,تأمین,0.0,2021-09-30
C_298813,2021-10,56.0,0.0,تأمین,0.0,2021-10-31
C_298813,2021-11,67.0,0.0,تأمین,0.0,2021-11-30
C_298813,2021-12,78.0,0.0,تأمین,0.0,2021-12-31
C_298813,2022-01,68.0,0.0,رقیب Z,0.0,2022-01-31
C_298813,2022-02,135.0,0.0,تأمین,0.0,2022-02-28
C_298813,2022-03,146.0,0.0,تأمین,0.0,2022-03-31
C_298813,2022-04,103.0,0.0,رقیب Z,0.0,2022-04-30
C_298813,2022-05,114.0,0.0,رقیب Z,0.0,2022-05-31
C_298813,2022-06,80.0,0.0,رقیب Z,0.0,2022-06-30
C_299317,2021-07,55664.64,20039.27,تأمین,0.35999999281410966,2021-07-31
C_299317,2021-08,41029.78,26259.06,تأمین,0.640000019498033,2021-08-31
C_299317,2021-09,53308.43,31985.06,تأمین,0.6000000375175184,2021-09-30
C_299317,2021-10,28612.63,20028.84,رقیب X,0.6999999650503991,2021-10-31
C_299317,2021-11,18182.04,13454.71,رقیب X,0.7400000219997315,2021-11-30
C_299317,2021-12,22098.26,5966.53,رقیب X,0.26999999094951366,2021-12-31
C_299317,2022-01,31764.31,21599.73,تأمین,0.6799999748145009,2022-01-31
C_299317,2022-02,12855.23,0.0,رقیب X,0.0,2022-02-28
C_299317,2022-03,15514.93,0.0,رقیب X,0.0,2022-03-31
C_299317,2022-04,115458.21,33482.88,تأمین,0.2899999922049718,2022-04-30
C_299317,2022-05,80792.82,26661.63,تأمین,0.32999999257359747,2022-05-31
C_299317,2022-06,23050.76,0.0,تأمین,0.0,2022-06-30
C_299825,2021-07,115.0,0.0,تأمین,0.0,2021-07-31
C_299825,2021-08,85.0,0.0,رقیب Z,0.0,2021-08-31
C_299825,2021-09,73.0,0.0,رقیب Z,0.0,2021-09-30
C_299825,2021-10,148.0,0.0,تأمین,0.0,2021-10-31
C_299825,2021-11,58.0,0.0,تأمین,0.0,2021-11-30
C_299825,2021-12,69.0,0.0,تأمین,0.0,2021-12-31
C_299825,2022-01,79.0,0.0,رقیب X,0.0,2022-01-31
C_299825,2022-02,146.0,0.0,رقیب X,0.0,2022-02-28
C_299825,2022-03,56.0,0.0,رقیب X,0.0,2022-03-31
C_299825,2022-04,123.0,0.0,رقیب X,0.0,2022-04-30
C_299825,2022-05,134.0,0.0,رقیب X,0.0,2022-05-31
C_299825,2022-06,95.0,0.0,رقیب Y,0.0,2022-06-30
C_302517,2021-07,124.1,0.0,رقیب Y,0.0,2021-07-31
C_302517,2021-08,242.81,0.0,رقیب Y,0.0,2021-08-31
C_302517,2021-09,264.39,0.0,رقیب Y,0.0,2021-09-30
C_302517,2021-10,208.64,0.0,تأمین,0.0,2021-10-31
C_302517,2021-11,187.05,0.0,تأمین,0.0,2021-11-30
C_302517,2021-12,250.01,0.0,رقیب Z,0.0,2021-12-31
C_302517,2022-01,151.08,0.0,رقیب Z,0.0,2022-01-31
C_302517,2022-02,129.5,0.0,رقیب Z,0.0,2022-02-28
C_302517,2022-03,272.52,179.86,تأمین,0.6599882577425511,2022-03-31
C_302517,2022-04,269.79,0.0,تأمین,0.0,2022-04-30
C_302517,2022-05,250.01,0.0,تأمین,0.0,2022-05-31
C_302517,2022-06,228.42,0.0,تأمین,0.0,2022-06-30
C_303006,2021-07,3175.72,0.0,رقیب Y,0.0,2021-07-31
C_303006,2021-08,2311.92,0.0,رقیب Y,0.0,2021-08-31
C_303006,2021-09,5567.3,2783.65,رقیب Y,0.5,2021-09-30
C_303006,2021-10,1803.81,0.0,تأمین,0.0,2021-10-31
C_303006,2021-11,4457.83,2853.01,تأمین,0.6399997308107308,2021-11-30
C_303006,2021-12,2388.14,0.0,رقیب Z,0.0,2021-12-31
C_303006,2022-01,2947.07,0.0,رقیب Y,0.0,2022-01-31
C_303006,2022-02,2667.6,0.0,رقیب Y,0.0,2022-02-28
C_303006,2022-03,2362.73,0.0,رقیب Y,0.0,2022-03-31
C_303006,2022-04,3745.4,1985.06,رقیب Z,0.5299994660116409,2022-04-30
C_303006,2022-05,1803.81,0.0,رقیب Z,0.0,2022-05-31
C_303006,2022-06,1498.94,0.0,رقیب Z,0.0,2022-06-30
C_304036,2021-07,1741.83,0.0,رقیب Z,0.0,2021-07-31
C_304036,2021-08,1441.08,0.0,تأمین,0.0,2021-08-31
C_304036,2021-09,1578.93,0.0,تأمین,0.0,2021-09-30
C_304036,2021-10,39.67,23.01,رقیب Z,0.580035291152004,2021-10-31
C_304036,2021-11,1165.4,0.0,رقیب Z,0.0,2021-11-30
C_304036,2021-12,1591.46,0.0,رقیب Y,0.0,2021-12-31
C_304036,2022-01,1516.27,0.0,رقیب Z,0.0,2022-01-31
C_304036,2022-02,3104.41,2142.04,رقیب Z,0.6899990658450398,2022-02-28
C_304036,2022-03,1301.97,846.28,رقیب Z,0.6499996159665737,2022-03-31
C_304036,2022-04,5074.95,2131.48,رقیب Y,0.42000019704627634,2022-04-30
C_304036,2022-05,2954.66,1122.77,رقیب Y,0.37999972924126635,2022-05-31
C_304036,2022-06,676.68,0.0,رقیب Y,0.0,2022-06-30
C_304462,2021-07,8.38,0.0,رقیب Y,0.0,2021-07-31
C_304462,2021-08,5.33,0.0,تأمین,0.0,2021-08-31
C_304462,2021-09,4.64,0.0,تأمین,0.0,2021-09-30
C_304462,2021-10,4.76,0.0,رقیب Z,0.0,2021-10-31
C_304462,2021-11,20.48,6.35,رقیب Z,0.31005859375,2021-11-30
C_304462,2021-12,3.37,0.0,تأمین,0.0,2021-12-31
C_304462,2022-01,5.02,0.0,تأمین,0.0,2022-01-31
C_304462,2022-02,5.72,0.0,رقیب Z,0.0,2022-02-28
C_304462,2022-03,6.41,0.0,رقیب Z,0.0,2022-03-31
C_304462,2022-04,7.75,0.0,تأمین,0.0,2022-04-30
C_304462,2022-05,8.51,0.0,تأمین,0.0,2022-05-31
C_304462,2022-06,9.21,0.0,تأمین,0.0,2022-06-30
C_307303,2021-07,453.44,285.67,رقیب Z,0.630006175017643,2021-07-31
C_307303,2021-08,12.5,6.75,رقیب X,0.54,2021-08-31
C_307303,2021-09,143.29,0.0,رقیب X,0.0,2021-09-30
C_307303,2021-10,111.12,0.0,رقیب Z,0.0,2021-10-31
C_307303,2021-11,93.57,0.0,رقیب Z,0.0,2021-11-30
C_307303,2021-12,77.49,0.0,تأمین,0.0,2021-12-31
C_307303,2022-01,99.42,0.0,رقیب Z,0.0,2022-01-31
C_307303,2022-02,150.6,0.0,رقیب Z,0.0,2022-02-28
C_307303,2022-03,133.05,0.0,رقیب Z,0.0,2022-03-31
C_307303,2022-04,197.38,0.0,تأمین,0.0,2022-04-30
C_307303,2022-05,181.3,0.0,تأمین,0.0,2022-05-31
C_307303,2022-06,83.34,0.0,تأمین,0.0,2022-06-30
C_310107,2021-07,6470.72,0.0,رقیب Y,0.0,2021-07-31
C_310107,2021-08,25249.63,14139.79,رقیب X,0.5599998891072859,2021-08-31
C_310107,2021-09,11183.96,0.0,رقیب X,0.0,2021-09-30
C_310107,2021-10,10944.31,0.0,رقیب X,0.0,2021-10-31
C_310107,2021-11,9985.68,0.0,رقیب Y,0.0,2021-11-30
C_310107,2021-12,4082.89,1837.3,رقیب X,0.4499998775377245,2021-12-31
C_310107,2022-01,8787.4,0.0,رقیب X,0.0,2022-01-31
C_310107,2022-02,7828.77,0.0,رقیب X,0.0,2022-02-28
C_310107,2022-03,6950.03,0.0,رقیب X,0.0,2022-03-31
C_310107,2022-04,5991.41,0.0,رقیب X,0.0,2022-04-30
C_310107,2022-05,5112.67,0.0,رقیب X,0.0,2022-05-31
C_310107,2022-06,4154.04,0.0,رقیب Y,0.0,2022-06-30
C_312584,2021-07,89.0,0.0,رقیب Y,0.0,2021-07-31
C_312584,2021-08,77.0,0.0,رقیب Y,0.0,2021-08-31
C_312584,2021-09,66.0,0.0,رقیب Y,0.0,2021-09-30
C_312584,2021-10,69.0,0.0,رقیب X,0.0,2021-10-31
C_312584,2021-11,80.0,0.0,رقیب X,0.0,2021-11-30
C_312584,2021-12,92.0,0.0,رقیب X,0.0,2021-12-31
C_312584,2022-01,106.0,0.0,تأمین,0.0,2022-01-31
C_312584,2022-02,71.0,0.0,تأمین,0.0,2022-02-28
C_312584,2022-03,83.0,0.0,تأمین,0.0,2022-03-31
C_312584,2022-04,150.0,0.0,تأمین,0.0,2022-04-30
C_312584,2022-05,60.0,0.0,تأمین,0.0,2022-05-31
C_312584,2022-06,127.0,0.0,رقیب X,0.0,2022-06-30
C_314119,2021-07,68.0,0.0,تأمین,0.0,2021-07-31
C_314119,2021-08,148.0,0.0,تأمین,0.0,2021-08-31
C_314119,2021-09,137.0,0.0,تأمین,0.0,2021-09-30
C_314119,2021-10,58.0,0.0,رقیب X,0.0,2021-10-31
C_314119,2021-11,69.0,0.0,رقیب X,0.0,2021-11-30
C_314119,2021-12,81.0,0.0,رقیب X,0.0,2021-12-31
C_314119,2022-01,90.0,0.0,تأمین,0.0,2022-01-31
C_314119,2022-02,56.0,0.0,رقیب X,0.0,2022-02-28
C_314119,2022-03,67.0,0.0,رقیب X,0.0,2022-03-31
C_314119,2022-04,124.0,0.0,تأمین,0.0,2022-04-30
C_314119,2022-05,136.0,0.0,تأمین,0.0,2022-05-31
C_314119,2022-06,102.0,0.0,تأمین,0.0,2022-06-30
C_315505,2021-07,2623.29,918.15,رقیب Y,0.34999942819894103,2021-07-31
C_315505,2021-08,1356.7,0.0,رقیب X,0.0,2021-08-31
C_315505,2021-09,1146.51,0.0,رقیب X,0.0,2021-09-30
C_315505,2021-10,1566.89,0.0,رقیب Y,0.0,2021-10-31
