Estimate_ID,Product_ID,Month_Key,Available_At,هزینه کل برآوردی به ازای واحد,Estimate_Version,Source_System
EST-202003-P_394043,P_394043,2020-03,2020-03-01,110.62,PLAN_V1,COSTING_PLAN
EST-202003-P_402520,P_402520,2020-03,2020-03-01,81.70,PLAN_V1,COSTING_PLAN
EST-202003-P_402763,P_402763,2020-03,2020-03-01,100.99,PLAN_V1,COSTING_PLAN
EST-202003-P_403496,P_403496,2020-03,2020-03-01,49.52,PLAN_V1,COSTING_PLAN
EST-202003-P_407390,P_407390,2020-03,2020-03-01,55.15,PLAN_V1,COSTING_PLAN
EST-202003-P_408775,P_408775,2020-03,2020-03-01,125.26,PLAN_V1,COSTING_PLAN
EST-202003-P_414822,P_414822,2020-03,2020-03-01,75.09,PLAN_V1,COSTING_PLAN
EST-202003-P_417970,P_417970,2020-03,2020-03-01,68.62,PLAN_V1,COSTING_PLAN
EST-202003-P_420402,P_420402,2020-03,2020-03-01,94.63,PLAN_V1,COSTING_PLAN
EST-202003-P_421045,P_421045,2020-03,2020-03-01,109.01,PLAN_V1,COSTING_PLAN
EST-202003-P_421573,P_421573,2020-03,2020-03-01,54.76,PLAN_V1,COSTING_PLAN
EST-202003-P_421668,P_421668,2020-03,2020-03-01,44.50,PLAN_V1,COSTING_PLAN
EST-202003-P_425142,P_425142,2020-03,2020-03-01,114.02,PLAN_V1,COSTING_PLAN
EST-202003-P_427325,P_427325,2020-03,2020-03-01,130.26,PLAN_V1,COSTING_PLAN
EST-202003-P_427361,P_427361,2020-03,2020-03-01,97.98,PLAN_V1,COSTING_PLAN
EST-202003-P_427873,P_427873,2020-03,2020-03-01,94.72,PLAN_V1,COSTING_PLAN
EST-202003-P_431608,P_431608,2020-03,2020-03-01,47.75,PLAN_V1,COSTING_PLAN
EST-202003-P_434179,P_434179,2020-03,2020-03-01,78.36,PLAN_V1,COSTING_PLAN
EST-202003-P_434331,P_434331,2020-03,2020-03-01,56.79,PLAN_V1,COSTING_PLAN
EST-202003-P_439924,P_439924,2020-03,2020-03-01,98.33,PLAN_V1,COSTING_PLAN
EST-202003-P_441538,P_441538,2020-03,2020-03-01,118.38,PLAN_V1,COSTING_PLAN
EST-202003-P_444327,P_444327,2020-03,2020-03-01,126.71,PLAN_V1,COSTING_PLAN
EST-202003-P_444447,P_444447,2020-03,2020-03-01,104.05,PLAN_V1,COSTING_PLAN
EST-202003-P_459910,P_459910,2020-03,2020-03-01,98.32,PLAN_V1,COSTING_PLAN
EST-202003-P_466170,P_466170,2020-03,2020-03-01,104.20,PLAN_V1,COSTING_PLAN
EST-202003-P_469492,P_469492,2020-03,2020-03-01,81.83,PLAN_V1,COSTING_PLAN
EST-202003-P_476864,P_476864,2020-03,2020-03-01,124.52,PLAN_V1,COSTING_PLAN
EST-202003-P_483111,P_483111,2020-03,2020-03-01,49.08,PLAN_V1,COSTING_PLAN
EST-202003-P_484048,P_484048,2020-03,2020-03-01,52.39,PLAN_V1,COSTING_PLAN
EST-202003-P_484354,P_484354,2020-03,2020-03-01,103.33,PLAN_V1,COSTING_PLAN
EST-202003-P_485043,P_485043,2020-03,2020-03-01,132.04,PLAN_V1,COSTING_PLAN
EST-202003-P_487868,P_487868,2020-03,2020-03-01,75.99,PLAN_V1,COSTING_PLAN
EST-202003-P_490196,P_490196,2020-03,2020-03-01,89.31,PLAN_V1,COSTING_PLAN
EST-202003-P_495337,P_495337,2020-03,2020-03-01,78.68,PLAN_V1,COSTING_PLAN
EST-202003-P_499327,P_499327,2020-03,2020-03-01,75.72,PLAN_V1,COSTING_PLAN
EST-202003-P_505032,P_505032,2020-03,2020-03-01,94.26,PLAN_V1,COSTING_PLAN
EST-202003-P_507205,P_507205,2020-03,2020-03-01,72.28,PLAN_V1,COSTING_PLAN
EST-202003-P_508986,P_508986,2020-03,2020-03-01,32.49,PLAN_V1,COSTING_PLAN
EST-202003-P_509864,P_509864,2020-03,2020-03-01,92.89,PLAN_V1,COSTING_PLAN
EST-202003-P_512113,P_512113,2020-03,2020-03-01,73.54,PLAN_V1,COSTING_PLAN
EST-202003-P_512345,P_512345,2020-03,2020-03-01,75.88,PLAN_V1,COSTING_PLAN
EST-202003-P_514119,P_514119,2020-03,2020-03-01,87.91,PLAN_V1,COSTING_PLAN
EST-202003-P_516971,P_516971,2020-03,2020-03-01,103.09,PLAN_V1,COSTING_PLAN
EST-202003-P_519878,P_519878,2020-03,2020-03-01,131.69,PLAN_V1,COSTING_PLAN
EST-202003-P_520245,P_520245,2020-03,2020-03-01,51.56,PLAN_V1,COSTING_PLAN
EST-202003-P_525309,P_525309,2020-03,2020-03-01,84.82,PLAN_V1,COSTING_PLAN
EST-202003-P_526655,P_526655,2020-03,2020-03-01,78.05,PLAN_V1,COSTING_PLAN
EST-202003-P_528908,P_528908,2020-03,2020-03-01,75.61,PLAN_V1,COSTING_PLAN
EST-202003-P_529239,P_529239,2020-03,2020-03-01,37.52,PLAN_V1,COSTING_PLAN
EST-202003-P_531902,P_531902,2020-03,2020-03-01,121.91,PLAN_V1,COSTING_PLAN
EST-202003-P_532272,P_532272,2020-03,2020-03-01,50.08,PLAN_V1,COSTING_PLAN
EST-202003-P_534122,P_534122,2020-03,2020-03-01,93.80,PLAN_V1,COSTING_PLAN
EST-202003-P_540814,P_540814,2020-03,2020-03-01,47.48,PLAN_V1,COSTING_PLAN
EST-202003-P_541475,P_541475,2020-03,2020-03-01,65.44,PLAN_V1,COSTING_PLAN
EST-202003-P_542809,P_542809,2020-03,2020-03-01,129.53,PLAN_V1,COSTING_PLAN
EST-202003-P_548156,P_548156,2020-03,2020-03-01,74.39,PLAN_V1,COSTING_PLAN
EST-202003-P_555923,P_555923,2020-03,2020-03-01,100.72,PLAN_V1,COSTING_PLAN
EST-202003-P_561054,P_561054,2020-03,2020-03-01,61.09,PLAN_V1,COSTING_PLAN
EST-202003-P_565252,P_565252,2020-03,2020-03-01,75.61,PLAN_V1,COSTING_PLAN
EST-202003-P_565736,P_565736,2020-03,2020-03-01,144.02,PLAN_V1,COSTING_PLAN
EST-202003-P_568483,P_568483,2020-03,2020-03-01,95.44,PLAN_V1,COSTING_PLAN
EST-202003-P_569202,P_569202,2020-03,2020-03-01,75.07,PLAN_V1,COSTING_PLAN
EST-202003-P_569454,P_569454,2020-03,2020-03-01,104.60,PLAN_V1,COSTING_PLAN
EST-202003-P_571374,P_571374,2020-03,2020-03-01,146.05,PLAN_V1,COSTING_PLAN
EST-202003-P_572494,P_572494,2020-03,2020-03-01,85.10,PLAN_V1,COSTING_PLAN
EST-202003-P_573948,P_573948,2020-03,2020-03-01,124.65,PLAN_V1,COSTING_PLAN
EST-202003-P_576643,P_576643,2020-03,2020-03-01,121.79,PLAN_V1,COSTING_PLAN
EST-202003-P_577169,P_577169,2020-03,2020-03-01,116.08,PLAN_V1,COSTING_PLAN
EST-202003-P_577752,P_577752,2020-03,2020-03-01,33.47,PLAN_V1,COSTING_PLAN
EST-202003-P_577968,P_577968,2020-03,2020-03-01,87.67,PLAN_V1,COSTING_PLAN
EST-202003-P_578005,P_578005,2020-03,2020-03-01,86.67,PLAN_V1,COSTING_PLAN
EST-202003-P_580258,P_580258,2020-03,2020-03-01,98.39,PLAN_V1,COSTING_PLAN
EST-202003-P_582317,P_582317,2020-03,2020-03-01,94.78,PLAN_V1,COSTING_PLAN
EST-202003-P_587662,P_587662,2020-03,2020-03-01,133.73,PLAN_V1,COSTING_PLAN
EST-202003-P_591650,P_591650,2020-03,2020-03-01,148.30,PLAN_V1,COSTING_PLAN
EST-202003-P_593409,P_593409,2020-03,2020-03-01,93.40,PLAN_V1,COSTING_PLAN
EST-202003-P_594446,P_594446,2020-03,2020-03-01,57.50,PLAN_V1,COSTING_PLAN
EST-202003-P_595887,P_595887,2020-03,2020-03-01,77.32,PLAN_V1,COSTING_PLAN
EST-202003-P_596778,P_596778,2020-03,2020-03-01,49.08,PLAN_V1,COSTING_PLAN
EST-202003-P_601081,P_601081,2020-03,2020-03-01,74.25,PLAN_V1,COSTING_PLAN
EST-202003-P_603156,P_603156,2020-03,2020-03-01,70.44,PLAN_V1,COSTING_PLAN
EST-202003-P_604053,P_604053,2020-03,2020-03-01,149.59,PLAN_V1,COSTING_PLAN
EST-202003-P_608952,P_608952,2020-03,2020-03-01,94.23,PLAN_V1,COSTING_PLAN
EST-202003-P_610502,P_610502,2020-03,2020-03-01,51.73,PLAN_V1,COSTING_PLAN
EST-202003-P_611957,P_611957,2020-03,2020-03-01,104.65,PLAN_V1,COSTING_PLAN
EST-202003-P_612668,P_612668,2020-03,2020-03-01,117.93,PLAN_V1,COSTING_PLAN
EST-202003-P_615273,P_615273,2020-03,2020-03-01,90.60,PLAN_V1,COSTING_PLAN
EST-202003-P_616945,P_616945,2020-03,2020-03-01,35.25,PLAN_V1,COSTING_PLAN
EST-202003-P_623690,P_623690,2020-03,2020-03-01,74.24,PLAN_V1,COSTING_PLAN
EST-202003-P_626774,P_626774,2020-03,2020-03-01,54.39,PLAN_V1,COSTING_PLAN
EST-202003-P_628091,P_628091,2020-03,2020-03-01,95.12,PLAN_V1,COSTING_PLAN
EST-202003-P_631577,P_631577,2020-03,2020-03-01,131.99,PLAN_V1,COSTING_PLAN
EST-202003-P_635007,P_635007,2020-03,2020-03-01,95.12,PLAN_V1,COSTING_PLAN
EST-202003-P_635050,P_635050,2020-03,2020-03-01,86.23,PLAN_V1,COSTING_PLAN
EST-202003-P_635146,P_635146,2020-03,2020-03-01,49.08,PLAN_V1,COSTING_PLAN
EST-202003-P_637093,P_637093,2020-03,2020-03-01,111.25,PLAN_V1,COSTING_PLAN
EST-202003-P_638660,P_638660,2020-03,2020-03-01,120.58,PLAN_V1,COSTING_PLAN
EST-202003-P_639522,P_639522,2020-03,2020-03-01,54.62,PLAN_V1,COSTING_PLAN
EST-202003-P_644608,P_644608,2020-03,2020-03-01,101.29,PLAN_V1,COSTING_PLAN
EST-202003-P_645881,P_645881,2020-03,2020-03-01,68.39,PLAN_V1,COSTING_PLAN
EST-202003-P_649071,P_649071,2020-03,2020-03-01,97.32,PLAN_V1,COSTING_PLAN
EST-202003-P_650055,P_650055,2020-03,2020-03-01,67.47,PLAN_V1,COSTING_PLAN
EST-202003-P_650635,P_650635,2020-03,2020-03-01,87.90,PLAN_V1,COSTING_PLAN
EST-202003-P_655124,P_655124,2020-03,2020-03-01,64.52,PLAN_V1,COSTING_PLAN
EST-202003-P_655926,P_655926,2020-03,2020-03-01,82.60,PLAN_V1,COSTING_PLAN
EST-202003-P_661344,P_661344,2020-03,2020-03-01,86.77,PLAN_V1,COSTING_PLAN
EST-202003-P_670948,P_670948,2020-03,2020-03-01,100.72,PLAN_V1,COSTING_PLAN
EST-202003-P_671927,P_671927,2020-03,2020-03-01,47.48,PLAN_V1,COSTING_PLAN
EST-202003-P_672380,P_672380,2020-03,2020-03-01,115.62,PLAN_V1,COSTING_PLAN
EST-202003-P_672805,P_672805,2020-03,2020-03-01,106.30,PLAN_V1,COSTING_PLAN
EST-202003-P_679203,P_679203,2020-03,2020-03-01,48.92,PLAN_V1,COSTING_PLAN
EST-202003-P_682478,P_682478,2020-03,2020-03-01,97.90,PLAN_V1,COSTING_PLAN
EST-202003-P_692692,P_692692,2020-03,2020-03-01,118.92,PLAN_V1,COSTING_PLAN
EST-202003-P_693439,P_693439,2020-03,2020-03-01,88.64,PLAN_V1,COSTING_PLAN
EST-202003-P_695145,P_695145,2020-03,2020-03-01,115.57,PLAN_V1,COSTING_PLAN
EST-202003-P_703184,P_703184,2020-03,2020-03-01,118.59,PLAN_V1,COSTING_PLAN
EST-202003-P_703625,P_703625,2020-03,2020-03-01,83.63,PLAN_V1,COSTING_PLAN
EST-202003-P_707943,P_707943,2020-03,2020-03-01,48.13,PLAN_V1,COSTING_PLAN
EST-202003-P_708575,P_708575,2020-03,2020-03-01,84.16,PLAN_V1,COSTING_PLAN
EST-202003-P_713719,P_713719,2020-03,2020-03-01,77.07,PLAN_V1,COSTING_PLAN
EST-202003-P_722536,P_722536,2020-03,2020-03-01,92.35,PLAN_V1,COSTING_PLAN
EST-202003-P_725327,P_725327,2020-03,2020-03-01,84.48,PLAN_V1,COSTING_PLAN
EST-202003-P_725670,P_725670,2020-03,2020-03-01,88.94,PLAN_V1,COSTING_PLAN
EST-202003-P_726474,P_726474,2020-03,2020-03-01,94.13,PLAN_V1,COSTING_PLAN
EST-202003-P_733144,P_733144,2020-03,2020-03-01,105.89,PLAN_V1,COSTING_PLAN
EST-202003-P_735610,P_735610,2020-03,2020-03-01,41.18,PLAN_V1,COSTING_PLAN
EST-202003-P_737342,P_737342,2020-03,2020-03-01,82.44,PLAN_V1,COSTING_PLAN
EST-202003-P_742720,P_742720,2020-03,2020-03-01,62.35,PLAN_V1,COSTING_PLAN
EST-202003-P_753299,P_753299,2020-03,2020-03-01,47.94,PLAN_V1,COSTING_PLAN
EST-202003-P_765104,P_765104,2020-03,2020-03-01,134.04,PLAN_V1,COSTING_PLAN
EST-202003-P_769459,P_769459,2020-03,2020-03-01,103.19,PLAN_V1,COSTING_PLAN
EST-202003-P_769936,P_769936,2020-03,2020-03-01,53.97,PLAN_V1,COSTING_PLAN
EST-202003-P_771330,P_771330,2020-03,2020-03-01,103.30,PLAN_V1,COSTING_PLAN
EST-202003-P_785891,P_785891,2020-03,2020-03-01,80.21,PLAN_V1,COSTING_PLAN
EST-202003-P_787809,P_787809,2020-03,2020-03-01,69.23,PLAN_V1,COSTING_PLAN
EST-202003-P_787945,P_787945,2020-03,2020-03-01,120.10,PLAN_V1,COSTING_PLAN
EST-202003-P_787964,P_787964,2020-03,2020-03-01,53.07,PLAN_V1,COSTING_PLAN
EST-202003-P_793549,P_793549,2020-03,2020-03-01,78.61,PLAN_V1,COSTING_PLAN
EST-202003-P_805385,P_805385,2020-03,2020-03-01,72.28,PLAN_V1,COSTING_PLAN
EST-202003-P_807860,P_807860,2020-03,2020-03-01,94.90,PLAN_V1,COSTING_PLAN
EST-202003-P_809117,P_809117,2020-03,2020-03-01,67.83,PLAN_V1,COSTING_PLAN
EST-202003-P_812406,P_812406,2020-03,2020-03-01,57.64,PLAN_V1,COSTING_PLAN
EST-202003-P_814925,P_814925,2020-03,2020-03-01,144.25,PLAN_V1,COSTING_PLAN
EST-202003-P_814978,P_814978,2020-03,2020-03-01,81.74,PLAN_V1,COSTING_PLAN
EST-202003-P_815298,P_815298,2020-03,2020-03-01,61.95,PLAN_V1,COSTING_PLAN
EST-202003-P_817472,P_817472,2020-03,2020-03-01,135.41,PLAN_V1,COSTING_PLAN
EST-202003-P_820647,P_820647,2020-03,2020-03-01,136.32,PLAN_V1,COSTING_PLAN
EST-202003-P_820821,P_820821,2020-03,2020-03-01,53.48,PLAN_V1,COSTING_PLAN
EST-202003-P_821814,P_821814,2020-03,2020-03-01,79.68,PLAN_V1,COSTING_PLAN
EST-202003-P_823428,P_823428,2020-03,2020-03-01,102.02,PLAN_V1,COSTING_PLAN
EST-202003-P_825583,P_825583,2020-03,2020-03-01,75.86,PLAN_V1,COSTING_PLAN
EST-202003-P_826794,P_826794,2020-03,2020-03-01,52.03,PLAN_V1,COSTING_PLAN
EST-202003-P_826872,P_826872,2020-03,2020-03-01,85.90,PLAN_V1,COSTING_PLAN
EST-202003-P_830231,P_830231,2020-03,2020-03-01,129.52,PLAN_V1,COSTING_PLAN
EST-202003-P_840489,P_840489,2020-03,2020-03-01,93.89,PLAN_V1,COSTING_PLAN
EST-202003-P_844122,P_844122,2020-03,2020-03-01,91.08,PLAN_V1,COSTING_PLAN
EST-202003-P_850083,P_850083,2020-03,2020-03-01,95.06,PLAN_V1,COSTING_PLAN
EST-202003-P_850562,P_850562,2020-03,2020-03-01,68.90,PLAN_V1,COSTING_PLAN
EST-202003-P_851522,P_851522,2020-03,2020-03-01,81.97,PLAN_V1,COSTING_PLAN
EST-202003-P_861507,P_861507,2020-03,2020-03-01,99.41,PLAN_V1,COSTING_PLAN
EST-202003-P_864237,P_864237,2020-03,2020-03-01,80.29,PLAN_V1,COSTING_PLAN
EST-202003-P_864389,P_864389,2020-03,2020-03-01,59.36,PLAN_V1,COSTING_PLAN
EST-202003-P_868198,P_868198,2020-03,2020-03-01,96.73,PLAN_V1,COSTING_PLAN
EST-202003-P_869644,P_869644,2020-03,2020-03-01,110.88,PLAN_V1,COSTING_PLAN
EST-202003-P_870060,P_870060,2020-03,2020-03-01,49.96,PLAN_V1,COSTING_PLAN
EST-202003-P_871899,P_871899,2020-03,2020-03-01,52.03,PLAN_V1,COSTING_PLAN
EST-202003-P_877156,P_877156,2020-03,2020-03-01,106.83,PLAN_V1,COSTING_PLAN
EST-202003-P_878638,P_878638,2020-03,2020-03-01,84.09,PLAN_V1,COSTING_PLAN
EST-202003-P_898933,P_898933,2020-03,2020-03-01,60.01,PLAN_V1,COSTING_PLAN
EST-202003-P_903460,P_903460,2020-03,2020-03-01,104.60,PLAN_V1,COSTING_PLAN
EST-202003-P_903530,P_903530,2020-03,2020-03-01,71.98,PLAN_V1,COSTING_PLAN
EST-202003-P_906847,P_906847,2020-03,2020-03-01,128.07,PLAN_V1,COSTING_PLAN
EST-202003-P_913911,P_913911,2020-03,2020-03-01,85.17,PLAN_V1,COSTING_PLAN
EST-202003-P_916105,P_916105,2020-03,2020-03-01,75.44,PLAN_V1,COSTING_PLAN
EST-202003-P_924618,P_924618,2020-03,2020-03-01,97.48,PLAN_V1,COSTING_PLAN
EST-202003-P_933248,P_933248,2020-03,2020-03-01,91.92,PLAN_V1,COSTING_PLAN
EST-202003-P_938621,P_938621,2020-03,2020-03-01,99.39,PLAN_V1,COSTING_PLAN
EST-202003-P_942851,P_942851,2020-03,2020-03-01,84.48,PLAN_V1,COSTING_PLAN
EST-202003-P_945371,P_945371,2020-03,2020-03-01,93.06,PLAN_V1,COSTING_PLAN
EST-202003-P_945393,P_945393,2020-03,2020-03-01,103.81,PLAN_V1,COSTING_PLAN
EST-202003-P_947367,P_947367,2020-03,2020-03-01,90.57,PLAN_V1,COSTING_PLAN
EST-202003-P_950323,P_950323,2020-03,2020-03-01,54.94,PLAN_V1,COSTING_PLAN
EST-202003-P_957119,P_957119,2020-03,2020-03-01,92.87,PLAN_V1,COSTING_PLAN
EST-202003-P_957710,P_957710,2020-03,2020-03-01,138.91,PLAN_V1,COSTING_PLAN
EST-202003-P_964660,P_964660,2020-03,2020-03-01,82.60,PLAN_V1,COSTING_PLAN
EST-202003-P_964842,P_964842,2020-03,2020-03-01,95.38,PLAN_V1,COSTING_PLAN
EST-202003-P_967448,P_967448,2020-03,2020-03-01,72.58,PLAN_V1,COSTING_PLAN
EST-202003-P_967655,P_967655,2020-03,2020-03-01,49.26,PLAN_V1,COSTING_PLAN
EST-202003-P_970810,P_970810,2020-03,2020-03-01,89.19,PLAN_V1,COSTING_PLAN
EST-202003-P_978133,P_978133,2020-03,2020-03-01,32.09,PLAN_V1,COSTING_PLAN
EST-202003-P_978590,P_978590,2020-03,2020-03-01,98.91,PLAN_V1,COSTING_PLAN
EST-202003-P_982549,P_982549,2020-03,2020-03-01,137.55,PLAN_V1,COSTING_PLAN
EST-202003-P_983543,P_983543,2020-03,2020-03-01,139.95,PLAN_V1,COSTING_PLAN
EST-202003-P_983616,P_983616,2020-03,2020-03-01,85.45,PLAN_V1,COSTING_PLAN
EST-202003-P_984332,P_984332,2020-03,2020-03-01,99.21,PLAN_V1,COSTING_PLAN
EST-202003-P_986783,P_986783,2020-03,2020-03-01,131.80,PLAN_V1,COSTING_PLAN
EST-202003-P_987950,P_987950,2020-03,2020-03-01,146.36,PLAN_V1,COSTING_PLAN
EST-202003-P_989994,P_989994,2020-03,2020-03-01,60.58,PLAN_V1,COSTING_PLAN
EST-202003-P_990561,P_990561,2020-03,2020-03-01,54.17,PLAN_V1,COSTING_PLAN
EST-202003-P_992126,P_992126,2020-03,2020-03-01,108.93,PLAN_V1,COSTING_PLAN
EST-202003-P_995645,P_995645,2020-03,2020-03-01,67.64,PLAN_V1,COSTING_PLAN
EST-202003-P_995713,P_995713,2020-03,2020-03-01,135.20,PLAN_V1,COSTING_PLAN
EST-202003-P_RARE_Product_Family_01,P_RARE_Product_Family_01,2020-03,2020-03-01,85.51,PLAN_V1,COSTING_PLAN
EST-202003-P_RARE_Product_Family_02,P_RARE_Product_Family_02,2020-03,2020-03-01,109.07,PLAN_V1,COSTING_PLAN
EST-202003-P_RARE_Product_Family_03,P_RARE_Product_Family_03,2020-03,2020-03-01,79.81,PLAN_V1,COSTING_PLAN
EST-202003-P_RARE_Product_Family_04,P_RARE_Product_Family_04,2020-03,2020-03-01,58.77,PLAN_V1,COSTING_PLAN
EST-202003-P_RARE_Product_Family_05,P_RARE_Product_Family_05,2020-03,2020-03-01,129.34,PLAN_V1,COSTING_PLAN
EST-202003-P_RARE_Product_Family_06,P_RARE_Product_Family_06,2020-03,2020-03-01,45.78,PLAN_V1,COSTING_PLAN
EST-202004-P_003511,P_003511,2020-04,2020-04-01,93.20,PLAN_V1,COSTING_PLAN
EST-202004-P_003764,P_003764,2020-04,2020-04-01,70.57,PLAN_V1,COSTING_PLAN
EST-202004-P_003843,P_003843,2020-04,2020-04-01,99.17,PLAN_V1,COSTING_PLAN
EST-202004-P_011998,P_011998,2020-04,2020-04-01,60.60,PLAN_V1,COSTING_PLAN
EST-202004-P_016182,P_016182,2020-04,2020-04-01,104.27,PLAN_V1,COSTING_PLAN
EST-202004-P_024612,P_024612,2020-04,2020-04-01,91.67,PLAN_V1,COSTING_PLAN
EST-202004-P_028268,P_028268,2020-04,2020-04-01,81.12,PLAN_V1,COSTING_PLAN
EST-202004-P_030102,P_030102,2020-04,2020-04-01,83.01,PLAN_V1,COSTING_PLAN
EST-202004-P_030365,P_030365,2020-04,2020-04-01,102.00,PLAN_V1,COSTING_PLAN
EST-202004-P_030934,P_030934,2020-04,2020-04-01,92.00,PLAN_V1,COSTING_PLAN
EST-202004-P_031148,P_031148,2020-04,2020-04-01,77.38,PLAN_V1,COSTING_PLAN
EST-202004-P_033867,P_033867,2020-04,2020-04-01,88.11,PLAN_V1,COSTING_PLAN
EST-202004-P_036240,P_036240,2020-04,2020-04-01,133.89,PLAN_V1,COSTING_PLAN
EST-202004-P_037045,P_037045,2020-04,2020-04-01,47.32,PLAN_V1,COSTING_PLAN
EST-202004-P_037181,P_037181,2020-04,2020-04-01,66.32,PLAN_V1,COSTING_PLAN
EST-202004-P_040280,P_040280,2020-04,2020-04-01,91.35,PLAN_V1,COSTING_PLAN
EST-202004-P_041949,P_041949,2020-04,2020-04-01,75.65,PLAN_V1,COSTING_PLAN
EST-202004-P_042769,P_042769,2020-04,2020-04-01,71.70,PLAN_V1,COSTING_PLAN
EST-202004-P_043416,P_043416,2020-04,2020-04-01,71.53,PLAN_V1,COSTING_PLAN
EST-202004-P_046254,P_046254,2020-04,2020-04-01,136.70,PLAN_V1,COSTING_PLAN
EST-202004-P_047794,P_047794,2020-04,2020-04-01,114.44,PLAN_V1,COSTING_PLAN
EST-202004-P_047796,P_047796,2020-04,2020-04-01,105.56,PLAN_V1,COSTING_PLAN
EST-202004-P_052400,P_052400,2020-04,2020-04-01,46.66,PLAN_V1,COSTING_PLAN
EST-202004-P_054756,P_054756,2020-04,2020-04-01,74.25,PLAN_V1,COSTING_PLAN
EST-202004-P_061764,P_061764,2020-04,2020-04-01,93.57,PLAN_V1,COSTING_PLAN
EST-202004-P_062869,P_062869,2020-04,2020-04-01,70.00,PLAN_V1,COSTING_PLAN
EST-202004-P_064910,P_064910,2020-04,2020-04-01,35.36,PLAN_V1,COSTING_PLAN
EST-202004-P_068092,P_068092,2020-04,2020-04-01,126.11,PLAN_V1,COSTING_PLAN
EST-202004-P_068101,P_068101,2020-04,2020-04-01,105.84,PLAN_V1,COSTING_PLAN
EST-202004-P_070046,P_070046,2020-04,2020-04-01,135.94,PLAN_V1,COSTING_PLAN
EST-202004-P_070345,P_070345,2020-04,2020-04-01,34.44,PLAN_V1,COSTING_PLAN
EST-202004-P_076426,P_076426,2020-04,2020-04-01,118.93,PLAN_V1,COSTING_PLAN
EST-202004-P_077463,P_077463,2020-04,2020-04-01,39.43,PLAN_V1,COSTING_PLAN
EST-202004-P_080963,P_080963,2020-04,2020-04-01,99.06,PLAN_V1,COSTING_PLAN
EST-202004-P_082228,P_082228,2020-04,2020-04-01,53.03,PLAN_V1,COSTING_PLAN
EST-202004-P_082250,P_082250,2020-04,2020-04-01,80.02,PLAN_V1,COSTING_PLAN
EST-202004-P_086593,P_086593,2020-04,2020-04-01,97.15,PLAN_V1,COSTING_PLAN
EST-202004-P_086802,P_086802,2020-04,2020-04-01,44.12,PLAN_V1,COSTING_PLAN
EST-202004-P_087164,P_087164,2020-04,2020-04-01,43.33,PLAN_V1,COSTING_PLAN
EST-202004-P_087993,P_087993,2020-04,2020-04-01,77.81,PLAN_V1,COSTING_PLAN
EST-202004-P_091085,P_091085,2020-04,2020-04-01,105.56,PLAN_V1,COSTING_PLAN
EST-202004-P_097131,P_097131,2020-04,2020-04-01,77.28,PLAN_V1,COSTING_PLAN
EST-202004-P_097341,P_097341,2020-04,2020-04-01,112.32,PLAN_V1,COSTING_PLAN
EST-202004-P_105041,P_105041,2020-04,2020-04-01,63.50,PLAN_V1,COSTING_PLAN
EST-202004-P_107385,P_107385,2020-04,2020-04-01,53.74,PLAN_V1,COSTING_PLAN
EST-202004-P_108489,P_108489,2020-04,2020-04-01,47.97,PLAN_V1,COSTING_PLAN
EST-202004-P_108570,P_108570,2020-04,2020-04-01,58.06,PLAN_V1,COSTING_PLAN
EST-202004-P_108736,P_108736,2020-04,2020-04-01,77.78,PLAN_V1,COSTING_PLAN
EST-202004-P_108987,P_108987,2020-04,2020-04-01,73.15,PLAN_V1,COSTING_PLAN
EST-202004-P_113400,P_113400,2020-04,2020-04-01,122.99,PLAN_V1,COSTING_PLAN
EST-202004-P_114128,P_114128,2020-04,2020-04-01,119.23,PLAN_V1,COSTING_PLAN
EST-202004-P_116388,P_116388,2020-04,2020-04-01,38.64,PLAN_V1,COSTING_PLAN
EST-202004-P_119677,P_119677,2020-04,2020-04-01,98.45,PLAN_V1,COSTING_PLAN
EST-202004-P_128221,P_128221,2020-04,2020-04-01,119.81,PLAN_V1,COSTING_PLAN
EST-202004-P_128326,P_128326,2020-04,2020-04-01,71.71,PLAN_V1,COSTING_PLAN
EST-202004-P_133471,P_133471,2020-04,2020-04-01,46.66,PLAN_V1,COSTING_PLAN
EST-202004-P_140222,P_140222,2020-04,2020-04-01,65.39,PLAN_V1,COSTING_PLAN
EST-202004-P_140724,P_140724,2020-04,2020-04-01,120.39,PLAN_V1,COSTING_PLAN
EST-202004-P_145878,P_145878,2020-04,2020-04-01,83.37,PLAN_V1,COSTING_PLAN
EST-202004-P_146351,P_146351,2020-04,2020-04-01,137.94,PLAN_V1,COSTING_PLAN
EST-202004-P_150094,P_150094,2020-04,2020-04-01,82.94,PLAN_V1,COSTING_PLAN
EST-202004-P_150330,P_150330,2020-04,2020-04-01,31.08,PLAN_V1,COSTING_PLAN
EST-202004-P_159680,P_159680,2020-04,2020-04-01,52.74,PLAN_V1,COSTING_PLAN
EST-202004-P_160425,P_160425,2020-04,2020-04-01,101.48,PLAN_V1,COSTING_PLAN
EST-202004-P_162380,P_162380,2020-04,2020-04-01,95.23,PLAN_V1,COSTING_PLAN
EST-202004-P_165831,P_165831,2020-04,2020-04-01,93.84,PLAN_V1,COSTING_PLAN
EST-202004-P_169818,P_169818,2020-04,2020-04-01,86.00,PLAN_V1,COSTING_PLAN
EST-202004-P_170449,P_170449,2020-04,2020-04-01,100.37,PLAN_V1,COSTING_PLAN
