Product_ID,شرح کالا,Quality_Class_ID,دسته بندی براقیت,گروه کالا,گروه رنگ,زیرگروه کالا,Source_System
P_215720,Product_Family_03 / Denier_Subgroup_02 / Luster_Class_02 / Color_Class_03,Quality_Class_03,Luster_Class_02,Product_Family_03,Color_Class_03,Denier_Subgroup_02,ERP_MASTER
P_215807,Product_Family_04 / Denier_Subgroup_04 / Luster_Class_01 / Color_Class_02,Quality_Class_01,Luster_Class_01,Product_Family_04,Color_Class_02,Denier_Subgroup_04,ERP_MASTER
P_217755,Product_Family_04 / Denier_Subgroup_01 / Luster_Class_01 / Color_Class_02,Quality_Class_07,Luster_Class_01,Product_Family_04,Color_Class_02,Denier_Subgroup_01,ERP_MASTER
P_218246,Product_Family_05 / Denier_Subgroup_01 / Luster_Class_01 / Color_Class_02,Quality_Class_08,Luster_Class_01,Product_Family_05,Color_Class_02,Denier_Subgroup_01,ERP_MASTER
P_218456,Product_Family_03 / Denier_Subgroup_04 / Luster_Class_01 / Color_Class_03,Quality_Class_04,Luster_Class_01,Product_Family_03,Color_Class_03,Denier_Subgroup_04,ERP_MASTER
P_218831,Product_Family_04 / Denier_Subgroup_04 / Luster_Class_01 / Color_Class_02,Quality_Class_01,Luster_Class_01,Product_Family_04,Color_Class_02,Denier_Subgroup_04,ERP_MASTER
P_219757,Product_Family_05 / Denier_Subgroup_03 / Luster_Class_01 / Color_Class_03,Quality_Class_06,Luster_Class_01,Product_Family_05,Color_Class_03,Denier_Subgroup_03,ERP_MASTER
P_220690,Product_Family_03 / Denier_Subgroup_04 / Luster_Class_02 / Color_Class_02,Quality_Class_04,Luster_Class_02,Product_Family_03,Color_Class_02,Denier_Subgroup_04,ERP_MASTER
P_225065,Product_Family_03 / Denier_Subgroup_01 / Luster_Class_01 / Color_Class_03,Quality_Class_08,Luster_Class_01,Product_Family_03,Color_Class_03,Denier_Subgroup_01,ERP_MASTER
P_225225,Product_Family_03 / Denier_Subgroup_03 / Luster_Class_02 / Color_Class_03,Quality_Class_06,Luster_Class_02,Product_Family_03,Color_Class_03,Denier_Subgroup_03,ERP_MASTER
P_228625,Product_Family_03 / Denier_Subgroup_04 / Luster_Class_02 / Color_Class_02,Quality_Class_06,Luster_Class_02,Product_Family_03,Color_Class_02,Denier_Subgroup_04,ERP_MASTER
P_230552,Product_Family_03 / Denier_Subgroup_04 / Luster_Class_02 / Color_Class_03,Quality_Class_06,Luster_Class_02,Product_Family_03,Color_Class_03,Denier_Subgroup_04,ERP_MASTER
P_232438,Product_Family_03 / Denier_Subgroup_04 / Luster_Class_01 / Color_Class_03,Quality_Class_06,Luster_Class_01,Product_Family_03,Color_Class_03,Denier_Subgroup_04,ERP_MASTER
P_235676,Product_Family_03 / Denier_Subgroup_04 / Luster_Class_02 / Color_Class_02,Quality_Class_06,Luster_Class_02,Product_Family_03,Color_Class_02,Denier_Subgroup_04,ERP_MASTER
P_240477,Product_Family_03 / Denier_Subgroup_04 / Luster_Class_01 / Color_Class_03,Quality_Class_04,Luster_Class_01,Product_Family_03,Color_Class_03,Denier_Subgroup_04,ERP_MASTER
P_241469,Product_Family_03 / Denier_Subgroup_03 / Luster_Class_02 / Color_Class_02,Quality_Class_03,Luster_Class_02,Product_Family_03,Color_Class_02,Denier_Subgroup_03,ERP_MASTER
P_242632,Product_Family_03 / Denier_Subgroup_04 / Luster_Class_02 / Color_Class_03,Quality_Class_06,Luster_Class_02,Product_Family_03,Color_Class_03,Denier_Subgroup_04,ERP_MASTER
P_247853,Product_Family_01 / Denier_Subgroup_01 / Luster_Class_01 / Color_Class_03,Quality_Class_01,Luster_Class_01,Product_Family_01,Color_Class_03,Denier_Subgroup_01,ERP_MASTER
P_251142,Product_Family_01 / Denier_Subgroup_01 / Luster_Class_01 / Color_Class_03,Quality_Class_06,Luster_Class_01,Product_Family_01,Color_Class_03,Denier_Subgroup_01,ERP_MASTER
P_252139,Product_Family_04 / Denier_Subgroup_01 / Luster_Class_01 / Color_Class_02,Quality_Class_08,Luster_Class_01,Product_Family_04,Color_Class_02,Denier_Subgroup_01,ERP_MASTER
P_253702,Product_Family_04 / Denier_Subgroup_04 / Luster_Class_01 / Color_Class_03,Quality_Class_03,Luster_Class_01,Product_Family_04,Color_Class_03,Denier_Subgroup_04,ERP_MASTER
P_254779,Product_Family_03 / Denier_Subgroup_03 / Luster_Class_02 / Color_Class_03,Quality_Class_08,Luster_Class_02,Product_Family_03,Color_Class_03,Denier_Subgroup_03,ERP_MASTER
P_255721,Product_Family_04 / Denier_Subgroup_01 / Luster_Class_01 / Color_Class_02,Quality_Class_08,Luster_Class_01,Product_Family_04,Color_Class_02,Denier_Subgroup_01,ERP_MASTER
P_255737,Product_Family_04 / Denier_Subgroup_01 / Luster_Class_01 / Color_Class_02,Quality_Class_07,Luster_Class_01,Product_Family_04,Color_Class_02,Denier_Subgroup_01,ERP_MASTER
P_256255,Product_Family_04 / Denier_Subgroup_04 / Luster_Class_01 / Color_Class_02,Quality_Class_08,Luster_Class_01,Product_Family_04,Color_Class_02,Denier_Subgroup_04,ERP_MASTER
P_257054,Product_Family_03 / Denier_Subgroup_04 / Luster_Class_01 / Color_Class_03,Quality_Class_06,Luster_Class_01,Product_Family_03,Color_Class_03,Denier_Subgroup_04,ERP_MASTER
P_257908,Product_Family_06 / Denier_Subgroup_04 / Luster_Unknown / Color_Class_01,Quality_Class_06,Luster_Unknown,Product_Family_06,Color_Class_01,Denier_Subgroup_04,ERP_MASTER
P_258227,Product_Family_03 / Denier_Subgroup_04 / Luster_Class_02 / Color_Class_02,Quality_Class_01,Luster_Class_02,Product_Family_03,Color_Class_02,Denier_Subgroup_04,ERP_MASTER
P_261239,Product_Family_05 / Denier_Subgroup_01 / Luster_Class_02 / Color_Class_02,Quality_Class_04,Luster_Class_02,Product_Family_05,Color_Class_02,Denier_Subgroup_01,ERP_MASTER
P_263249,Product_Family_03 / Denier_Subgroup_01 / Luster_Class_02 / Color_Class_03,Quality_Class_08,Luster_Class_02,Product_Family_03,Color_Class_03,Denier_Subgroup_01,ERP_MASTER
P_264078,Product_Family_03 / Denier_Subgroup_03 / Luster_Class_02 / Color_Class_02,Quality_Class_06,Luster_Class_02,Product_Family_03,Color_Class_02,Denier_Subgroup_03,ERP_MASTER
P_264883,Product_Family_03 / Denier_Subgroup_01 / Luster_Class_02 / Color_Class_03,Quality_Class_04,Luster_Class_02,Product_Family_03,Color_Class_03,Denier_Subgroup_01,ERP_MASTER
P_266513,Product_Family_03 / Denier_Subgroup_01 / Luster_Class_02 / Color_Class_03,Quality_Class_08,Luster_Class_02,Product_Family_03,Color_Class_03,Denier_Subgroup_01,ERP_MASTER
P_266515,Product_Family_03 / Denier_Subgroup_01 / Luster_Class_02 / Color_Class_02,Quality_Class_08,Luster_Class_02,Product_Family_03,Color_Class_02,Denier_Subgroup_01,ERP_MASTER
P_268087,Product_Family_01 / Denier_Subgroup_04 / Luster_Class_01 / Color_Class_03,Quality_Class_06,Luster_Class_01,Product_Family_01,Color_Class_03,Denier_Subgroup_04,ERP_MASTER
P_268100,Product_Family_04 / Denier_Subgroup_01 / Luster_Class_01 / Color_Class_02,Quality_Class_04,Luster_Class_01,Product_Family_04,Color_Class_02,Denier_Subgroup_01,ERP_MASTER
P_275141,Product_Family_04 / Denier_Subgroup_04 / Luster_Class_01 / Color_Class_03,Quality_Class_04,Luster_Class_01,Product_Family_04,Color_Class_03,Denier_Subgroup_04,ERP_MASTER
P_275491,Product_Family_02 / Denier_Subgroup_03 / Luster_Class_02 / Color_Class_02,Quality_Class_01,Luster_Class_02,Product_Family_02,Color_Class_02,Denier_Subgroup_03,ERP_MASTER
P_275578,Product_Family_03 / Denier_Subgroup_04 / Luster_Class_02 / Color_Class_03,Quality_Class_01,Luster_Class_02,Product_Family_03,Color_Class_03,Denier_Subgroup_04,ERP_MASTER
P_275956,Product_Family_03 / Denier_Subgroup_04 / Luster_Class_02 / Color_Class_03,Quality_Class_01,Luster_Class_02,Product_Family_03,Color_Class_03,Denier_Subgroup_04,ERP_MASTER
P_276253,Product_Family_03 / Denier_Subgroup_03 / Luster_Class_02 / Color_Class_02,Quality_Class_04,Luster_Class_02,Product_Family_03,Color_Class_02,Denier_Subgroup_03,ERP_MASTER
P_277610,Product_Family_03 / Denier_Subgroup_04 / Luster_Class_01 / Color_Class_03,Quality_Class_08,Luster_Class_01,Product_Family_03,Color_Class_03,Denier_Subgroup_04,ERP_MASTER
P_277759,Product_Family_03 / Denier_Subgroup_04 / Luster_Class_02 / Color_Class_02,Quality_Class_06,Luster_Class_02,Product_Family_03,Color_Class_02,Denier_Subgroup_04,ERP_MASTER
P_278460,Product_Family_03 / Denier_Subgroup_04 / Luster_Class_01 / Color_Class_02,Quality_Class_06,Luster_Class_01,Product_Family_03,Color_Class_02,Denier_Subgroup_04,ERP_MASTER
P_278872,Product_Family_05 / Denier_Subgroup_01 / Luster_Class_01 / Color_Class_02,Quality_Class_06,Luster_Class_01,Product_Family_05,Color_Class_02,Denier_Subgroup_01,ERP_MASTER
P_282386,Product_Family_03 / Denier_Subgroup_01 / Luster_Class_02 / Color_Class_03,Quality_Class_01,Luster_Class_02,Product_Family_03,Color_Class_03,Denier_Subgroup_01,ERP_MASTER
P_285147,Product_Family_05 / Denier_Subgroup_01 / Luster_Class_01 / Color_Class_02,Quality_Class_06,Luster_Class_01,Product_Family_05,Color_Class_02,Denier_Subgroup_01,ERP_MASTER
P_285444,Product_Family_03 / Denier_Subgroup_04 / Luster_Class_02 / Color_Class_02,Quality_Class_06,Luster_Class_02,Product_Family_03,Color_Class_02,Denier_Subgroup_04,ERP_MASTER
P_287998,Product_Family_01 / Denier_Subgroup_01 / Luster_Class_02 / Color_Class_03,Quality_Class_03,Luster_Class_02,Product_Family_01,Color_Class_03,Denier_Subgroup_01,ERP_MASTER
P_288304,Product_Family_04 / Denier_Subgroup_04 / Luster_Class_02 / Color_Class_02,Quality_Class_07,Luster_Class_02,Product_Family_04,Color_Class_02,Denier_Subgroup_04,ERP_MASTER
P_288374,Product_Family_03 / Denier_Subgroup_04 / Luster_Class_02 / Color_Class_03,Quality_Class_04,Luster_Class_02,Product_Family_03,Color_Class_03,Denier_Subgroup_04,ERP_MASTER
P_291919,Product_Family_04 / Denier_Subgroup_01 / Luster_Class_02 / Color_Class_03,Quality_Class_08,Luster_Class_02,Product_Family_04,Color_Class_03,Denier_Subgroup_01,ERP_MASTER
P_292075,Product_Family_01 / Denier_Subgroup_03 / Luster_Class_02 / Color_Class_02,Quality_Class_06,Luster_Class_02,Product_Family_01,Color_Class_02,Denier_Subgroup_03,ERP_MASTER
P_293116,Product_Family_05 / Denier_Subgroup_01 / Luster_Class_01 / Color_Class_02,Quality_Class_06,Luster_Class_01,Product_Family_05,Color_Class_02,Denier_Subgroup_01,ERP_MASTER
P_298416,Product_Family_05 / Denier_Subgroup_01 / Luster_Class_01 / Color_Class_02,Quality_Class_06,Luster_Class_01,Product_Family_05,Color_Class_02,Denier_Subgroup_01,ERP_MASTER
P_302491,Product_Family_03 / Denier_Subgroup_03 / Luster_Class_02 / Color_Class_02,Quality_Class_04,Luster_Class_02,Product_Family_03,Color_Class_02,Denier_Subgroup_03,ERP_MASTER
P_303293,Product_Family_03 / Denier_Subgroup_04 / Luster_Class_01 / Color_Class_02,Quality_Class_04,Luster_Class_01,Product_Family_03,Color_Class_02,Denier_Subgroup_04,ERP_MASTER
P_305089,Product_Family_03 / Denier_Subgroup_04 / Luster_Class_01 / Color_Class_03,Quality_Class_03,Luster_Class_01,Product_Family_03,Color_Class_03,Denier_Subgroup_04,ERP_MASTER
P_308873,Product_Family_05 / Denier_Subgroup_01 / Luster_Class_01 / Color_Class_02,Quality_Class_06,Luster_Class_01,Product_Family_05,Color_Class_02,Denier_Subgroup_01,ERP_MASTER
P_310017,Product_Family_05 / Denier_Subgroup_01 / Luster_Class_01 / Color_Class_03,Quality_Class_06,Luster_Class_01,Product_Family_05,Color_Class_03,Denier_Subgroup_01,ERP_MASTER
P_313674,Product_Family_03 / Denier_Subgroup_04 / Luster_Class_01 / Color_Class_02,Quality_Class_08,Luster_Class_01,Product_Family_03,Color_Class_02,Denier_Subgroup_04,ERP_MASTER
P_314550,Product_Family_04 / Denier_Subgroup_01 / Luster_GENERALIZED / Color_GENERALIZED,Quality_Class_GENERALIZED,Luster_GENERALIZED,Product_Family_04,Color_GENERALIZED,Denier_Subgroup_01,ERP_MASTER
P_315073,Product_Family_01 / Denier_Subgroup_04 / Luster_Class_01 / Color_Class_03,Quality_Class_08,Luster_Class_01,Product_Family_01,Color_Class_03,Denier_Subgroup_04,ERP_MASTER
P_316068,Product_Family_03 / Denier_Subgroup_03 / Luster_Class_02 / Color_Class_03,Quality_Class_08,Luster_Class_02,Product_Family_03,Color_Class_03,Denier_Subgroup_03,ERP_MASTER
P_317921,Product_Family_03 / Denier_Subgroup_03 / Luster_Class_02 / Color_Class_03,Quality_Class_04,Luster_Class_02,Product_Family_03,Color_Class_03,Denier_Subgroup_03,ERP_MASTER
P_319957,Product_Family_03 / Denier_Subgroup_04 / Luster_Class_02 / Color_Class_02,Quality_Class_06,Luster_Class_02,Product_Family_03,Color_Class_02,Denier_Subgroup_04,ERP_MASTER
P_325027,Product_Family_04 / Denier_Subgroup_04 / Luster_Class_01 / Color_Class_02,Quality_Class_01,Luster_Class_01,Product_Family_04,Color_Class_02,Denier_Subgroup_04,ERP_MASTER
P_325369,Product_Family_04 / Denier_GENERALIZED / Luster_Class_01 / Color_Class_02,Quality_Class_07,Luster_Class_01,Product_Family_04,Color_Class_02,Denier_GENERALIZED,ERP_MASTER
P_327376,Product_Family_03 / Denier_Subgroup_04 / Luster_Class_02 / Color_Class_02,Quality_Class_03,Luster_Class_02,Product_Family_03,Color_Class_02,Denier_Subgroup_04,ERP_MASTER
P_328220,Product_Family_04 / Denier_Subgroup_01 / Luster_Class_01 / Color_Class_02,Quality_Class_07,Luster_Class_01,Product_Family_04,Color_Class_02,Denier_Subgroup_01,ERP_MASTER
P_328965,Product_Family_04 / Denier_Subgroup_04 / Luster_Class_01 / Color_Class_02,Quality_Class_03,Luster_Class_01,Product_Family_04,Color_Class_02,Denier_Subgroup_04,ERP_MASTER
P_329401,Product_Family_03 / Denier_Subgroup_04 / Luster_Class_02 / Color_Class_02,Quality_Class_04,Luster_Class_02,Product_Family_03,Color_Class_02,Denier_Subgroup_04,ERP_MASTER
P_330330,Product_Family_04 / Denier_Subgroup_04 / Luster_Class_01 / Color_Class_02,Quality_Class_06,Luster_Class_01,Product_Family_04,Color_Class_02,Denier_Subgroup_04,ERP_MASTER
P_332034,Product_Family_03 / Denier_Subgroup_01 / Luster_Class_01 / Color_Class_03,Quality_Class_04,Luster_Class_01,Product_Family_03,Color_Class_03,Denier_Subgroup_01,ERP_MASTER
P_333505,Product_Family_03 / Denier_Subgroup_03 / Luster_Class_02 / Color_Class_02,Quality_Class_04,Luster_Class_02,Product_Family_03,Color_Class_02,Denier_Subgroup_03,ERP_MASTER
P_334309,Product_Family_04 / Denier_Subgroup_04 / Luster_Class_01 / Color_Class_02,Quality_Class_06,Luster_Class_01,Product_Family_04,Color_Class_02,Denier_Subgroup_04,ERP_MASTER
P_335773,Product_Family_04 / Denier_Subgroup_04 / Luster_Class_01 / Color_Class_02,Quality_Class_01,Luster_Class_01,Product_Family_04,Color_Class_02,Denier_Subgroup_04,ERP_MASTER
P_336235,Product_Family_03 / Denier_Subgroup_01 / Luster_Class_02 / Color_Class_02,Quality_Class_08,Luster_Class_02,Product_Family_03,Color_Class_02,Denier_Subgroup_01,ERP_MASTER
P_337281,Product_Family_04 / Denier_Subgroup_04 / Luster_Class_01 / Color_Class_03,Quality_Class_01,Luster_Class_01,Product_Family_04,Color_Class_03,Denier_Subgroup_04,ERP_MASTER
P_339338,Product_Family_03 / Denier_Subgroup_04 / Luster_Class_01 / Color_Class_03,Quality_Class_04,Luster_Class_01,Product_Family_03,Color_Class_03,Denier_Subgroup_04,ERP_MASTER
P_341223,Product_Family_03 / Denier_Subgroup_04 / Luster_Class_02 / Color_Class_03,Quality_Class_01,Luster_Class_02,Product_Family_03,Color_Class_03,Denier_Subgroup_04,ERP_MASTER
P_343377,Product_Family_03 / Denier_Subgroup_04 / Luster_Class_01 / Color_Class_03,Quality_Class_06,Luster_Class_01,Product_Family_03,Color_Class_03,Denier_Subgroup_04,ERP_MASTER
P_347425,Product_Family_03 / Denier_Subgroup_01 / Luster_Class_02 / Color_Class_02,Quality_Class_06,Luster_Class_02,Product_Family_03,Color_Class_02,Denier_Subgroup_01,ERP_MASTER
P_349471,Product_Family_03 / Denier_Subgroup_04 / Luster_Class_01 / Color_Class_03,Quality_Class_02,Luster_Class_01,Product_Family_03,Color_Class_03,Denier_Subgroup_04,ERP_MASTER
P_352669,Product_Family_04 / Denier_Subgroup_04 / Luster_Class_01 / Color_Class_03,Quality_Class_06,Luster_Class_01,Product_Family_04,Color_Class_03,Denier_Subgroup_04,ERP_MASTER
P_353110,Product_Family_03 / Denier_Subgroup_03 / Luster_Class_02 / Color_Class_03,Quality_Class_04,Luster_Class_02,Product_Family_03,Color_Class_03,Denier_Subgroup_03,ERP_MASTER
P_353119,Product_Family_05 / Denier_Subgroup_01 / Luster_Class_02 / Color_Class_03,Quality_Class_06,Luster_Class_02,Product_Family_05,Color_Class_03,Denier_Subgroup_01,ERP_MASTER
P_353833,Product_Family_03 / Denier_Subgroup_04 / Luster_Class_01 / Color_Class_02,Quality_Class_04,Luster_Class_01,Product_Family_03,Color_Class_02,Denier_Subgroup_04,ERP_MASTER
P_361623,Product_Family_04 / Denier_Subgroup_01 / Luster_Class_01 / Color_Class_02,Quality_Class_08,Luster_Class_01,Product_Family_04,Color_Class_02,Denier_Subgroup_01,ERP_MASTER
P_361916,Product_Family_03 / Denier_Subgroup_03 / Luster_Class_02 / Color_Class_03,Quality_Class_04,Luster_Class_02,Product_Family_03,Color_Class_03,Denier_Subgroup_03,ERP_MASTER
P_361974,Product_Family_04 / Denier_Subgroup_01 / Luster_Class_01 / Color_Class_02,Quality_Class_08,Luster_Class_01,Product_Family_04,Color_Class_02,Denier_Subgroup_01,ERP_MASTER
P_362710,Product_Family_04 / Denier_Subgroup_04 / Luster_Class_01 / Color_Class_02,Quality_Class_01,Luster_Class_01,Product_Family_04,Color_Class_02,Denier_Subgroup_04,ERP_MASTER
P_366749,Product_Family_03 / Denier_Subgroup_04 / Luster_Class_02 / Color_Class_03,Quality_Class_06,Luster_Class_02,Product_Family_03,Color_Class_03,Denier_Subgroup_04,ERP_MASTER
P_370418,Product_Family_03 / Denier_Subgroup_03 / Luster_Class_02 / Color_Class_02,Quality_Class_04,Luster_Class_02,Product_Family_03,Color_Class_02,Denier_Subgroup_03,ERP_MASTER
P_370696,Product_Family_04 / Denier_Subgroup_04 / Luster_Class_01 / Color_Class_02,Quality_Class_03,Luster_Class_01,Product_Family_04,Color_Class_02,Denier_Subgroup_04,ERP_MASTER
P_370788,Product_Family_03 / Denier_Subgroup_04 / Luster_Class_01 / Color_Class_02,Quality_Class_01,Luster_Class_01,Product_Family_03,Color_Class_02,Denier_Subgroup_04,ERP_MASTER
P_372127,Product_Family_04 / Denier_Subgroup_04 / Luster_Class_01 / Color_Class_02,Quality_Class_06,Luster_Class_01,Product_Family_04,Color_Class_02,Denier_Subgroup_04,ERP_MASTER
P_375250,Product_Family_03 / Denier_Subgroup_04 / Luster_Class_01 / Color_Class_02,Quality_Class_08,Luster_Class_01,Product_Family_03,Color_Class_02,Denier_Subgroup_04,ERP_MASTER
P_376116,Product_Family_03 / Denier_Subgroup_01 / Luster_Class_02 / Color_Class_02,Quality_Class_08,Luster_Class_02,Product_Family_03,Color_Class_02,Denier_Subgroup_01,ERP_MASTER
P_376553,Product_Family_03 / Denier_Subgroup_04 / Luster_Class_01 / Color_Class_02,Quality_Class_04,Luster_Class_01,Product_Family_03,Color_Class_02,Denier_Subgroup_04,ERP_MASTER
P_376561,Product_Family_03 / Denier_Subgroup_01 / Luster_Class_02 / Color_Class_03,Quality_Class_02,Luster_Class_02,Product_Family_03,Color_Class_03,Denier_Subgroup_01,ERP_MASTER
P_377231,Product_Family_03 / Denier_Subgroup_01 / Luster_Class_02 / Color_Class_02,Quality_Class_03,Luster_Class_02,Product_Family_03,Color_Class_02,Denier_Subgroup_01,ERP_MASTER
P_377724,Product_Family_03 / Denier_Subgroup_04 / Luster_Class_02 / Color_Class_03,Quality_Class_01,Luster_Class_02,Product_Family_03,Color_Class_03,Denier_Subgroup_04,ERP_MASTER
P_378693,Product_Family_05 / Denier_Subgroup_01 / Luster_Class_02 / Color_Class_03,Quality_Class_01,Luster_Class_02,Product_Family_05,Color_Class_03,Denier_Subgroup_01,ERP_MASTER
P_379523,Product_Family_04 / Denier_Subgroup_04 / Luster_Class_01 / Color_Class_03,Quality_Class_06,Luster_Class_01,Product_Family_04,Color_Class_03,Denier_Subgroup_04,ERP_MASTER
P_379855,Product_Family_01 / Denier_Subgroup_04 / Luster_Class_01 / Color_Class_03,Quality_Class_03,Luster_Class_01,Product_Family_01,Color_Class_03,Denier_Subgroup_04,ERP_MASTER
P_380072,Product_Family_04 / Denier_Subgroup_04 / Luster_Class_01 / Color_Class_02,Quality_Class_01,Luster_Class_01,Product_Family_04,Color_Class_02,Denier_Subgroup_04,ERP_MASTER
P_383500,Product_Family_04 / Denier_Subgroup_04 / Luster_Class_01 / Color_Class_02,Quality_Class_06,Luster_Class_01,Product_Family_04,Color_Class_02,Denier_Subgroup_04,ERP_MASTER
P_385268,Product_Family_01 / Denier_Subgroup_04 / Luster_Class_01 / Color_Class_03,Quality_Class_01,Luster_Class_01,Product_Family_01,Color_Class_03,Denier_Subgroup_04,ERP_MASTER
P_386679,Product_Family_03 / Denier_Subgroup_01 / Luster_Class_02 / Color_Class_03,Quality_Class_04,Luster_Class_02,Product_Family_03,Color_Class_03,Denier_Subgroup_01,ERP_MASTER
P_388809,Product_Family_03 / Denier_Subgroup_03 / Luster_Class_02 / Color_Class_03,Quality_Class_01,Luster_Class_02,Product_Family_03,Color_Class_03,Denier_Subgroup_03,ERP_MASTER
P_394043,Product_Family_03 / Denier_Subgroup_04 / Luster_Class_02 / Color_Class_02,Quality_Class_06,Luster_Class_02,Product_Family_03,Color_Class_02,Denier_Subgroup_04,ERP_MASTER
P_394235,Product_Family_04 / Denier_Subgroup_04 / Luster_Class_01 / Color_Class_02,Quality_Class_03,Luster_Class_01,Product_Family_04,Color_Class_02,Denier_Subgroup_04,ERP_MASTER
P_396080,Product_Family_02 / Denier_Subgroup_03 / Luster_Class_02 / Color_Class_02,Quality_Class_04,Luster_Class_02,Product_Family_02,Color_Class_02,Denier_Subgroup_03,ERP_MASTER
P_398447,Product_Family_04 / Denier_Subgroup_04 / Luster_Class_01 / Color_Class_02,Quality_Class_08,Luster_Class_01,Product_Family_04,Color_Class_02,Denier_Subgroup_04,ERP_MASTER
P_402520,Product_Family_03 / Denier_Subgroup_01 / Luster_Class_02 / Color_Class_03,Quality_Class_01,Luster_Class_02,Product_Family_03,Color_Class_03,Denier_Subgroup_01,ERP_MASTER
P_402763,Product_Family_05 / Denier_Subgroup_01 / Luster_Class_01 / Color_Class_03,Quality_Class_08,Luster_Class_01,Product_Family_05,Color_Class_03,Denier_Subgroup_01,ERP_MASTER
P_403496,Product_Family_03 / Denier_Subgroup_03 / Luster_Class_01 / Color_Class_02,Quality_Class_04,Luster_Class_01,Product_Family_03,Color_Class_02,Denier_Subgroup_03,ERP_MASTER
P_404680,Product_Family_04 / Denier_Subgroup_01 / Luster_Class_01 / Color_Class_02,Quality_Class_07,Luster_Class_01,Product_Family_04,Color_Class_02,Denier_Subgroup_01,ERP_MASTER
P_406746,Product_Family_01 / Denier_Subgroup_04 / Luster_Class_01 / Color_Class_03,Quality_Class_01,Luster_Class_01,Product_Family_01,Color_Class_03,Denier_Subgroup_04,ERP_MASTER
P_407390,Product_Family_03 / Denier_Subgroup_01 / Luster_Class_02 / Color_Class_03,Quality_Class_04,Luster_Class_02,Product_Family_03,Color_Class_03,Denier_Subgroup_01,ERP_MASTER
P_407811,Product_Family_01 / Denier_Subgroup_04 / Luster_Class_01 / Color_Class_03,Quality_Class_06,Luster_Class_01,Product_Family_01,Color_Class_03,Denier_Subgroup_04,ERP_MASTER
P_408775,Product_Family_05 / Denier_Subgroup_01 / Luster_Class_01 / Color_Class_02,Quality_Class_08,Luster_Class_01,Product_Family_05,Color_Class_02,Denier_Subgroup_01,ERP_MASTER
P_412947,Product_Family_03 / Denier_Subgroup_03 / Luster_Class_02 / Color_Class_03,Quality_Class_04,Luster_Class_02,Product_Family_03,Color_Class_03,Denier_Subgroup_03,ERP_MASTER
P_414822,Product_Family_01 / Denier_Subgroup_04 / Luster_Class_01 / Color_Class_03,Quality_Class_06,Luster_Class_01,Product_Family_01,Color_Class_03,Denier_Subgroup_04,ERP_MASTER
P_416945,Product_Family_04 / Denier_Subgroup_04 / Luster_Class_01 / Color_Class_02,Quality_Class_07,Luster_Class_01,Product_Family_04,Color_Class_02,Denier_Subgroup_04,ERP_MASTER
P_417757,Product_Family_05 / Denier_Subgroup_01 / Luster_Class_02 / Color_Class_03,Quality_Class_01,Luster_Class_02,Product_Family_05,Color_Class_03,Denier_Subgroup_01,ERP_MASTER
P_417970,Product_Family_03 / Denier_Subgroup_04 / Luster_Class_01 / Color_Class_03,Quality_Class_04,Luster_Class_01,Product_Family_03,Color_Class_03,Denier_Subgroup_04,ERP_MASTER
P_420402,Product_Family_03 / Denier_Subgroup_04 / Luster_Class_02 / Color_Class_02,Quality_Class_01,Luster_Class_02,Product_Family_03,Color_Class_02,Denier_Subgroup_04,ERP_MASTER
P_421045,Product_Family_05 / Denier_Subgroup_01 / Luster_Class_01 / Color_Class_02,Quality_Class_08,Luster_Class_01,Product_Family_05,Color_Class_02,Denier_Subgroup_01,ERP_MASTER
P_421573,Product_Family_03 / Denier_Subgroup_03 / Luster_Class_01 / Color_Class_03,Quality_Class_04,Luster_Class_01,Product_Family_03,Color_Class_03,Denier_Subgroup_03,ERP_MASTER
P_421668,Product_Family_04 / Denier_Subgroup_01 / Luster_Class_02 / Color_Class_03,Quality_Class_04,Luster_Class_02,Product_Family_04,Color_Class_03,Denier_Subgroup_01,ERP_MASTER
P_425142,Product_Family_03 / Denier_Subgroup_03 / Luster_Class_02 / Color_Class_03,Quality_Class_01,Luster_Class_02,Product_Family_03,Color_Class_03,Denier_Subgroup_03,ERP_MASTER
P_427325,Product_Family_05 / Denier_Subgroup_01 / Luster_Class_01 / Color_Class_02,Quality_Class_06,Luster_Class_01,Product_Family_05,Color_Class_02,Denier_Subgroup_01,ERP_MASTER
P_427361,Product_Family_03 / Denier_Subgroup_04 / Luster_Class_01 / Color_Class_02,Quality_Class_06,Luster_Class_01,Product_Family_03,Color_Class_02,Denier_Subgroup_04,ERP_MASTER
P_427873,Product_Family_04 / Denier_Subgroup_04 / Luster_Class_01 / Color_Class_02,Quality_Class_01,Luster_Class_01,Product_Family_04,Color_Class_02,Denier_Subgroup_04,ERP_MASTER
P_428591,Product_Family_05 / Denier_Subgroup_01 / Luster_Class_01 / Color_Class_03,Quality_Class_06,Luster_Class_01,Product_Family_05,Color_Class_03,Denier_Subgroup_01,ERP_MASTER
P_431608,Product_Family_03 / Denier_Subgroup_04 / Luster_Class_01 / Color_Class_02,Quality_Class_04,Luster_Class_01,Product_Family_03,Color_Class_02,Denier_Subgroup_04,ERP_MASTER
P_434179,Product_Family_03 / Denier_Subgroup_03 / Luster_Class_02 / Color_Class_03,Quality_Class_03,Luster_Class_02,Product_Family_03,Color_Class_03,Denier_Subgroup_03,ERP_MASTER
