Complaint_ID,Customer_ID,Product_ID,گروه کالا,Complaint_Title,Complaint_Text,Hembaft_Reference,Severity,Created_At,Available_At,Complaint_Status,Resolved_At,Resolution_Available_At,Resolution_Text,Source_System
CMP-0118,C_117580,P_540814,Product_Family_03,روغن نامتوازن,در همبافت 1334502126 سطح بعضي بوبين,,زیاد,2020-06-25,2020-06-28,بسته,2020-07-23,2020-07-24,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. در بررسی مستندات تولید و کنترل کیفیت همبافت 1334502126 مشخص گردید نوسان Oil Pick-up. موضوع به سرپرست سالن DTY اعلام و مقرر شد کالیبراسیون پمپ روغن و آزمون OPU. پس از اجرای اقدام اصلاحی، تولید بعدی پایش و نتیجه به واحد خدمات مشتریان گزارش شود.,QMS_COMPLAINTS
CMP-0119,C_877858,P_655926,Product_Family_04,مینگل کمتر از حد,در همبافت 1334502143 نقاط اتصال نخ کم است و فيلامنت,,متوسط,2020-07-16,2020-07-17,بسته,2020-08-29,2020-08-30,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. در بررسی مستندات تولید و کنترل کیفیت همبافت 1334502143 مشخص گردید فشار هوای جت کمتر از ستینگ. موضوع به سرپرست سالن DTY اعلام و مقرر شد تنظیم فشار جت و اندازه,QMS_COMPLAINTS
CMP-0120,C_042732,P_RARE_Product_Family_01,Product_Family_01,فیلامنت پارگی و پرز,بر اساس تصاوير ارسالي مشتري پرز و فيلامنت پارگي موجب توقف مکرر ماشين بافندگي شده است.,,متوسط,2022-07-23,2022-07-24,درحال بررسی,,,,QMS_COMPLAINTS
CMP-0121,C_069492,P_011998,Product_Family_04,تنشن و تاب مجازی,بر اساس تصاوير ارسالي مشتري نخ در بافت پيچيدگي و گيرکردن داشته و تنشن بوبين,,کم,2021-10-30,2021-11-02,بسته,2021-12-01,2021-12-02,نمونه و سوابق تولید بررسی و نتیجه به مشتری اعلام شد.,QMS_COMPLAINTS
CMP-0122,C_792125,P_RARE_Product_Family_05,Product_Family_05,بدپیچی بسته,در همبافت 1340102517 دانسيته بسته يکنواخت نيست و نخ از کناره بوبين خارج مي,,متوسط,2020-04-04,2020-04-06,بسته,2020-04-16,2020-04-17,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. در بررسی مستندات تولید و کنترل کیفیت همبافت 1340102517 مشخص گردید Traverse و تنشن نامناسب. موضوع به سرپرست سالن ATY اعلام و مقرر شد اصلاح Traverse و کنترل سختی بسته. پس از اجرای اقدام اصلاحی، تولید بعدی پایش و نتیجه به واحد خدمات مشتریان گزارش شود.,QMS_COMPLAINTS
CMP-0123,C_113139,P_228625,Product_Family_03,حلقه,طبق اعلام مشتري حلقه,,زیاد,2020-09-05,2020-09-06,بسته,2020-09-11,2020-09-12,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. نتایج ثبت,QMS_COMPLAINTS
CMP-0124,C_746892,P_989994,Product_Family_03,شید رنگ,طبق اعلام مشتري در محصول ملانژ نسبت رنگ و شيد بين بسته,,متوسط,2021-02-25,2021-02-26,درحال بررسی,,,,QMS_COMPLAINTS
CMP-0125,C_519849,P_RARE_Product_Family_03,Product_Family_03,آسیب حمل و نقل,طبق اعلام مشتري در پالت ارسالي چند بوبين فشرده و لبه بسته آسيب,,زیاد,2020-11-19,2020-11-22,درحال بررسی,,,,QMS_COMPLAINTS
CMP-0126,C_806376,P_672805,Product_Family_02,حلقه,مشتري اعلام نموده است حلقه,,زیاد,2021-02-11,2021-02-13,درحال بررسی,,,,QMS_COMPLAINTS
CMP-0127,C_746892,P_995713,Product_Family_03,پرز و حلقه,بر اساس تصاوير ارسالي مشتري حلقه,,زیاد,2021-11-04,2021-11-05,بسته,2021-12-16,2021-12-17,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. در بررسی مستندات تولید و کنترل کیفیت همبافت 1340302636 مشخص گردید فشار یا تغذیه بیش از حد. موضوع به سرپرست سالن ATY اعلام و مقرر شد کاهش Overfeed و تفکیک بوبین,QMS_COMPLAINTS
CMP-0128,C_672256,P_RARE_Product_Family_03,Product_Family_03,شید رنگ,مشتري اعلام نموده است در محصول ملانژ نسبت رنگ و شيد بين بسته,,کم,2020-05-27,2020-05-28,بسته,2020-06-12,2020-06-13,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. در بررسی مستندات تولید و کنترل کیفیت همبافت 1340402653 مشخص گردید اختلاف نسبت تغذیه اجزای رنگی. موضوع به سرپرست سالن ATY اعلام و مقرر شد کنترل نسبت Feed و تأیید نمونه اول تولید. پس از اجرای اقدام اصلاحی، تولید بعدی پایش و نتیجه به واحد خدمات مشتریان گزارش شود.,QMS_COMPLAINTS
CMP-0129,C_317124,P_RARE_Product_Family_03,Product_Family_03,استحکام پایین,مشتري اعلام نموده است نخ در مصرف صنعتي پارگي داشته و تحمل کشش مورد انتظار را ندارد.,,کم,2021-11-17,2021-11-20,بسته,2021-12-10,2021-12-11,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. در بررسی مستندات تولید و کنترل کیفیت همبافت 1340402670 مشخص گردید آسیب فیلامنت پایه یا ستینگ جت. موضوع به سرپرست سالن ATY اعلام و مقرر شد آزمون Tenacity و بازبینی نخ پایه. پس از اجرای اقدام اصلاحی، تولید بعدی پایش و نتیجه به واحد خدمات مشتریان گزارش شود.,QMS_COMPLAINTS
CMP-0130,C_465208,P_812406,Product_Family_04,حجم کمتر از انتظار,بر اساس تصاوير ارسالي مشتري نخ نسبت به نمونه تاييدشده کم,,متوسط,2021-11-18,2021-11-19,بسته,2021-12-28,2021-12-29,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. در بررسی مستندات تولید و کنترل کیفیت همبافت 1340502687+1340502704 مشخص گردید Overfeed کمتر از ستینگ. موضوع به سرپرست سالن ATY اعلام و مقرر شد اصلاح Overfeed و مقایسه با نمونه شاهد. پس از اجرای اقدام اصلاحی، تولید بعدی پایش و نتیجه به واحد خدمات مشتریان گزارش شود.,QMS_COMPLAINTS
CMP-0131,C_672706,P_RARE_Product_Family_02,Product_Family_02,آسیب حمل و نقل,در همبافت 1340502721 در پالت ارسالي چند بوبين فشرده و لبه بسته آسيب,,متوسط,2020-03-05,2020-03-07,بسته,2020-03-28,2020-03-29,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. در بررسی مستندات تولید و کنترل کیفیت همبافت 1340502721+1340502738 مشخص گردید چیدمان یا مهار نامناسب پالت. موضوع به سرپرست سالن ATY اعلام و مقرر شد اصلاح مهاربندی و بازبینی شیرینگ. پس از اجرای اقدام اصلاحی، تولید بعدی پایش و نتیجه به واحد خدمات مشتریان گزارش شود.,QMS_COMPLAINTS
CMP-0132,C_862106,P_RARE_Product_Family_03,Product_Family_03,آسیب حمل و نقل,بر اساس تصاوير ارسالي مشتري در پالت ارسالي چند بوبين فشرده و لبه بسته آسيب,,زیاد,2021-11-25,2021-11-28,بسته,2022-01-10,2022-01-11,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. نتایج ثبت,QMS_COMPLAINTS
CMP-0133,C_806376,P_700346,Product_Family_02,استحکام پایین,در همبافت 1340502772 نخ در مصرف صنعتي پارگي داشته و تحمل کشش مورد انتظار را ندارد.,,کم,2021-07-29,2021-07-30,بسته,2021-08-09,2021-08-10,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. در بررسی مستندات تولید و کنترل کیفیت همبافت 1340502772 مشخص گردید آسیب فیلامنت پایه یا ستینگ جت. موضوع به سرپرست سالن ATY اعلام و مقرر شد آزمون Tenacity و بازبینی نخ پایه. پس از اجرای اقدام اصلاحی، تولید بعدی پایش و نتیجه به واحد خدمات مشتریان گزارش شود.,QMS_COMPLAINTS
CMP-0134,C_023073,P_061764,Product_Family_03,جداشدن مغزی و افکت,طبق اعلام مشتري نخ افکت از مغزي جدا مي,,کم,2020-08-29,2020-08-30,درحال بررسی,,,,QMS_COMPLAINTS
CMP-0135,C_144468,P_444447,Product_Family_03,حجم کمتر از انتظار,مشتري اعلام نموده است نخ نسبت به نمونه تاييدشده کم,,زیاد,2020-03-21,2020-03-23,بسته,2020-04-26,2020-04-27,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. در بررسی مستندات تولید و کنترل کیفیت همبافت 1340602806 مشخص گردید Overfeed کمتر از ستینگ. موضوع به سرپرست سالن ATY اعلام و مقرر شد اصلاح Overfeed و مقایسه با نمونه شاهد. پس از اجرای اقدام اصلاحی، تولید بعدی پایش و نتیجه به واحد خدمات مشتریان گزارش شود.,QMS_COMPLAINTS
CMP-0136,C_746892,P_989994,Product_Family_03,بدپیچی بسته,مشتري اعلام نموده است دانسيته بسته يکنواخت نيست و نخ از کناره بوبين خارج مي,,متوسط,2021-04-03,2021-04-06,بسته,2021-05-01,2021-05-02,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. برای نتیجه,QMS_COMPLAINTS
CMP-0137,C_113139,P_102450,Product_Family_05,آلودگی / لکه روغن,طبق اعلام مشتري در سطح چند بوبين لکه تيره و آلودگي مشاهده شده است. مشتري عکس ارسال نموده است.,,متوسط,2020-07-18,2020-07-19,بسته,2020-08-11,2020-08-12,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. نتایج ثبت,QMS_COMPLAINTS
CMP-0138,C_866894,P_RARE_Product_Family_05,Product_Family_05,شید رنگ,مشتري اعلام نموده است در محصول ملانژ نسبت رنگ و شيد بين بسته,,زیاد,2021-03-07,2021-03-08,بسته,2021-04-16,2021-04-17,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. در بررسی مستندات تولید و کنترل کیفیت همبافت 1340702857+1340702874 مشخص گردید اختلاف نسبت تغذیه اجزای رنگی. موضوع به سرپرست سالن ATY اعلام و مقرر شد کنترل نسبت Feed و تأیید نمونه اول تولید. پس از اجرای اقدام اصلاحی، تولید بعدی پایش و نتیجه به واحد خدمات مشتریان گزارش شود.,QMS_COMPLAINTS
CMP-0139,C_683666,P_461887,Product_Family_03,بدپیچی بسته,مشتري اعلام نموده است دانسيته بسته يکنواخت نيست و نخ از کناره بوبين خارج مي,,کم,2020-10-25,2020-10-27,بسته,2020-12-02,2020-12-03,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. در بررسی مستندات تولید و کنترل کیفیت همبافت 1340702891+1340702908 مشخص گردید Traverse و تنشن نامناسب. موضوع به سرپرست سالن ATY اعلام و مقرر شد اصلاح Traverse و کنترل سختی بسته. پس از اجرای اقدام اصلاحی، تولید بعدی پایش و نتیجه به واحد خدمات مشتریان گزارش شود.,QMS_COMPLAINTS
CMP-0140,C_662193,P_RARE_Product_Family_03,Product_Family_03,استحکام پایین,مشتري اعلام نموده است نخ در مصرف صنعتي پارگي داشته و تحمل کشش مورد انتظار را ندارد.,,متوسط,2021-05-12,2021-05-14,درحال بررسی,,,,QMS_COMPLAINTS
CMP-0141,C_113139,P_RARE_Product_Family_03,Product_Family_GENERALIZED,جداشدن مغزی و افکت,مشتري اعلام نموده است نخ افکت از مغزي جدا مي,,کم,2020-05-27,2020-05-28,بسته,2020-07-09,2020-07-10,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. نتایج ثبت,QMS_COMPLAINTS
CMP-0142,C_322315,P_RARE_Product_Family_03,Product_Family_03,استحکام پایین,بر اساس تصاوير ارسالي مشتري نخ در مصرف صنعتي پارگي داشته و تحمل کشش مورد انتظار را ندارد.,,متوسط,2020-05-01,2020-05-02,بسته,2020-05-09,2020-05-10,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. در بررسی مستندات تولید و کنترل کیفیت همبافت 1340802959 مشخص گردید آسیب فیلامنت پایه یا ستینگ جت. موضوع به سرپرست سالن ATY اعلام و مقرر شد آزمون Tenacity و بازبینی نخ پایه. پس از اجرای اقدام اصلاحی، تولید بعدی پایش و نتیجه به واحد خدمات مشتریان گزارش شود.,QMS_COMPLAINTS
CMP-0143,C_258325,P_652993,Product_Family_01,استحکام پایین,بر اساس تصاوير ارسالي مشتري نخ در مصرف صنعتي پارگي داشته و تحمل کشش مورد انتظار را ندارد.,,متوسط,2021-09-24,2021-09-27,درحال بررسی,,,,QMS_COMPLAINTS
CMP-0144,C_317124,P_RARE_Product_Family_03,Product_Family_03,حلقه,طبق اعلام مشتري حلقه,,متوسط,2021-09-03,2021-09-05,بسته,2021-10-18,2021-10-19,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. در بررسی مستندات تولید و کنترل کیفیت همبافت 1341002993 مشخص گردید نوسان فشار هوای جت ATY. موضوع به سرپرست سالن ATY اعلام و مقرر شد کالیبراسیون فشار جت و کنترل Loop Frequency. پس از اجرای اقدام اصلاحی، تولید بعدی پایش و نتیجه به واحد خدمات مشتریان گزارش شود.,QMS_COMPLAINTS
CMP-0145,C_479796,P_334309,Product_Family_04,جداشدن مغزی و افکت,مشتري اعلام نموده است نخ افکت از مغزي جدا مي,,کم,2021-09-24,2021-09-25,درحال بررسی,,,,QMS_COMPLAINTS
CMP-0146,C_051706,P_061764,Product_Family_03,پرز و حلقه,طبق اعلام مشتري حلقه,,کم,2022-03-18,2022-03-19,درحال بررسی,,,,QMS_COMPLAINTS
CMP-0147,C_126481,P_RARE_Product_Family_03,Product_Family_03,حلقه,بر اساس تصاوير ارسالي مشتري حلقه,,متوسط,2020-02-23,2020-02-26,درحال بررسی,,,,QMS_COMPLAINTS
CMP-0148,C_984759,P_995713,Product_Family_03,آسیب حمل و نقل,مشتري اعلام نموده است در پالت ارسالي چند بوبين فشرده و لبه بسته آسيب,,زیاد,2020-05-10,2020-05-12,درحال بررسی,,,,QMS_COMPLAINTS
CMP-0149,C_593639,P_RARE_Product_Family_05,Product_Family_05,آسیب حمل و نقل,بر اساس تصاوير ارسالي مشتري در پالت ارسالي چند بوبين فشرده و لبه بسته آسيب,,زیاد,2021-04-11,2021-04-12,درحال بررسی,,,,QMS_COMPLAINTS
CMP-0150,C_342564,P_RARE_Product_Family_03,Product_Family_03,شید رنگ,طبق اعلام مشتري در محصول ملانژ نسبت رنگ و شيد بين بسته,,متوسط,2022-06-27,2022-06-30,بسته,2022-07-10,2022-07-11,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. در بررسی مستندات تولید و کنترل کیفیت همبافت 1344203129 مشخص گردید اختلاف نسبت تغذیه اجزای رنگی. موضوع به سرپرست سالن ATY اعلام و مقرر شد کنترل نسبت Feed و تأیید نمونه اول تولید. پس از اجرای اقدام اصلاحی، تولید بعدی پایش و نتیجه به واحد خدمات مشتریان گزارش شود.,QMS_COMPLAINTS
CMP-0151,C_015746,P_230552,Product_Family_03,پرز و حلقه,طبق اعلام مشتري حلقه,,متوسط,2022-05-09,2022-05-10,بسته,2022-06-21,2022-06-22,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. در بررسی مستندات تولید و کنترل کیفیت همبافت 1344203146 مشخص گردید فشار یا تغذیه بیش از حد. موضوع به سرپرست سالن ATY اعلام و مقرر شد کاهش Overfeed و تفکیک بوبین,QMS_COMPLAINTS
CMP-0152,C_258325,P_003764,Product_Family_01,آلودگی / لکه روغن,در همبافت 1344303163 در سطح چند بوبين لکه تيره و آلودگي مشاهده شده است.,,متوسط,2021-06-21,2021-06-22,درحال بررسی,,,,QMS_COMPLAINTS
CMP-0153,C_657627,P_RARE_Product_Family_02,Product_Family_02,حجم کمتر از انتظار,طبق اعلام مشتري نخ نسبت به نمونه تاييدشده کم,,کم,2022-04-04,2022-04-06,بسته,2022-05-03,2022-05-04,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. برای نتیجه,QMS_COMPLAINTS
CMP-0154,C_421083,P_984332,Product_Family_03,آلودگی / لکه روغن,بر اساس تصاوير ارسالي مشتري در سطح چند بوبين لکه تيره و آلودگي مشاهده شده است.,,متوسط,2022-07-13,2022-07-16,بسته,2022-08-08,2022-08-09,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. در بررسی مستندات تولید و کنترل کیفیت همبافت 1344403197+1344403214 مشخص گردید آلودگی مسیر یا تماس روغن. موضوع به سرپرست سالن ATY اعلام و مقرر شد پاکسازی مسیر و کنترل نظافت پیش از تولید. پس از اجرای اقدام اصلاحی، تولید بعدی پایش و نتیجه به واحد خدمات مشتریان گزارش شود.,QMS_COMPLAINTS
CMP-0155,C_683666,P_RARE_Product_Family_03,Product_Family_03,پرز و حلقه,در همبافت 1344403231 حلقه,,متوسط,2020-08-05,2020-08-06,بسته,2020-08-30,2020-08-31,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. در بررسی مستندات تولید و کنترل کیفیت همبافت 1344403231+1344403248 مشخص گردید فشار یا تغذیه بیش از حد. موضوع به سرپرست سالن ATY اعلام و مقرر شد کاهش Overfeed و تفکیک بوبین,QMS_COMPLAINTS
CMP-0156,C_862106,P_343377,Product_Family_03,آلودگی / لکه روغن,مشتري اعلام نموده است در سطح چند بوبين لکه تيره و آلودگي مشاهده شده است.,,زیاد,2020-08-26,2020-08-27,بسته,2020-09-07,2020-09-08,نمونه و سوابق تولید بررسی و نتیجه به مشتری اعلام شد.,QMS_COMPLAINTS
CMP-0157,C_117580,P_593409,Product_Family_02,شید رنگ,در همبافت 1344503299 در محصول ملانژ نسبت رنگ و شيد بين بسته,,متوسط,2020-09-21,2020-09-23,بسته,2020-10-15,2020-10-16,نمونه و سوابق تولید بررسی و نتیجه به مشتری اعلام شد.,QMS_COMPLAINTS
CMP-0158,C_385527,P_425142,Product_Family_03,گره و اسنارل,در همبافت 1350103707 نخ در بازشدن پيچ مي,,زیاد,2020-12-25,2020-12-28,درحال بررسی,,,,QMS_COMPLAINTS
CMP-0159,C_746892,P_836866,Product_Family_03,نوسان تعداد تاب,بر اساس تصاوير ارسالي مشتري تعداد تاب در طول نخ يکنواخت نيست و ظاهر پارچه تغيير مي,,زیاد,2022-06-08,2022-06-09,بسته,2022-06-29,2022-06-30,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. در بررسی مستندات تولید و کنترل کیفیت همبافت 1350203724 مشخص گردید نوسان سرعت اسپیندل یا تغذیه. موضوع به سرپرست سالن TFY اعلام و مقرر شد کالیبراسیون اسپیندل و کنترل TPM در چند نقطه. پس از اجرای اقدام اصلاحی، تولید بعدی پایش و نتیجه به واحد خدمات مشتریان گزارش شود.,QMS_COMPLAINTS
CMP-0160,C_633661,P_054756,Product_Family_04,لیبل پایه نخ اشتباه,بر اساس تصاوير ارسالي مشتري نوع نخ پايه روي ليبل با محصول داخل بسته همخواني ندارد. مشتري عکس ارسال نموده است.,,کم,2020-04-27,2020-04-28,درحال بررسی,,,,QMS_COMPLAINTS
CMP-0161,C_342564,P_RARE_Product_Family_03,Product_Family_03,اختلاف شید بین لاها,مشتري اعلام نموده است يکي از لاهاي نخ شيد متفاوت دارد و در بافت خط رنگي ايجاد شده است.,,متوسط,2020-07-13,2020-07-16,درحال بررسی,,,,QMS_COMPLAINTS
CMP-0162,C_512037,P_215807,Product_Family_04,پارگی فیلامنت,طبق اعلام مشتري در چند بوبين فيلامنت پارگي و پرز سطحي مشاهده شده است.,,متوسط,2021-09-18,2021-09-20,درحال بررسی,,,,QMS_COMPLAINTS
CMP-0163,C_857626,P_RARE_Product_Family_05,Product_Family_05,نوسان تعداد تاب,در همبافت 1350403792 تعداد تاب در طول نخ يکنواخت نيست و ظاهر پارچه تغيير مي,,متوسط,2021-08-09,2021-08-10,بسته,2021-08-25,2021-08-26,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. نتایج ثبت,QMS_COMPLAINTS
CMP-0164,C_739474,P_RARE_Product_Family_05,Product_Family_05,نوسان تعداد تاب,در همبافت 1350403809 تعداد تاب در طول نخ يکنواخت نيست و ظاهر پارچه تغيير مي,,زیاد,2022-05-25,2022-05-26,بسته,2022-06-16,2022-06-17,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. در بررسی مستندات تولید و کنترل کیفیت همبافت 1350403809 مشخص گردید نوسان سرعت اسپیندل یا تغذیه. موضوع به سرپرست سالن TFY اعلام و مقرر شد کالیبراسیون اسپیندل و کنترل TPM در چند نقطه. پس از اجرای اقدام اصلاحی، تولید بعدی پایش و نتیجه به واحد خدمات مشتریان گزارش شود.,QMS_COMPLAINTS
CMP-0165,C_980626,P_150094,Product_Family_04,بازشدن لا / جدایش,طبق اعلام مشتري لاهاي نخ هنگام مصرف از هم باز شده و گير ايجاد مي,,متوسط,2022-04-06,2022-04-09,بسته,2022-04-25,2022-04-26,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. در بررسی مستندات تولید و کنترل کیفیت همبافت 1350403826 مشخص گردید تاب کمتر از الزام یا اتصال اولیه ضعیف. موضوع به سرپرست سالن TFY اعلام و مقرر شد تنظیم تاب و کنترل اتصال ابتدای بسته. پس از اجرای اقدام اصلاحی، تولید بعدی پایش و نتیجه به واحد خدمات مشتریان گزارش شود.,QMS_COMPLAINTS
CMP-0166,C_468898,P_855952,Product_Family_04,گره و اسنارل,طبق اعلام مشتري نخ در بازشدن پيچ مي,,بحرانی,2021-11-15,2021-11-17,بسته,2021-12-06,2021-12-07,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. در بررسی مستندات تولید و کنترل کیفیت همبافت 1350403843+1350403860 مشخص گردید تنشن نامتعادل تابندگی. موضوع به سرپرست سالن TFY اعلام و مقرر شد بالانس تنشن و کنترل Snarl. پس از اجرای اقدام اصلاحی، تولید بعدی پایش و نتیجه به واحد خدمات مشتریان گزارش شود.,QMS_COMPLAINTS
CMP-0167,C_222193,P_635050,Product_Family_03,لیبل پایه نخ اشتباه,مشتري اعلام نموده است نوع نخ پايه روي ليبل با محصول داخل بسته همخواني ندارد.,,کم,2020-12-21,2020-12-22,بسته,2021-01-12,2021-01-13,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. در بررسی مستندات تولید و کنترل کیفیت همبافت 1350403877 مشخص گردید خطای ثبت پایه محصول. موضوع به سرپرست سالن TFY اعلام و مقرر شد اصلاح Master Data و کنترل دو مرحله,QMS_COMPLAINTS
CMP-0168,C_190305,P_RARE_Product_Family_03,Product_Family_03,گره و اسنارل,طبق اعلام مشتري نخ در بازشدن پيچ مي,,کم,2022-07-28,2022-07-29,بسته,2022-08-11,2022-08-12,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. نتایج ثبت,QMS_COMPLAINTS
CMP-0169,C_683666,P_RARE_Product_Family_03,Product_Family_03,جهت تاب اشتباه,مشتري اعلام نموده است بخشي از بسته,,متوسط,2022-08-25,2022-08-28,بسته,2022-09-07,2022-09-08,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. در بررسی مستندات تولید و کنترل کیفیت همبافت 1350503928 مشخص گردید اختلاط سفارش در بسته,QMS_COMPLAINTS
CMP-0170,C_265163,P_RARE_Product_Family_03,Product_Family_03,اختلاف شید بین لاها,طبق اعلام مشتري يکي از لاهاي نخ شيد متفاوت دارد و در بافت خط رنگي ايجاد شده است.,,زیاد,2021-09-04,2021-09-05,درحال بررسی,,,,QMS_COMPLAINTS
CMP-0171,C_937594,P_983543,Product_Family_05,اختلاف تعداد لا,بر اساس تصاوير ارسالي مشتري روي ليبل نخ سه,,متوسط,2022-06-04,2022-06-06,بسته,2022-06-13,2022-06-14,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. در بررسی مستندات تولید و کنترل کیفیت همبافت 1350603962 مشخص گردید خطای تغذیه یا لیبل. موضوع به سرپرست سالن TFY اعلام و مقرر شد کنترل سنسور تغذیه و تطبیق تعداد لا با لیبل. پس از اجرای اقدام اصلاحی، تولید بعدی پایش و نتیجه به واحد خدمات مشتریان گزارش شود.,QMS_COMPLAINTS
CMP-0172,C_698497,P_507205,Product_Family_03,بازشدن لا / جدایش,طبق اعلام مشتري لاهاي نخ هنگام مصرف از هم باز شده و گير ايجاد مي,,کم,2021-04-24,2021-04-27,بسته,2021-06-10,2021-06-11,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. نتایج ثبت,QMS_COMPLAINTS
CMP-0173,C_698497,P_631577,Product_Family_05,اختلاف شید بین لاها,طبق اعلام مشتري يکي از لاهاي نخ شيد متفاوت دارد و در بافت خط رنگي ايجاد شده است.,,بحرانی,2020-05-16,2020-05-17,بسته,2020-06-28,2020-06-29,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. در بررسی مستندات تولید و کنترل کیفیت همبافت 1350803996 مشخص گردید اختلاط لات نخ پایه. موضوع به سرپرست سالن TFY اعلام و مقرر شد الزام استفاده از یک لات پایه و کنترل شید اجزا. پس از اجرای اقدام اصلاحی، تولید بعدی پایش و نتیجه به واحد خدمات مشتریان گزارش شود.,QMS_COMPLAINTS
CMP-0174,C_299317,P_850562,Product_Family_04,پارگی فیلامنت,بر اساس تصاوير ارسالي مشتري در چند بوبين فيلامنت پارگي و پرز سطحي مشاهده شده است.,,کم,2020-10-01,2020-10-02,بسته,2020-10-22,2020-10-23,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. نتایج ثبت,QMS_COMPLAINTS
CMP-0175,C_376594,P_042769,Product_Family_03,بازشدن لا / جدایش,طبق اعلام مشتري لاهاي نخ هنگام مصرف از هم باز شده و گير ايجاد مي,,کم,2021-07-15,2021-07-17,بسته,2021-08-25,2021-08-26,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. در بررسی مستندات تولید و کنترل کیفیت همبافت 1351004030 مشخص گردید تاب کمتر از الزام یا اتصال اولیه ضعیف. موضوع به سرپرست سالن TFY اعلام و مقرر شد تنظیم تاب و کنترل اتصال ابتدای بسته. پس از اجرای اقدام اصلاحی، تولید بعدی پایش و نتیجه به واحد خدمات مشتریان گزارش شود.,QMS_COMPLAINTS
CMP-0176,C_883391,P_650635,Product_Family_04,بدپیچی / سفتی بسته,مشتري اعلام نموده است بسته,,متوسط,2020-12-03,2020-12-06,بسته,2020-12-24,2020-12-25,نمونه و سوابق تولید بررسی و نتیجه به مشتری اعلام شد.,QMS_COMPLAINTS
CMP-0177,C_479796,P_975626,Product_Family_01,پارگی فیلامنت,مشتري اعلام نموده است در چند بوبين فيلامنت پارگي و پرز سطحي مشاهده شده است.,,زیاد,2021-01-28,2021-01-29,بسته,2021-02-12,2021-02-13,نمونه و سوابق تولید بررسی و نتیجه به مشتری اعلام شد.,QMS_COMPLAINTS
CMP-0178,C_172705,P_655926,Product_Family_04,بدپیچی / سفتی بسته,بر اساس تصاوير ارسالي مشتري بسته,,متوسط,2020-09-01,2020-09-02,درحال بررسی,,,,QMS_COMPLAINTS
