Complaint_ID,Sales_Line_ID,شماره فاکتور,Customer_ID,Product_ID,Hembaft_ID,Lot_ID,Hembaft_Lot_Key,Purchase_Date,مقدار,مقدار برگشتی,Complaint_Result,Link_Available_At
CMP-0139,SL-00011856,T_620367,C_683666,P_461887,,LOT-202008-244586,,2020-08-10,160.65,0.00,رسیدگی,2020-10-27
CMP-0139,SL-00051617,T_643039,C_683666,P_461887,,LOT-202008-244586,,2020-08-10,33.01,0.00,رسیدگی,2020-10-27
CMP-0140,SL-00047114,T_487876,C_662193,P_RARE_Product_Family_03,,LOT-202104-263452,,2021-04-05,"4,076.75",407.68,باز,2021-05-14
CMP-0140,SL-00000843,T_353843,C_662193,P_RARE_Product_Family_03,,LOT-202104-302435,,2021-04-19,"4,335.72",0.00,باز,2021-05-14
CMP-0141,SL-00007698,T_102144,C_113139,P_RARE_Product_Family_03,,LOT-202004-593834,,2020-04-06,52.26,0.00,رسیدگی,2020-05-28
CMP-0142,SL-00022133,T_676435,C_322315,P_RARE_Product_Family_03,,LOT-202004-747079,,2020-04-13,12.93,0.00,رسیدگی,2020-05-02
CMP-0143,SL-00004323,T_890477,C_258325,P_652993,,LOT-202109-094742,,2021-09-13,2.11,0.00,باز,2021-09-27
CMP-0144,SL-00005520,T_245888,C_317124,P_RARE_Product_Family_03,,LOT-202108-288950,,2021-08-30,14.37,0.00,رسیدگی,2021-09-05
CMP-0144,SL-00047328,T_933342,C_317124,P_RARE_Product_Family_03,,LOT-202108-620378,,2021-08-30,18.05,0.00,رسیدگی,2021-09-05
CMP-0145,SL-00013201,T_722626,C_479796,P_334309,,LOT-202109-621315,,2021-09-06,34.80,0.00,باز,2021-09-25
CMP-0146,SL-00014683,T_588699,C_051706,P_061764,,LOT-202112-061987,,2021-12-06,27.27,0.00,باز,2022-03-19
CMP-0147,SL-00037450,T_021141,C_126481,P_RARE_Product_Family_03,,LOT-202002-010660,,2020-02-17,31.13,0.00,باز,2020-02-26
CMP-0148,SL-00014885,T_810760,C_984759,P_995713,,LOT-202004-222035,,2020-04-06,222.02,0.00,باز,2020-05-12
CMP-0149,SL-00003001,T_787248,C_593639,P_RARE_Product_Family_05,,LOT-202103-239604,,2021-03-15,3.09,0.31,باز,2021-04-12
CMP-0150,SL-00048818,T_767309,C_342564,P_RARE_Product_Family_03,,LOT-202204-501791,,2022-04-11,8.06,0.00,رسیدگی,2022-06-30
CMP-0151,SL-00000861,T_809529,C_015746,P_230552,,LOT-202204-943229,,2022-04-18,"4,847.75",0.00,رسیدگی,2022-05-10
CMP-0152,SL-00044378,T_575552,C_258325,P_003764,,LOT-202106-799358,,2021-06-14,91.85,0.00,باز,2021-06-22
CMP-0152,SL-00047525,T_575552,C_258325,P_003764,,LOT-202106-799358,,2021-06-14,40.92,4.09,باز,2021-06-22
CMP-0153,SL-00001618,T_446068,C_657627,P_RARE_Product_Family_02,,LOT-202204-872855,,2022-04-04,579.28,0.00,رسیدگی,2022-04-06
CMP-0154,SL-00001396,T_353809,C_421083,P_984332,,LOT-202103-976131,,2021-03-08,22.40,0.00,رسیدگی,2022-07-16
CMP-0154,SL-00015491,T_578703,C_421083,P_984332,,LOT-202205-497719,,2022-05-23,13.18,0.00,رسیدگی,2022-07-16
CMP-0155,SL-00037859,T_145858,C_683666,P_RARE_Product_Family_03,,LOT-202008-135946,,2020-08-03,45.58,0.00,رسیدگی,2020-08-06
CMP-0156,SL-00006984,T_101100,C_862106,P_343377,,LOT-202008-393422,,2020-08-24,"2,859.66",0.00,رسیدگی,2020-08-27
CMP-0157,SL-00029437,T_805533,C_117580,P_593409,,LOT-202009-467192,,2020-09-07,247.84,0.00,رسیدگی,2020-09-23
CMP-0158,SL-00015895,T_077972,C_385527,P_425142,,LOT-202011-482495,,2020-11-30,22.14,0.00,باز,2020-12-28
CMP-0159,SL-00038962,T_461056,C_746892,P_836866,,LOT-202203-286236,,2022-03-14,54.22,0.00,رسیدگی,2022-06-09
CMP-0160,SL-00034934,T_360626,C_633661,P_054756,,LOT-202004-672949,,2020-04-20,86.36,0.00,باز,2020-04-28
CMP-0161,SL-00043314,T_599109,C_342564,P_RARE_Product_Family_03,,LOT-202005-016289,,2020-05-11,707.17,0.00,باز,2020-07-16
CMP-0162,SL-00018155,T_127168,C_512037,P_215807,,LOT-202108-242063,,2021-08-09,7.60,0.00,باز,2021-09-20
CMP-0163,SL-00002593,T_938486,C_857626,P_RARE_Product_Family_05,,LOT-202107-108916,,2021-07-19,615.52,0.00,رسیدگی,2021-08-10
CMP-0164,SL-00032693,T_055405,C_739474,P_RARE_Product_Family_05,,LOT-202205-143256,,2022-05-09,2.94,0.00,رسیدگی,2022-05-26
CMP-0165,SL-00020357,T_458941,C_980626,P_150094,,LOT-202204-118290,,2022-04-04,128.47,0.00,رسیدگی,2022-04-09
CMP-0166,SL-00016703,T_668035,C_468898,P_855952,,LOT-202108-171718,,2021-08-23,6.23,0.00,رسیدگی,2021-11-17
CMP-0167,SL-00007225,T_878140,C_222193,P_635050,,LOT-202011-512395,,2020-11-16,194.15,0.00,رسیدگی,2020-12-22
CMP-0168,SL-00001002,T_562543,C_190305,P_RARE_Product_Family_03,,LOT-202204-259741,,2022-04-25,268.51,0.00,رسیدگی,2022-07-29
CMP-0169,SL-00015292,T_629149,C_683666,P_RARE_Product_Family_03,,LOT-202205-641811,,2022-05-09,7.17,0.00,رسیدگی,2022-08-28
CMP-0170,SL-00003812,T_453474,C_265163,P_RARE_Product_Family_03,,LOT-202108-578394,,2021-08-09,37.62,0.00,باز,2021-09-05
CMP-0171,SL-00009492,T_366548,C_937594,P_983543,,LOT-202205-786817,,2022-05-30,"1,778.37",0.00,رسیدگی,2022-06-06
CMP-0172,SL-00015550,T_634931,C_698497,P_507205,,LOT-202103-185417,,2021-03-01,9.64,0.00,رسیدگی,2021-04-27
CMP-0173,SL-00024584,T_563980,C_698497,P_631577,,LOT-202005-629509,,2020-05-11,187.70,18.77,رسیدگی,2020-05-17
CMP-0174,SL-00041342,T_459801,C_299317,P_850562,,LOT-202008-223743,,2020-08-31,"1,750.06",0.00,رسیدگی,2020-10-02
CMP-0175,SL-00017612,T_333759,C_376594,P_042769,,LOT-202106-291199,,2021-06-07,8.22,0.00,رسیدگی,2021-07-17
CMP-0176,SL-00017713,T_762023,C_883391,P_650635,,LOT-202008-820474,,2020-08-24,75.28,0.00,رسیدگی,2020-12-06
CMP-0177,SL-00003894,T_636381,C_479796,P_975626,,LOT-202011-342823,,2020-11-23,82.37,0.00,رسیدگی,2021-01-29
CMP-0178,SL-00025193,T_709870,C_172705,P_655926,,LOT-202008-857338,,2020-08-24,17.99,0.00,باز,2020-09-02
CMP-0179,SL-00045828,T_522142,C_472366,P_RARE_Product_Family_02,,LOT-202202-211125,,2022-02-07,318.29,0.00,رسیدگی,2022-02-10
CMP-0180,SL-00030838,T_241342,C_444616,P_RARE_Product_Family_04,,LOT-202008-202168,,2020-08-10,33.53,0.00,رسیدگی,2020-08-17
CMP-0181,SL-00018357,T_649190,C_746892,P_661344,,LOT-202108-850658,,2021-08-23,8.83,0.00,رسیدگی,2021-09-12
CMP-0182,SL-00015836,T_322539,C_937594,P_672380,,LOT-202009-648741,,2020-09-07,"3,386.41",0.00,رسیدگی,2020-10-04
CMP-0183,SL-00021408,T_886567,C_401016,P_989949,,LOT-202105-134802,,2021-05-10,6.31,0.00,رسیدگی,2021-06-22
CMP-0184,SL-00003172,T_843140,C_731802,P_427325,,LOT-202012-110527,,2020-12-28,186.39,18.64,رسیدگی,2021-01-02
CMP-0185,SL-00018622,T_255281,C_243568,P_821914,,LOT-202205-808775,,2022-05-16,4.71,0.00,رسیدگی,2022-07-15
CMP-0186,SL-00018723,T_816479,C_745897,P_989994,,LOT-202008-313184,,2020-08-10,11.52,0.00,رسیدگی,2020-10-30
CMP-0187,SL-00005550,T_040890,C_274912,P_992126,,LOT-202008-579900,,2020-08-03,119.15,0.00,باز,2020-08-23
CMP-0188,SL-00044804,T_855209,C_806376,P_RARE_Product_Family_02,,LOT-202109-702174,,2021-09-20,119.79,0.00,رسیدگی,2021-09-22
CMP-0189,SL-00010677,T_463732,C_317124,P_RARE_Product_Family_03,,LOT-202111-780157,,2021-11-22,6.97,0.00,رسیدگی,2022-01-11
CMP-0190,SL-00050364,T_591140,C_113139,P_571374,,LOT-202107-892221,,2021-07-05,74.62,0.00,رسیدگی,2021-07-10
CMP-0191,SL-00039244,T_248008,C_519849,P_264883,,LOT-202011-710091,,2020-11-16,83.38,0.00,باز,2020-12-10
CMP-0192,SL-00033885,T_760259,C_465208,P_047350,,LOT-202111-622926,,2021-11-08,546.81,0.00,باز,2021-11-11
CMP-0192,SL-00035864,T_427179,C_465208,P_047350,,LOT-202111-622926,,2021-11-08,649.21,0.00,باز,2021-11-11
CMP-0193,SL-00019430,T_966254,C_421536,P_561054,,LOT-202103-367483,,2021-03-01,11.92,1.19,رسیدگی,2021-06-09
CMP-0194,SL-00043798,T_969536,C_746892,P_RARE_Product_Family_03,,LOT-202003-279955,,2020-03-02,595.18,0.00,رسیدگی,2020-03-26
CMP-0195,SL-00013917,T_252118,C_683666,P_165831,,LOT-202012-114508,,2020-12-14,8.42,0.00,رسیدگی,2021-02-02
CMP-0196,SL-00051984,T_832030,C_117580,P_RARE_Product_Family_02,,LOT-202006-525593,,2020-06-01,64.09,0.00,رسیدگی,2020-06-02
CMP-0197,SL-00019834,T_420236,C_806376,P_672805,,LOT-202102-257099,,2021-02-08,496.44,0.00,باز,2021-02-24
CMP-0198,SL-00037036,T_883779,C_444616,P_RARE_Product_Family_04,,LOT-202109-711245,,2021-09-13,357.44,0.00,باز,2021-11-15
CMP-0199,SL-00011219,T_291128,C_672706,P_RARE_Product_Family_05,,LOT-202104-914643,,2021-04-19,15.32,1.53,رسیدگی,2021-05-01
CMP-0200,SL-00018334,T_398467,C_806376,P_769459,,LOT-202012-549321,,2020-12-28,157.97,15.80,رسیدگی,2021-01-14
CMP-0201,SL-00020238,T_325963,C_603968,P_975626,,LOT-202011-149603,,2020-11-30,259.57,0.00,رسیدگی,2021-02-09
CMP-0202,SL-00049200,T_897086,C_768792,P_RARE_Product_Family_04,,LOT-202205-835277,,2022-05-16,898.20,89.82,رسیدگی,2022-07-05
CMP-0203,SL-00045469,T_396025,C_806376,P_769459,,LOT-202110-074687,,2021-10-25,250.71,0.00,رسیدگی,2021-10-27
CMP-0204,SL-00008664,T_466701,C_746892,P_228625,,LOT-202106-209232,,2021-06-14,112.98,0.00,رسیدگی,2021-06-17
CMP-0205,SL-00015237,T_305334,C_274912,P_992126,,LOT-202104-216212,,2021-04-19,129.21,0.00,رسیدگی,2021-06-27
CMP-0206,SL-00021531,T_999452,C_683666,P_903460,,LOT-202107-589098,,2021-07-19,6.59,0.00,باز,2021-10-03
CMP-0207,SL-00025537,T_051947,C_633661,P_343377,,LOT-202005-487337,,2020-05-11,"1,896.75",0.00,رسیدگی,2020-06-08
CMP-0208,SL-00044289,T_960904,C_245948,P_RARE_Product_Family_04,,LOT-202003-367152,,2020-03-23,88.57,0.00,باز,2020-03-30
CMP-0209,SL-00039711,T_079517,C_519849,P_495385,,LOT-202008-245862,,2020-08-03,4.30,0.00,رسیدگی,2020-08-29
CMP-0209,SL-00021046,T_969541,C_519849,P_495385,,LOT-202008-931754,,2020-08-10,81.40,0.00,رسیدگی,2020-08-29
CMP-0210,SL-00031133,T_584951,C_806376,P_RARE_Product_Family_02,,LOT-202111-541528,,2021-11-01,69.92,0.00,رسیدگی,2021-11-20
CMP-0211,SL-00040681,T_262202,C_419410,P_490196,,LOT-202110-402763,,2021-10-25,141.17,0.00,رسیدگی,2021-10-29
CMP-0212,SL-00040528,T_868237,C_683666,P_091085,,LOT-202109-212789,,2021-09-27,403.99,0.00,رسیدگی,2021-10-29
CMP-0212,SL-00012917,T_868237,C_683666,P_091085,,LOT-202109-212789,,2021-09-27,"1,404.96",0.00,رسیدگی,2021-10-29
CMP-0213,SL-00029325,T_403620,C_593639,P_RARE_Product_Family_05,,LOT-202010-215558,,2020-10-05,167.41,0.00,باز,2020-10-11
CMP-0214,SL-00052340,T_232185,C_117580,P_RARE_Product_Family_02,,LOT-202009-320014,,2020-09-07,193.17,0.00,رسیدگی,2020-11-19
CMP-0215,SL-00003229,T_774035,C_683666,P_RARE_Product_Family_03,,LOT-202104-485833,,2021-04-05,12.44,1.24,باز,2021-04-14
CMP-0216,SL-00046913,T_549202,C_746892,P_RARE_Product_Family_03,,LOT-202007-775831,,2020-07-13,200.06,0.00,رسیدگی,2020-07-24
CMP-0217,SL-00021854,T_426766,C_870695,P_RARE_Product_Family_01,,LOT-202009-450729,,2020-09-28,2.04,0.00,رسیدگی,2020-11-01
CMP-0218,SL-00039588,T_727641,C_376594,P_682478,,LOT-202006-996085,,2020-06-15,332.98,0.00,رسیدگی,2020-09-21
CMP-0219,SL-00015515,T_296435,C_317124,P_RARE_Product_Family_03,,LOT-202107-658602,,2021-07-26,4.11,0.00,باز,2021-07-28
CMP-0220,SL-00032463,T_496238,C_951507,P_542809,,LOT-202104-477583,,2021-04-26,65.03,6.50,باز,2021-06-20
CMP-0221,SL-00022258,T_732993,C_051535,P_192876,,LOT-202204-607940,,2022-04-04,"3,191.92",319.19,رسیدگی,2022-05-16
CMP-0222,SL-00010651,T_070895,C_749821,P_RARE_Product_Family_05,,LOT-202203-437492,,2022-03-21,8.63,0.86,رسیدگی,2022-05-03
CMP-0222,SL-00002914,T_501845,C_749821,P_RARE_Product_Family_05,,LOT-202204-109640,,2022-04-11,59.78,5.98,رسیدگی,2022-05-03
CMP-0223,SL-00050635,T_361604,C_600979,P_343377,,LOT-202005-487337,,2020-05-11,165.13,0.00,رسیدگی,2020-07-12
CMP-0224,SL-00036932,T_628567,C_705572,P_076036,,LOT-202011-815951,,2020-11-16,5.49,0.00,رسیدگی,2020-12-08
CMP-0225,SL-00011734,T_360626,C_633661,P_RARE_Product_Family_03,,LOT-202004-781183,,2020-04-20,11.83,0.00,باز,2020-04-22
CMP-0226,SL-00022763,T_644521,C_624339,P_473622,,LOT-202007-673013,,2020-07-27,5.90,0.00,رسیدگی,2020-10-15
CMP-0227,SL-00011135,T_342436,C_361181,P_RARE_Product_Family_05,,LOT-202103-800522,,2021-03-22,"1,012.78",0.00,رسیدگی,2021-03-23
CMP-0228,SL-00022965,T_298824,C_390208,P_RARE_Product_Family_02,,LOT-202106-399406,,2021-06-21,161.54,16.15,باز,2021-07-01
CMP-0229,SL-00047928,T_536423,C_180745,P_RARE_Product_Family_04,,LOT-202108-495827,,2021-08-16,8.69,0.00,رسیدگی,2021-09-15
CMP-0230,SL-00044513,T_222909,C_317124,P_087164,,LOT-202104-228592,,2021-04-19,33.92,0.00,باز,2021-07-11
CMP-0231,SL-00023268,T_077210,C_155990,P_626774,,LOT-202103-766317,,2021-03-08,33.84,0.00,رسیدگی,2021-06-22
CMP-0231,SL-00005532,T_000264,C_155990,P_626774,,LOT-202103-217665,,2021-03-22,16.35,1.64,رسیدگی,2021-06-22
CMP-0232,SL-00021027,T_321776,C_937594,P_983543,,LOT-202109-608316,,2021-09-27,"1,745.65",0.00,باز,2021-10-04
CMP-0232,SL-00004400,T_541771,C_937594,P_983543,,LOT-202109-608316,,2021-09-27,"1,755.57",0.00,باز,2021-10-04
CMP-0233,SL-00045966,T_212829,C_479796,P_874918,,LOT-202011-903036,,2020-11-23,3.22,0.00,باز,2021-01-24
CMP-0234,SL-00026761,T_539017,C_338236,P_421668,,LOT-202205-953912,,2022-05-16,331.51,0.00,رسیدگی,2022-09-02
CMP-0235,SL-00023672,T_515769,C_150182,P_655926,,LOT-202203-539992,,2022-03-07,6.40,0.64,باز,2022-03-29
CMP-0236,SL-00035430,T_846320,C_746892,P_514917,,LOT-202007-549479,,2020-07-13,72.55,0.00,رسیدگی,2020-09-05
CMP-0237,SL-00015969,T_552708,C_444616,P_RARE_Product_Family_04,,LOT-202009-242138,,2020-09-07,191.51,0.00,باز,2020-11-27
CMP-0238,SL-00009768,T_731617,C_705572,P_812406,,LOT-202003-992252,,2020-03-23,596.85,0.00,رسیدگی,2020-04-17
CMP-0239,SL-00042882,T_341998,C_745468,P_RARE_Product_Family_03,,LOT-202110-727794,,2021-10-11,"1,947.57",0.00,باز,2021-11-28
CMP-0240,SL-00006151,T_885378,C_180817,P_160974,,LOT-202108-665512,,2021-08-30,70.40,0.00,رسیدگی,2021-09-19
CMP-0240,SL-00002381,T_180881,C_180817,P_160974,,LOT-202108-665512,,2021-08-30,"2,173.17",0.00,رسیدگی,2021-09-19
CMP-0241,SL-00017949,T_992329,C_683666,P_RARE_Product_Family_05,,LOT-202205-775396,,2022-05-23,6.34,0.00,رسیدگی,2022-08-24
CMP-0242,SL-00031267,T_694006,C_265163,P_RARE_Product_Family_04,,LOT-202108-218949,,2021-08-02,54.91,5.49,رسیدگی,2021-08-04
CMP-0242,SL-00036716,T_694006,C_265163,P_RARE_Product_Family_04,,LOT-202108-218949,,2021-08-02,25.49,0.00,رسیدگی,2021-08-04
CMP-0243,SL-00024480,T_099204,C_603968,P_982549,,LOT-202111-036563,,2021-11-22,261.56,0.00,رسیدگی,2022-01-27
CMP-0244,SL-00011554,T_776241,C_472366,P_370788,,LOT-202112-609718,,2021-12-27,65.59,0.00,رسیدگی,2022-04-03
CMP-0245,SL-00021205,T_361645,C_866894,P_531902,,LOT-202002-584652,,2020-02-03,28.16,0.00,رسیدگی,2020-10-23
CMP-0245,SL-00024682,T_231727,C_866894,P_531902,,LOT-202008-174910,,2020-08-03,32.43,0.00,رسیدگی,2020-10-23
CMP-0246,SL-00008321,T_013959,C_915518,P_706427,,LOT-202009-483485,,2020-09-21,23.86,0.00,رسیدگی,2020-10-23
CMP-0247,SL-00024884,T_772740,C_507964,P_RARE_Product_Family_05,,LOT-202107-108916,,2021-07-19,52.82,0.00,رسیدگی,2021-08-28
CMP-0248,SL-00024985,T_397082,C_152471,P_468134,,LOT-202102-334491,,2021-02-15,5.30,0.00,رسیدگی,2021-04-28
CMP-0249,SL-00048307,T_605801,C_915518,P_970810,,LOT-202111-044929,,2021-11-08,6.38,0.00,رسیدگی,2021-11-29
CMP-0250,SL-00032652,T_878723,C_172705,P_061764,,LOT-202107-842818,,2021-07-12,5.32,0.00,رسیدگی,2021-07-19
CMP-0251,SL-00028523,T_118734,C_551361,P_RARE_Product_Family_03,,LOT-202008-189206,,2020-08-24,"2,954.45",0.00,رسیدگی,2020-08-30
CMP-0252,SL-00046820,T_210643,C_633661,P_850562,,LOT-202010-432955,,2020-10-12,"1,170.89",0.00,باز,2020-10-18
CMP-0253,SL-00044849,T_559523,C_051706,P_408775,,LOT-202012-843116,,2020-12-21,11.03,1.10,رسیدگی,2021-01-05
CMP-0254,SL-00024695,T_008751,C_042732,P_RARE_Product_Family_05,,LOT-202111-240443,,2021-11-08,23.63,0.00,باز,2022-01-10
CMP-0255,SL-00025692,T_025297,C_848211,P_118397,,LOT-202102-306101,,2021-02-15,227.74,0.00,رسیدگی,2021-03-09
CMP-0255,SL-00038076,T_048691,C_848211,P_118397,,LOT-202103-639549,,2021-03-01,123.88,0.00,رسیدگی,2021-03-09
CMP-0256,SL-00015515,T_296435,C_317124,P_RARE_Product_Family_03,,LOT-202107-658602,,2021-07-26,4.11,0.41,رسیدگی,2021-07-28
CMP-0257,SL-00025894,T_770749,C_113139,P_230552,,LOT-202204-124577,,2022-04-25,536.15,0.00,رسیدگی,2022-06-30
CMP-0258,SL-00000531,T_391157,C_806376,P_RARE_Product_Family_02,,LOT-202109-410758,,2021-09-06,249.04,0.00,رسیدگی,2021-09-09
CMP-0259,SL-00045299,T_081395,C_683666,P_RARE_Product_Family_03,,LOT-202008-850360,,2020-08-10,30.64,0.00,رسیدگی,2020-08-12
CMP-0260,SL-00026197,T_435087,C_575381,P_150094,,LOT-202203-602633,,2022-03-28,31.56,0.00,باز,2022-05-03
CMP-0261,SL-00026298,T_902210,C_465481,P_087122,,LOT-202002-881892,,2020-02-03,14.56,0.00,باز,2020-02-19
CMP-0262,SL-00006215,T_546373,C_806376,P_RARE_Product_Family_02,,LOT-202108-350658,,2021-08-30,53.16,0.00,باز,2021-09-02
CMP-0263,SL-00003943,T_305062,C_342564,P_RARE_Product_Family_03,,LOT-202110-394937,,2021-10-11,20.60,0.00,باز,2021-12-07
CMP-0264,SL-00050513,T_014652,C_117580,P_RARE_Product_Family_02,,LOT-202007-383451,,2020-07-13,32.02,0.00,رسیدگی,2020-07-19
CMP-0265,SL-00047507,T_888638,C_245948,P_434331,,LOT-202010-778331,,2020-10-12,"4,292.60",0.00,باز,2020-10-19
CMP-0266,SL-00026803,T_811889,C_126481,P_548156,,LOT-202004-217278,,2020-04-20,18.88,0.00,رسیدگی,2020-08-04
CMP-0267,SL-00009025,T_185667,C_842281,P_RARE_Product_Family_03,,LOT-202009-270287,,2020-09-28,18.57,0.00,رسیدگی,2020-11-29
CMP-0268,SL-00029883,T_083640,C_317124,P_204716,,LOT-202102-479624,,2021-02-22,6.29,0.00,باز,2021-04-08
CMP-0269,SL-00026488,T_799658,C_227779,P_352669,,LOT-202203-608154,,2022-03-07,13.21,0.00,باز,2022-05-06
CMP-0270,SL-00012388,T_700035,C_245948,P_950323,,LOT-202012-248281,,2020-12-07,121.44,0.00,باز,2020-12-17
CMP-0271,SL-00029047,T_450417,C_746892,P_961834,,LOT-202108-527095,,2021-08-23,144.74,0.00,رسیدگی,2021-09-25
CMP-0272,SL-00037537,T_545136,C_412635,P_428591,,LOT-202111-079205,,2021-11-15,322.18,0.00,رسیدگی,2022-02-09
CMP-0273,SL-00027510,T_114866,C_745468,P_983543,,LOT-202010-554500,,2020-10-19,16.01,0.00,رسیدگی,2020-11-12
CMP-0274,SL-00027611,T_822445,C_419410,P_725670,,LOT-202106-552318,,2021-06-21,101.19,0.00,رسیدگی,2021-07-10
CMP-0275,SL-00027712,T_856155,C_698497,P_RARE_Product_Family_05,,LOT-202008-741087,,2020-08-31,3.74,0.00,رسیدگی,2020-10-12
CMP-0276,SL-00046364,T_811513,C_245948,P_RARE_Product_Family_04,,LOT-202011-182350,,2020-11-16,"1,257.22",0.00,باز,2020-11-20
CMP-0277,SL-00050783,T_560643,C_183105,P_RARE_Product_Family_OTHER,,LOT-202203-117661,,2022-03-21,994.60,0.00,رسیدگی,2022-07-07
CMP-0278,SL-00026867,T_460338,C_465481,P_427325,,LOT-202008-927953,,2020-08-03,217.33,0.00,رسیدگی,2020-08-15
CMP-0279,SL-00030358,T_509331,C_465481,P_427325,,LOT-202005-837477,,2020-05-04,174.98,17.50,رسیدگی,2020-05-13
CMP-0279,SL-00028015,T_989387,C_465481,P_427325,,LOT-202005-837477,,2020-05-04,218.42,0.00,رسیدگی,2020-05-13
CMP-0280,SL-00005363,T_545144,C_806376,P_593409,,LOT-202012-334757,,2020-12-28,462.71,0.00,رسیدگی,2021-01-05
CMP-0281,SL-00000503,T_082104,C_180745,P_RARE_Product_Family_04,,LOT-202004-199848,,2020-04-27,166.82,0.00,رسیدگی,2020-06-05
CMP-0281,SL-00010329,T_082104,C_180745,P_RARE_Product_Family_04,,LOT-202004-199848,,2020-04-27,30.29,0.00,رسیدگی,2020-06-05
CMP-0282,SL-00006298,T_540313,C_746892,P_RARE_Product_Family_03,,LOT-202012-091177,,2020-12-07,25.64,0.00,رسیدگی,2021-01-08
CMP-0283,SL-00028520,T_791362,C_746892,P_840489,,LOT-202002-413693,,2020-02-24,3.41,0.00,رسیدگی,2020-05-02
CMP-0284,SL-00045883,T_408638,C_117580,P_275491,,LOT-202009-679646,,2020-09-07,17.42,0.00,باز,2020-09-27
CMP-0285,SL-00010488,T_498563,C_126481,P_RARE_Product_Family_03,,LOT-202005-126765,,2020-05-11,4.06,0.00,باز,2020-05-15
CMP-0286,SL-00028823,T_896419,C_445916,P_RARE_Product_Family_01,,LOT-202003-567278,,2020-03-23,594.48,0.00,باز,2020-07-15
CMP-0287,SL-00033754,T_182500,C_746892,P_RARE_Product_Family_03,,LOT-202205-393440,,2022-05-02,30.21,3.02,باز,2022-05-26
CMP-0288,SL-00047030,T_611721,C_815913,P_565736,,LOT-202011-026985,,2020-11-02,351.45,0.00,رسیدگی,2020-12-18
CMP-0289,SL-00031742,T_762138,C_829082,P_672380,,LOT-202111-887640,,2021-11-08,"3,774.68",0.00,رسیدگی,2021-12-01
CMP-0289,SL-00006895,T_559288,C_829082,P_672380,,LOT-202111-887640,,2021-11-08,801.85,0.00,رسیدگی,2021-12-01
CMP-0290,SL-00032043,T_448986,C_672256,P_RARE_Product_Family_03,,LOT-202009-228292,,2020-09-21,361.16,36.12,رسیدگی,2020-10-14
CMP-0291,SL-00030450,T_519614,C_672706,P_RARE_Product_Family_05,,LOT-202108-555694,,2021-08-09,3.01,0.30,رسیدگی,2021-08-31
CMP-0292,SL-00028943,T_817776,C_627716,P_RARE_Product_Family_04,,LOT-202201-500346,,2022-01-31,118.14,0.00,رسیدگی,2022-04-12
CMP-0293,SL-00029530,T_272660,C_099163,P_070345,,LOT-202008-468277,,2020-08-03,39.57,0.00,رسیدگی,2020-11-05
CMP-0294,SL-00002773,T_882729,C_472366,P_RARE_Product_Family_02,,LOT-202112-329233,,2021-12-27,501.24,0.00,رسیدگی,2022-01-03
CMP-0295,SL-00034384,T_571904,C_746892,P_RARE_Product_Family_02,,LOT-202111-430324,,2021-11-08,150.34,0.00,رسیدگی,2021-11-14
CMP-0296,SL-00029833,T_465366,C_769491,P_379523,,LOT-202007-356981,,2020-07-13,59.21,0.00,باز,2020-10-18
CMP-0297,SL-00029934,T_801208,C_365277,P_292075,,LOT-202006-634568,,2020-06-15,624.18,0.00,باز,2020-06-25
CMP-0298,SL-00043245,T_693186,C_829082,P_RARE_Product_Family_05,,LOT-202108-936143,,2021-08-02,"1,715.86",171.59,رسیدگی,2021-10-30
CMP-0298,SL-00030035,T_963263,C_829082,P_RARE_Product_Family_05,,LOT-202108-555694,,2021-08-09,418.33,0.00,رسیدگی,2021-10-30
CMP-0299,SL-00000541,T_582837,C_245948,P_082228,,LOT-202106-183627,,2021-06-07,155.21,0.00,باز,2021-08-27
CMP-0300,SL-00036177,T_501755,C_398853,P_282386,,LOT-202003-994054,,2020-03-02,11.99,0.00,رسیدگی,2020-03-28
CMP-0301,SL-00032876,T_285078,C_593639,P_RARE_Product_Family_05,,LOT-202110-619499,,2021-10-25,465.35,46.54,باز,2021-11-08
CMP-0302,SL-00045736,T_217551,C_762928,P_742720,,LOT-202108-813670,,2021-08-23,49.83,0.00,رسیدگی,2021-12-03
CMP-0303,SL-00030540,T_590719,C_611705,P_174951,,LOT-202111-811545,,2021-11-22,6.67,0.00,رسیدگی,2021-12-18
CMP-0304,SL-00030641,T_085813,C_051706,P_RARE_Product_Family_03,,LOT-202205-947249,,2022-05-02,5.32,0.00,رسیدگی,2022-07-14
CMP-0305,SL-00025255,T_705024,C_683666,P_RARE_Product_Family_03,,LOT-202105-730920,,2021-05-24,"2,328.88",0.00,باز,2021-06-05
CMP-0306,SL-00006061,T_145905,C_806376,P_275491,,LOT-202108-561761,,2021-08-02,87.87,0.00,باز,2021-08-06
CMP-0307,SL-00037315,T_975666,C_566726,P_RARE_Product_Family_05,,LOT-202010-215558,,2020-10-05,44.10,0.00,باز,2020-11-26
CMP-0308,SL-00042563,T_994016,C_746892,P_542809,,LOT-202110-990362,,2021-10-04,79.76,7.98,رسیدگی,2021-10-12
CMP-0309,SL-00037444,T_610130,C_117580,P_RARE_Product_Family_02,,LOT-202007-871377,,2020-07-06,31.04,0.00,رسیدگی,2020-07-11
CMP-0310,SL-00028263,T_197914,C_683666,P_RARE_Product_Family_03,,LOT-202102-988802,,2021-02-22,13.04,0.00,باز,2021-02-24
