Collection_ID,Customer_ID,شماره فاکتور,تاریخ فاکتور,تاریخ سررسید,تاریخ رویداد وصول,Available_At,مبلغ وصول,روز تأخیر,چک برگشتی,Source_System
COL-00003970,C_531868,T_255931,2020-12-21,2020-12-21,2020-12-21,2020-12-21,"65,309.35",0,خیر,ERP_COLLECTIONS
COL-00003971,C_342564,T_256026,2020-11-09,2020-11-09,2020-11-18,2020-11-20,"191,814.60",9,خیر,ERP_COLLECTIONS
COL-00003972,C_172705,T_256111,2021-06-07,2021-06-07,2021-07-24,2021-07-25,"8,449.91",47,خیر,ERP_COLLECTIONS
COL-00003973,C_806376,T_256122,2020-11-23,2020-11-23,2020-12-08,2020-12-09,"76,011.27",15,خیر,ERP_COLLECTIONS
COL-00003974,C_746892,T_256253,2020-12-07,2021-03-07,2021-03-05,2021-03-06,"43,704.69",0,خیر,ERP_COLLECTIONS
COL-00003975,C_746892,T_256253,2020-12-07,2021-03-07,2021-04-07,2021-04-09,"43,704.69",31,خیر,ERP_COLLECTIONS
COL-00003976,C_739947,T_256276,2021-05-03,2021-06-02,2021-06-01,2021-06-02,"108,463.76",0,خیر,ERP_COLLECTIONS
COL-00003977,C_479796,T_256302,2021-09-06,2021-10-06,2021-11-17,2021-11-17,"155,017.53",42,خیر,ERP_COLLECTIONS
COL-00003978,C_258325,T_256311,2021-04-12,2021-07-11,2021-07-25,2021-07-27,"122,720.94",14,خیر,ERP_COLLECTIONS
COL-00003979,C_304036,T_256385,2022-04-25,2022-05-25,2022-06-02,2022-06-04,"489,294.73",8,خیر,ERP_COLLECTIONS
COL-00003980,C_328511,T_256404,2021-11-22,2021-11-22,2021-12-11,2021-12-11,"23,098.80",19,خیر,ERP_COLLECTIONS
COL-00003981,C_328511,T_256404,2021-11-22,2021-11-22,2021-12-06,2021-12-07,"23,098.80",14,خیر,ERP_COLLECTIONS
COL-00003982,C_937594,T_256655,2022-02-14,2022-02-14,2022-03-04,2022-03-06,"1,360,928.89",18,خیر,ERP_COLLECTIONS
COL-00003983,C_603877,T_256710,2020-06-29,2020-07-29,2020-08-13,2020-08-15,"12,025.85",15,خیر,ERP_COLLECTIONS
COL-00003984,C_117580,T_256763,2020-05-25,2020-05-25,2020-06-19,2020-06-21,"59,389.43",25,خیر,ERP_COLLECTIONS
COL-00003985,C_472366,T_256768,2021-12-06,2021-12-06,2022-01-08,2022-01-10,"372,850.81",33,خیر,ERP_COLLECTIONS
COL-00003986,C_297913,T_256774,2021-09-27,2021-09-27,2021-09-28,2021-09-30,"5,848.12",1,خیر,ERP_COLLECTIONS
COL-00003987,C_050237,T_256860,2021-08-23,2021-09-22,2021-09-19,2021-09-20,"566,949.35",0,خیر,ERP_COLLECTIONS
COL-00003988,C_984759,T_256892,2020-02-17,2020-02-17,2020-02-25,2020-02-27,"12,028.87",8,خیر,ERP_COLLECTIONS
COL-00003989,C_984759,T_256892,2020-02-17,2020-02-17,2020-02-25,2020-02-25,"12,028.87",8,خیر,ERP_COLLECTIONS
COL-00003990,C_472366,T_256932,2022-03-14,2022-03-14,2022-04-29,2022-04-30,"250,497.01",46,خیر,ERP_COLLECTIONS
COL-00003991,C_472366,T_256932,2022-03-14,2022-03-14,2022-04-10,2022-04-12,"250,497.00",27,خیر,ERP_COLLECTIONS
COL-00003992,C_603968,T_257014,2020-09-07,2020-12-06,2021-01-20,2021-01-22,"11,902.04",45,خیر,ERP_COLLECTIONS
COL-00003993,C_603968,T_257014,2020-09-07,2020-12-06,2021-01-29,2021-01-29,"11,902.04",54,خیر,ERP_COLLECTIONS
COL-00003994,C_479796,T_257097,2020-08-10,2020-09-09,2020-10-22,2020-10-23,"54,477.20",43,خیر,ERP_COLLECTIONS
COL-00003995,C_937594,T_257137,2020-05-25,2020-08-23,2020-09-01,2020-09-02,"451,924.87",9,خیر,ERP_COLLECTIONS
COL-00003996,C_473035,T_257165,2020-08-17,2020-09-16,2020-09-23,2020-09-23,"218,548.03",7,خیر,ERP_COLLECTIONS
COL-00003997,C_806376,T_257229,2021-07-05,2021-08-04,2021-08-27,2021-08-27,"47,724.96",23,خیر,ERP_COLLECTIONS
COL-00003998,C_806376,T_257229,2021-07-05,2021-08-04,2021-09-16,2021-09-17,"47,724.96",43,خیر,ERP_COLLECTIONS
COL-00003999,C_299317,T_257257,2022-01-24,2022-01-24,2022-03-07,2022-03-09,"3,870,204.77",42,خیر,ERP_COLLECTIONS
COL-00004000,C_051535,T_257263,2021-06-07,2021-07-07,2021-07-07,2021-07-08,"326,613.16",0,خیر,ERP_COLLECTIONS
COL-00004001,C_745897,T_257470,2021-03-01,2021-03-01,2021-03-13,2021-03-13,"13,904.68",12,خیر,ERP_COLLECTIONS
COL-00004002,C_705572,T_257550,2021-08-23,2021-08-23,2021-10-09,2021-10-11,"1,286,234.23",47,خیر,ERP_COLLECTIONS
COL-00004003,C_739947,T_257667,2021-01-18,2021-02-17,2021-04-06,2021-04-06,"380,591.87",48,خیر,ERP_COLLECTIONS
COL-00004004,C_479796,T_257725,2020-04-13,2020-05-13,2020-06-22,2020-06-23,"42,563.16",40,خیر,ERP_COLLECTIONS
COL-00004005,C_354860,T_257731,2020-09-07,2020-09-07,2020-09-13,2020-09-15,"98,744.29",6,خیر,ERP_COLLECTIONS
COL-00004006,C_472366,T_257771,2021-12-27,2021-12-27,2022-02-05,2022-02-06,"230,978.50",40,خیر,ERP_COLLECTIONS
COL-00004007,C_282979,T_257791,2020-06-22,2020-07-22,2020-08-17,2020-08-18,"82,831.80",26,خیر,ERP_COLLECTIONS
COL-00004008,C_472366,T_257814,2021-11-08,2021-11-08,2021-12-06,2021-12-08,"167,575.89",28,خیر,ERP_COLLECTIONS
COL-00004009,C_490597,T_257825,2020-08-24,2020-08-24,2020-09-05,2020-09-07,"124,095.24",12,خیر,ERP_COLLECTIONS
COL-00004010,C_431655,T_257831,2020-11-02,2020-11-02,2020-11-06,2020-11-08,"44,403.75",4,خیر,ERP_COLLECTIONS
COL-00004011,C_117580,T_257866,2020-06-22,2020-06-22,2020-08-02,2020-08-04,"57,058.46",41,خیر,ERP_COLLECTIONS
COL-00004012,C_853926,T_257868,2020-05-18,2020-08-16,2020-08-25,2020-08-27,"23,556.25",9,خیر,ERP_COLLECTIONS
COL-00004013,C_638314,T_257894,2021-02-22,2021-02-22,2021-04-09,2021-04-09,"11,542.42",46,خیر,ERP_COLLECTIONS
COL-00004014,C_051706,T_257907,2020-11-02,2021-01-31,2021-02-25,2021-02-25,"82,452.35",25,خیر,ERP_COLLECTIONS
COL-00004015,C_773326,T_258077,2020-01-13,2020-01-13,2020-01-13,2020-01-13,"70,915.39",0,خیر,ERP_COLLECTIONS
COL-00004016,C_342564,T_258112,2020-08-17,2020-08-17,2020-09-18,2020-09-20,"123,199.00",32,خیر,ERP_COLLECTIONS
COL-00004017,C_342564,T_258112,2020-08-17,2020-08-17,2020-09-06,2020-09-06,"123,199.00",20,خیر,ERP_COLLECTIONS
COL-00004018,C_806376,T_258148,2021-08-02,2021-09-01,2021-10-12,2021-10-14,"107,698.54",41,خیر,ERP_COLLECTIONS
COL-00004019,C_768792,T_258346,2021-11-22,2021-12-22,2022-01-29,2022-01-29,"1,931,707.43",38,خیر,ERP_COLLECTIONS
COL-00004020,C_419410,T_258347,2021-07-26,2021-07-26,2021-08-27,2021-08-29,"3,164.61",32,خیر,ERP_COLLECTIONS
COL-00004021,C_633661,T_258517,2020-03-09,2020-03-09,2020-04-12,2020-04-14,"342,354.67",34,خیر,ERP_COLLECTIONS
COL-00004022,C_117580,T_258559,2020-06-01,2020-06-01,2020-06-29,2020-06-29,"37,653.70",28,خیر,ERP_COLLECTIONS
COL-00004023,C_603877,T_258771,2020-11-02,2020-11-02,2020-12-08,2020-12-10,"19,449.60",36,بله,ERP_COLLECTIONS
COL-00004024,C_512037,T_258967,2020-11-30,2020-11-30,2020-12-17,2020-12-17,"71,609.56",17,خیر,ERP_COLLECTIONS
COL-00004025,C_091997,T_259031,2020-10-26,2020-10-26,2020-10-26,2020-10-26,"151,568.58",0,خیر,ERP_COLLECTIONS
COL-00004026,C_980957,T_259059,2021-10-04,2021-10-04,2021-11-18,2021-11-18,841.32,45,خیر,ERP_COLLECTIONS
COL-00004027,C_980957,T_259059,2021-10-04,2021-10-04,2021-10-31,2021-11-01,841.32,27,خیر,ERP_COLLECTIONS
COL-00004028,C_672256,T_259273,2020-06-29,2020-06-29,2020-07-27,2020-07-29,"238,263.05",28,خیر,ERP_COLLECTIONS
COL-00004029,C_683666,T_259368,2020-06-15,2020-06-15,2020-06-15,2020-06-15,"567,975.44",0,خیر,ERP_COLLECTIONS
COL-00004030,C_245948,T_259491,2020-10-12,2021-01-10,2021-01-22,2021-01-22,"257,071.67",12,خیر,ERP_COLLECTIONS
COL-00004031,C_705572,T_259719,2021-04-05,2021-04-05,2021-05-08,2021-05-09,"17,483.99",33,خیر,ERP_COLLECTIONS
COL-00004032,C_050237,T_259792,2021-12-06,2022-01-05,2022-02-18,2022-02-19,"2,057,406.01",44,خیر,ERP_COLLECTIONS
COL-00004033,C_672256,T_259892,2020-11-09,2020-11-09,2020-11-09,2020-11-11,"118,543.28",0,خیر,ERP_COLLECTIONS
COL-00004034,C_672256,T_259892,2020-11-09,2020-11-09,2020-12-08,2020-12-08,"118,543.28",29,خیر,ERP_COLLECTIONS
COL-00004035,C_937594,T_259965,2020-07-06,2020-10-04,2020-10-25,2020-10-25,"243,336.26",21,خیر,ERP_COLLECTIONS
COL-00004036,C_310107,T_260026,2020-11-09,2020-11-09,2020-11-22,2020-11-22,"28,817.55",13,خیر,ERP_COLLECTIONS
COL-00004037,C_316786,T_260040,2021-07-19,2021-07-19,2021-07-22,2021-07-22,"419,821.73",3,خیر,ERP_COLLECTIONS
COL-00004038,C_524968,T_260245,2022-05-09,2022-05-09,2022-06-15,2022-06-17,"2,270.72",37,خیر,ERP_COLLECTIONS
COL-00004039,C_524968,T_260245,2022-05-09,2022-05-09,2022-06-28,2022-06-28,"2,270.72",50,خیر,ERP_COLLECTIONS
COL-00004040,C_937594,T_260263,2021-11-01,2022-01-30,2022-02-17,2022-02-17,"290,603.39",18,خیر,ERP_COLLECTIONS
COL-00004041,C_603968,T_260408,2020-06-15,2020-09-13,2020-10-27,2020-10-29,"24,633.14",44,خیر,ERP_COLLECTIONS
COL-00004042,C_117580,T_260451,2020-06-22,2020-06-22,2020-07-31,2020-08-02,"57,716.08",39,خیر,ERP_COLLECTIONS
COL-00004043,C_172705,T_260669,2020-09-07,2020-09-07,2020-09-11,2020-09-13,963.73,4,خیر,ERP_COLLECTIONS
COL-00004044,C_411261,T_260826,2020-05-11,2020-05-11,2020-06-25,2020-06-27,"327,745.29",45,خیر,ERP_COLLECTIONS
COL-00004045,C_714619,T_260934,2020-02-17,2020-02-17,2020-02-17,2020-02-19,"227,899.56",0,خیر,ERP_COLLECTIONS
COL-00004046,C_701486,T_261042,2020-08-03,2020-08-03,2020-09-12,2020-09-13,"37,789.59",40,خیر,ERP_COLLECTIONS
COL-00004047,C_150182,T_261061,2022-04-11,2022-04-11,2022-04-11,2022-04-11,"8,563.54",0,خیر,ERP_COLLECTIONS
COL-00004048,C_769491,T_261086,2021-01-25,2021-01-25,2021-01-26,2021-01-26,"7,305.01",1,خیر,ERP_COLLECTIONS
COL-00004049,C_691869,T_261119,2021-08-09,2021-09-08,2021-10-25,2021-10-27,"1,112,731.48",47,خیر,ERP_COLLECTIONS
COL-00004050,C_878590,T_261139,2021-10-04,2021-10-04,2021-11-08,2021-11-09,"9,008.30",35,خیر,ERP_COLLECTIONS
COL-00004051,C_749821,T_261175,2020-08-31,2020-11-29,2021-01-08,2021-01-09,"527,191.14",40,خیر,ERP_COLLECTIONS
COL-00004052,C_664019,T_261273,2020-03-23,2020-03-23,2020-05-05,2020-05-06,"159,942.27",43,خیر,ERP_COLLECTIONS
COL-00004053,C_245948,T_261392,2020-06-29,2020-09-27,2020-10-01,2020-10-02,"427,594.09",4,خیر,ERP_COLLECTIONS
COL-00004054,C_672256,T_261524,2020-03-16,2020-03-16,2020-03-16,2020-03-16,"126,294.06",0,خیر,ERP_COLLECTIONS
COL-00004055,C_749821,T_261589,2022-04-04,2022-04-04,2022-05-15,2022-05-16,"155,873.47",41,خیر,ERP_COLLECTIONS
COL-00004056,C_672256,T_261865,2020-11-30,2020-11-30,2021-01-06,2021-01-06,"116,001.30",37,خیر,ERP_COLLECTIONS
COL-00004057,C_672256,T_261865,2020-11-30,2020-11-30,2021-01-19,2021-01-20,"116,001.30",50,خیر,ERP_COLLECTIONS
COL-00004058,C_937594,T_262023,2022-03-28,2022-04-27,2022-05-11,2022-05-13,"4,017,490.69",14,خیر,ERP_COLLECTIONS
COL-00004059,C_419410,T_262202,2021-10-25,2022-01-23,2022-03-12,2022-03-13,"179,198.25",48,خیر,ERP_COLLECTIONS
COL-00004060,C_419410,T_262202,2021-10-25,2022-01-23,2022-03-20,2022-03-22,"179,198.25",56,خیر,ERP_COLLECTIONS
COL-00004061,C_739258,T_262218,2020-07-20,2020-07-20,2020-07-20,2020-07-22,876.85,0,خیر,ERP_COLLECTIONS
COL-00004062,C_939370,T_262270,2020-11-02,2020-12-02,2020-12-16,2020-12-18,"15,745.42",14,خیر,ERP_COLLECTIONS
COL-00004063,C_792125,T_262287,2020-03-23,2020-04-22,2020-05-31,2020-05-31,"365,262.85",39,خیر,ERP_COLLECTIONS
COL-00004064,C_412635,T_262303,2020-04-06,2020-04-06,2020-05-06,2020-05-07,"11,516.47",30,خیر,ERP_COLLECTIONS
COL-00004065,C_412635,T_262303,2020-04-06,2020-04-06,2020-05-23,2020-05-25,"11,516.47",47,خیر,ERP_COLLECTIONS
COL-00004066,C_649318,T_262355,2020-03-02,2020-03-02,2020-03-29,2020-03-30,353.42,27,خیر,ERP_COLLECTIONS
COL-00004067,C_758522,T_262433,2020-09-21,2020-09-21,2020-10-23,2020-10-23,"328,366.20",32,خیر,ERP_COLLECTIONS
COL-00004068,C_282979,T_262464,2020-09-21,2020-11-05,2020-12-10,2020-12-12,"32,071.40",35,خیر,ERP_COLLECTIONS
COL-00004069,C_440132,T_262479,2021-08-30,2021-08-30,2021-10-07,2021-10-08,"82,203.57",38,خیر,ERP_COLLECTIONS
COL-00004070,C_479796,T_262550,2020-06-01,2020-07-01,2020-06-27,2020-06-29,"51,374.42",0,خیر,ERP_COLLECTIONS
COL-00004071,C_573925,T_262704,2020-08-17,2020-08-17,2020-08-31,2020-09-02,"692,775.97",14,خیر,ERP_COLLECTIONS
COL-00004072,C_113139,T_262713,2021-07-26,2021-07-26,2021-08-25,2021-08-27,"838,871.38",30,خیر,ERP_COLLECTIONS
COL-00004073,C_050237,T_262757,2022-03-07,2022-03-07,2022-03-19,2022-03-20,"4,656,374.51",12,خیر,ERP_COLLECTIONS
COL-00004074,C_069492,T_262775,2020-10-05,2020-11-04,2020-11-18,2020-11-18,"292,068.37",14,خیر,ERP_COLLECTIONS
COL-00004075,C_069492,T_262775,2020-10-05,2020-11-04,2020-12-13,2020-12-14,"292,068.36",39,خیر,ERP_COLLECTIONS
COL-00004076,C_951507,T_262892,2020-04-06,2020-04-06,2020-05-19,2020-05-20,"39,853.68",43,خیر,ERP_COLLECTIONS
COL-00004077,C_806376,T_262914,2021-08-02,2021-09-01,2021-10-15,2021-10-17,"115,349.51",44,خیر,ERP_COLLECTIONS
COL-00004078,C_969707,T_262958,2020-02-10,2020-05-10,2020-06-10,2020-06-11,"188,695.87",31,خیر,ERP_COLLECTIONS
COL-00004079,C_117580,T_263027,2020-06-15,2020-06-15,2020-06-15,2020-06-15,"313,514.38",0,خیر,ERP_COLLECTIONS
COL-00004080,C_074947,T_263102,2021-12-27,2021-12-27,2022-01-12,2022-01-12,"143,134.40",16,خیر,ERP_COLLECTIONS
COL-00004081,C_063809,T_263111,2020-03-02,2020-03-02,2020-03-03,2020-03-05,"17,288.23",1,خیر,ERP_COLLECTIONS
COL-00004082,C_797326,T_263166,2020-02-24,2020-02-24,2020-02-27,2020-02-29,646.34,3,خیر,ERP_COLLECTIONS
COL-00004083,C_797326,T_263166,2020-02-24,2020-02-24,2020-03-01,2020-03-01,646.33,6,خیر,ERP_COLLECTIONS
COL-00004084,C_039413,T_263184,2020-06-29,2020-06-29,2020-08-13,2020-08-15,"341,935.80",45,خیر,ERP_COLLECTIONS
COL-00004085,C_472366,T_263338,2022-02-14,2022-02-14,2022-02-23,2022-02-25,"246,489.62",9,خیر,ERP_COLLECTIONS
COL-00004086,C_113139,T_263472,2021-06-28,2021-06-28,2021-07-18,2021-07-20,"624,894.67",20,خیر,ERP_COLLECTIONS
COL-00004087,C_915518,T_263540,2020-02-24,2020-02-24,2020-04-12,2020-04-12,619.40,48,خیر,ERP_COLLECTIONS
COL-00004088,C_714619,T_263551,2020-03-02,2020-03-02,2020-03-03,2020-03-03,"143,163.56",1,خیر,ERP_COLLECTIONS
COL-00004089,C_714619,T_263551,2020-03-02,2020-03-02,2020-04-03,2020-04-04,"143,163.55",32,خیر,ERP_COLLECTIONS
COL-00004090,C_769491,T_263595,2021-08-02,2021-08-02,2021-08-03,2021-08-03,"1,492.31",1,خیر,ERP_COLLECTIONS
COL-00004091,C_113139,T_263614,2020-05-11,2020-08-09,2020-08-28,2020-08-29,"62,207.56",19,خیر,ERP_COLLECTIONS
COL-00004092,C_472366,T_263690,2022-01-31,2022-01-31,2022-02-22,2022-02-23,"339,722.37",22,خیر,ERP_COLLECTIONS
COL-00004093,C_117580,T_263728,2020-04-20,2020-04-20,2020-06-04,2020-06-04,"55,882.81",45,خیر,ERP_COLLECTIONS
COL-00004094,C_426424,T_263784,2021-08-30,2021-08-30,2021-09-10,2021-09-10,"63,727.79",11,خیر,ERP_COLLECTIONS
COL-00004095,C_299317,T_263852,2021-05-31,2021-05-31,2021-06-30,2021-07-01,"766,544.83",30,خیر,ERP_COLLECTIONS
COL-00004096,C_479796,T_263875,2021-10-18,2021-11-17,2021-12-18,2021-12-19,"220,062.54",31,خیر,ERP_COLLECTIONS
COL-00004097,C_594561,T_263891,2021-05-31,2021-05-31,2021-07-14,2021-07-15,"126,029.01",44,خیر,ERP_COLLECTIONS
COL-00004098,C_598080,T_263973,2021-06-14,2021-06-14,2021-06-29,2021-06-30,"44,817.76",15,خیر,ERP_COLLECTIONS
COL-00004099,C_126481,T_263993,2020-04-13,2020-04-13,2020-05-27,2020-05-29,"24,231.84",44,خیر,ERP_COLLECTIONS
COL-00004100,C_398853,T_264055,2020-08-24,2020-08-24,2020-10-09,2020-10-11,"61,881.11",46,خیر,ERP_COLLECTIONS
COL-00004101,C_352205,T_264151,2022-01-31,2022-01-31,2022-02-15,2022-02-16,"1,144,061.18",15,خیر,ERP_COLLECTIONS
COL-00004102,C_661757,T_264341,2020-05-25,2020-06-24,2020-06-20,2020-06-20,"138,658.70",0,خیر,ERP_COLLECTIONS
COL-00004103,C_051706,T_264386,2020-07-27,2020-07-27,2020-08-10,2020-08-11,"1,769.44",14,خیر,ERP_COLLECTIONS
COL-00004104,C_412635,T_264412,2020-06-29,2020-06-29,2020-07-22,2020-07-24,"24,319.34",23,خیر,ERP_COLLECTIONS
COL-00004105,C_342153,T_264424,2021-09-13,2021-09-13,2021-09-13,2021-09-13,"1,771.40",0,خیر,ERP_COLLECTIONS
COL-00004106,C_914687,T_264429,2020-10-05,2020-11-04,2020-11-29,2020-11-30,"119,118.75",25,خیر,ERP_COLLECTIONS
COL-00004107,C_914687,T_264429,2020-10-05,2020-11-04,2020-11-21,2020-11-23,"119,118.74",17,خیر,ERP_COLLECTIONS
COL-00004108,C_600979,T_264444,2020-04-20,2020-04-20,2020-04-30,2020-04-30,"16,191.30",10,خیر,ERP_COLLECTIONS
COL-00004109,C_866894,T_264530,2020-10-05,2020-10-05,2020-10-18,2020-10-20,"32,678.78",13,خیر,ERP_COLLECTIONS
COL-00004110,C_113139,T_264599,2021-11-15,2021-11-15,2021-12-19,2021-12-21,"553,941.25",34,خیر,ERP_COLLECTIONS
COL-00004111,C_398853,T_264636,2020-09-07,2020-10-07,2020-10-15,2020-10-15,"114,803.04",8,خیر,ERP_COLLECTIONS
COL-00004112,C_862106,T_264645,2020-10-05,2020-10-05,2020-10-15,2020-10-15,"194,184.25",10,خیر,ERP_COLLECTIONS
COL-00004113,C_862106,T_264645,2020-10-05,2020-10-05,2020-10-14,2020-10-15,"194,184.24",9,خیر,ERP_COLLECTIONS
COL-00004114,C_838088,T_264668,2020-07-27,2020-07-27,2020-08-24,2020-08-26,"60,525.64",28,خیر,ERP_COLLECTIONS
COL-00004115,C_806376,T_264677,2021-10-25,2021-10-25,2021-11-23,2021-11-25,"166,263.20",29,خیر,ERP_COLLECTIONS
COL-00004116,C_698497,T_264681,2020-04-06,2020-07-05,2020-08-05,2020-08-07,"80,583.21",31,خیر,ERP_COLLECTIONS
COL-00004117,C_160952,T_264807,2020-05-04,2020-05-04,2020-05-04,2020-05-06,"138,859.40",0,خیر,ERP_COLLECTIONS
COL-00004118,C_806376,T_264927,2020-10-26,2020-10-26,2020-11-27,2020-11-29,"72,748.07",32,خیر,ERP_COLLECTIONS
COL-00004119,C_915518,T_264930,2020-08-03,2020-08-03,2020-08-16,2020-08-17,"1,287.00",13,خیر,ERP_COLLECTIONS
COL-00004120,C_514318,T_264969,2021-01-04,2021-01-04,2021-02-16,2021-02-17,"15,061.90",43,خیر,ERP_COLLECTIONS
COL-00004121,C_514318,T_264969,2021-01-04,2021-01-04,2021-02-26,2021-02-28,"15,061.89",53,خیر,ERP_COLLECTIONS
COL-00004122,C_762928,T_264984,2020-07-27,2020-08-26,2020-09-03,2020-09-05,"402,899.64",8,خیر,ERP_COLLECTIONS
COL-00004123,C_886577,T_264985,2022-01-17,2022-01-17,2022-01-30,2022-01-30,"369,991.32",13,خیر,ERP_COLLECTIONS
COL-00004124,C_806376,T_265066,2021-04-26,2021-05-26,2021-07-01,2021-07-01,"93,601.73",36,خیر,ERP_COLLECTIONS
COL-00004125,C_932446,T_265166,2019-12-30,2019-12-30,2020-02-12,2020-02-12,"1,461.92",44,خیر,ERP_COLLECTIONS
COL-00004126,C_932446,T_265166,2019-12-30,2019-12-30,2020-02-22,2020-02-23,"1,461.92",54,خیر,ERP_COLLECTIONS
COL-00004127,C_746892,T_265329,2021-09-06,2021-12-05,2022-01-18,2022-01-19,"46,312.45",44,خیر,ERP_COLLECTIONS
COL-00004128,C_746892,T_265329,2021-09-06,2021-12-05,2022-01-28,2022-01-30,"46,312.44",54,خیر,ERP_COLLECTIONS
COL-00004129,C_633514,T_265419,2021-05-17,2021-05-17,2021-06-26,2021-06-28,"11,105.97",40,خیر,ERP_COLLECTIONS
COL-00004130,C_600979,T_265459,2020-06-22,2020-06-22,2020-06-28,2020-06-28,"7,316.09",6,خیر,ERP_COLLECTIONS
COL-00004131,C_600979,T_265459,2020-06-22,2020-06-22,2020-07-27,2020-07-28,"7,316.09",35,خیر,ERP_COLLECTIONS
COL-00004132,C_535756,T_265503,2020-08-03,2020-08-03,2020-09-14,2020-09-16,"171,108.55",42,خیر,ERP_COLLECTIONS
COL-00004133,C_535756,T_265503,2020-08-03,2020-08-03,2020-09-25,2020-09-25,"171,108.54",53,خیر,ERP_COLLECTIONS
COL-00004134,C_535756,T_265608,2021-10-25,2021-10-25,2021-10-25,2021-10-27,"1,922,666.86",0,خیر,ERP_COLLECTIONS
COL-00004135,C_866894,T_265637,2021-06-28,2021-06-28,2021-08-07,2021-08-08,"99,937.92",40,خیر,ERP_COLLECTIONS
COL-00004136,C_113139,T_265662,2021-08-23,2021-11-21,2021-12-06,2021-12-07,"214,035.24",15,بله,ERP_COLLECTIONS
COL-00004137,C_951507,T_265757,2020-03-23,2020-03-23,2020-05-07,2020-05-07,"51,599.12",45,خیر,ERP_COLLECTIONS
COL-00004138,C_877858,T_265764,2021-07-19,2021-07-19,2021-08-23,2021-08-24,"53,883.62",35,خیر,ERP_COLLECTIONS
COL-00004139,C_101842,T_265993,2020-05-18,2020-06-17,2020-07-12,2020-07-13,"88,388.11",25,خیر,ERP_COLLECTIONS
COL-00004140,C_969414,T_266041,2020-11-30,2020-11-30,2020-12-11,2020-12-11,"139,300.12",11,خیر,ERP_COLLECTIONS
COL-00004141,C_101842,T_266075,2021-05-24,2021-06-23,2021-06-19,2021-06-21,"506,121.26",0,خیر,ERP_COLLECTIONS
COL-00004142,C_606701,T_266123,2022-01-31,2022-01-31,2022-02-23,2022-02-24,"4,572.73",23,خیر,ERP_COLLECTIONS
COL-00004143,C_606701,T_266123,2022-01-31,2022-01-31,2022-03-15,2022-03-17,"4,572.74",43,خیر,ERP_COLLECTIONS
COL-00004144,C_569368,T_266226,2021-07-12,2021-07-12,2021-08-19,2021-08-20,"59,612.45",38,خیر,ERP_COLLECTIONS
COL-00004145,C_569368,T_266226,2021-07-12,2021-07-12,2021-09-01,2021-09-03,"59,612.44",51,خیر,ERP_COLLECTIONS
COL-00004146,C_848211,T_266230,2020-10-05,2021-01-03,2021-01-20,2021-01-20,"28,308.77",17,خیر,ERP_COLLECTIONS
COL-00004147,C_848211,T_266230,2020-10-05,2021-01-03,2021-01-16,2021-01-17,"28,308.77",13,خیر,ERP_COLLECTIONS
COL-00004148,C_603877,T_266360,2020-01-13,2020-01-13,2020-03-02,2020-03-04,"3,172.82",49,خیر,ERP_COLLECTIONS
COL-00004149,C_683666,T_266406,2021-07-19,2021-07-19,2021-08-19,2021-08-19,"1,040,344.96",31,خیر,ERP_COLLECTIONS
COL-00004150,C_867370,T_266461,2020-09-21,2020-12-20,2021-01-05,2021-01-07,"48,132.58",16,خیر,ERP_COLLECTIONS
COL-00004151,C_867370,T_266461,2020-09-21,2020-12-20,2021-01-29,2021-01-29,"48,132.58",40,خیر,ERP_COLLECTIONS
COL-00004152,C_698497,T_266536,2021-08-23,2021-09-22,2021-09-23,2021-09-25,"238,287.69",1,خیر,ERP_COLLECTIONS
COL-00004153,C_122750,T_266565,2020-01-20,2020-01-20,2020-02-16,2020-02-17,"19,915.94",27,خیر,ERP_COLLECTIONS
COL-00004154,C_122750,T_266565,2020-01-20,2020-01-20,2020-03-05,2020-03-07,"19,915.94",45,خیر,ERP_COLLECTIONS
COL-00004155,C_010119,T_266641,2020-02-24,2020-02-24,2020-03-09,2020-03-09,"17,844.74",14,خیر,ERP_COLLECTIONS
COL-00004156,C_806376,T_266668,2021-06-28,2021-07-28,2021-07-30,2021-08-01,"50,485.44",2,خیر,ERP_COLLECTIONS
COL-00004157,C_806376,T_266668,2021-06-28,2021-07-28,2021-08-30,2021-08-30,"50,485.44",33,خیر,ERP_COLLECTIONS
COL-00004158,C_473035,T_266804,2021-02-22,2021-03-24,2021-04-16,2021-04-16,"300,843.44",23,خیر,ERP_COLLECTIONS
COL-00004159,C_528949,T_266981,2021-05-24,2021-05-24,2021-06-14,2021-06-15,"65,068.55",21,خیر,ERP_COLLECTIONS
COL-00004160,C_528949,T_266981,2021-05-24,2021-05-24,2021-07-05,2021-07-07,"65,068.54",42,خیر,ERP_COLLECTIONS
COL-00004161,C_378580,T_267255,2021-06-28,2021-06-28,2021-07-01,2021-07-03,"319,635.59",3,خیر,ERP_COLLECTIONS
COL-00004162,C_081456,T_267572,2021-05-17,2021-05-17,2021-06-30,2021-07-01,"71,205.74",44,خیر,ERP_COLLECTIONS
COL-00004163,C_058218,T_267573,2020-05-04,2020-05-04,2020-05-04,2020-05-06,"3,870.46",0,خیر,ERP_COLLECTIONS
COL-00004164,C_714619,T_267844,2020-07-06,2020-07-06,2020-07-18,2020-07-19,"89,844.89",12,خیر,ERP_COLLECTIONS
