Offer_ID,Customer_ID,Offer_Date,Available_At,Product_ID,گروه کالا,Base_Price_per_unit,Offered_Price_per_unit,Offer_Discount_Pct,Offer_Type,Validity_Days,Offer_Reason,Result,Decision_At,Decision_Available_At,Source_System
OFF-0000700,C_422697,2020-04-02,2020-04-02,P_RARE_Product_Family_05,Product_Family_05,190.04,177.74,6.5%,مدت,15,آزمون محصول,منقضی,2020-04-04,2020-04-04,CRM_OFFERS
OFF-0000701,C_117580,2020-07-28,2020-07-30,P_RARE_Product_Family_02,Product_Family_02,126.96,118.10,7.0%,حجمی,7,معرفی محصول جدید,قبول,2020-08-03,2020-08-05,CRM_OFFERS
OFF-0000702,C_705572,2020-08-08,2020-08-10,P_086593,Product_Family_04,115.73,109.41,5.5%,قیمتی,5,رقابت قیمتی,درحال مذاکره,,,CRM_OFFERS
OFF-0000703,C_746892,2021-07-15,2021-07-16,P_656451,Product_Family_01,169.56,159.44,6.0%,مدت,23,رقابت قیمتی,رد,2021-08-11,2021-08-12,CRM_OFFERS
OFF-0000704,C_939370,2021-08-29,2021-08-31,P_970581,Product_Family_05,380.10,376.30,1.0%,حجمی,9,معرفی محصول جدید,قبول,2021-09-17,2021-09-19,CRM_OFFERS
OFF-0000705,C_806376,2021-08-27,2021-08-28,P_275491,Product_Family_02,245.53,241.85,1.5%,حجمی,27,افزایش حجم سفارش,رد,2021-09-20,2021-09-21,CRM_OFFERS
OFF-0000706,C_074947,2020-09-15,2020-09-16,P_RARE_Product_Family_04,Product_Family_04,100.89,93.34,7.5%,حجمی,25,افزایش حجم سفارش,رد,2020-09-26,2020-09-27,CRM_OFFERS
OFF-0000707,C_703200,2021-11-28,2021-11-28,P_635007,Product_Family_03,364.69,335.55,8.0%,حجمی,17,حفظ مشتری کلیدی,درحال مذاکره,,,CRM_OFFERS
OFF-0000708,C_209453,2020-12-07,2020-12-08,P_913911,Product_Family_04,149.92,145.39,3.0%,مدت,29,آزمون محصول,درحال مذاکره,,,CRM_OFFERS
OFF-0000709,C_594561,2021-03-01,2021-03-01,P_117251,Product_Family_04,55.99,54.01,3.5%,مدت,21,آزمون محصول,درحال مذاکره,,,CRM_OFFERS
OFF-0000710,C_683666,2020-04-25,2020-04-27,P_RARE_Product_Family_03,Product_Family_03,110.84,107.55,3.0%,قیمتی,23,رقابت قیمتی,قبول,2020-05-17,2020-05-19,CRM_OFFERS
OFF-0000711,C_150182,2021-08-28,2021-08-28,P_989949,Product_Family_04,280.68,273.75,2.5%,مدت,5,حفظ مشتری کلیدی,منقضی,2021-09-14,2021-09-14,CRM_OFFERS
OFF-0000712,C_746892,2020-10-29,2020-10-29,P_947367,Product_Family_04,142.58,136.89,4.0%,مدت,7,حفظ مشتری کلیدی,منقضی,2020-11-29,2020-11-29,CRM_OFFERS
OFF-0000713,C_117580,2020-09-17,2020-09-18,P_672805,Product_Family_02,134.04,129.38,3.5%,قیمتی,15,معرفی محصول جدید,رد,2020-10-13,2020-10-14,CRM_OFFERS
OFF-0000714,C_746892,2020-05-13,2020-05-13,P_232438,Product_Family_03,124.91,114.36,8.5%,مدت,29,رقابت قیمتی,منقضی,2020-05-17,2020-05-17,CRM_OFFERS
OFF-0000715,C_317124,2021-01-22,2021-01-23,P_826794,Product_Family_03,90.68,83.47,8.0%,مدت,11,معرفی محصول جدید,رد,2021-02-21,2021-02-22,CRM_OFFERS
OFF-0000716,C_412635,2020-04-13,2020-04-14,P_113400,Product_Family_05,124.89,122.44,2.0%,مدت,13,افزایش حجم سفارش,درحال مذاکره,,,CRM_OFFERS
OFF-0000717,C_877858,2021-09-20,2021-09-22,P_150094,Product_Family_04,275.86,271.83,1.5%,قیمتی,21,آزمون محصول,درحال مذاکره,,,CRM_OFFERS
OFF-0000718,C_806376,2021-07-02,2021-07-02,P_275491,Product_Family_02,203.90,189.59,7.0%,حجمی,11,معرفی محصول جدید,درحال مذاکره,,,CRM_OFFERS
OFF-0000719,C_573297,2021-10-08,2021-10-09,P_RARE_Product_Family_05,Product_Family_05,369.66,345.56,6.5%,قیمتی,19,حفظ مشتری کلیدی,رد,2021-10-31,2021-11-01,CRM_OFFERS
OFF-0000720,C_050237,2022-05-05,2022-05-05,P_RARE_Product_Family_04,Product_Family_04,598.68,585.63,2.2%,مدت,17,تسویه سریع,درحال مذاکره,,,CRM_OFFERS
OFF-0000721,C_806376,2021-01-19,2021-01-21,P_047794,Product_Family_02,166.31,161.85,2.7%,قیمتی,9,افزایش سهم از سبد,درحال مذاکره,,,CRM_OFFERS
OFF-0000722,C_185126,2020-08-18,2020-08-19,P_RARE_Product_Family_03,Product_Family_03,94.66,91.64,3.2%,قیمتی,27,افزایش سهم از سبد,رد,2020-08-21,2020-08-22,CRM_OFFERS
OFF-0000723,C_806376,2021-10-24,2021-10-24,P_RARE_Product_Family_02,Product_Family_02,284.07,273.59,3.7%,مدت,19,افزایش حجم سفارش,منقضی,2021-10-31,2021-10-31,CRM_OFFERS
OFF-0000724,C_746892,2021-10-11,2021-10-12,P_984332,Product_Family_03,318.83,294.44,7.6%,مدت,22,آزمون محصول,رد,2021-10-17,2021-10-18,CRM_OFFERS
OFF-0000725,C_672706,2020-10-12,2020-10-12,P_RARE_Product_Family_02,Product_Family_02,91.18,83.74,8.2%,حجمی,14,آزمون محصول,منقضی,2020-10-23,2020-10-23,CRM_OFFERS
OFF-0000726,C_417601,2021-03-27,2021-03-29,P_760231,Product_Family_05,222.46,219.88,1.2%,مدت,6,تسویه سریع,قبول,2021-04-11,2021-04-13,CRM_OFFERS
OFF-0000727,C_010649,2021-08-28,2021-08-29,P_RARE_Product_Family_05,Product_Family_05,391.18,384.65,1.7%,قیمتی,25,افزایش حجم سفارش,رد,2021-09-17,2021-09-18,CRM_OFFERS
OFF-0000728,C_282979,2020-12-04,2020-12-06,P_RARE_Product_Family_04,Product_Family_04,74.02,69.85,5.6%,حجمی,28,معرفی محصول جدید,قبول,2020-12-23,2020-12-25,CRM_OFFERS
OFF-0000729,C_282979,2020-06-19,2020-06-20,P_961834,Product_Family_03,76.94,72.22,6.1%,حجمی,20,افزایش سهم از سبد,رد,2020-07-12,2020-07-13,CRM_OFFERS
OFF-0000730,C_091997,2020-08-08,2020-08-10,P_RARE_Product_Family_02,Product_Family_02,135.87,127.47,6.2%,مدت,25,افزایش حجم سفارش,درحال مذاکره,,,CRM_OFFERS
OFF-0000731,C_401016,2020-08-03,2020-08-03,P_484657,Product_Family_04,104.85,98.91,5.7%,قیمتی,7,تسویه سریع,منقضی,2020-08-13,2020-08-13,CRM_OFFERS
OFF-0000732,C_773326,2020-08-03,2020-08-04,P_601081,Product_Family_03,62.04,58.83,5.2%,حجمی,15,رقابت قیمتی,رد,2020-08-08,2020-08-09,CRM_OFFERS
OFF-0000733,C_282979,2020-12-09,2020-12-11,P_RARE_Product_Family_04,Product_Family_04,76.67,73.10,4.7%,قیمتی,23,تسویه سریع,قبول,2021-01-09,2021-01-11,CRM_OFFERS
OFF-0000734,C_762928,2021-09-15,2021-09-15,P_RARE_Product_Family_04,Product_Family_04,153.28,146.90,4.2%,قیمتی,5,معرفی محصول جدید,منقضی,2021-10-11,2021-10-11,CRM_OFFERS
OFF-0000735,C_245948,2022-02-04,2022-02-05,P_RARE_Product_Family_04,Product_Family_04,682.05,657.16,3.7%,مدت,13,افزایش سهم از سبد,درحال مذاکره,,,CRM_OFFERS
OFF-0000736,C_245948,2021-01-01,2021-01-03,P_RARE_Product_Family_04,Product_Family_04,111.59,108.09,3.1%,حجمی,21,افزایش سهم از سبد,قبول,2021-01-19,2021-01-21,CRM_OFFERS
OFF-0000737,C_749821,2021-08-29,2021-08-29,P_RARE_Product_Family_05,Product_Family_05,384.76,374.60,2.6%,مدت,29,افزایش حجم سفارش,منقضی,2021-09-11,2021-09-11,CRM_OFFERS
OFF-0000738,C_113139,2021-07-25,2021-07-26,P_850562,Product_Family_04,138.63,135.68,2.1%,مدت,11,آزمون محصول,رد,2021-08-03,2021-08-04,CRM_OFFERS
OFF-0000739,C_698497,2021-12-07,2021-12-09,P_169818,Product_Family_04,392.96,386.55,1.6%,حجمی,19,افزایش حجم سفارش,قبول,2021-12-11,2021-12-13,CRM_OFFERS
OFF-0000740,C_746892,2021-07-05,2021-07-06,P_RARE_Product_Family_04,Product_Family_04,209.30,200.07,4.4%,حجمی,8,معرفی محصول جدید,منقضی,2021-07-27,2021-07-28,CRM_OFFERS
OFF-0000741,C_884864,2021-06-05,2021-06-05,P_028268,Product_Family_03,175.98,167.32,4.9%,مدت,26,افزایش سهم از سبد,قبول,2021-07-01,2021-07-01,CRM_OFFERS
OFF-0000742,C_593639,2021-09-01,2021-09-01,P_RARE_Product_Family_05,Product_Family_05,414.76,400.66,3.4%,مدت,24,افزایش حجم سفارش,درحال مذاکره,,,CRM_OFFERS
OFF-0000743,C_147153,2020-11-16,2020-11-18,P_RARE_Product_Family_05,Product_Family_05,172.16,165.45,3.9%,مدت,16,افزایش حجم سفارش,رد,2020-12-03,2020-12-05,CRM_OFFERS
OFF-0000744,C_806376,2021-07-30,2021-08-01,P_RARE_Product_Family_02,Product_Family_02,218.35,213.13,2.4%,قیمتی,14,حفظ مشتری کلیدی,رد,2021-08-03,2021-08-05,CRM_OFFERS
OFF-0000745,C_633661,2020-12-30,2020-12-31,P_RARE_Product_Family_03,Product_Family_03,162.64,157.94,2.9%,مدت,6,معرفی محصول جدید,منقضی,2021-01-07,2021-01-08,CRM_OFFERS
OFF-0000746,C_806376,2020-12-27,2020-12-28,P_RARE_Product_Family_02,Product_Family_02,167.16,164.85,1.4%,مدت,30,آزمون محصول,منقضی,2021-01-21,2021-01-22,CRM_OFFERS
OFF-0000747,C_113139,2022-01-21,2022-01-21,P_068092,Product_Family_05,534.25,524.21,1.9%,قیمتی,22,تسویه سریع,قبول,2022-02-20,2022-02-20,CRM_OFFERS
OFF-0000748,C_603968,2021-10-24,2021-10-26,P_030934,Product_Family_04,347.47,318.07,8.5%,حجمی,22,افزایش حجم سفارش,درحال مذاکره,,,CRM_OFFERS
OFF-0000749,C_535756,2020-08-21,2020-08-22,P_639522,Product_Family_04,71.52,70.48,1.5%,مدت,14,تسویه سریع,منقضی,2020-09-21,2020-09-22,CRM_OFFERS
OFF-0000750,C_746892,2020-06-30,2020-07-01,P_RARE_Product_Family_05,Product_Family_05,137.53,129.73,5.7%,مدت,8,تسویه سریع,رد,2020-07-04,2020-07-05,CRM_OFFERS
OFF-0000751,C_117580,2020-09-01,2020-09-03,P_RARE_Product_Family_02,Product_Family_02,130.87,124.10,5.2%,قیمتی,16,معرفی محصول جدید,قبول,2020-10-01,2020-10-03,CRM_OFFERS
OFF-0000752,C_101842,2021-07-11,2021-07-13,P_RARE_Product_Family_03,Product_Family_03,250.73,233.96,6.7%,مدت,18,تسویه سریع,قبول,2021-07-24,2021-07-26,CRM_OFFERS
OFF-0000753,C_334474,2022-04-24,2022-04-24,P_RARE_Product_Family_05,Product_Family_05,"1,115.44","1,046.51",6.2%,حجمی,26,رقابت قیمتی,درحال مذاکره,,,CRM_OFFERS
OFF-0000754,C_600979,2021-08-27,2021-08-27,P_343377,Product_Family_03,244.08,225.29,7.7%,حجمی,28,آزمون محصول,منقضی,2021-09-18,2021-09-18,CRM_OFFERS
OFF-0000755,C_439356,2020-03-20,2020-03-21,P_225225,Product_Family_03,90.06,83.58,7.2%,حجمی,10,رقابت قیمتی,رد,2020-04-06,2020-04-07,CRM_OFFERS
OFF-0000756,C_746892,2021-11-03,2021-11-04,P_RARE_Product_Family_05,Product_Family_05,502.56,496.48,1.2%,قیمتی,12,حفظ مشتری کلیدی,درحال مذاکره,,,CRM_OFFERS
OFF-0000757,C_980766,2020-12-09,2020-12-11,P_RARE_Product_Family_02,Product_Family_02,178.91,164.24,8.2%,حجمی,20,معرفی محصول جدید,قبول,2021-01-04,2021-01-06,CRM_OFFERS
OFF-0000758,C_806376,2020-11-18,2020-11-18,P_593409,Product_Family_02,147.69,145.28,1.6%,قیمتی,20,معرفی محصول جدید,منقضی,2020-12-17,2020-12-17,CRM_OFFERS
OFF-0000759,C_113139,2020-05-22,2020-05-23,P_709297,Product_Family_01,78.36,77.48,1.1%,مدت,28,حفظ مشتری کلیدی,رد,2020-06-15,2020-06-16,CRM_OFFERS
OFF-0000760,C_269097,2022-05-24,2022-05-24,P_RARE_Product_Family_06,Product_Family_06,702.86,675.38,3.9%,حجمی,17,افزایش حجم سفارش,رد,2022-06-05,2022-06-05,CRM_OFFERS
OFF-0000761,C_698497,2021-06-01,2021-06-03,P_RARE_Product_Family_05,Product_Family_05,279.94,267.59,4.4%,حجمی,9,آزمون محصول,منقضی,2021-06-17,2021-06-19,CRM_OFFERS
OFF-0000762,C_180745,2021-06-06,2021-06-07,P_RARE_Product_Family_04,Product_Family_04,76.35,72.59,4.9%,مدت,27,تسویه سریع,قبول,2021-06-26,2021-06-27,CRM_OFFERS
OFF-0000763,C_937594,2021-02-28,2021-02-28,P_672380,Product_Family_05,213.44,201.87,5.4%,حجمی,19,تسویه سریع,رد,2021-03-25,2021-03-25,CRM_OFFERS
OFF-0000764,C_551361,2022-03-04,2022-03-06,P_RARE_Product_Family_03,Product_Family_03,867.37,815.93,5.9%,حجمی,11,افزایش حجم سفارش,درحال مذاکره,,,CRM_OFFERS
OFF-0000765,C_672706,2022-04-15,2022-04-16,P_RARE_Product_Family_02,Product_Family_02,684.09,640.10,6.4%,مدت,29,افزایش سهم از سبد,قبول,2022-04-18,2022-04-19,CRM_OFFERS
OFF-0000766,C_746892,2021-10-13,2021-10-13,P_220690,Product_Family_03,371.86,346.05,6.9%,قیمتی,21,تسویه سریع,رد,2021-10-21,2021-10-21,CRM_OFFERS
OFF-0000767,C_749821,2022-03-16,2022-03-18,P_RARE_Product_Family_03,Product_Family_03,611.65,566.08,7.4%,مدت,13,افزایش سهم از سبد,منقضی,2022-03-28,2022-03-30,CRM_OFFERS
OFF-0000768,C_420287,2020-03-30,2020-03-31,P_RARE_Product_Family_03,Product_Family_03,91.19,83.94,8.0%,قیمتی,5,افزایش حجم سفارش,قبول,2020-04-16,2020-04-17,CRM_OFFERS
OFF-0000769,C_479796,2021-08-09,2021-08-09,P_784281,Product_Family_05,386.75,354.03,8.5%,مدت,23,افزایش سهم از سبد,درحال مذاکره,,,CRM_OFFERS
OFF-0000770,C_705572,2021-08-14,2021-08-16,P_RARE_Product_Family_04,Product_Family_04,205.29,189.05,7.9%,قیمتی,25,آزمون محصول,رد,2021-08-16,2021-08-18,CRM_OFFERS
OFF-0000771,C_180745,2021-05-29,2021-05-29,P_RARE_Product_Family_04,Product_Family_04,76.35,70.70,7.4%,حجمی,7,آزمون محصول,قبول,2021-06-25,2021-06-25,CRM_OFFERS
OFF-0000772,C_508661,2020-01-20,2020-01-21,P_RARE_Product_Family_03,Product_Family_03,92.34,85.97,6.9%,قیمتی,15,افزایش سهم از سبد,درحال مذاکره,,,CRM_OFFERS
OFF-0000773,C_245948,2021-04-12,2021-04-14,P_434331,Product_Family_04,114.52,107.20,6.4%,حجمی,23,افزایش حجم سفارش,رد,2021-04-30,2021-05-02,CRM_OFFERS
OFF-0000774,C_799217,2022-01-02,2022-01-03,P_298416,Product_Family_05,523.37,510.65,2.4%,حجمی,19,افزایش سهم از سبد,درحال مذاکره,,,CRM_OFFERS
OFF-0000775,C_117580,2020-07-14,2020-07-16,P_RARE_Product_Family_02,Product_Family_02,123.85,121.46,1.9%,مدت,27,حفظ مشتری کلیدی,درحال مذاکره,,,CRM_OFFERS
OFF-0000776,C_571033,2021-10-12,2021-10-12,P_693518,Product_Family_03,253.72,250.12,1.4%,قیمتی,9,افزایش سهم از سبد,قبول,2021-10-22,2021-10-22,CRM_OFFERS
OFF-0000777,C_705572,2021-04-22,2021-04-23,P_RARE_Product_Family_01,Product_Family_01,203.80,186.66,8.4%,مدت,17,معرفی محصول جدید,منقضی,2021-04-28,2021-04-29,CRM_OFFERS
OFF-0000778,C_768792,2020-09-16,2020-09-16,P_950323,Product_Family_04,57.52,54.95,4.5%,مدت,13,افزایش حجم سفارش,قبول,2020-09-23,2020-09-23,CRM_OFFERS
OFF-0000779,C_328236,2020-09-04,2020-09-05,P_RARE_Product_Family_05,Product_Family_05,135.90,130.53,4.0%,قیمتی,21,تسویه سریع,منقضی,2020-09-06,2020-09-07,CRM_OFFERS
OFF-0000780,C_806376,2021-11-15,2021-11-16,P_RARE_Product_Family_03,Product_Family_03,301.66,295.51,2.0%,مدت,30,افزایش سهم از سبد,منقضی,2021-11-17,2021-11-18,CRM_OFFERS
OFF-0000781,C_519849,2020-09-14,2020-09-14,P_336235,Product_Family_03,54.77,53.37,2.6%,حجمی,22,معرفی محصول جدید,قبول,2020-09-20,2020-09-20,CRM_OFFERS
OFF-0000782,C_444616,2020-07-31,2020-07-31,P_RARE_Product_Family_04,Product_Family_04,47.67,47.18,1.0%,قیمتی,20,تسویه سریع,قبول,2020-08-23,2020-08-23,CRM_OFFERS
OFF-0000783,C_126481,2020-03-11,2020-03-13,P_RARE_Product_Family_03,Product_Family_03,56.40,55.53,1.5%,حجمی,12,حفظ مشتری کلیدی,رد,2020-04-08,2020-04-10,CRM_OFFERS
OFF-0000784,C_317124,2021-04-29,2021-04-29,P_671927,Product_Family_03,94.95,91.09,4.1%,حجمی,24,آزمون محصول,قبول,2021-05-19,2021-05-19,CRM_OFFERS
OFF-0000785,C_479796,2020-12-10,2020-12-12,P_830231,Product_Family_05,207.51,198.03,4.6%,مدت,16,افزایش حجم سفارش,رد,2021-01-03,2021-01-05,CRM_OFFERS
OFF-0000786,C_361181,2021-10-02,2021-10-04,P_RARE_Product_Family_05,Product_Family_05,375.52,364.03,3.1%,حجمی,14,تسویه سریع,درحال مذاکره,,,CRM_OFFERS
OFF-0000787,C_984759,2021-07-03,2021-07-04,P_003843,Product_Family_03,189.07,182.34,3.6%,حجمی,6,افزایش حجم سفارش,منقضی,2021-07-18,2021-07-19,CRM_OFFERS
OFF-0000788,C_633661,2020-01-23,2020-01-23,P_RARE_Product_Family_03,Product_Family_03,103.14,97.47,5.5%,قیمتی,16,معرفی محصول جدید,قبول,2020-02-19,2020-02-19,CRM_OFFERS
OFF-0000789,C_421083,2021-03-23,2021-03-25,P_811848,Product_Family_03,130.71,122.87,6.0%,مدت,8,رقابت قیمتی,رد,2021-04-23,2021-04-25,CRM_OFFERS
OFF-0000790,C_857626,2021-08-27,2021-08-27,P_RARE_Product_Family_05,Product_Family_05,378.72,355.81,6.1%,مدت,13,حفظ مشتری کلیدی,قبول,2021-09-18,2021-09-18,CRM_OFFERS
OFF-0000791,C_245948,2020-09-18,2020-09-19,P_RARE_Product_Family_04,Product_Family_04,82.21,77.66,5.5%,قیمتی,21,معرفی محصول جدید,منقضی,2020-10-06,2020-10-07,CRM_OFFERS
OFF-0000792,C_069492,2021-01-20,2021-01-21,P_434331,Product_Family_04,102.17,94.96,7.1%,حجمی,23,تسویه سریع,منقضی,2021-02-20,2021-02-21,CRM_OFFERS
OFF-0000793,C_265163,2021-07-07,2021-07-09,P_RARE_Product_Family_01,Product_Family_01,88.58,82.78,6.6%,حجمی,5,افزایش سهم از سبد,درحال مذاکره,,,CRM_OFFERS
OFF-0000794,C_348438,2020-03-10,2020-03-11,P_RARE_Product_Family_03,Product_Family_03,85.18,81.76,4.0%,مدت,19,افزایش سهم از سبد,درحال مذاکره,,,CRM_OFFERS
OFF-0000795,C_401016,2020-10-06,2020-10-08,P_913911,Product_Family_04,110.66,106.76,3.5%,مدت,27,حفظ مشتری کلیدی,رد,2020-11-05,2020-11-07,CRM_OFFERS
OFF-0000796,C_117580,2020-08-09,2020-08-11,P_275491,Product_Family_02,134.04,127.28,5.0%,مدت,29,معرفی محصول جدید,رد,2020-08-22,2020-08-24,CRM_OFFERS
OFF-0000797,C_303006,2020-12-27,2020-12-27,P_565736,Product_Family_05,185.91,177.49,4.5%,قیمتی,11,حفظ مشتری کلیدی,قبول,2021-01-05,2021-01-05,CRM_OFFERS
OFF-0000798,C_050237,2021-07-03,2021-07-05,P_RARE_Product_Family_04,Product_Family_04,111,108.78,2.0%,قیمتی,25,حفظ مشتری کلیدی,رد,2021-07-20,2021-07-22,CRM_OFFERS
OFF-0000799,C_683666,2020-12-05,2020-12-05,P_RARE_Product_Family_03,Product_Family_03,147.10,144.91,1.5%,مدت,7,افزایش سهم از سبد,درحال مذاکره,,,CRM_OFFERS
OFF-0000800,C_683666,2021-09-18,2021-09-19,P_569454,Product_Family_03,276.15,266.21,3.6%,مدت,9,تسویه سریع,رد,2021-10-02,2021-10-03,CRM_OFFERS
OFF-0000801,C_691869,2020-04-11,2020-04-13,P_011998,Product_Family_04,63.57,61.61,3.1%,حجمی,17,معرفی محصول جدید,قبول,2020-04-21,2020-04-23,CRM_OFFERS
OFF-0000802,C_419410,2021-09-23,2021-09-25,P_427873,Product_Family_04,263.58,251.43,4.6%,حجمی,19,رقابت قیمتی,قبول,2021-10-16,2021-10-18,CRM_OFFERS
OFF-0000803,C_762928,2021-10-07,2021-10-07,P_434331,Product_Family_04,181.57,174.11,4.1%,حجمی,27,آزمون محصول,منقضی,2021-10-26,2021-10-26,CRM_OFFERS
OFF-0000804,C_683666,2022-03-02,2022-03-04,P_869644,Product_Family_03,754.81,742.88,1.6%,حجمی,15,آزمون محصول,قبول,2022-03-29,2022-03-31,CRM_OFFERS
OFF-0000805,C_683666,2020-01-24,2020-01-24,P_484354,Product_Family_03,115.24,114.01,1.1%,حجمی,23,معرفی محصول جدید,منقضی,2020-02-15,2020-02-15,CRM_OFFERS
OFF-0000806,C_144468,2020-11-23,2020-11-23,P_964842,Product_Family_03,131.80,128.39,2.6%,حجمی,25,تسویه سریع,درحال مذاکره,,,CRM_OFFERS
OFF-0000807,C_268031,2021-07-19,2021-07-20,P_383500,Product_Family_04,210.27,205.90,2.1%,حجمی,7,رقابت قیمتی,درحال مذاکره,,,CRM_OFFERS
OFF-0000808,C_746892,2020-08-07,2020-08-09,P_220690,Product_Family_03,109.45,101.08,7.6%,مدت,23,معرفی محصول جدید,درحال مذاکره,,,CRM_OFFERS
OFF-0000809,C_769491,2021-12-17,2021-12-17,P_169818,Product_Family_04,387.80,360.11,7.1%,مدت,5,حفظ مشتری کلیدی,منقضی,2022-01-01,2022-01-01,CRM_OFFERS
OFF-0000810,C_930788,2020-06-18,2020-06-20,P_108489,Product_Family_03,65.20,60.57,7.1%,حجمی,26,افزایش حجم سفارش,قبول,2020-07-12,2020-07-14,CRM_OFFERS
OFF-0000811,C_997228,2020-06-23,2020-06-24,P_108987,Product_Family_03,82.17,75.93,7.6%,مدت,18,حفظ مشتری کلیدی,رد,2020-07-22,2020-07-23,CRM_OFFERS
OFF-0000812,C_705572,2020-04-25,2020-04-26,P_257054,Product_Family_03,109.30,102.64,6.1%,حجمی,16,رقابت قیمتی,درحال مذاکره,,,CRM_OFFERS
OFF-0000813,C_806530,2020-05-07,2020-05-07,P_061764,Product_Family_03,99.35,92.80,6.6%,مدت,8,رقابت قیمتی,منقضی,2020-05-27,2020-05-27,CRM_OFFERS
OFF-0000814,C_411261,2020-03-22,2020-03-23,P_635050,Product_Family_03,89.07,87.63,1.6%,حجمی,20,افزایش سهم از سبد,رد,2020-04-03,2020-04-04,CRM_OFFERS
OFF-0000815,C_051535,2021-11-19,2021-11-19,P_434331,Product_Family_04,280.82,274.84,2.1%,مدت,12,آزمون محصول,منقضی,2021-12-05,2021-12-05,CRM_OFFERS
OFF-0000816,C_172705,2021-08-03,2021-08-03,P_278460,Product_Family_03,229.72,211.09,8.1%,قیمتی,10,افزایش سهم از سبد,منقضی,2021-08-06,2021-08-06,CRM_OFFERS
OFF-0000817,C_683666,2021-08-22,2021-08-24,P_RARE_Product_Family_03,Product_Family_03,248.42,245.66,1.1%,حجمی,28,رقابت قیمتی,درحال مذاکره,,,CRM_OFFERS
OFF-0000818,C_877858,2020-07-13,2020-07-13,P_RARE_Product_Family_04,Product_Family_04,99.85,96.22,3.6%,قیمتی,14,آزمون محصول,درحال مذاکره,,,CRM_OFFERS
OFF-0000819,C_633661,2020-03-23,2020-03-25,P_RARE_Product_Family_03,Product_Family_03,120.33,115.34,4.2%,مدت,6,تسویه سریع,درحال مذاکره,,,CRM_OFFERS
OFF-0000820,C_683666,2022-02-24,2022-02-24,P_102912,Product_Family_03,754.81,701.82,7.0%,مدت,5,تسویه سریع,درحال مذاکره,,,CRM_OFFERS
OFF-0000821,C_848211,2021-03-11,2021-03-12,P_987950,Product_Family_05,275.49,257.53,6.5%,قیمتی,13,افزایش حجم سفارش,منقضی,2021-04-08,2021-04-09,CRM_OFFERS
OFF-0000822,C_117580,2020-06-13,2020-06-15,P_RARE_Product_Family_02,Product_Family_02,123.53,116.11,6.0%,حجمی,21,تسویه سریع,رد,2020-07-07,2020-07-09,CRM_OFFERS
OFF-0000823,C_664019,2021-02-06,2021-02-06,P_637093,Product_Family_03,203.88,192.65,5.5%,مدت,28,تسویه سریع,منقضی,2021-02-25,2021-02-25,CRM_OFFERS
OFF-0000824,C_551361,2020-01-06,2020-01-07,P_RARE_Product_Family_03,Product_Family_03,82.27,78.16,5.0%,مدت,10,افزایش سهم از سبد,رد,2020-01-21,2020-01-22,CRM_OFFERS
OFF-0000825,C_385862,2020-03-09,2020-03-11,P_769459,Product_Family_02,117.33,112.06,4.5%,قیمتی,18,تسویه سریع,درحال مذاکره,,,CRM_OFFERS
OFF-0000826,C_749821,2022-01-12,2022-01-12,P_037045,Product_Family_03,412.44,395.98,4.0%,مدت,26,تسویه سریع,درحال مذاکره,,,CRM_OFFERS
OFF-0000827,C_249135,2020-11-06,2020-11-07,P_913911,Product_Family_04,145.95,140.87,3.5%,حجمی,8,آزمون محصول,رد,2020-11-08,2020-11-09,CRM_OFFERS
OFF-0000828,C_514318,2022-01-28,2022-01-30,P_529239,Product_Family_04,363.99,353.14,3.0%,حجمی,16,حفظ مشتری کلیدی,قبول,2022-02-24,2022-02-26,CRM_OFFERS
OFF-0000829,C_444616,2019-12-29,2019-12-29,P_RARE_Product_Family_04,Product_Family_04,44.60,43.50,2.5%,حجمی,24,افزایش حجم سفارش,منقضی,2020-01-21,2020-01-21,CRM_OFFERS
OFF-0000830,C_698497,2021-06-22,2021-06-23,P_830231,Product_Family_05,278.16,269.76,3.0%,مدت,22,معرفی محصول جدید,درحال مذاکره,,,CRM_OFFERS
OFF-0000831,C_472366,2021-12-26,2021-12-26,P_RARE_Product_Family_01,Product_Family_01,395.88,381.91,3.5%,حجمی,14,تسویه سریع,قبول,2022-01-12,2022-01-12,CRM_OFFERS
OFF-0000832,C_401016,2021-04-11,2021-04-13,P_989949,Product_Family_04,187.11,179.57,4.0%,حجمی,6,تسویه سریع,رد,2021-05-02,2021-05-04,CRM_OFFERS
OFF-0000833,C_575381,2020-08-28,2020-08-29,P_383500,Product_Family_04,115.75,110.49,4.5%,مدت,24,افزایش سهم از سبد,منقضی,2020-09-23,2020-09-24,CRM_OFFERS
OFF-0000834,C_258325,2020-04-25,2020-04-27,P_108736,Product_Family_04,91.24,90.33,1.0%,حجمی,28,افزایش سهم از سبد,رد,2020-05-20,2020-05-22,CRM_OFFERS
OFF-0000835,C_806376,2021-08-12,2021-08-13,P_RARE_Product_Family_02,Product_Family_02,226.05,222.66,1.5%,حجمی,20,افزایش حجم سفارش,منقضی,2021-09-10,2021-09-11,CRM_OFFERS
OFF-0000836,C_698497,2021-09-09,2021-09-09,P_RARE_Product_Family_03,Product_Family_03,322.12,315.65,2.0%,حجمی,12,معرفی محصول جدید,قبول,2021-09-13,2021-09-13,CRM_OFFERS
