offer_id,customer_id,offer_date,available_at,product_id,product_family,base_price_per_unit,offered_price_per_unit,offer_discount_pct,offer_type,validity_days,offer_reason,result,decision_at,decision_available_at,source_system
OFF-0000323,C_806376,2021-06-30,2021-06-30,P_RARE_Product_Family_02,Product_Family_02,203.03,195.58,0.0367,حجمی,5,معرفی محصول جدید,قبول,2021-07-15,2021-07-15,CRM_OFFERS
OFF-0000324,C_444616,2020-09-09,2020-09-11,P_RARE_Product_Family_04,Product_Family_04,52.56,50.37,0.0417,قیمتی,23,رقابت قیمتی,رد,2020-09-28,2020-09-30,CRM_OFFERS
OFF-0000325,C_514318,2021-03-29,2021-03-30,P_577752,Product_Family_01,68.07,64.88,0.0468,مدت‌دار,15,معرفی محصول جدید,درحال مذاکره,,,CRM_OFFERS
OFF-0000326,C_683666,2020-06-29,2020-06-29,P_RARE_Product_Family_03,Product_Family_03,119.45,113.25,0.0519,مدت‌دار,7,تسویه سریع,قبول,2020-07-27,2020-07-27,CRM_OFFERS
OFF-0000327,C_843031,2022-04-09,2022-04-11,P_RARE_Product_Family_03,Product_Family_03,871.38,821.8,0.0569,قیمتی,25,رقابت قیمتی,رد,2022-04-11,2022-04-13,CRM_OFFERS
OFF-0000328,C_479796,2020-02-01,2020-02-02,P_328965,Product_Family_04,92.58,86.84,0.062,قیمتی,17,معرفی محصول جدید,منقضی‌شده,2020-02-08,2020-02-09,CRM_OFFERS
OFF-0000329,C_806530,2020-04-23,2020-04-23,P_615273,Product_Family_04,92.58,86.38,0.067,مدت‌دار,9,آزمون محصول,قبول,2020-05-04,2020-05-04,CRM_OFFERS
OFF-0000330,C_180745,2021-11-02,2021-11-04,P_RARE_Product_Family_04,Product_Family_04,273.56,256.74,0.0615,حجمی,12,تسویه سریع,قبول,2021-11-23,2021-11-25,CRM_OFFERS
OFF-0000331,C_866894,2021-06-17,2021-06-17,P_RARE_Product_Family_05,Product_Family_05,315.37,297.55,0.0565,حجمی,20,معرفی محصول جدید,درحال مذاکره,,,CRM_OFFERS
OFF-0000332,C_063809,2020-04-30,2020-05-01,P_140222,Product_Family_01,81.65,77.45,0.0514,مدت‌دار,28,آزمون محصول,رد,2020-05-13,2020-05-14,CRM_OFFERS
OFF-0000333,C_365032,2021-04-03,2021-04-05,P_569202,Product_Family_03,141.28,134.72,0.0464,قیمتی,10,افزایش حجم سفارش,قبول,2021-04-11,2021-04-13,CRM_OFFERS
OFF-0000334,C_937594,2022-01-14,2022-01-15,P_983543,Product_Family_05,570.36,523.7,0.0818,حجمی,6,تسویه سریع,درحال مذاکره,,,CRM_OFFERS
OFF-0000335,C_746892,2021-10-31,2021-11-02,P_329401,Product_Family_03,395.66,365.31,0.0767,حجمی,14,آزمون محصول,قبول,2021-11-05,2021-11-07,CRM_OFFERS
OFF-0000336,C_334474,2021-12-19,2021-12-19,P_RARE_Product_Family_05,Product_Family_05,595.09,552.48,0.0716,حجمی,22,افزایش سهم از سبد,منقضی‌شده,2022-01-18,2022-01-18,CRM_OFFERS
OFF-0000337,C_317124,2021-03-02,2021-03-03,P_RARE_Product_Family_03,Product_Family_03,88.62,82.72,0.0666,مدت‌دار,30,رقابت قیمتی,رد,2021-03-28,2021-03-29,CRM_OFFERS
OFF-0000338,C_411261,2021-08-30,2021-08-30,P_054756,Product_Family_04,185.1,180.1,0.027,قیمتی,26,حفظ مشتری کلیدی,منقضی‌شده,2021-09-26,2021-09-26,CRM_OFFERS
OFF-0000339,C_705680,2021-03-22,2021-03-23,P_444447,Product_Family_03,174.52,170.7,0.0219,قیمتی,8,افزایش حجم سفارش,رد,2021-04-13,2021-04-14,CRM_OFFERS
OFF-0000340,C_672256,2020-07-05,2020-07-05,P_RARE_Product_Family_05,Product_Family_05,124.92,119.02,0.0472,حجمی,27,آزمون محصول,منقضی‌شده,2020-07-27,2020-07-27,CRM_OFFERS
OFF-0000341,C_980626,2021-01-24,2021-01-26,P_278460,Product_Family_03,179.99,170.59,0.0522,مدت‌دار,19,حفظ مشتری کلیدی,قبول,2021-02-19,2021-02-21,CRM_OFFERS
OFF-0000342,C_479796,2020-12-15,2020-12-17,P_119677,Product_Family_04,159.59,153.67,0.0371,مدت‌دار,17,افزایش سهم از سبد,قبول,2020-12-28,2020-12-30,CRM_OFFERS
OFF-0000343,C_746892,2020-04-07,2020-04-08,P_947367,Product_Family_04,102.14,97.84,0.0421,مدت‌دار,9,افزایش سهم از سبد,درحال مذاکره,,,CRM_OFFERS
OFF-0000344,C_172705,2020-03-04,2020-03-06,P_945371,Product_Family_04,101.4,94.57,0.0674,مدت‌دار,21,معرفی محصول جدید,درحال مذاکره,,,CRM_OFFERS
OFF-0000345,C_633661,2020-02-19,2020-02-20,P_343377,Product_Family_03,85.98,79.75,0.0725,حجمی,13,رقابت قیمتی,رد,2020-03-04,2020-03-05,CRM_OFFERS
OFF-0000346,C_672706,2021-12-03,2021-12-04,P_RARE_Product_Family_02,Product_Family_02,282.76,266.56,0.0573,مدت‌دار,11,آزمون محصول,رد,2022-01-02,2022-01-03,CRM_OFFERS
OFF-0000347,C_683666,2020-02-07,2020-02-07,P_903460,Product_Family_03,115.24,108.06,0.0623,قیمتی,29,آزمون محصول,منقضی‌شده,2020-02-12,2020-02-12,CRM_OFFERS
OFF-0000348,C_661757,2020-08-22,2020-08-23,P_RARE_Product_Family_05,Product_Family_05,145.85,144.01,0.0126,مدت‌دار,15,تسویه سریع,رد,2020-09-18,2020-09-19,CRM_OFFERS
OFF-0000349,C_705680,2020-06-13,2020-06-13,P_444447,Product_Family_03,98.62,96.87,0.0177,مدت‌دار,7,آزمون محصول,درحال مذاکره,,,CRM_OFFERS
OFF-0000350,C_317124,2021-07-06,2021-07-08,P_826794,Product_Family_03,91.04,89.93,0.0122,مدت‌دار,10,معرفی محصول جدید,منقضی‌شده,2021-07-18,2021-07-20,CRM_OFFERS
OFF-0000351,C_317124,2021-03-04,2021-03-04,P_520245,Product_Family_03,88.45,81.19,0.0821,مدت‌دار,18,رقابت قیمتی,رد,2021-03-11,2021-03-11,CRM_OFFERS
OFF-0000352,C_739474,2020-08-23,2020-08-23,P_RARE_Product_Family_02,Product_Family_02,94.72,92.61,0.0223,مدت‌دار,20,حفظ مشتری کلیدی,رد,2020-09-12,2020-09-12,CRM_OFFERS
OFF-0000353,C_070220,2021-03-30,2021-03-31,P_086802,Product_Family_04,137.55,135.17,0.0173,حجمی,28,افزایش سهم از سبد,قبول,2021-04-15,2021-04-16,CRM_OFFERS
OFF-0000354,C_594561,2021-10-11,2021-10-11,P_RARE_Product_Family_04,Product_Family_04,198.37,185.08,0.067,قیمتی,16,حفظ مشتری کلیدی,رد,2021-11-04,2021-11-04,CRM_OFFERS
OFF-0000355,C_698497,2022-05-23,2022-05-24,P_661344,Product_Family_03,782.24,733.82,0.0619,حجمی,24,آزمون محصول,قبول,2022-06-12,2022-06-13,CRM_OFFERS
OFF-0000356,C_848211,2020-01-18,2020-01-19,P_661344,Product_Family_03,103.33,95.36,0.0771,قیمتی,26,افزایش سهم از سبد,درحال مذاکره,,,CRM_OFFERS
OFF-0000357,C_683666,2020-05-16,2020-05-18,P_RARE_Product_Family_03,Product_Family_03,110.33,102.39,0.072,قیمتی,8,آزمون محصول,منقضی‌شده,2020-06-13,2020-06-15,CRM_OFFERS
OFF-0000358,C_858384,2021-03-01,2021-03-01,P_947367,Product_Family_04,177.12,167.79,0.0527,قیمتی,24,افزایش حجم سفارش,رد,2021-03-18,2021-03-18,CRM_OFFERS
OFF-0000359,C_365032,2021-11-17,2021-11-18,P_016117,Product_Family_04,334.5,318.58,0.0476,حجمی,6,تسویه سریع,قبول,2021-11-29,2021-11-30,CRM_OFFERS
OFF-0000360,C_074947,2021-11-12,2021-11-14,P_826872,Product_Family_03,277.07,254.52,0.0814,مدت‌دار,23,معرفی محصول جدید,قبول,2021-11-22,2021-11-24,CRM_OFFERS
OFF-0000361,C_594561,2020-07-24,2020-07-25,P_314550,Product_Family_04,36.18,35.76,0.0115,مدت‌دار,15,حفظ مشتری کلیدی,درحال مذاکره,,,CRM_OFFERS
OFF-0000362,C_465208,2021-12-08,2021-12-08,P_108570,Product_Family_04,273.93,269.41,0.0165,حجمی,7,رقابت قیمتی,منقضی‌شده,2021-12-27,2021-12-27,CRM_OFFERS
OFF-0000363,C_113139,2021-07-21,2021-07-23,P_347425,Product_Family_03,161.18,157.7,0.0216,مدت‌دار,25,آزمون محصول,قبول,2021-08-13,2021-08-15,CRM_OFFERS
OFF-0000364,C_806376,2021-08-03,2021-08-03,P_RARE_Product_Family_02,Product_Family_02,213.23,200.18,0.0612,مدت‌دار,29,رقابت قیمتی,درحال مذاکره,,,CRM_OFFERS
OFF-0000365,C_789545,2020-01-28,2020-01-30,P_817472,Product_Family_05,156.15,145.81,0.0662,حجمی,21,رقابت قیمتی,قبول,2020-02-24,2020-02-26,CRM_OFFERS
OFF-0000366,C_603968,2021-09-12,2021-09-13,P_RARE_Product_Family_05,Product_Family_05,319.89,297.08,0.0713,مدت‌دار,13,حفظ مشتری کلیدی,رد,2021-10-13,2021-10-14,CRM_OFFERS
OFF-0000367,C_603968,2021-09-26,2021-09-26,P_RARE_Product_Family_05,Product_Family_05,371.02,342.67,0.0764,مدت‌دار,5,تسویه سریع,منقضی‌شده,2021-10-01,2021-10-01,CRM_OFFERS
OFF-0000368,C_806376,2020-12-05,2020-12-06,P_RARE_Product_Family_02,Product_Family_02,152.59,146.35,0.0409,مدت‌دار,9,افزایش حجم سفارش,رد,2020-12-10,2020-12-11,CRM_OFFERS
OFF-0000369,C_937594,2020-09-12,2020-09-12,P_672380,Product_Family_05,131.77,125.71,0.046,مدت‌دار,27,معرفی محصول جدید,منقضی‌شده,2020-09-21,2020-09-21,CRM_OFFERS
OFF-0000370,C_042732,2022-06-12,2022-06-13,P_RARE_Product_Family_01,Product_Family_01,495.44,472.45,0.0464,قیمتی,6,افزایش سهم از سبد,رد,2022-07-12,2022-07-13,CRM_OFFERS
OFF-0000371,C_489616,2021-04-06,2021-04-08,P_RARE_Product_Family_04,Product_Family_04,84.09,80.61,0.0414,قیمتی,13,رقابت قیمتی,قبول,2021-05-01,2021-05-03,CRM_OFFERS
OFF-0000372,C_980626,2021-11-02,2021-11-02,P_650055,Product_Family_03,233.13,224.67,0.0363,حجمی,21,افزایش سهم از سبد,منقضی‌شده,2021-11-23,2021-11-23,CRM_OFFERS
OFF-0000373,C_566726,2020-10-15,2020-10-16,P_RARE_Product_Family_05,Product_Family_05,72.9,70.62,0.0313,حجمی,29,رقابت قیمتی,رد,2020-11-01,2020-11-02,CRM_OFFERS
OFF-0000374,C_746892,2021-08-14,2021-08-16,P_573948,Product_Family_03,261.91,255.05,0.0262,مدت‌دار,11,آزمون محصول,قبول,2021-08-26,2021-08-28,CRM_OFFERS
OFF-0000375,C_051706,2021-12-18,2021-12-18,P_721658,Product_Family_03,371.15,363.32,0.0211,حجمی,19,آزمون محصول,درحال مذاکره,,,CRM_OFFERS
OFF-0000376,C_155990,2021-10-11,2021-10-12,P_864389,Product_Family_03,192.2,189.11,0.0161,قیمتی,27,آزمون محصول,رد,2021-10-14,2021-10-15,CRM_OFFERS
OFF-0000377,C_455087,2020-11-02,2020-11-04,P_RARE_Product_Family_05,Product_Family_05,180.21,178.23,0.011,مدت‌دار,9,رقابت قیمتی,قبول,2020-12-01,2020-12-03,CRM_OFFERS
OFF-0000378,C_155990,2020-10-07,2020-10-07,P_RARE_Product_Family_03,Product_Family_03,76.7,70.49,0.081,مدت‌دار,17,تسویه سریع,منقضی‌شده,2020-11-01,2020-11-01,CRM_OFFERS
OFF-0000379,C_683666,2021-08-04,2021-08-05,P_RARE_Product_Family_03,Product_Family_03,227.29,210.04,0.0759,مدت‌دار,25,تسویه سریع,رد,2021-08-24,2021-08-25,CRM_OFFERS
OFF-0000380,C_948070,2020-01-05,2020-01-07,P_RARE_Product_Family_05,Product_Family_05,236.49,228.9,0.0321,حجمی,21,حفظ مشتری کلیدی,درحال مذاکره,,,CRM_OFFERS
OFF-0000381,C_746892,2020-01-24,2020-01-25,P_RARE_Product_Family_03,Product_Family_03,100.41,96.68,0.0371,مدت‌دار,13,تسویه سریع,قبول,2020-01-28,2020-01-29,CRM_OFFERS
OFF-0000382,C_806376,2021-06-29,2021-06-30,P_264078,Product_Family_03,217.77,212.98,0.022,حجمی,11,تسویه سریع,قبول,2021-07-20,2021-07-21,CRM_OFFERS
OFF-0000383,C_672706,2020-09-27,2020-09-27,P_RARE_Product_Family_02,Product_Family_02,74.6,72.59,0.027,حجمی,29,افزایش سهم از سبد,رد,2020-10-23,2020-10-23,CRM_OFFERS
OFF-0000384,C_051535,2021-05-27,2021-05-27,P_253702,Product_Family_04,122.49,121.04,0.0118,حجمی,27,افزایش سهم از سبد,رد,2021-06-08,2021-06-08,CRM_OFFERS
OFF-0000385,C_274912,2020-07-07,2020-07-09,P_992126,Product_Family_03,117.59,115.6,0.0169,مدت‌دار,19,آزمون محصول,منقضی‌شده,2020-07-24,2020-07-26,CRM_OFFERS
OFF-0000386,C_317124,2021-08-21,2021-08-23,P_149775,Product_Family_03,148.02,136.67,0.0767,حجمی,17,آزمون محصول,منقضی‌شده,2021-08-25,2021-08-27,CRM_OFFERS
OFF-0000387,C_746892,2020-03-19,2020-03-20,P_427873,Product_Family_04,95.58,87.76,0.0818,قیمتی,9,معرفی محصول جدید,درحال مذاکره,,,CRM_OFFERS
OFF-0000388,C_051706,2020-05-04,2020-05-05,P_725670,Product_Family_04,87.41,81.59,0.0666,قیمتی,7,افزایش سهم از سبد,قبول,2020-05-29,2020-05-30,CRM_OFFERS
OFF-0000389,C_011055,2022-05-28,2022-05-28,P_RARE_Product_Family_03,Product_Family_03,842.18,781.8,0.0717,قیمتی,25,رقابت قیمتی,رد,2022-06-26,2022-06-26,CRM_OFFERS
OFF-0000390,C_661757,2021-09-20,2021-09-20,P_RARE_Product_Family_05,Product_Family_05,338.48,318.1,0.0602,مدت‌دار,25,معرفی محصول جدید,درحال مذاکره,,,CRM_OFFERS
OFF-0000391,C_749821,2022-04-25,2022-04-26,P_230552,Product_Family_03,708.81,669.68,0.0552,مدت‌دار,7,معرفی محصول جدید,قبول,2022-05-20,2022-05-21,CRM_OFFERS
OFF-0000392,C_265163,2021-06-05,2021-06-06,P_RARE_Product_Family_04,Product_Family_04,57.6,53.55,0.0703,قیمتی,9,افزایش حجم سفارش,قبول,2021-06-13,2021-06-14,CRM_OFFERS
OFF-0000393,C_672706,2020-10-31,2020-11-02,P_RARE_Product_Family_02,Product_Family_02,91.18,85.23,0.0653,قیمتی,17,معرفی محصول جدید,منقضی‌شده,2020-11-04,2020-11-06,CRM_OFFERS
OFF-0000394,C_746892,2020-11-10,2020-11-12,P_975626,Product_Family_01,113.81,104.66,0.0804,مدت‌دار,19,معرفی محصول جدید,منقضی‌شده,2020-11-27,2020-11-29,CRM_OFFERS
OFF-0000395,C_473035,2020-10-29,2020-10-29,P_RARE_Product_Family_05,Product_Family_05,358.92,331.86,0.0754,حجمی,27,حفظ مشتری کلیدی,رد,2020-11-11,2020-11-11,CRM_OFFERS
OFF-0000396,C_746892,2020-07-05,2020-07-05,P_548156,Product_Family_03,73.81,72.66,0.0156,حجمی,29,افزایش سهم از سبد,درحال مذاکره,,,CRM_OFFERS
OFF-0000397,C_980626,2022-03-08,2022-03-09,P_278460,Product_Family_03,863.07,854.01,0.0105,حجمی,11,افزایش حجم سفارش,درحال مذاکره,,,CRM_OFFERS
OFF-0000398,C_113139,2021-08-13,2021-08-14,P_639522,Product_Family_04,124.34,121.14,0.0257,مدت‌دار,13,رقابت قیمتی,قبول,2021-08-18,2021-08-19,CRM_OFFERS
OFF-0000399,C_683666,2021-04-04,2021-04-06,P_869644,Product_Family_03,204.74,200.52,0.0206,مدت‌دار,21,افزایش حجم سفارش,منقضی‌شده,2021-05-04,2021-05-06,CRM_OFFERS
OFF-0000400,C_299317,2021-07-28,2021-07-28,P_042415,Product_Family_04,126.78,123.24,0.0279,قیمتی,26,تسویه سریع,قبول,2021-08-16,2021-08-16,CRM_OFFERS
OFF-0000401,C_519849,2020-07-24,2020-07-25,P_718494,Product_Family_03,81.87,80.0,0.0228,قیمتی,8,آزمون محصول,منقضی‌شده,2020-08-08,2020-08-09,CRM_OFFERS
OFF-0000402,C_535756,2021-10-04,2021-10-05,P_192876,Product_Family_04,275.94,265.45,0.038,مدت‌دار,10,افزایش سهم از سبد,منقضی‌شده,2021-11-01,2021-11-02,CRM_OFFERS
OFF-0000403,C_472366,2021-12-13,2021-12-15,P_RARE_Product_Family_01,Product_Family_01,331.96,321.04,0.0329,مدت‌دار,18,افزایش حجم سفارش,رد,2022-01-06,2022-01-08,CRM_OFFERS
OFF-0000404,C_746892,2020-05-09,2020-05-11,P_RARE_Product_Family_03,Product_Family_03,130.19,123.93,0.0481,حجمی,20,افزایش سهم از سبد,رد,2020-05-16,2020-05-18,CRM_OFFERS
OFF-0000405,C_768792,2021-09-18,2021-09-18,P_812406,Product_Family_04,157.15,150.38,0.0431,قیمتی,28,افزایش حجم سفارش,درحال مذاکره,,,CRM_OFFERS
OFF-0000406,C_951507,2021-04-22,2021-04-22,P_305089,Product_Family_03,218.53,205.81,0.0582,مدت‌دار,5,افزایش سهم از سبد,قبول,2021-05-08,2021-05-08,CRM_OFFERS
OFF-0000407,C_746892,2021-11-25,2021-11-26,P_427361,Product_Family_03,442.59,419.04,0.0532,قیمتی,12,حفظ مشتری کلیدی,منقضی‌شده,2021-12-06,2021-12-07,CRM_OFFERS
OFF-0000408,C_683666,2021-01-14,2021-01-16,P_RARE_Product_Family_05,Product_Family_05,210.3,197.18,0.0624,قیمتی,12,معرفی محصول جدید,درحال مذاکره,,,CRM_OFFERS
OFF-0000409,C_937594,2021-02-27,2021-02-27,P_983543,Product_Family_05,212.89,200.67,0.0574,قیمتی,20,افزایش حجم سفارش,قبول,2021-03-09,2021-03-09,CRM_OFFERS
OFF-0000410,C_180745,2020-08-31,2020-09-01,P_RARE_Product_Family_04,Product_Family_04,47.2,44.23,0.0629,مدت‌دار,18,حفظ مشتری کلیدی,منقضی‌شده,2020-09-29,2020-09-30,CRM_OFFERS
OFF-0000411,C_633661,2021-11-13,2021-11-13,P_RARE_Product_Family_03,Product_Family_03,321.53,299.7,0.0679,حجمی,10,حفظ مشتری کلیدی,قبول,2021-11-17,2021-11-17,CRM_OFFERS
OFF-0000412,C_385862,2020-01-22,2020-01-22,P_353119,Product_Family_05,142.71,135.19,0.0527,قیمتی,8,تسویه سریع,درحال مذاکره,,,CRM_OFFERS
OFF-0000413,C_683666,2020-02-24,2020-02-26,P_RARE_Product_Family_03,Product_Family_03,115.24,108.58,0.0578,مدت‌دار,26,معرفی محصول جدید,رد,2020-03-20,2020-03-22,CRM_OFFERS
OFF-0000414,C_746892,2020-10-16,2020-10-18,P_989994,Product_Family_03,118.83,113.77,0.0426,مدت‌دار,24,حفظ مشتری کلیدی,رد,2020-10-28,2020-10-30,CRM_OFFERS
OFF-0000415,C_479796,2020-12-02,2020-12-03,P_975626,Product_Family_01,116.61,111.05,0.0477,مدت‌دار,16,آزمون محصول,منقضی‌شده,2020-12-18,2020-12-19,CRM_OFFERS
OFF-0000416,C_746892,2020-11-15,2020-11-16,P_RARE_Product_Family_04,Product_Family_04,154.68,149.65,0.0325,حجمی,14,رقابت قیمتی,منقضی‌شده,2020-11-18,2020-11-19,CRM_OFFERS
OFF-0000417,C_180745,2020-12-25,2020-12-25,P_RARE_Product_Family_04,Product_Family_04,70.88,68.21,0.0376,حجمی,6,افزایش حجم سفارش,قبول,2021-01-01,2021-01-01,CRM_OFFERS
OFF-0000418,C_482570,2022-04-10,2022-04-12,P_RARE_Product_Family_04,Product_Family_04,649.72,631.33,0.0283,حجمی,6,تسویه سریع,درحال مذاکره,,,CRM_OFFERS
OFF-0000419,C_683666,2020-03-27,2020-03-28,P_047796,Product_Family_03,111.23,107.51,0.0334,مدت‌دار,24,حفظ مشتری کلیدی,منقضی‌شده,2020-04-05,2020-04-06,CRM_OFFERS
OFF-0000420,C_943921,2020-08-22,2020-08-24,P_703625,Product_Family_04,104.09,101.72,0.0228,قیمتی,9,حفظ مشتری کلیدی,منقضی‌شده,2020-08-31,2020-09-02,CRM_OFFERS
OFF-0000421,C_698497,2021-06-12,2021-06-12,P_655926,Product_Family_04,179.02,175.83,0.0178,مدت‌دار,17,تسویه سریع,رد,2021-06-17,2021-06-17,CRM_OFFERS
OFF-0000422,C_746892,2020-04-27,2020-04-28,P_232438,Product_Family_03,124.91,123.32,0.0127,مدت‌دار,25,آزمون محصول,درحال مذاکره,,,CRM_OFFERS
OFF-0000423,C_672706,2021-12-20,2021-12-22,P_RARE_Product_Family_02,Product_Family_02,293.62,269.34,0.0827,مدت‌دار,7,افزایش حجم سفارش,منقضی‌شده,2022-01-15,2022-01-17,CRM_OFFERS
OFF-0000424,C_683666,2020-08-02,2020-08-03,P_RARE_Product_Family_03,Product_Family_03,120.51,115.32,0.0431,مدت‌دار,29,افزایش حجم سفارش,درحال مذاکره,,,CRM_OFFERS
OFF-0000425,C_265163,2021-07-27,2021-07-29,P_RARE_Product_Family_04,Product_Family_04,65.23,62.75,0.038,قیمتی,11,رقابت قیمتی,درحال مذاکره,,,CRM_OFFERS
OFF-0000426,C_838088,2021-05-18,2021-05-18,P_RARE_Product_Family_05,Product_Family_05,275.54,266.47,0.0329,مدت‌دار,19,حفظ مشتری کلیدی,رد,2021-06-05,2021-06-05,CRM_OFFERS
OFF-0000427,C_352205,2022-05-05,2022-05-06,P_RARE_Product_Family_02,Product_Family_02,775.76,754.12,0.0279,حجمی,27,افزایش سهم از سبد,قبول,2022-05-19,2022-05-20,CRM_OFFERS
OFF-0000428,C_698497,2022-05-25,2022-05-25,P_591650,Product_Family_05,1018.6,954.12,0.0633,حجمی,23,آزمون محصول,رد,2022-06-08,2022-06-08,CRM_OFFERS
OFF-0000429,C_683666,2021-08-27,2021-08-28,P_RARE_Product_Family_01,Product_Family_01,276.12,260.05,0.0582,قیمتی,5,حفظ مشتری کلیدی,قبول,2021-09-06,2021-09-07,CRM_OFFERS
OFF-0000430,C_117580,2020-07-14,2020-07-14,P_593409,Product_Family_02,116.73,109.98,0.0578,مدت‌دار,27,تسویه سریع,رد,2020-08-02,2020-08-02,CRM_OFFERS
OFF-0000431,C_980626,2022-05-10,2022-05-12,P_327376,Product_Family_03,779.96,730.9,0.0629,حجمی,19,معرفی محصول جدید,منقضی‌شده,2022-06-03,2022-06-05,CRM_OFFERS
OFF-0000432,C_317124,2021-02-21,2021-02-22,P_679203,Product_Family_03,90.68,84.52,0.0679,مدت‌دار,11,آزمون محصول,قبول,2021-03-21,2021-03-22,CRM_OFFERS
OFF-0000433,C_113139,2020-04-05,2020-04-05,P_062869,Product_Family_01,75.13,69.65,0.073,قیمتی,29,رقابت قیمتی,رد,2020-04-07,2020-04-07,CRM_OFFERS
OFF-0000434,C_245948,2022-05-20,2022-05-22,P_RARE_Product_Family_04,Product_Family_04,757.94,698.82,0.078,قیمتی,21,افزایش سهم از سبد,درحال مذاکره,,,CRM_OFFERS
OFF-0000435,C_806376,2020-12-18,2020-12-19,P_593409,Product_Family_02,157.89,144.77,0.0831,مدت‌دار,13,رقابت قیمتی,قبول,2020-12-29,2020-12-30,CRM_OFFERS
OFF-0000436,C_095017,2020-06-17,2020-06-17,P_938622,Product_Family_03,84.73,83.61,0.0132,قیمتی,5,آزمون محصول,رد,2020-07-03,2020-07-03,CRM_OFFERS
OFF-0000437,C_984759,2020-09-16,2020-09-18,P_942851,Product_Family_03,130.04,127.67,0.0182,حجمی,23,معرفی محصول جدید,منقضی‌شده,2020-10-06,2020-10-08,CRM_OFFERS
OFF-0000438,C_317124,2022-02-21,2022-02-22,P_RARE_Product_Family_03,Product_Family_03,684.85,668.89,0.0233,حجمی,15,معرفی محصول جدید,قبول,2022-03-17,2022-03-18,CRM_OFFERS
OFF-0000439,C_683666,2021-10-11,2021-10-11,P_RARE_Product_Family_03,Product_Family_03,289.25,281.06,0.0283,قیمتی,7,رقابت قیمتی,درحال مذاکره,,,CRM_OFFERS
OFF-0000440,C_117580,2020-08-29,2020-08-31,P_769459,Product_Family_02,130.87,124.52,0.0485,قیمتی,7,آزمون محصول,رد,2020-09-27,2020-09-29,CRM_OFFERS
OFF-0000441,C_739947,2020-07-04,2020-07-04,P_RARE_Product_Family_05,Product_Family_05,166.7,159.47,0.0434,مدت‌دار,15,تسویه سریع,قبول,2020-07-29,2020-07-29,CRM_OFFERS
OFF-0000442,C_398853,2020-10-22,2020-10-22,P_942851,Product_Family_03,136.28,128.29,0.0586,قیمتی,17,افزایش حجم سفارش,قبول,2020-10-30,2020-10-30,CRM_OFFERS
OFF-0000443,C_342564,2020-06-04,2020-06-05,P_RARE_Product_Family_03,Product_Family_03,118.55,112.2,0.0536,مدت‌دار,25,حفظ مشتری کلیدی,منقضی‌شده,2020-06-08,2020-06-09,CRM_OFFERS
OFF-0000444,C_502843,2020-07-08,2020-07-08,P_332034,Product_Family_03,62.68,60.91,0.0283,مدت‌دار,13,افزایش سهم از سبد,قبول,2020-07-20,2020-07-20,CRM_OFFERS
OFF-0000445,C_980626,2021-04-30,2021-05-01,P_RARE_Product_Family_05,Product_Family_05,336.65,328.84,0.0232,حجمی,21,رقابت قیمتی,منقضی‌شده,2021-05-08,2021-05-09,CRM_OFFERS
OFF-0000446,C_051706,2022-05-16,2022-05-17,P_987950,Product_Family_05,1012.27,973.4,0.0384,قیمتی,23,افزایش حجم سفارش,درحال مذاکره,,,CRM_OFFERS
OFF-0000447,C_317124,2021-05-17,2021-05-19,P_679203,Product_Family_03,90.92,87.89,0.0333,قیمتی,5,حفظ مشتری کلیدی,درحال مذاکره,,,CRM_OFFERS
OFF-0000448,C_117580,2020-07-31,2020-07-31,P_700346,Product_Family_02,118.48,116.82,0.014,مدت‌دار,22,افزایش حجم سفارش,درحال مذاکره,,,CRM_OFFERS
OFF-0000449,C_683666,2020-05-08,2020-05-09,P_RARE_Product_Family_03,Product_Family_03,110.84,101.54,0.0839,قیمتی,30,آزمون محصول,منقضی‌شده,2020-06-07,2020-06-08,CRM_OFFERS
OFF-0000450,C_980626,2020-06-07,2020-06-07,P_569202,Product_Family_03,82.89,80.1,0.0337,قیمتی,13,تسویه سریع,درحال مذاکره,,,CRM_OFFERS
OFF-0000451,C_502843,2020-11-22,2020-11-24,P_995645,Product_Family_03,88.8,85.36,0.0387,قیمتی,5,رقابت قیمتی,قبول,2020-12-17,2020-12-19,CRM_OFFERS
OFF-0000452,C_683666,2021-03-16,2021-03-18,P_RARE_Product_Family_03,Product_Family_03,196.33,191.7,0.0236,حجمی,29,آزمون محصول,قبول,2021-03-28,2021-03-30,CRM_OFFERS
OFF-0000453,C_857626,2021-04-27,2021-04-28,P_RARE_Product_Family_03,Product_Family_03,215.12,208.97,0.0286,قیمتی,21,افزایش سهم از سبد,رد,2021-05-14,2021-05-15,CRM_OFFERS
OFF-0000454,C_411261,2020-09-02,2020-09-04,P_635050,Product_Family_03,92.69,87.69,0.0539,مدت‌دار,7,افزایش حجم سفارش,قبول,2020-09-11,2020-09-13,CRM_OFFERS
OFF-0000455,C_672706,2020-01-22,2020-01-23,P_RARE_Product_Family_02,Product_Family_02,76.85,72.32,0.059,مدت‌دار,25,رقابت قیمتی,درحال مذاکره,,,CRM_OFFERS
OFF-0000456,C_806376,2021-11-12,2021-11-13,P_RARE_Product_Family_02,Product_Family_02,233.22,223.0,0.0438,مدت‌دار,23,معرفی محصول جدید,رد,2021-12-12,2021-12-13,CRM_OFFERS
