customer_id,snapshot_date,recency_days,tenure_days,freq_90d,freq_180d,freq_365d,freq_trend,monetary_sum_90d,monetary_avg_90d,monetary_sum_365d,gap_mean_days,gap_std_days,nunique_product_365d,nunique_group_365d,cash_ratio_365d,offer_count,offer_reject_rate,offer_expire_rate,offer_avg_discount_pct,avg_payment_delay_days,bounced_check_rate,wallet_share,has_offer_history,has_payment_history,has_wallet_share,low_history_flag
C_579127,2022-03-01,99,99,0,1,1,-1,0.0,0.0,7755.38,,,1,1,1.0,0,0.0,0.0,0.0,17.0,0.0,0.0,0,1,1,1
C_579810,2022-03-01,85,729,1,5,5,-3,5450.3,5450.3,17674.9,92.0,129.605812626852,5,2,1.0,0,0.0,0.0,0.0,19.25,0.0,0.0,0,1,1,0
C_582486,2022-03-01,323,757,0,0,1,0,0.0,0.0,456874.66,48.22222222222222,118.5588227187013,1,1,1.0,0,0.0,0.0,0.0,14.666666666666666,0.0,0.0,0,1,1,1
C_585824,2022-03-01,624,624,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0.0,0.0,0.0,36.0,0.0,0.0,0,1,1,1
C_585944,2022-03-01,253,750,0,0,3,0,0.0,0.0,458326.15,99.4,120.57487300428726,1,1,1.0,0,0.0,0.0,0.0,20.5,0.0,0.0,0,1,1,0
C_589205,2022-03-01,246,330,0,0,3,0,0.0,0.0,217723.17,42.0,19.79898987322333,1,1,1.0,1,1.0,0.0,7.1,19.0,0.0,0.0,1,1,1,0
C_589300,2022-03-01,92,778,0,1,1,-1,0.0,0.0,5140.05,19.6,75.75082993138832,1,1,1.0,1,0.0,0.0,8.2,29.72222222222222,0.0,0.0,1,1,1,1
C_590257,2022-03-01,288,785,0,0,8,0,0.0,0.0,22696.96,6.716216216216216,16.88763856114253,6,3,1.0,1,1.0,0.0,8.0,22.33333333333333,0.0256410256410256,0.0,1,1,1,0
C_591112,2022-03-01,8,8,3,3,3,3,461261.39,153753.79666666666,461261.39,0.0,0.0,2,1,1.0,0,0.0,0.0,0.0,20.5,0.0,0.670003957261575,0,1,1,0
C_749079,2022-03-01,120,400,0,6,6,-6,0.0,0.0,840409.25,18.666666666666668,55.22378714527524,2,1,0.0,1,0.0,1.0,2.3,27.11111111111111,0.0,0.0,1,1,1,0
C_983306,2022-03-01,596,729,0,0,0,0,0.0,0.0,0.0,12.090909090909092,33.29100342571412,0,0,,0,0.0,0.0,0.0,25.0,0.0,0.0,0,1,1,1
C_750894,2022-03-01,148,617,0,2,10,-2,0.0,0.0,2718791.64,20.39130434782609,63.24392829673979,3,3,0.2,1,1.0,0.0,6.0,29.181818181818183,0.0,0.0,1,1,1,0
C_909337,2022-03-01,722,722,0,0,0,0,0.0,0.0,0.0,0.0,,0,0,,0,0.0,0.0,0.0,40.0,0.0,0.0,0,1,1,1
C_910651,2022-03-01,211,316,0,0,15,0,0.0,0.0,1274127.84,7.5,15.643873217038331,1,1,1.0,0,0.0,0.0,0.0,25.25,0.0,0.0,0,1,1,0
C_914687,2022-03-01,1,512,2,4,14,0,270678.27,135339.135,1174873.52,26.894736842105264,43.16749643583714,4,1,0.5,1,0.0,1.0,2.0,19.9375,0.0,0.75,1,1,1,0
C_915518,2022-03-01,8,778,10,44,67,-24,28229.21,2822.921,166055.33,5.384615384615385,10.465182432090934,18,3,1.0,4,0.0,0.5,5.4,21.130434782608692,0.0,0.6802197802197802,1,1,1,0
C_917207,2022-03-01,512,575,0,0,0,0,0.0,0.0,0.0,4.846153846153846,17.473056181094716,0,0,,1,0.0,1.0,8.3,11.0,0.0,0.0,1,1,1,1
C_918840,2022-03-01,386,519,0,0,0,0,0.0,0.0,0.0,44.333333333333336,76.78758580222022,0,0,,0,0.0,0.0,0.0,32.666666666666664,0.0,0.0,0,1,1,1
C_909326,2022-03-01,120,491,0,3,17,-3,0.0,0.0,182042.34,14.26923076923077,28.03363364575872,13,3,1.0,0,0.0,0.0,0.0,19.866666666666667,0.0,0.0,0,1,1,0
C_923612,2022-03-01,197,673,0,0,22,0,0.0,0.0,268294.84,8.814814814814815,30.198134438239148,2,2,1.0,3,0.6666666666666666,0.0,4.266666666666667,25.571428571428573,0.0,0.0,1,1,1,0
C_930613,2022-03-01,218,232,0,0,25,0,0.0,0.0,1276150.91,0.5833333333333334,2.857738033247041,16,4,0.0,0,0.0,0.0,0.0,37.5,0.0,0.0,0,1,1,0
C_930788,2022-03-01,484,764,0,0,0,0,0.0,0.0,0.0,7.17948717948718,9.430833514739088,0,0,,3,0.0,0.0,6.466666666666666,16.90909090909091,0.0,0.0,1,1,1,1
C_931525,2022-03-01,274,330,0,0,6,0,0.0,0.0,184868.13,11.2,25.043961347997644,1,1,1.0,1,0.0,0.0,4.8,31.0,0.3333333333333333,0.0,1,1,1,0
C_932058,2022-03-01,729,729,0,0,0,0,0.0,0.0,0.0,,,0,0,,0,0.0,0.0,0.0,26.0,0.0,0.0,0,1,1,1
C_932097,2022-03-01,421,568,0,0,0,0,0.0,0.0,0.0,49.0,84.870489570875,0,0,,0,0.0,0.0,0.0,35.5,0.0,0.0,0,1,1,1
C_932446,2022-03-01,225,806,0,0,8,0,0.0,0.0,12033.67,32.27777777777778,121.41315247851544,5,1,1.0,2,0.0,0.0,5.35,38.0,0.0,0.0,1,1,1,0
C_927798,2022-03-01,736,736,0,0,0,0,0.0,0.0,0.0,0.0,,0,0,,0,0.0,0.0,0.0,24.0,0.0,0.0,0,1,1,1
C_908293,2022-03-01,274,778,0,0,2,0,0.0,0.0,1158.92,18.0,47.262858332709605,2,1,1.0,2,0.5,0.5,3.9,26.857142857142858,0.0,0.0,1,1,1,0
C_906263,2022-03-01,456,463,0,0,0,0,0.0,0.0,0.0,1.4,3.130495168499705,0,0,,0,0.0,0.0,0.0,8.0,0.0,0.0,0,1,1,1
C_903161,2022-03-01,15,743,1,1,10,1,17312.75,17312.75,97460.96,26.0,56.54365733824781,10,3,1.0,1,0.0,0.0,6.3,27.647058823529413,0.0,0.4199864956110735,1,1,1,0
C_883391,2022-03-01,554,554,0,0,0,0,0.0,0.0,0.0,,,0,0,,0,0.0,0.0,0.0,39.0,0.0,0.0,0,1,1,1
C_883501,2022-03-01,92,722,0,3,15,-3,0.0,0.0,68382.8,24.23076923076923,34.42011934006934,11,3,1.0,0,0.0,0.0,0.0,26.5625,0.0,0.0,0,1,1,0
C_884864,2022-03-01,29,323,8,35,77,-19,20576.96,2572.12,103423.89,3.8684210526315783,8.507787969875066,32,3,1.0,3,0.0,0.6666666666666666,4.633333333333334,23.11111111111111,0.037037037037037,0.0,1,1,1,0
C_884977,2022-03-01,337,435,0,0,1,0,0.0,0.0,430394.83,24.5,49.0,1,1,1.0,0,0.0,0.0,0.0,33.5,0.0,0.0,0,1,1,1
C_886577,2022-03-01,43,43,5,5,5,5,369991.32,73998.264,369991.32,0.0,0.0,5,3,1.0,0,0.0,0.0,0.0,13.0,0.0,0.0,0,1,1,0
C_887838,2022-03-01,757,771,0,0,0,0,0.0,0.0,0.0,1.4,2.951459149490488,0,0,,3,0.6666666666666666,0.0,4.266666666666667,18.375,0.0,0.0,1,1,1,1
C_888956,2022-03-01,8,750,7,20,31,-6,1311650.73,187378.67571428567,3055935.62,9.160493827160494,12.257096709787616,13,4,1.0,3,0.3333333333333333,0.3333333333333333,6.366666666666667,23.65573770491803,0.0163934426229508,0.4,1,1,1,0
C_889622,2022-03-01,680,680,0,0,0,0,0.0,0.0,0.0,0.0,,0,0,,0,0.0,0.0,0.0,45.0,0.0,0.0,0,1,1,1
C_891574,2022-03-01,148,575,0,4,4,-4,0.0,0.0,20962.14,42.7,96.62648590204331,3,2,1.0,0,0.0,0.0,0.0,24.55555555555556,0.0,0.0,0,1,1,0
C_894991,2022-03-01,358,358,0,0,2,0,0.0,0.0,146549.90000000002,0.0,,2,1,1.0,0,0.0,0.0,0.0,5.0,0.0,0.0,0,1,1,0
C_895100,2022-03-01,330,330,0,0,1,0,0.0,0.0,182417.39,,,1,1,1.0,0,0.0,0.0,0.0,30.0,0.0,0.0,0,1,1,1
C_897743,2022-03-01,470,666,0,0,0,0,0.0,0.0,0.0,6.32258064516129,13.568068142454166,0,0,,0,0.0,0.0,0.0,26.23076923076923,0.0,0.0,0,1,1,1
C_899372,2022-03-01,141,372,0,5,35,-5,0.0,0.0,1072937.61,5.923076923076923,13.295002257248507,2,1,1.0,3,0.3333333333333333,0.0,6.099999999999999,19.166666666666668,0.0,0.0,1,1,1,0
C_900728,2022-03-01,78,708,2,4,13,0,242398.94,121199.47,779616.55,23.33333333333333,28.861739379323623,7,2,1.0,1,0.0,0.0,6.5,31.384615384615383,0.0,0.0,1,1,1,0
C_902072,2022-03-01,120,750,0,2,3,-2,0.0,0.0,1112808.46,78.75,72.23918604192603,1,1,0.6666666666666666,0,0.0,0.0,0.0,8.444444444444445,0.0,0.0,0,1,1,0
C_933611,2022-03-01,218,575,0,0,13,0,0.0,0.0,46879.35,18.789473684210527,52.38593847310175,4,2,1.0,0,0.0,0.0,0.0,9.8,0.0,0.0,0,1,1,0
C_936530,2022-03-01,225,757,0,0,1,0,0.0,0.0,68593.73,532.0,,1,1,1.0,0,0.0,0.0,0.0,29.0,0.0,0.0,0,1,1,1
C_937594,2022-03-01,1,743,51,172,321,-70,43487377.88,852693.6839215687,147304945.53,1.379182156133829,4.491798203278211,5,2,0.0093457943925233,29,0.2758620689655172,0.1379310344827586,4.837931034482759,24.775,0.0027777777777777,0.75,1,1,1,0
C_938531,2022-03-01,169,729,0,1,14,-1,0.0,0.0,502240.86,14.35897435897436,22.01612707884738,7,2,1.0,4,0.5,0.25,5.325,18.967741935483872,0.0,0.0,1,1,1,0
C_969243,2022-03-01,638,666,0,0,0,0,0.0,0.0,0.0,14.0,19.79898987322333,0,0,,0,0.0,0.0,0.0,31.0,0.0,0.0,0,1,1,1
C_969414,2022-03-01,8,743,1,5,17,-3,5318.55,5318.55,529641.26,6.336206896551724,17.220283270667732,9,4,1.0,5,0.4,0.2,4.98,25.37037037037037,0.0,0.4299583911234397,1,1,1,0
C_969707,2022-03-01,428,771,0,0,0,0,0.0,0.0,0.0,10.393939393939394,18.44745814797291,0,0,,1,0.0,0.0,6.4,25.5,0.0,0.0,1,1,1,1
C_978571,2022-03-01,757,757,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0.0,0.0,0.0,17.0,0.0,0.0,0,1,1,1
C_979388,2022-03-01,351,358,0,0,2,0,0.0,0.0,27620.41,7.0,,1,1,1.0,0,0.0,0.0,0.0,32.333333333333336,0.0,0.0,0,1,1,0
C_979950,2022-03-01,428,428,0,0,0,0,0.0,0.0,0.0,0.0,,0,0,,0,0.0,0.0,0.0,27.666666666666668,0.0,0.0,0,1,1,1
C_980626,2022-03-01,1,785,10,89,179,-69,546351.43,54635.143,4274210.45,1.945409429280397,5.724782254314468,34,3,0.0949720670391061,25,0.4,0.32,4.668,23.64885496183206,0.0076335877862595,0.3799997207834815,1,1,1,0
C_980741,2022-03-01,631,631,0,0,0,0,0.0,0.0,0.0,0.0,,0,0,,0,0.0,0.0,0.0,2.0,0.0,0.0,0,1,1,1
C_980765,2022-03-01,526,729,0,0,0,0,0.0,0.0,0.0,6.151515151515151,20.01112380046597,0,0,,1,1.0,0.0,6.3,23.0,0.0,0.0,1,1,1,1
C_980766,2022-03-01,463,463,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,,3,0.3333333333333333,0.0,6.3,10.0,0.0,0.0,1,1,1,1
C_980957,2022-03-01,8,148,6,7,7,5,2342400.97,390400.1616666667,2344083.61,23.33333333333333,57.15476066494082,6,1,0.1428571428571428,0,0.0,0.0,0.0,43.5,0.0,0.5700001284956162,0,1,1,0
C_981891,2022-03-01,456,491,0,0,0,0,0.0,0.0,0.0,0.7142857142857143,2.140872096444188,0,0,,1,1.0,0.0,1.9,16.9,0.0,0.0,1,1,1,1
C_497112,2022-03-01,274,281,0,0,8,0,0.0,0.0,893943.54,1.0,2.6457513110645907,2,2,0.0,0,0.0,0.0,0.0,21.0,0.0,0.0,0,1,1,0
C_984759,2022-03-01,22,792,6,8,75,4,590649.29,98441.54833333334,3778600.61,2.950191570881226,8.977397363640417,17,4,0.88,12,0.0833333333333333,0.3333333333333333,3.233333333333333,24.91860465116279,0.0,0.6900017253278123,1,1,1,0
C_986633,2022-03-01,85,736,2,5,15,-1,156743.36000000002,78371.68000000001,368335.25,6.642857142857143,16.09395737280069,11,3,1.0,2,1.0,0.0,3.85,22.92105263157895,0.0,0.0,1,1,1,0
C_969004,2022-03-01,183,750,0,0,6,0,0.0,0.0,12842.37,47.25,109.91742768592664,6,3,1.0,0,0.0,0.0,0.0,31.0,0.0,0.0,0,1,1,0
C_878777,2022-03-01,428,750,0,0,0,0,0.0,0.0,0.0,161.0,168.2914139223983,0,0,,0,0.0,0.0,0.0,20.0,0.0,0.0,0,1,1,1
C_968987,2022-03-01,743,792,0,0,0,0,0.0,0.0,0.0,8.166666666666666,10.303721010715822,0,0,,0,0.0,0.0,0.0,37.0,0.0,0.0,0,1,1,1
C_954849,2022-03-01,309,309,0,0,3,0,0.0,0.0,64925.88999999999,0.0,0.0,1,1,1.0,1,1.0,0.0,2.3,14.0,0.0,0.0,1,1,1,0
C_939274,2022-03-01,547,547,0,0,0,0,0.0,0.0,0.0,0.0,,0,0,,0,0.0,0.0,0.0,3.0,0.0,0.0,0,1,1,1
C_939370,2022-03-01,8,785,15,34,55,-4,1783397.57,118893.17133333332,3395614.95,5.145695364238411,9.621779011522682,24,4,0.2363636363636363,3,0.0,0.3333333333333333,3.5666666666666664,28.404255319148938,0.0,0.7499999999999999,1,1,1,0
C_940986,2022-03-01,260,561,0,0,2,0,0.0,0.0,370980.52,18.8125,45.344928051547285,2,1,1.0,0,0.0,0.0,0.0,33.8,0.0,0.0,0,1,1,0
C_941574,2022-03-01,8,771,23,26,36,20,648794.33,28208.44913043478,711023.96,15.571428571428571,27.494696458286885,13,2,1.0,2,0.0,0.5,5.7,23.8,0.0285714285714285,0.7099833526711397,1,1,1,0
C_943171,2022-03-01,141,386,0,2,24,-2,0.0,0.0,576680.34,8.75,14.080785436846856,7,2,1.0,0,0.0,0.0,0.0,24.77777777777778,0.0,0.0,0,1,1,0
C_943415,2022-03-01,323,323,0,0,2,0,0.0,0.0,12815.81,0.0,,1,1,1.0,0,0.0,0.0,0.0,18.0,0.0,0.0,0,1,1,0
C_943921,2022-03-01,57,785,1,19,37,-17,44692.29,44692.29,1673659.81,7.505154639175258,14.261781468418343,5,1,1.0,5,0.2,0.4,5.92,23.930232558139537,0.0,0.0,1,1,1,0
C_944253,2022-03-01,463,736,0,0,0,0,0.0,0.0,0.0,18.2,53.16577846698004,0,0,,1,0.0,0.0,5.8,38.77777777777778,0.0,0.0,1,1,1,1
C_945055,2022-03-01,197,449,0,0,5,0,0.0,0.0,4665611.8100000005,31.5,16.73320053068151,1,1,1.0,0,0.0,0.0,0.0,23.22222222222222,0.0,0.0,0,1,1,0
C_948070,2022-03-01,85,792,2,8,11,-4,575767.4299999999,287883.715,1822318.9,9.95774647887324,23.47608912411478,5,3,1.0,5,0.6,0.0,2.96,20.30434782608696,0.0,0.0,1,1,1,0
C_948373,2022-03-01,36,92,3,6,6,0,241507.87,80502.62333333334,501938.56,11.2,25.043961347997644,3,1,1.0,0,0.0,0.0,0.0,39.5,0.0,0.0,0,1,1,0
C_949047,2022-03-01,190,386,0,0,22,0,0.0,0.0,4523750.84,7.84,12.00930195029392,5,1,0.0,0,0.0,0.0,0.0,23.08333333333333,0.0,0.0,0,1,1,0
C_950113,2022-03-01,162,372,0,3,72,-3,0.0,0.0,7334497.43,2.5609756097560976,8.046312798649998,2,2,0.0277777777777777,3,0.3333333333333333,0.0,5.333333333333333,26.863636363636363,0.0,0.0,1,1,1,0
C_951507,2022-03-01,15,757,25,88,200,-38,1821674.72,72866.98879999999,12670715.32,1.9025641025641025,4.3927661486532985,38,4,1.0,20,0.15,0.2,5.175,24.410138248847925,0.0046082949308755,0.4400008951750068,1,1,1,0
C_954731,2022-03-01,134,484,0,8,9,-8,0.0,0.0,537620.34,6.363636363636363,24.258914845782968,2,1,0.8888888888888888,2,0.0,0.0,4.75,27.714285714285715,0.0,0.0,1,1,1,0
C_957389,2022-03-01,190,190,0,0,10,0,0.0,0.0,1498208.06,0.0,0.0,1,1,1.0,0,0.0,0.0,0.0,14.5,0.0,0.0,0,1,1,0
C_878590,2022-03-01,113,778,0,7,24,-7,0.0,0.0,202071.27,13.03921568627451,20.14344636283844,14,2,1.0,3,0.3333333333333333,0.3333333333333333,4.866666666666666,22.82758620689655,0.0,0.0,1,1,1,0
C_877858,2022-03-01,8,778,17,68,165,-34,1130039.46,66472.9094117647,4736942.17,2.333333333333333,5.139197166652637,43,4,1.0,13,0.0769230769230769,0.3076923076923077,5.515384615384615,21.77124183006536,0.0130718954248366,0.3600003646773517,1,1,1,0
C_876791,2022-03-01,330,330,0,0,2,0,0.0,0.0,171214.1,0.0,,2,1,1.0,0,0.0,0.0,0.0,21.5,0.0,0.0,0,1,1,0
C_780041,2022-03-01,589,589,0,0,0,0,0.0,0.0,0.0,,,0,0,,0,0.0,0.0,0.0,47.0,0.0,0.0,0,1,1,1
C_785037,2022-03-01,407,407,0,0,0,0,0.0,0.0,0.0,,,0,0,,0,0.0,0.0,0.0,16.5,0.0,0.0,0,1,1,1
C_789545,2022-03-01,365,792,0,0,0,0,0.0,0.0,0.0,30.5,61.49265121822407,0,0,,2,0.0,0.0,4.35,24.2,0.0,0.0,1,1,1,1
C_790639,2022-03-01,386,610,0,0,0,0,0.0,0.0,0.0,56.0,64.91532946846992,0,0,,0,0.0,0.0,0.0,15.666666666666666,0.0,0.0,0,1,1,1
C_792125,2022-03-01,57,743,5,10,18,0,390285.34,78057.068,1223675.42,15.244444444444444,60.12908672769836,1,1,1.0,2,0.0,0.0,5.85,19.166666666666668,0.0,0.0,1,1,1,0
C_793483,2022-03-01,540,701,0,0,0,0,0.0,0.0,0.0,40.25,45.13959828502391,0,0,,0,0.0,0.0,0.0,27.75,0.0,0.0,0,1,1,1
C_794049,2022-03-01,78,85,10,10,10,10,4908429.02,490842.902,4908429.02,0.7777777777777778,2.333333333333333,4,1,0.2,2,0.0,0.5,5.85,11.0,0.0,0.0,1,1,1,0
C_797326,2022-03-01,687,736,0,0,0,0,0.0,0.0,0.0,16.333333333333332,14.571661996262929,0,0,,0,0.0,0.0,0.0,14.0,0.0,0.0,0,1,1,1
C_799217,2022-03-01,85,722,2,11,24,-7,102475.84,51237.920000000006,491477.36,13.847826086956522,28.328209255325813,18,2,1.0,5,0.2,0.2,3.56,22.857142857142858,0.0,0.0,1,1,1,0
C_800815,2022-03-01,8,785,1,4,13,-2,30937.5,30937.5,110338.11,19.425,30.305189113079088,8,2,1.0,2,0.5,0.0,5.6,25.303030303030305,0.0,0.6999431710551242,1,1,1,0
C_801352,2022-03-01,134,197,0,2,6,-2,0.0,0.0,140368.41,12.6,28.17445651649735,6,1,1.0,0,0.0,0.0,0.0,15.0,0.0,0.0,0,1,1,0
C_802947,2022-03-01,484,575,0,0,0,0,0.0,0.0,0.0,30.33333333333333,52.53887449625594,0,0,,0,0.0,0.0,0.0,17.666666666666668,0.0,0.0,0,1,1,1
C_806360,2022-03-01,442,442,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0.0,0.0,0.0,19.0,0.0,0.0,0,1,1,1
C_806376,2022-03-01,120,512,0,388,1717,-388,0.0,0.0,66813303.85,0.1656104773975496,1.2435940152440033,75,5,0.1601630751310425,113,0.2389380530973451,0.2123893805309734,4.424778761061947,23.132467532467533,0.0103896103896103,0.0,1,1,1,0
C_806530,2022-03-01,680,694,0,0,0,0,0.0,0.0,0.0,0.1794871794871795,1.113594737816788,0,0,,6,0.1666666666666666,0.1666666666666666,5.583333333333333,22.25,0.0,0.0,1,1,1,1
C_776671,2022-03-01,736,764,0,0,0,0,0.0,0.0,0.0,14.0,19.79898987322333,0,0,,0,0.0,0.0,0.0,25.0,0.0,0.0,0,1,1,1
C_808695,2022-03-01,71,743,2,9,21,-5,454744.0,227372.0,4232890.44,12.444444444444445,21.39975900646059,2,2,1.0,1,0.0,0.0,6.9,26.483870967741936,0.0,0.0,1,1,1,0
C_773326,2022-03-01,386,792,0,0,0,0,0.0,0.0,0.0,3.690909090909091,16.194769488912126,0,0,,9,0.2222222222222222,0.4444444444444444,4.7444444444444445,16.846153846153847,0.0,0.0,1,1,1,1
C_770924,2022-03-01,750,778,0,0,0,0,0.0,0.0,0.0,9.333333333333334,16.165807537309522,0,0,,0,0.0,0.0,0.0,36.0,0.0,0.0,0,1,1,1
C_754545,2022-03-01,736,736,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0.0,0.0,0.0,11.5,0.0,0.0,0,1,1,1
C_754665,2022-03-01,743,743,0,0,0,0,0.0,0.0,0.0,0.0,,0,0,,0,0.0,0.0,0.0,19.0,0.0,0.0,0,1,1,1
C_755148,2022-03-01,120,183,0,7,15,-7,0.0,0.0,995931.28,4.5,13.340222579160306,5,2,1.0,0,0.0,0.0,0.0,23.25,0.0,0.0,0,1,1,0
C_756222,2022-03-01,148,715,0,3,32,-3,0.0,0.0,1771727.02,6.230769230769231,16.44794949940699,9,1,0.09375,2,0.5,0.5,5.0,21.047619047619047,0.0476190476190476,0.0,1,1,1,0
C_758522,2022-03-01,456,568,0,0,0,0,0.0,0.0,0.0,4.48,10.079351831012415,0,0,,1,0.0,1.0,5.2,20.85,0.0,0.0,1,1,1,1
C_761479,2022-03-01,239,239,0,0,4,0,0.0,0.0,209333.48,0.0,0.0,2,1,1.0,0,0.0,0.0,0.0,26.33333333333333,0.0,0.0,0,1,1,0
C_761946,2022-03-01,134,484,0,4,11,-4,0.0,0.0,2735964.98,21.875,62.13198317560235,1,1,0.3636363636363636,0,0.0,0.0,0.0,22.4,0.0,0.0,0,1,1,0
C_762928,2022-03-01,22,624,1,60,144,-58,2842066.66,2842066.66,39159367.06,2.518828451882845,8.130155835888125,6,1,0.0208333333333333,16,0.0625,0.5,5.20625,25.19607843137255,0.0,0.5999997857024993,1,1,1,0
C_763443,2022-03-01,169,568,0,2,4,-2,0.0,0.0,9676.84,33.25,49.418665961907,3,2,1.0,1,1.0,0.0,4.6,27.46153846153846,0.0,0.0,1,1,1,0
C_763947,2022-03-01,309,785,0,0,2,0,0.0,0.0,10259.35,52.888888888888886,63.39843145623645,2,1,1.0,1,0.0,0.0,1.9,13.0,0.0,0.0,1,1,1,0
C_768792,2022-03-01,85,743,1,43,109,-41,1967424.53,1967424.53,24446602.39,4.476190476190476,12.978556251541589,15,1,0.7339449541284404,6,0.1666666666666666,0.1666666666666666,5.65,19.914285714285715,0.0,0.0,1,1,1,0
C_769027,2022-03-01,253,323,0,0,5,0,0.0,0.0,675242.33,17.5,21.0,2,1,0.2,1,1.0,0.0,2.8,14.666666666666666,0.0,0.0,1,1,1,0
C_769450,2022-03-01,71,736,5,20,68,-10,1288120.5299999998,257624.106,9293287.32,5.732758620689655,13.42830091140783,3,2,0.2058823529411764,2,0.0,0.5,7.15,23.03703703703704,0.0,0.0,1,1,1,0
C_769491,2022-03-01,1,785,1,29,108,-27,14360.35,14360.35,472557.32,2.992366412213741,9.090010670813092,43,3,1.0,11,0.2727272727272727,0.1818181818181818,5.8,22.345454545454544,0.0181818181818181,0.6899166034874905,1,1,1,0
C_770903,2022-03-01,435,435,0,0,0,0,0.0,0.0,0.0,,,0,0,,0,0.0,0.0,0.0,19.0,0.0,0.0,0,1,1,1
C_771431,2022-03-01,232,232,0,0,1,0,0.0,0.0,8132.79,,,1,1,1.0,0,0.0,0.0,0.0,7.5,0.0,0.0,0,1,1,1
C_749821,2022-03-01,1,547,175,313,428,37,7393005.15,42245.74371428572,17091585.64,1.1257731958762889,5.469171269026159,110,4,0.5747663551401869,22,0.2727272727272727,0.2272727272727272,4.9818181818181815,26.49122807017544,0.0087719298245614,0.7099997930934597,1,1,1,0
C_808942,2022-03-01,1,771,3,3,5,3,973555.67,324518.55666666664,1039616.99,64.16666666666667,93.81202998388302,3,2,0.6,0,0.0,0.0,0.0,8.0,0.0,0.5699992974074334,0,1,1,0
C_815893,2022-03-01,540,799,0,0,0,0,0.0,0.0,0.0,86.33333333333333,59.53430383680767,0,0,,0,0.0,0.0,0.0,18.8,0.0,0.0,0,1,1,1
C_849859,2022-03-01,435,435,0,0,0,0,0.0,0.0,0.0,,,0,0,,0,0.0,0.0,0.0,28.0,0.0,0.0,0,1,1,1
C_853926,2022-03-01,155,736,0,11,31,-11,0.0,0.0,2048144.31,3.3976608187134505,7.6060962640764,14,3,0.3548387096774194,8,0.75,0.125,4.975,23.28205128205128,0.0128205128205128,0.0,1,1,1,0
C_854820,2022-03-01,554,554,0,0,0,0,0.0,0.0,0.0,,,0,0,,0,0.0,0.0,0.0,17.0,0.0,0.0,0,1,1,1
C_857626,2022-03-01,8,330,31,47,71,15,18160063.64,585808.504516129,27160272.42,4.6,11.044573721771798,3,3,0.4084507042253521,4,0.5,0.0,5.5,23.416666666666668,0.0,0.6700001543757816,1,1,1,0
C_858384,2022-03-01,92,701,0,5,15,-5,0.0,0.0,71318.46,26.47826086956522,55.43863894205048,9,3,1.0,1,1.0,0.0,5.3,25.105263157894736,0.0,0.0,1,1,1,0
C_860828,2022-03-01,435,435,0,0,0,0,0.0,0.0,0.0,,,0,0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1
C_860986,2022-03-01,589,589,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0.0,0.0,0.0,38.0,0.0,0.0,0,1,1,1
C_862106,2022-03-01,36,806,3,37,104,-31,4180588.54,1393529.5133333334,44777175.61,2.6643598615916955,7.001597760753136,9,3,1.0,16,0.1875,0.3125,4.60625,24.057971014492757,0.0,0.0,1,1,1,0
C_866805,2022-03-01,141,162,0,4,4,-4,0.0,0.0,150433.51,7.0,12.12435565298214,2,1,1.0,0,0.0,0.0,0.0,29.75,0.0,0.0,0,1,1,0
C_866894,2022-03-01,1,778,10,22,53,-2,2614625.08,261462.508,7254161.88,5.755555555555556,8.460149487641091,11,2,1.0,9,0.4444444444444444,0.1111111111111111,4.277777777777778,21.15596330275229,0.0,0.6199990190876623,1,1,1,0
C_867370,2022-03-01,302,568,0,0,3,0,0.0,0.0,148411.47999999998,10.23076923076923,27.235723147818483,1,1,1.0,2,0.5,0.0,7.7,24.428571428571427,0.0,0.0,1,1,1,0
C_870695,2022-03-01,29,582,10,10,10,10,136685.33,13668.533,136685.33,5.421568627450981,48.85529983806793,8,2,1.0,4,0.25,0.25,5.325,24.75,0.0,0.0,1,1,1,0
C_871835,2022-03-01,8,799,7,16,74,-2,450977.53,64425.36142857142,2299979.29,5.417808219178082,11.99181148739311,35,4,0.5135135135135135,7,0.1428571428571428,0.4285714285714285,5.6571428571428575,22.416666666666668,0.0,0.6899949469429004,1,1,1,0
C_872928,2022-03-01,29,617,4,4,5,4,40123.12,10030.78,54073.73,65.33333333333333,98.99494936611666,4,2,1.0,0,0.0,0.0,0.0,24.75,0.0,0.0,0,1,1,0
C_873415,2022-03-01,183,183,0,0,2,0,0.0,0.0,56673.61,0.0,,2,1,1.0,0,0.0,0.0,0.0,45.0,0.0,0.0,0,1,1,0
C_848211,2022-03-01,1,764,20,44,122,-4,3064454.1,153222.70500000002,10228167.27,2.879245283018868,7.02865774748458,42,4,0.1229508196721311,8,0.25,0.5,5.9375,23.043478260869566,0.0,0.3300000678988036,1,1,1,0
