customer_id,monetary,sow,margin,on_time,check_quality,frequency,recency,trend,offer_accept,growth_capacity,score,value_tier,monetary_raw,sow_raw,margin_raw,on_time_raw,check_quality_raw,frequency_raw,recency_days
C_316786,0.3121,0.3061,,,,0.3121,0.4487,,,0.8782,36.3,مشتری قرمز,0.0,0.0,,,,0,318.0
C_317124,0.9441,0.9295,0.2387,0.8103,0.5158,0.9922,0.9191,0.2044,0.4769,0.8974,71.5,مشتری پایدار,9792357.75,0.3133,0.034,0.0727,1.0,36,52.0
C_317216,0.3121,0.3061,,0.3656,0.5158,0.3121,0.6002,,,0.2885,37.6,مشتری قرمز,0.0,0.0,,0.0,1.0,0,192.0
C_322219,0.3121,0.3061,,,,0.3121,0.2949,,,0.1899,30.1,مشتری قرمز,0.0,0.0,,,,0,472.0
C_322315,0.3121,0.3061,,,,0.3121,0.1306,,,0.3998,28.8,مشتری قرمز,0.0,0.0,,,,0,689.0
C_322699,0.3121,0.3061,,,,0.3121,0.1306,,,0.1939,27.6,مشتری قرمز,0.0,0.0,,,,0,689.0
C_323248,0.3121,0.3061,,,,0.3121,0.0978,,,0.1771,27.1,مشتری قرمز,0.0,0.0,,,,0,731.0
C_324442,0.6429,0.7532,0.4033,0.3656,0.5158,0.684,0.7011,,,0.0224,56.2,مشتری پرچالش,15457.8,0.1067,0.0591,0.0,1.0,1,101.0
C_328236,0.8137,0.7067,0.0864,0.3656,0.5158,0.684,0.6122,,,0.8157,56.1,مشتری پرچالش,1207115.93,0.09,-0.0439,0.0,1.0,1,171.0
C_328349,0.3121,0.3061,,,,0.3121,0.0673,,,0.3077,27.3,مشتری قرمز,0.0,0.0,,,,0,794.0
C_328434,0.3121,0.3061,,,,0.3121,0.0785,,,0.2027,26.9,مشتری قرمز,0.0,0.0,,,,0,766.0
C_328511,0.3121,0.3061,,,,0.3121,0.6002,,,0.5481,36.7,مشتری قرمز,0.0,0.0,,,,0,192.0
C_328979,0.3121,0.3061,,,,0.3121,0.4071,,,0.6923,34.6,مشتری قرمز,0.0,0.0,,,,0,346.0
C_329432,0.9596,0.9263,0.6173,0.917,0.5158,0.9596,0.7556,0.1241,,0.9087,76.9,مشتری پایدار,14578526.89,0.305,0.0862,0.2214,1.0,12,80.0
C_330550,0.3121,0.3061,,,,0.3121,0.0465,,,0.4639,27.9,مشتری قرمز,0.0,0.0,,,,0,822.0
C_334349,0.3121,0.3061,,,,0.3121,0.004,,,0.4327,27.1,مشتری قرمز,0.0,0.0,,,,0,899.0
C_334474,0.955,0.9022,0.9383,0.3656,0.5158,0.9076,0.7308,0.1825,0.8154,0.8958,73.9,مشتری پایدار,13155858.2,0.2667,0.1615,0.0,1.0,6,87.0
C_335322,0.7469,0.6955,0.2881,0.3656,0.5158,0.684,0.6611,,,0.6458,57.4,مشتری پرچالش,426444.49,0.0867,0.0416,0.0,1.0,1,129.0
C_335730,0.8214,0.6186,0.9259,0.3656,0.5158,0.684,0.7941,,,0.8333,69.0,مشتری پایدار,1300398.39,0.045,0.1555,0.0,1.0,1,73.0
C_336021,0.6894,0.8878,0.4774,0.3656,0.5158,0.8703,0.7941,0.5474,,0.0929,62.8,مشتری پایدار,104458.22,0.2367,0.069,0.0,1.0,4,73.0
C_337945,0.6242,0.6474,0.9053,0.3656,0.5158,0.684,0.6811,,,0.0016,61.3,مشتری پایدار,2609.84,0.06,0.1503,0.0,1.0,1,115.0
C_338236,0.941,0.8462,0.0494,0.8221,0.004,0.8921,0.9511,0.7737,0.8154,0.9744,68.2,مشتری پایدار,9463396.94,0.1917,-0.0929,0.0819,0.75,5,45.0
C_342153,0.3121,0.3061,,,,0.3121,0.5505,,,0.0593,33.2,مشتری قرمز,0.0,0.0,,,,0,227.0
C_342564,0.8432,0.8077,0.9218,0.3656,0.5158,0.7787,0.7556,0.8321,,0.75,73.7,مشتری پایدار,1719295.17,0.1383,0.1548,0.0,1.0,2,80.0
C_346978,0.3121,0.3061,,,,0.3121,0.0609,,,0.1474,26.3,مشتری قرمز,0.0,0.0,,,,0,801.0
C_348438,0.3121,0.3061,,,,0.3121,0.0978,,,0.1394,26.8,مشتری قرمز,0.0,0.0,,,,0,731.0
C_350091,0.3121,0.3061,,,,0.3121,0.0785,,,0.4375,28.2,مشتری قرمز,0.0,0.0,,,,0,766.0
C_352205,0.9674,0.9984,0.1152,0.9091,0.5158,0.9402,0.9191,0.2336,0.8154,0.8558,73.4,مشتری پایدار,15728388.52,0.51,-0.0023,0.198,1.0,9,52.0
C_352740,0.3121,0.3061,,,,0.3121,0.0409,,,0.1635,26.1,مشتری قرمز,0.0,0.0,,,,0,843.0
C_354860,0.3121,0.3061,,,,0.3121,0.1603,,,0.4054,29.3,مشتری قرمز,0.0,0.0,,,,0,661.0
C_357434,0.7811,0.7051,0.107,,,0.684,0.6907,,,0.7308,60.4,مشتری پایدار,692581.21,0.09,-0.0089,,,1,108.0
C_358504,0.8385,0.7596,0.5062,0.9684,0.5158,0.7787,0.6122,,0.5231,0.8029,72.0,مشتری پایدار,1589554.45,0.1083,0.0735,0.4015,1.0,2,171.0
C_360737,0.3121,0.3061,,,,0.3121,0.1723,,,0.1306,27.9,مشتری قرمز,0.0,0.0,,,,0,647.0
C_361181,0.9658,0.8702,0.7737,0.7628,0.5158,0.9301,0.8349,0.9416,0.2077,0.9311,81.1,شریک طلایی,15544707.02,0.2167,0.1152,0.0318,1.0,8,66.0
C_361746,0.3121,0.3061,,,,0.3121,0.4367,,,0.7244,35.3,مشتری قرمز,0.0,0.0,,,,0,325.0
C_365032,0.3121,0.3061,,,,0.3121,0.5505,,,0.609,36.3,مشتری قرمز,0.0,0.0,,,,0,227.0
C_365277,0.8307,0.75,0.7572,0.8814,0.5158,0.7787,0.9191,0.1095,0.8154,0.7436,72.5,مشتری پایدار,1502444.68,0.1067,0.1133,0.1532,1.0,2,52.0
C_365405,0.9581,0.8542,0.8642,0.8577,0.5158,0.9301,0.7941,0.9781,0.8154,0.9567,85.5,شریک طلایی,14268253.64,0.2033,0.1398,0.1354,1.0,8,73.0
C_371497,0.75,0.7388,0.2469,0.3656,0.5158,0.8346,0.6458,0.6788,,0.633,59.8,مشتری پرچالش,445259.62,0.1033,0.0346,0.0,1.0,3,136.0
C_374172,0.3121,0.3061,,,,0.3121,0.0112,,,0.4808,27.5,مشتری قرمز,0.0,0.0,,,,0,878.0
C_376135,0.3121,0.3061,,,,0.3121,0.3734,,,0.4744,32.9,مشتری قرمز,0.0,0.0,,,,0,381.0
C_376594,0.3121,0.3061,,0.3656,0.5158,0.3121,0.5505,,,0.8878,39.5,مشتری قرمز,0.0,0.0,,0.0,1.0,0,227.0
C_377241,0.3121,0.3061,,,,0.3121,0.0,,,0.2468,26.0,مشتری قرمز,0.0,0.0,,,,0,913.0
C_378580,0.3121,0.3061,,,,0.3121,0.3822,,,0.149,31.2,مشتری قرمز,0.0,0.0,,,,0,367.0
C_379035,0.3121,0.3061,,,,0.3121,0.2099,,,0.121,28.4,مشتری قرمز,0.0,0.0,,,,0,591.0
C_381828,0.3121,0.3061,,,,0.3121,0.0433,,,0.4054,27.5,مشتری قرمز,0.0,0.0,,,,0,829.0
C_382272,0.3121,0.3061,,0.3656,0.5158,0.3121,0.5954,,,0.016,36.5,مشتری قرمز,0.0,0.0,,0.0,1.0,0,199.0
C_382534,0.8416,0.8301,0.4979,0.3656,0.5158,0.7787,0.7011,0.7372,,0.7532,67.0,مشتری پایدار,1706490.0,0.165,0.0724,0.0,1.0,2,101.0
C_385527,0.3121,0.3061,,0.3656,0.5158,0.3121,0.6066,,,0.5144,38.6,مشتری قرمز,0.0,0.0,,0.0,1.0,0,185.0
C_385862,0.3121,0.3061,,,,0.3121,0.0168,,,0.3494,26.8,مشتری قرمز,0.0,0.0,,,,0,871.0
C_386162,0.3121,0.3061,,,,0.3121,0.4591,,,0.0577,31.8,مشتری قرمز,0.0,0.0,,,,0,311.0
C_387172,0.3121,0.3061,,,,0.3121,0.2188,,,0.1635,28.8,مشتری قرمز,0.0,0.0,,,,0,577.0
C_387585,0.9037,0.7933,0.7613,0.3656,0.5158,0.684,0.7941,,,0.9231,71.3,مشتری پایدار,4420308.56,0.125,0.1138,0.0,1.0,1,73.0
C_389645,0.3121,0.3061,,,,0.3121,0.5649,,,0.5369,36.1,مشتری قرمز,0.0,0.0,,,,0,220.0
C_389825,0.7981,0.6571,0.0988,0.3656,0.5158,0.684,0.7941,,,0.7516,56.6,مشتری پرچالش,916117.64,0.0633,-0.0197,0.0,1.0,1,73.0
C_390208,0.3121,0.3061,,,,0.3121,0.4487,,,0.6747,35.2,مشتری قرمز,0.0,0.0,,,,0,318.0
C_391166,0.8525,0.6442,0.4691,0.3656,0.5158,0.7787,0.6346,,,0.8846,63.1,مشتری پایدار,2016101.73,0.0583,0.0678,0.0,1.0,2,143.0
C_391675,0.6801,0.6859,0.8436,0.3656,0.5158,0.684,0.7556,,,0.1571,63.3,مشتری پایدار,77820.53,0.0817,0.1303,0.0,1.0,1,80.0
C_392302,0.3121,0.3061,,,,0.3121,0.3934,,,0.7212,34.6,مشتری قرمز,0.0,0.0,,,,0,353.0
C_392933,0.3121,0.3061,,,,0.3121,0.3734,,,0.4984,33.0,مشتری قرمز,0.0,0.0,,,,0,381.0
C_395264,0.3121,0.3061,,,,0.3121,0.4367,,,0.8638,36.1,مشتری قرمز,0.0,0.0,,,,0,325.0
C_398853,0.3121,0.3061,,0.3656,0.5158,0.3121,0.5761,,,0.8526,39.6,مشتری قرمز,0.0,0.0,,0.0,1.0,0,213.0
C_401016,0.3121,0.3061,,,,0.3121,0.4071,,,0.008,30.8,مشتری قرمز,0.0,0.0,,,,0,346.0
C_410063,0.3121,0.3061,,,,0.3121,0.5873,,,0.5753,36.7,مشتری قرمز,0.0,0.0,,,,0,206.0
C_411261,0.3121,0.3061,,0.3656,0.5158,0.3121,0.6066,,,0.9519,40.4,مشتری پرچالش,0.0,0.0,,0.0,1.0,0,185.0
C_411612,0.3121,0.3061,,,,0.3121,0.4591,,,0.7035,35.5,مشتری قرمز,0.0,0.0,,,,0,311.0
C_412212,0.3121,0.3061,,,,0.3121,0.3413,,,0.4375,32.2,مشتری قرمز,0.0,0.0,,,,0,416.0
C_412635,0.7857,0.9199,0.3663,0.3656,0.5158,0.8346,0.8774,0.2847,,0.6138,63.3,مشتری پایدار,743816.26,0.2883,0.0552,0.0,1.0,3,59.0
C_415428,0.3121,0.3061,,,,0.3121,0.5873,,,0.8349,38.2,مشتری قرمز,0.0,0.0,,,,0,206.0
C_416625,0.3121,0.3061,,,,0.3121,0.0321,,,0.4127,27.4,مشتری قرمز,0.0,0.0,,,,0,857.0
C_417601,0.764,0.8958,0.6584,0.7431,0.5158,0.8921,0.9511,0.6642,,0.6074,75.6,مشتری پایدار,517068.09,0.2467,0.0949,0.0176,1.0,5,45.0
C_419410,0.9068,0.9663,0.4815,0.7945,0.5158,0.9829,0.9848,0.6715,,0.7596,79.3,مشتری پایدار,4504187.02,0.37,0.07,0.0582,1.0,19,31.0
C_420287,0.3121,0.3061,,,,0.3121,0.0673,,,0.254,27.0,مشتری قرمز,0.0,0.0,,,,0,794.0
C_420849,0.882,0.742,0.1605,0.3656,0.5158,0.8346,0.6723,0.927,,0.859,64.2,مشتری پایدار,3009071.55,0.1033,0.0118,0.0,1.0,3,122.0
C_420879,0.3121,0.3061,,,,0.3121,0.4071,,,0.6955,34.7,مشتری قرمز,0.0,0.0,,,,0,346.0
C_421083,0.8602,0.7901,0.4486,,,0.7787,0.9712,,0.8154,0.8381,76.7,مشتری پایدار,2157050.11,0.1233,0.0652,,,2,38.0
C_421536,0.3121,0.3061,,,,0.3121,0.4263,,,0.391,33.2,مشتری قرمز,0.0,0.0,,,,0,332.0
C_422566,0.3121,0.3061,,,,0.3121,0.4688,,,0.1058,32.2,مشتری قرمز,0.0,0.0,,,,0,304.0
C_422697,0.3121,0.3061,,,,0.3121,0.0609,,,0.3333,27.4,مشتری قرمز,0.0,0.0,,,,0,801.0
C_426424,0.6708,0.8478,0.7449,0.3656,0.5158,0.7787,0.9848,0.3285,,0.5192,65.6,مشتری پایدار,61811.46,0.1933,0.1112,0.0,1.0,2,31.0
C_426816,0.8634,0.649,0.7819,0.3656,0.5158,0.7787,0.6266,,,0.8317,67.8,مشتری پایدار,2259072.83,0.06,0.1154,0.0,1.0,2,150.0
C_427824,0.3121,0.3061,,,,0.3121,0.5761,,,0.6346,36.9,مشتری قرمز,0.0,0.0,,,,0,213.0
C_428127,0.7919,0.7276,0.9424,0.3656,0.5158,0.684,0.7941,,,0.6907,69.9,مشتری پایدار,813966.31,0.1,0.1714,0.0,1.0,1,73.0
C_431599,0.3121,0.3061,,,,0.3121,0.516,,,0.7644,36.7,مشتری قرمز,0.0,0.0,,,,0,255.0
C_431655,0.7748,0.6923,0.1728,0.3656,0.5158,0.8346,0.7941,,,0.7324,59.5,مشتری پرچالش,598487.86,0.085,0.0156,0.0,1.0,3,73.0
C_432760,0.8028,0.7917,0.823,0.3656,0.5158,0.684,0.7556,,,0.8365,69.5,مشتری پایدار,1018584.16,0.1233,0.1245,0.0,1.0,1,80.0
C_433939,0.3121,0.3061,,,,0.3121,0.4872,,,0.7163,36.0,مشتری قرمز,0.0,0.0,,,,0,290.0
C_439356,0.3121,0.3061,,,,0.3121,0.2308,,,0.1106,28.7,مشتری قرمز,0.0,0.0,,,,0,563.0
C_440132,0.7143,0.6522,0.679,0.3656,0.5158,0.7787,0.6723,,,0.5897,62.8,مشتری پایدار,196626.64,0.0617,0.0997,0.0,1.0,2,122.0
C_442101,0.3121,0.3061,,,,0.3121,0.1883,,,0.2468,28.8,مشتری قرمز,0.0,0.0,,,,0,619.0
C_444616,0.8494,0.758,0.7325,0.3656,0.5158,0.7787,0.8349,,,0.7837,70.2,مشتری پایدار,1878802.54,0.1083,0.1056,0.0,1.0,2,66.0
C_445916,0.795,0.7692,0.9835,0.3656,0.5158,0.684,0.9712,,,0.7179,72.9,مشتری پایدار,866904.7,0.1117,0.2472,0.0,1.0,1,38.0
C_445923,0.3121,0.3061,,,,0.3121,0.3413,,,0.3197,31.5,مشتری قرمز,0.0,0.0,,,,0,416.0
C_451428,0.3121,0.3061,,,,0.3121,0.3934,,,0.7772,34.9,مشتری قرمز,0.0,0.0,,,,0,353.0
C_451674,0.3121,0.3061,,,,0.3121,0.0889,,,0.4439,28.4,مشتری قرمز,0.0,0.0,,,,0,745.0
C_453891,0.3121,0.3061,,,,0.3121,0.3934,,,0.6651,34.3,مشتری قرمز,0.0,0.0,,,,0,353.0
C_455087,0.3121,0.3061,,,,0.3121,0.2596,,,0.3149,30.3,مشتری قرمز,0.0,0.0,,,,0,514.0
C_459713,0.837,0.7452,0.2593,0.3656,0.5158,0.7787,0.8349,,,0.7708,62.7,مشتری پایدار,1532760.38,0.105,0.0363,0.0,1.0,2,66.0
C_459867,0.3121,0.3061,,,,0.3121,0.5505,,,0.5401,35.9,مشتری قرمز,0.0,0.0,,,,0,227.0
C_464759,0.3121,0.3061,,,,0.3121,0.2252,,,0.4423,30.5,مشتری قرمز,0.0,0.0,,,,0,570.0
C_465208,0.3121,0.3061,,0.3656,0.5158,0.3121,0.5761,,,0.984,40.2,مشتری پرچالش,0.0,0.0,,0.0,1.0,0,213.0
C_465481,0.8183,0.9054,0.3621,0.3656,0.5158,0.8346,0.9191,0.2774,,0.6603,64.1,مشتری پایدار,1217054.12,0.2683,0.0543,0.0,1.0,3,52.0
C_466143,0.3121,0.3061,,,,0.3121,0.2764,,,0.4295,31.2,مشتری قرمز,0.0,0.0,,,,0,493.0
C_467066,0.3121,0.3061,,,,0.3121,0.0224,,,0.1514,25.8,مشتری قرمز,0.0,0.0,,,,0,864.0
C_467314,0.3121,0.3061,,,,0.3121,0.1066,,,0.2684,27.7,مشتری قرمز,0.0,0.0,,,,0,724.0
C_468189,0.7096,0.6731,0.9753,,,0.684,0.6458,,0.8154,0.5449,74.0,مشتری پایدار,176742.12,0.0733,0.2124,,,1,136.0
C_468898,0.6273,0.6827,0.7531,0.3656,0.5158,0.684,0.7308,,,0.3974,61.4,مشتری پایدار,4542.06,0.08,0.1122,0.0,1.0,1,87.0
C_469142,0.7516,0.8782,0.4239,0.3656,0.5158,0.7787,0.7556,0.2701,,0.6282,61.2,مشتری پایدار,454529.77,0.2267,0.062,0.0,1.0,2,80.0
C_471976,0.3121,0.3061,,,,0.3121,0.4367,,,0.5673,34.4,مشتری قرمز,0.0,0.0,,,,0,325.0
C_472366,0.9891,0.9968,0.3128,0.7984,0.0277,0.9984,0.9848,0.9124,0.6154,0.9263,76.1,مشتری پایدار,34752862.22,0.4917,0.0473,0.0605,0.9667,68,31.0
C_472861,0.7314,0.8317,0.0617,0.7352,0.5158,0.8921,0.7155,0.3139,,0.5625,60.9,مشتری پایدار,280867.36,0.1667,-0.0579,0.007,1.0,5,94.0
C_473035,0.972,0.9551,0.7695,0.834,0.5158,0.9752,0.7308,0.9051,,0.9022,85.0,شریک طلایی,21071076.56,0.355,0.1149,0.1079,1.0,15,87.0
C_473635,0.3121,0.3061,,,,0.3121,0.1803,,,0.3838,29.5,مشتری قرمز,0.0,0.0,,,,0,633.0
C_474104,0.3121,0.3061,,,,0.3121,0.0978,,,0.2404,27.4,مشتری قرمز,0.0,0.0,,,,0,731.0
C_476658,0.8276,0.7099,0.1358,0.3656,0.5158,0.684,0.6611,,,0.734,57.4,مشتری پرچالش,1450540.97,0.0917,0.0046,0.0,1.0,1,129.0
C_477520,0.3121,0.3061,,,,0.3121,0.1394,,,0.3269,28.5,مشتری قرمز,0.0,0.0,,,,0,682.0
C_479701,0.6335,0.6715,0.3416,0.3656,0.5158,0.684,0.7155,,,0.0433,54.0,مشتری پرچالش,11122.45,0.0733,0.0511,0.0,1.0,1,94.0
C_479796,0.8758,0.9872,0.3704,0.8972,0.5158,0.9798,0.9511,0.6934,,0.6731,78.4,مشتری پایدار,2634457.53,0.4267,0.0558,0.1907,1.0,17,45.0
C_482570,0.6289,0.6843,0.8807,0.3656,0.5158,0.7787,0.7941,,,0.0753,63.9,مشتری پایدار,8641.27,0.08,0.1439,0.0,1.0,2,73.0
C_482910,0.3121,0.3061,,0.3656,0.5158,0.3121,0.5649,,,0.726,39.0,مشتری قرمز,0.0,0.0,,0.0,1.0,0,220.0
C_483668,0.3121,0.3061,,,,0.3121,0.1226,,,0.4696,29.1,مشتری قرمز,0.0,0.0,,,,0,703.0
C_483750,0.3121,0.3061,,,,0.3121,0.1723,,,0.2131,28.4,مشتری قرمز,0.0,0.0,,,,0,647.0
C_486114,0.3121,0.3061,,,,0.3121,0.4872,,,0.0641,32.3,مشتری قرمز,0.0,0.0,,,,0,290.0
C_489616,0.3121,0.3061,,,,0.3121,0.3117,,,0.4175,31.6,مشتری قرمز,0.0,0.0,,,,0,451.0
C_490597,0.3121,0.3061,,,,0.3121,0.149,,,0.4551,29.4,مشتری قرمز,0.0,0.0,,,,0,675.0
C_491628,0.9752,0.9856,0.3457,0.3656,0.5158,0.9534,0.9511,0.8029,0.6,0.9167,74.1,مشتری پایدار,23710183.76,0.4233,0.0516,0.0,1.0,11,45.0
C_491950,0.3121,0.3061,,,,0.3121,0.3413,,,0.2027,30.9,مشتری قرمز,0.0,0.0,,,,0,416.0
C_495457,0.3121,0.3061,,,,0.3121,0.4487,,,0.0385,31.6,مشتری قرمز,0.0,0.0,,,,0,318.0
C_495883,0.3121,0.3061,,,,0.3121,0.1066,,,0.5016,29.0,مشتری قرمز,0.0,0.0,,,,0,724.0
C_497112,0.3121,0.3061,,,,0.3121,0.3598,,,0.3333,31.9,مشتری قرمز,0.0,0.0,,,,0,395.0
C_502843,0.3121,0.3061,,,,0.3121,0.4872,,,0.5833,35.2,مشتری قرمز,0.0,0.0,,,,0,290.0
C_503606,0.3121,0.3061,,,,0.3121,0.3822,,,0.3077,32.1,مشتری قرمز,0.0,0.0,,,,0,367.0
C_503953,0.3121,0.3061,,,,0.3121,0.3053,,,0.2604,30.7,مشتری قرمز,0.0,0.0,,,,0,458.0
C_505416,0.3121,0.3061,,,,0.3121,0.3678,,,0.2853,31.7,مشتری قرمز,0.0,0.0,,,,0,388.0
C_507964,0.8509,0.8333,0.5844,0.9605,0.5158,0.8346,0.6907,0.854,,0.7564,77.3,مشتری پایدار,1975366.96,0.1683,0.0822,0.375,1.0,3,108.0
C_508661,0.3121,0.3061,,,,0.3121,0.0609,,,0.238,26.8,مشتری قرمز,0.0,0.0,,,,0,801.0
C_512037,0.7484,0.8622,0.6708,0.3656,0.5158,0.8346,0.9511,0.6204,,0.5929,69.3,مشتری پایدار,444182.35,0.21,0.0976,0.0,1.0,3,45.0
C_512992,0.8354,0.6346,0.8519,0.3656,0.5158,0.684,0.7941,,,0.8253,68.4,مشتری پایدار,1522581.16,0.055,0.1364,0.0,1.0,1,73.0
C_514318,0.8447,0.9375,0.1811,0.3656,0.5158,0.8921,0.8774,0.3212,0.8154,0.742,64.2,مشتری پایدار,1770942.85,0.3267,0.0195,0.0,1.0,5,59.0
C_514467,0.3121,0.3061,,,,0.3121,0.4191,,,0.6298,34.5,مشتری قرمز,0.0,0.0,,,,0,339.0
C_515250,0.3121,0.3061,,,,0.3121,0.4688,,,0.5721,34.9,مشتری قرمز,0.0,0.0,,,,0,304.0
C_518441,0.3121,0.3061,,,,0.3121,0.347,,,0.1939,30.9,مشتری قرمز,0.0,0.0,,,,0,409.0
C_519849,0.3121,0.3061,,,,0.3121,0.2484,,,0.2091,29.5,مشتری قرمز,0.0,0.0,,,,0,542.0
C_520232,0.3121,0.3061,,,,0.3121,0.4263,,,0.7404,35.2,مشتری قرمز,0.0,0.0,,,,0,332.0
C_523504,0.3121,0.3061,,,,0.3121,0.4071,,,0.8606,35.6,مشتری قرمز,0.0,0.0,,,,0,346.0
C_524968,0.6522,0.8221,0.8107,0.3656,0.5158,0.8346,0.9511,0.5036,,0.0449,66.1,مشتری پایدار,27533.03,0.1567,0.1224,0.0,1.0,3,45.0
C_527060,0.913,0.9471,0.321,0.751,0.5158,0.92,0.9952,0.2409,,0.7468,72.3,مشتری پایدار,4708519.71,0.335,0.0497,0.0248,1.0,7,24.0
C_528949,0.3121,0.3061,,,,0.3121,0.4776,,,0.6522,35.5,مشتری قرمز,0.0,0.0,,,,0,297.0
C_530981,0.9332,0.8173,0.0123,0.3656,0.5158,0.8346,0.7941,0.7956,,0.9663,64.5,مشتری پایدار,7729950.88,0.1517,-0.2484,0.0,1.0,3,73.0
C_531140,0.677,0.7308,0.6091,0.3656,0.5158,0.7787,0.9191,,,0.5128,64.3,مشتری پایدار,73773.89,0.1,0.0852,0.0,1.0,2,52.0
C_531512,0.3121,0.3061,,,,0.3121,0.4071,,,0.9199,35.9,مشتری قرمز,0.0,0.0,,,,0,346.0
C_531868,0.3121,0.3061,,,,0.3121,0.266,,,0.3429,30.5,مشتری قرمز,0.0,0.0,,,,0,507.0
C_535492,0.3121,0.3061,,,,0.3121,0.3598,,,0.3301,31.9,مشتری قرمز,0.0,0.0,,,,0,395.0
C_535756,0.9907,0.9231,0.5761,0.7905,0.5158,0.9752,0.7308,0.0292,0.2077,0.9888,72.5,مشتری پایدار,42984395.01,0.2967,0.0815,0.0466,1.0,15,87.0
C_537815,0.3121,0.3061,,,,0.3121,0.0321,,,0.3838,27.2,مشتری قرمز,0.0,0.0,,,,0,857.0
C_537870,0.3121,0.3061,,,,0.3121,0.0978,,,0.3429,28.0,مشتری قرمز,0.0,0.0,,,,0,731.0
C_538682,0.6382,0.7436,0.2551,0.3656,0.5158,0.684,0.6458,,,0.0513,53.3,مشتری پرچالش,13391.59,0.1033,0.0362,0.0,1.0,1,136.0
C_544893,0.3121,0.3061,,,,0.3121,0.5505,,,0.5657,36.1,مشتری قرمز,0.0,0.0,,,,0,227.0
C_545560,0.3121,0.3061,,,,0.3121,0.0713,,,0.1803,26.7,مشتری قرمز,0.0,0.0,,,,0,787.0
C_547873,0.6491,0.8798,0.6461,0.9368,0.5158,0.8346,0.6811,0.4234,,0.0192,68.8,مشتری پایدار,25573.76,0.2283,0.092,0.2555,1.0,3,115.0
C_548964,0.663,0.6538,0.2346,0.3656,0.5158,0.684,0.617,,,0.4279,53.1,مشتری پرچالش,43637.8,0.0633,0.0331,0.0,1.0,1,164.0
C_551070,0.3121,0.3061,,,,0.3121,0.2556,,,0.1939,29.5,مشتری قرمز,0.0,0.0,,,,0,521.0
C_551361,0.986,0.9631,0.749,0.8024,0.5158,0.9596,0.7556,0.0438,0.8154,0.9551,77.9,مشتری پایدار,30826167.99,0.3667,0.1121,0.0606,1.0,12,80.0
C_565005,0.632,0.7821,0.9136,,,0.684,0.8349,,,0.0144,72.4,مشتری پایدار,10943.05,0.1167,0.1521,,,1,66.0
C_565037,0.3121,0.3061,,,,0.3121,0.3518,,,0.3542,31.9,مشتری قرمز,0.0,0.0,,,,0,402.0
C_565612,0.3121,0.3061,,,,0.3121,0.516,,,0.9054,37.5,مشتری قرمز,0.0,0.0,,,,0,255.0
C_566726,0.7283,0.7163,0.0206,0.3656,0.5158,0.7787,0.6907,0.2117,,0.5849,51.8,مشتری پرچالش,275294.15,0.0933,-0.2095,0.0,1.0,2,108.0
C_568392,0.8773,0.8814,0.214,0.3656,0.5158,0.8346,0.8349,0.5401,,0.7724,64.7,مشتری پایدار,2667482.89,0.2283,0.0277,0.0,1.0,3,66.0
C_569368,0.3121,0.3061,,,,0.3121,0.3934,,,0.6554,34.2,مشتری قرمز,0.0,0.0,,,,0,353.0
C_571033,0.7189,0.8606,0.7654,0.3656,0.5158,0.7787,0.7155,0.6058,,0.5304,67.1,مشتری پایدار,219892.21,0.2067,0.1147,0.0,1.0,2,94.0
C_571084,0.3121,0.3061,,,,0.3121,0.3253,,,0.3381,31.4,مشتری قرمز,0.0,0.0,,,,0,430.0
C_571164,0.9503,0.8061,0.0329,0.9209,0.5158,0.8703,0.9511,0.0219,,0.9776,67.1,مشتری پایدار,11937697.68,0.1367,-0.1266,0.2352,1.0,4,45.0
C_573297,0.9208,0.8285,0.9794,0.3656,0.5158,0.7787,0.7556,0.0803,,0.8413,70.3,مشتری پایدار,6202828.21,0.1617,0.2271,0.0,1.0,2,80.0
C_573925,0.3121,0.3061,,,,0.3121,0.1394,,,0.1899,27.8,مشتری قرمز,0.0,0.0,,,,0,682.0
C_575212,0.3121,0.3061,,,,0.3121,0.3413,,,0.3197,31.5,مشتری قرمز,0.0,0.0,,,,0,416.0
C_575381,0.7003,0.6779,0.5103,0.3656,0.5158,0.7787,0.7155,,0.8154,0.6042,61.8,مشتری پایدار,148747.85,0.0767,0.0737,0.0,1.0,2,94.0
C_578215,0.7935,0.7228,0.786,0.9842,0.5158,0.7787,0.7155,0.2482,,0.6875,72.0,مشتری پایدار,814933.85,0.0967,0.1159,0.6107,1.0,2,94.0
C_578664,0.3121,0.3061,,,,0.3121,0.1939,,,0.258,29.0,مشتری قرمز,0.0,0.0,,,,0,612.0
C_579127,0.3121,0.3061,,,,0.3121,0.5649,,,0.024,33.2,مشتری قرمز,0.0,0.0,,,,0,220.0
C_579810,0.3121,0.3061,,,,0.3121,0.5873,,,0.0353,33.6,مشتری قرمز,0.0,0.0,,,,0,206.0
C_582486,0.3121,0.3061,,,,0.3121,0.3181,,,0.2236,30.6,مشتری قرمز,0.0,0.0,,,,0,444.0
C_585824,0.7019,0.6667,0.8395,0.3656,0.5158,0.684,0.7941,,,0.5593,65.1,مشتری پایدار,158367.34,0.07,0.1281,0.0,1.0,1,73.0
C_585944,0.3121,0.3061,,,,0.3121,0.3774,,,0.3021,32.0,مشتری قرمز,0.0,0.0,,,,0,374.0
