Customer_ID,Customer_Segment,Customer_Status,Location_ID,Sales_Rep_ID,Credit_Limit,Payment_Terms_Days,Recency_Days,Days_Since_Last_Order,Frequency_Orders,Monetary_Total_Revenue,R_Score,F_Score,M_Score,RFM_Score,RFM_Segment,Last_Order_Date,First_Order_Date,Avg_Order_Interval_Days,Order_Interval_Std_Days,Avg_Payment_Delay_Days,Max_Payment_Delay_Days,Collections_Count,Bounced_Check_Rate,Lifetime_Days,Lifetime_Years,Annual_Sales_Trailing12M,Revenue_Total_Lifetime,Cost_Total_Lifetime,Margin_Total_Lifetime,Margin_Pct,Margin_Cost_Basis_Actual_Pct,Margin_RARE_Revenue_Pct,Margin_Confidence,LTV,Revenue_Share_As_Of_Month,Revenue_Share_Pct_Latest,Revenue_Share_Pct_Avg,Lifetime_Complaints,Recent_Complaints_12M,Biggest_Problem,Expected_Next_Order_Date,Days_Until_Expected_Next_Order,Risk_Score,Risk_Level,Recommended_Action
C_276942,C,فعال,LOC-006,REP-006,2094000,0,66.0,66.0,3,1842968.8499999999,1.0,4.0,2.0,142,Lost / Churned,2022-04-25,2020-05-25,350.0,475.2,28.7,46.0,3,0.0,700,1.92,1395792.38,1842968.8499999999,1642111.5881999999,200857.26180000004,0.109,0.4,0.757,Low,200857.26,2022-06,0.0,0.025,0,0,,2023-04-10 00:00:00,284.0,2.0,Medium,Upsell / grow share-of-wallet — low share vs estimated potential
C_277610,C,فعال,LOC-004,REP-006,1612000,0,157.0,157.0,1,1074032.6,2.0,5.0,2.0,252,Regular,2022-01-24,2022-01-24,,,44.0,44.0,1,0.0,0,0.0,1074032.6,1074032.6,1076934.6733000001,-2902.073300000048,-0.0027,0.75,0.006,High,-2902.07,2022-06,0.0,0.0233,0,0,,,,4.0,High,Review credit terms / collections follow-up — chronic late payment
C_281145,C,غیرفعال,LOC-013,REP-007,180000,0,297.0,297.0,5,465233.83,3.0,3.0,3.0,333,Regular,2021-09-06,2021-05-03,31.5,18.5,20.2,44.0,4,0.0,126,0.34,229648.69,465233.83,449066.28530000005,16167.544699999986,0.0348,0.316,0.085,Medium,16167.54,2022-06,0.0,0.05,0,0,,2021-10-07 12:00:00,-266.0,6.0,Critical,"Reactivation outreach — inactive, no recent orders"
C_282539,B,غیرفعال,LOC-004,REP-005,385000,0,206.0,206.0,4,439586.77999999997,3.0,3.0,3.0,333,Regular,2021-12-06,2020-11-09,130.7,214.3,23.8,49.0,4,0.0,392,1.07,392959.29,439586.77999999997,415991.549,23595.230999999992,0.0537,0.3,0.0,Medium,23595.23,2022-06,0.0,0.0525,0,0,,2022-04-15 16:48:00,-76.0,6.0,Critical,"Reactivation outreach — inactive, no recent orders"
C_282979,C,فعال,LOC-004,REP-005,916000,30,59.0,59.0,78,7496322.19,1.0,1.0,1.0,111,Lost / Churned,2022-05-02,2020-02-17,10.5,18.4,20.9,52.0,78,0.0,805,2.2,4512857.58,7496322.19,6938248.1367,558074.0532999999,0.0744,0.3,0.398,Medium,558074.05,2022-06,0.0,0.2375,2,0,فیلامنت و پرز,2022-05-12 12:00:00,-49.0,2.0,Medium,Upsell / grow share-of-wallet — low share vs estimated potential
C_284990,A,فعال,LOC-006,REP-006,579000,0,136.0,136.0,23,2593709.94,2.0,2.0,2.0,222,Lost / Churned,2022-02-14,2020-02-03,33.7,24.4,20.9,49.0,26,0.0,742,2.03,1170910.6,2593709.94,2345684.7202,248025.21980000002,0.0956,0.315,0.053,Medium,248025.22,2022-06,0.0,0.2475,0,0,,2022-03-19 16:48:00,-103.0,3.0,Medium,Upsell / grow share-of-wallet — low share vs estimated potential
C_287115,A,غیرفعال,LOC-008,REP-004,14000,0,654.0,654.0,2,14582.69,5.0,4.0,5.0,545,Champions,2020-09-14,2020-08-31,14.0,,35.3,41.0,3,0.0,14,0.04,0.0,14582.69,14349.412799999998,233.27720000000232,0.016,0.5,0.155,High,233.28,2022-06,0.0,0.0,0,0,,2020-09-28 00:00:00,-640.0,7.0,Critical,"Reactivation outreach — inactive, no recent orders"
C_287361,A,غیرفعال,LOC-012,REP-007,148000,45,353.0,353.0,4,327031.92,4.0,3.0,3.0,433,Loyal Customers,2021-07-12,2020-02-17,170.3,49.7,23.0,49.0,3,0.0,511,1.4,98537.93,327031.92,311153.5909,15878.329100000004,0.0486,0.545,1.0,Low,15878.33,2022-06,0.0,0.0583,0,0,,2021-12-29 07:12:00,-183.0,6.0,Critical,"Reactivation outreach — inactive, no recent orders"
C_292582,A,غیرفعال,LOC-016,REP-008,2212000,30,332.0,332.0,17,9018315.27,3.0,2.0,1.0,321,Regular,2021-08-02,2020-10-26,17.5,25.0,31.4,48.0,16,0.0,280,0.77,1923666.46,9018315.27,7510876.9251,1507438.3449000001,0.1672,0.362,0.937,Low,1507438.34,2022-06,0.0,0.0367,0,0,,2021-08-19 12:00:00,-315.0,7.0,Critical,"Reactivation outreach — inactive, no recent orders"
C_297913,B,فعال,LOC-012,REP-008,41000,0,66.0,66.0,16,149034.65,1.0,2.0,4.0,124,Lost / Churned,2022-04-25,2020-01-06,56.0,48.6,21.7,54.0,17,0.0,840,2.3,136836.88999999998,149034.65,141802.7119,7231.938099999996,0.0485,0.167,0.038,Low,7231.94,2022-06,0.0,0.27,0,0,,2022-06-20 00:00:00,-10.0,2.0,Medium,Upsell / grow share-of-wallet — low share vs estimated potential
C_298468,C,فعال,LOC-004,REP-001,360000,0,115.0,115.0,17,774129.76,2.0,2.0,3.0,223,Lost / Churned,2022-03-07,2020-02-03,47.7,36.3,28.4,49.0,18,0.0,763,2.09,483928.09,774129.76,717939.7733,56189.98669999998,0.0726,0.316,0.012,Medium,56189.99,2022-06,0.0,0.1992,1,0,فیلامنت و پرز,2022-04-23 16:48:00,-68.0,3.0,Medium,Upsell / grow share-of-wallet — low share vs estimated potential
C_298813,A,غیرفعال,LOC-012,REP-002,48000,0,472.0,472.0,9,216241.3,4.0,2.0,4.0,424,Loyal Customers,2021-03-15,2020-03-02,47.2,71.8,26.6,50.0,10,0.1,378,1.03,0.0,216241.3,194575.5669,21665.733099999998,0.1002,0.278,0.033,Medium,21665.73,2022-06,0.0,0.0,0,0,,2021-05-01 04:48:00,-425.0,6.0,Critical,"Reactivation outreach — inactive, no recent orders"
C_299317,B,فعال,LOC-011,REP-008,11700000,0,52.0,52.0,57,90120030.92,1.0,1.0,1.0,111,Lost / Churned,2022-05-09,2020-02-17,14.5,30.5,21.8,52.0,65,0.0,812,2.22,72958167.92,90120030.92,79926875.7202,10193155.1998,0.1131,0.32,0.142,Medium,10193155.2,2022-06,0.0,0.3842,1,0,پارگی فیلامنت,2022-05-23 12:00:00,-38.0,2.0,Medium,Upsell / grow share-of-wallet — low share vs estimated potential
C_299825,C,غیرفعال,LOC-010,REP-005,178000,0,703.0,703.0,1,118656.18,5.0,5.0,4.0,554,Champions,2020-07-27,2020-07-27,,,14.0,14.0,1,0.0,0,0.0,0.0,118656.18,131486.4163,-12830.23630000001,-0.1081,0.0,1.0,Low,-12830.24,2022-06,0.0,0.0,0,0,,,,5.0,High,"Reactivation outreach — inactive, no recent orders"
C_302517,A,فعال,LOC-002,REP-004,128000,0,94.0,94.0,2,148567.14,2.0,4.0,4.0,244,At Risk (High Value),2022-03-28,2022-03-28,0.0,,16.5,19.0,2,0.0,0,0.0,148567.14,148567.14,133286.7147,15280.4253,0.1029,0.5,0.57,Low,15280.43,2022-06,0.0,0.055,0,0,,2022-03-28 00:00:00,-94.0,3.0,Medium,Upsell / grow share-of-wallet — low share vs estimated potential
C_303006,B,فعال,LOC-002,REP-003,3056000,0,80.0,80.0,13,8048731.2,2.0,2.0,1.0,221,Lost / Churned,2022-04-11,2020-04-27,59.5,74.1,22.6,36.0,8,0.0,714,1.95,4262284.07,8048731.2,7443630.4238,605100.7762,0.0752,0.289,0.0,Medium,605100.78,2022-06,0.0,0.1392,0,0,,2022-06-09 12:00:00,-21.0,2.0,Medium,Upsell / grow share-of-wallet — low share vs estimated potential
C_304036,C,فعال,LOC-007,REP-004,3163000,30,59.0,59.0,16,6391269.76,1.0,2.0,1.0,121,Lost / Churned,2022-05-02,2020-03-30,50.9,51.1,25.5,43.0,15,0.0,763,2.09,6314968.85,6391269.76,5894147.0357,497122.7242999999,0.0778,0.379,0.0,Medium,497122.72,2022-06,0.0,0.2267,0,0,,2022-06-21 21:36:00,-9.0,2.0,Medium,Upsell / grow share-of-wallet — low share vs estimated potential
C_304462,B,غیرفعال,LOC-013,REP-007,5000,0,227.0,227.0,1,2819.84,3.0,5.0,5.0,355,Regular,2021-11-15,2021-11-15,,,15.0,15.0,1,0.0,0,0.0,2819.84,2819.84,2789.2374999999997,30.60250000000042,0.0109,0.0,0.0,Low,30.6,2022-06,0.0,0.0258,0,0,,,,6.0,Critical,"Reactivation outreach — inactive, no recent orders"
C_307303,B,غیرفعال,LOC-008,REP-005,140000,0,332.0,332.0,2,94974.45,3.0,4.0,4.0,344,Regular,2021-08-02,2021-07-05,28.0,,11.5,17.0,2,0.0,28,0.08,94974.45,94974.45,63468.8374,31505.6126,0.3317,0.0,0.98,Low,31505.61,2022-06,0.0,0.0975,0,0,,2021-08-30 00:00:00,-304.0,5.0,High,"Reactivation outreach — inactive, no recent orders"
C_310107,C,غیرفعال,LOC-001,REP-005,2298000,0,206.0,206.0,41,6718780.890000001,3.0,1.0,1.0,311,Regular,2021-12-06,2020-02-17,16.4,36.0,23.6,54.0,44,0.023,658,1.8,3352420.79,6718780.890000001,6103366.2955,615414.5945,0.0916,0.366,0.507,Low,615414.59,2022-06,0.0,0.0842,1,0,گره و اسنارل,2021-12-22 09:36:00,-190.0,6.0,Critical,"Reactivation outreach — inactive, no recent orders"
C_312584,C,غیرفعال,LOC-003,REP-005,70000,0,486.0,486.0,1,46298.05,4.0,5.0,5.0,455,Champions,2021-03-01,2021-03-01,,,1.5,3.0,2,0.0,0,0.0,0.0,46298.05,43730.0755,2567.9745000000025,0.0555,0.333,1.0,Low,2567.97,2022-06,0.0,0.0,1,0,مینگل کمتر از حد,,,5.0,High,"Reactivation outreach — inactive, no recent orders"
C_314119,C,غیرفعال,LOC-011,REP-008,1283000,0,570.0,570.0,22,13121105.14,4.0,2.0,1.0,421,New / Recent,2020-12-07,2020-07-13,7.0,10.6,24.4,47.0,25,0.0,147,0.4,0.0,13121105.14,11300389.3414,1820715.7986,0.1388,0.273,0.05,Medium,1820715.8,2022-06,0.0,0.0,0,0,,2020-12-14 00:00:00,-563.0,6.0,Critical,"Reactivation outreach — inactive, no recent orders"
C_315505,C,فعال,LOC-010,REP-001,3216000,0,164.0,164.0,5,3373593.4000000004,2.0,3.0,2.0,232,Lost / Churned,2022-01-17,2020-01-27,180.2,77.8,23.7,46.0,6,0.0,721,1.97,2368967.0700000003,3373593.4000000004,2662389.5078,711203.8922,0.2108,0.333,1.0,Low,711203.89,2022-06,0.0,0.05,0,0,,2022-07-16 04:48:00,16.0,3.0,Medium,Upsell / grow share-of-wallet — low share vs estimated potential
C_316786,A,غیرفعال,LOC-012,REP-005,1585000,0,318.0,318.0,12,5882445.78,3.0,2.0,1.0,321,Regular,2021-08-16,2020-12-07,22.9,29.9,24.4,41.0,9,0.0,252,0.69,2519810.14,5882445.78,5472042.3088,410403.47119999997,0.0698,0.333,0.0,Medium,410403.47,2022-06,0.0,0.0792,0,0,,2021-09-07 21:36:00,-296.0,6.0,Critical,"Reactivation outreach — inactive, no recent orders"
C_317124,C,فعال,LOC-016,REP-002,1179000,0,52.0,52.0,143,19060986.8,1.0,1.0,1.0,111,Lost / Churned,2022-05-09,2020-11-02,3.9,7.5,23.4,53.0,156,0.0,553,1.51,15973688.75,19060986.8,19406598.3691,-345611.5691000001,-0.0181,0.315,0.382,Medium,-345611.57,2022-06,0.0,0.3942,21,15,فیلامنت و پرز,2022-05-12 21:36:00,-49.0,4.0,High,Escalate to service recovery — recent complaints + high risk
C_317216,C,فعال,LOC-001,REP-005,92000,0,192.0,192.0,16,204265.41,2.0,2.0,4.0,224,Regular,2021-12-20,2020-04-27,40.1,49.2,22.4,47.0,18,0.0,602,1.65,62276.35,204265.41,186067.7676,18197.6424,0.0891,0.237,0.0,Medium,18197.64,2022-06,0.0,0.1117,0,0,,2022-01-29 02:24:00,-152.0,4.0,High,Upsell / grow share-of-wallet — low share vs estimated potential
C_322219,C,غیرفعال,LOC-015,REP-002,1319000,0,472.0,472.0,28,7002240.49,4.0,1.0,1.0,411,New / Recent,2021-03-15,2020-02-10,14.8,18.2,26.3,52.0,35,0.0,399,1.09,0.0,7002240.49,6342220.2478,660020.2422000001,0.0943,0.217,0.249,Medium,660020.24,2022-06,0.0,0.0,0,0,,2021-03-29 19:12:00,-458.0,6.0,Critical,"Reactivation outreach — inactive, no recent orders"
C_322315,B,غیرفعال,LOC-006,REP-001,162000,0,689.0,689.0,5,371247.97,5.0,3.0,3.0,533,Loyal Customers,2020-08-10,2020-01-27,49.0,39.2,8.6,22.0,5,0.0,196,0.54,0.0,371247.97,341996.0319,29251.93810000001,0.0788,0.294,0.238,Medium,29251.94,2022-06,0.0,0.0,1,0,استحکام پایین,2020-09-28 00:00:00,-640.0,5.0,High,"Reactivation outreach — inactive, no recent orders"
C_322699,C,غیرفعال,LOC-004,REP-006,5000,0,689.0,689.0,1,625.5,5.0,5.0,5.0,555,Champions,2020-08-10,2020-08-10,,,10.5,11.0,2,0.0,0,0.0,0.0,625.5,555.3184,70.1816,0.1122,0.0,0.0,Low,70.18,2022-06,0.0,0.0,0,0,,,,5.0,High,"Reactivation outreach — inactive, no recent orders"
C_323248,C,غیرفعال,LOC-006,REP-007,810000,0,731.0,731.0,1,539900.08,5.0,5.0,3.0,553,Loyal Customers,2020-06-29,2020-06-29,,,40.0,40.0,1,0.0,0,0.0,0.0,539900.08,444333.31830000004,95566.76169999992,0.177,1.0,0.0,High,95566.76,2022-06,0.0,0.0,0,0,,,,7.0,Critical,"Reactivation outreach — inactive, no recent orders"
C_324442,B,فعال,LOC-005,REP-007,24000,45,101.0,101.0,1,15457.8,2.0,5.0,5.0,255,At Risk (High Value),2022-03-21,2022-03-21,,,6.0,6.0,1,0.0,0,0.0,15457.8,15457.8,14543.615300000001,914.184699999998,0.0591,0.0,1.0,Low,914.18,2022-06,0.0,0.0533,0,0,,,,2.0,Medium,Upsell / grow share-of-wallet — low share vs estimated potential
C_328236,B,فعال,LOC-002,REP-004,2105000,90,171.0,171.0,30,12039629.62,2.0,1.0,1.0,211,Lost / Churned,2022-01-10,2019-12-16,26.1,20.7,20.9,46.0,34,0.0,756,2.07,6358829.67,12039629.62,11148930.467699999,890699.1523000001,0.074,0.389,1.0,Low,890699.15,2022-06,0.0,0.2217,1,0,آلودگی / لکه روغن,2022-02-05 02:24:00,-145.0,3.0,Medium,Upsell / grow share-of-wallet — low share vs estimated potential
C_328349,A,غیرفعال,LOC-005,REP-007,427000,0,794.0,794.0,1,284459.0,5.0,5.0,3.0,553,Loyal Customers,2020-04-27,2020-04-27,,,15.5,18.0,2,0.0,0,0.0,0.0,284459.0,261502.4189,22956.581099999985,0.0807,0.0,0.0,Low,22956.58,2022-06,0.0,0.0,0,0,,,,6.0,Critical,"Reactivation outreach — inactive, no recent orders"
C_328434,C,غیرفعال,LOC-002,REP-002,163000,0,766.0,766.0,2,213726.43,5.0,4.0,4.0,544,Champions,2020-05-25,2020-05-11,14.0,,21.3,33.0,3,0.0,14,0.04,0.0,213726.43,210269.1727,3457.2573000000075,0.0162,0.167,0.0,Low,3457.26,2022-06,0.0,0.0,0,0,,2020-06-08 00:00:00,-752.0,6.0,Critical,"Reactivation outreach — inactive, no recent orders"
C_328511,C,فعال,LOC-008,REP-002,186000,0,192.0,192.0,4,249055.75999999998,2.0,3.0,4.0,234,Regular,2021-12-20,2021-10-18,21.0,12.1,21.8,46.0,4,0.0,63,0.17,249055.75999999998,249055.75999999998,224945.62960000001,24110.130400000002,0.0968,0.455,0.006,Medium,24110.13,2022-06,0.0,0.135,0,0,,2022-01-10 00:00:00,-171.0,4.0,High,Upsell / grow share-of-wallet — low share vs estimated potential
C_328979,A,غیرفعال,LOC-016,REP-002,173000,0,346.0,346.0,17,655159.42,3.0,2.0,3.0,323,Regular,2021-07-19,2020-01-27,33.7,55.6,20.8,46.0,22,0.045,539,1.48,118783.64,655159.42,628628.2002,26531.2198,0.0405,0.336,0.184,Medium,26531.22,2022-06,0.0,0.0533,0,0,,2021-08-21 16:48:00,-313.0,6.0,Critical,"Reactivation outreach — inactive, no recent orders"
C_329432,A,فعال,LOC-010,REP-002,2644000,0,80.0,80.0,50,26381197.35,2.0,1.0,1.0,211,Lost / Churned,2022-04-11,2020-05-04,14.4,14.2,27.2,53.0,52,0.0,707,1.94,20966541.23,26381197.35,23910730.4851,2470466.8649,0.0936,0.312,0.316,Medium,2470466.86,2022-06,0.0,0.4717,0,0,,2022-04-25 09:36:00,-66.0,2.0,Medium,Upsell / grow share-of-wallet — low share vs estimated potential
C_330550,B,غیرفعال,LOC-008,REP-007,331000,0,822.0,822.0,6,923598.18,5.0,3.0,3.0,533,Loyal Customers,2020-03-30,2020-01-06,16.8,10.6,16.3,26.0,6,0.0,84,0.23,0.0,923598.18,829704.1831,93893.99690000001,0.1017,0.378,0.4,Medium,93894.0,2022-06,0.0,0.0,0,0,,2020-04-15 19:12:00,-806.0,6.0,Critical,"Reactivation outreach — inactive, no recent orders"
C_334349,A,غیرفعال,LOC-014,REP-002,29000,0,899.0,899.0,1,19198.83,5.0,5.0,5.0,555,Champions,2020-01-13,2020-01-13,,,23.0,23.0,1,0.0,0,0.0,0.0,19198.83,18942.2912,256.5388000000023,0.0134,1.0,1.0,Low,256.54,2022-06,0.0,0.0,0,0,,,,6.0,Critical,"Reactivation outreach — inactive, no recent orders"
C_334474,A,فعال,LOC-012,REP-005,7255000,0,87.0,87.0,18,23244098.37,2.0,2.0,1.0,221,Lost / Churned,2022-04-04,2021-08-16,13.6,15.4,23.0,49.0,22,0.0,231,0.63,23244098.37,23244098.37,19441002.2394,3803096.1306,0.1636,0.16,1.0,Low,3803096.13,2022-06,0.0,0.3183,0,0,,2022-04-17 14:24:00,-74.0,2.0,Medium,Upsell / grow share-of-wallet — low share vs estimated potential
C_335322,A,فعال,LOC-002,REP-008,640000,0,129.0,129.0,1,426444.49,2.0,5.0,3.0,253,Regular,2022-02-21,2022-02-21,,,52.0,56.0,2,0.0,0,0.0,426444.49,426444.49,408697.36799999996,17747.122000000018,0.0416,0.5,0.758,Low,17747.12,2022-06,0.0,0.0433,0,0,,,,4.0,High,Review credit terms / collections follow-up — chronic late payment
C_335730,C,فعال,LOC-012,REP-005,1951000,0,73.0,73.0,5,1892969.8499999999,1.0,3.0,2.0,132,Lost / Churned,2022-04-18,2020-03-16,190.8,307.7,17.5,45.0,6,0.0,763,2.09,1300398.39,1892969.8499999999,1668997.0461,223972.80390000003,0.1183,0.267,0.0,Medium,223972.8,2022-06,0.0,0.0225,0,0,,2022-10-25 19:12:00,117.0,2.0,Medium,Upsell / grow share-of-wallet — low share vs estimated potential
C_336021,A,فعال,LOC-011,REP-007,112000,0,73.0,73.0,36,280243.06,1.0,1.0,4.0,114,Lost / Churned,2022-04-18,2020-03-02,22.2,29.4,23.9,56.0,40,0.0,777,2.13,194811.21,280243.06,258891.7693,21351.290699999987,0.0762,0.419,0.0,Medium,21351.29,2022-06,0.0,0.3408,0,0,,2022-05-10 04:48:00,-51.0,2.0,Medium,Upsell / grow share-of-wallet — low share vs estimated potential
C_337945,C,فعال,LOC-003,REP-007,5000,0,115.0,115.0,1,2609.84,2.0,5.0,5.0,255,At Risk (High Value),2022-03-07,2022-03-07,,,34.0,34.0,1,0.0,0,0.0,2609.84,2609.84,2217.6525,392.1875,0.1503,1.0,0.0,High,392.19,2022-06,0.0,0.03,0,0,,,,4.0,High,Review credit terms / collections follow-up — chronic late payment
C_338236,C,فعال,LOC-012,REP-001,4581000,0,45.0,45.0,16,14272523.25,1.0,2.0,1.0,121,Lost / Churned,2022-05-16,2021-10-04,14.9,26.6,23.2,43.0,14,0.071,224,0.61,14272523.25,14272523.25,15200544.5229,-928021.2728999999,-0.065,0.373,0.525,Low,-928021.27,2022-06,0.0,0.1492,2,1,بازشدن نخ درجه C,2022-05-30 21:36:00,-31.0,3.0,Medium,Upsell / grow share-of-wallet — low share vs estimated potential
C_342153,C,غیرفعال,LOC-002,REP-008,19000,0,227.0,227.0,14,54849.520000000004,3.0,2.0,5.0,325,Regular,2021-11-15,2021-03-08,19.4,25.1,25.5,49.0,16,0.0,252,0.69,49472.52,54849.520000000004,49060.1667,5789.353300000001,0.1055,0.375,0.034,Medium,5789.35,2022-06,0.0,0.2167,0,0,,2021-12-04 09:36:00,-208.0,6.0,Critical,"Reactivation outreach — inactive, no recent orders"
C_342564,B,فعال,LOC-009,REP-002,1904000,0,80.0,80.0,33,8531888.06,2.0,1.0,1.0,211,Lost / Churned,2022-04-11,2020-02-17,24.5,18.1,22.1,56.0,40,0.0,784,2.15,4320094.39,8531888.06,7369484.2058,1162403.8542000002,0.1362,0.385,0.516,Low,1162403.85,2022-06,0.0,0.3092,5,3,فیلامنت و پرز,2022-05-05 12:00:00,-56.0,4.0,High,Escalate to service recovery — recent complaints + high risk
C_346978,C,غیرفعال,LOC-011,REP-002,63000,0,801.0,801.0,2,54841.98,5.0,4.0,5.0,545,Champions,2020-04-20,2020-03-16,35.0,,16.0,32.0,2,0.0,35,0.1,0.0,54841.98,51242.538,3599.441999999998,0.0656,0.286,0.0,Medium,3599.44,2022-06,0.0,0.0,0,0,,2020-05-25 00:00:00,-766.0,6.0,Critical,"Reactivation outreach — inactive, no recent orders"
C_348438,A,غیرفعال,LOC-006,REP-008,242000,0,731.0,731.0,5,473933.86,5.0,3.0,3.0,533,Loyal Customers,2020-06-29,2020-02-10,35.0,31.8,14.2,34.0,5,0.0,140,0.38,0.0,473933.86,459893.4318,14040.428199999962,0.0296,0.417,0.34,Medium,14040.43,2022-06,0.0,0.0,0,0,,2020-08-03 00:00:00,-696.0,6.0,Critical,"Reactivation outreach — inactive, no recent orders"
C_350091,A,غیرفعال,LOC-007,REP-007,47000,0,766.0,766.0,1,31029.46,5.0,5.0,5.0,555,Champions,2020-05-25,2020-05-25,,,,,0,,0,0.0,0.0,31029.46,49565.133400000006,-18535.673400000003,-0.5974,0.143,1.0,Low,-18535.67,2022-06,0.0,0.0,0,0,,,,5.0,High,"Reactivation outreach — inactive, no recent orders"
C_352205,C,فعال,LOC-015,REP-006,3703000,0,52.0,52.0,29,23314128.759999998,1.0,1.0,1.0,111,Lost / Churned,2022-05-09,2020-01-20,30.0,43.2,21.6,49.0,28,0.0,840,2.3,20375793.22,23314128.759999998,23442758.2126,-128629.45259999987,-0.0055,0.321,1.0,Low,-128629.45,2022-06,0.0,0.3958,0,0,,2022-06-08 00:00:00,-22.0,2.0,Medium,Upsell / grow share-of-wallet — low share vs estimated potential
C_352740,B,غیرفعال,LOC-004,REP-007,282000,0,843.0,843.0,1,187582.69,5.0,5.0,4.0,554,Champions,2020-03-09,2020-03-09,,,12.0,12.0,1,0.0,0,0.0,0.0,187582.69,176941.9138,10640.776199999988,0.0567,0.667,0.708,Low,10640.78,2022-06,0.0,0.0,0,0,,,,5.0,High,"Reactivation outreach — inactive, no recent orders"
C_354860,B,غیرفعال,LOC-002,REP-001,149000,0,661.0,661.0,3,240374.31,5.0,4.0,4.0,544,Champions,2020-09-07,2020-08-17,10.5,4.9,30.2,49.0,4,0.0,21,0.06,0.0,240374.31,218620.0467,21754.26329999999,0.0905,0.75,0.0,High,21754.26,2022-06,0.0,0.0,0,0,,2020-09-17 12:00:00,-651.0,7.0,Critical,"Reactivation outreach — inactive, no recent orders"
C_357434,A,فعال,LOC-014,REP-002,1039000,0,108.0,108.0,29,5712964.67,2.0,1.0,1.0,211,Lost / Churned,2022-03-14,2019-12-23,29.0,33.1,22.4,43.0,23,0.0,812,2.22,1533781.05,5712964.67,4980550.5985,732414.0715,0.1282,0.233,0.138,Medium,732414.07,2022-06,0.0,0.1333,1,0,مینگل بیشتر از حد,2022-04-12 00:00:00,-79.0,3.0,Medium,Upsell / grow share-of-wallet — low share vs estimated potential
C_358504,A,فعال,LOC-005,REP-004,1594000,0,171.0,171.0,4,1879117.99,2.0,3.0,2.0,232,Lost / Churned,2022-01-10,2020-05-04,205.3,313.7,21.6,49.0,5,0.0,616,1.69,1589554.45,1879117.99,1749758.6300999997,129359.35990000013,0.0688,0.2,0.0,Medium,129359.36,2022-06,0.0,0.0542,0,0,,2022-08-03 07:12:00,34.0,3.0,Medium,Upsell / grow share-of-wallet — low share vs estimated potential
C_360737,B,غیرفعال,LOC-002,REP-002,8000,0,647.0,647.0,1,5009.15,5.0,5.0,5.0,555,Champions,2020-09-21,2020-09-21,,,19.0,19.0,1,0.0,0,0.0,0.0,5009.15,3772.0396000000005,1237.1103999999991,0.247,0.0,1.0,Low,1237.11,2022-06,0.0,0.0,0,0,,,,6.0,Critical,"Reactivation outreach — inactive, no recent orders"
C_361181,C,فعال,LOC-006,REP-001,5389000,30,66.0,66.0,50,38670348.82,1.0,1.0,1.0,111,Lost / Churned,2022-04-25,2020-02-03,16.6,20.0,28.1,56.0,55,0.0,812,2.22,26454658.55,38670348.82,33093606.9208,5576741.899200001,0.1442,0.292,0.908,Low,5576741.9,2022-06,0.0,0.2658,5,2,الصاق لیبل اشتباه,2022-05-11 14:24:00,-50.0,3.0,Medium,Upsell / grow share-of-wallet — low share vs estimated potential
C_361746,C,غیرفعال,LOC-005,REP-003,426000,0,325.0,325.0,1,283424.48,3.0,5.0,3.0,353,Regular,2021-08-09,2021-08-09,,,18.0,18.0,1,0.0,0,0.0,283424.48,283424.48,272265.46520000004,11159.014799999944,0.0394,0.667,1.0,Low,11159.01,2022-06,0.0,0.055,0,0,,,,6.0,Critical,"Reactivation outreach — inactive, no recent orders"
C_365032,A,غیرفعال,LOC-011,REP-006,295000,0,227.0,227.0,8,716489.58,3.0,3.0,3.0,333,Regular,2021-11-15,2020-02-17,91.0,76.5,28.9,44.0,9,0.0,637,1.74,436929.82,716489.58,659076.1497,57413.430300000044,0.0801,0.429,0.0,Medium,57413.43,2022-06,0.0,0.17,0,0,,2022-02-14 00:00:00,-136.0,6.0,Critical,"Reactivation outreach — inactive, no recent orders"
C_365277,A,فعال,LOC-014,REP-006,1734000,0,52.0,52.0,9,2506598.19,1.0,2.0,2.0,122,Lost / Churned,2022-05-09,2020-03-02,99.8,54.1,24.7,44.0,10,0.0,798,2.18,1881809.09,2506598.19,2196788.9217,309809.2683000001,0.1236,0.441,0.722,Low,309809.27,2022-06,0.0,0.1558,1,0,کریمپ / حجم ناهمگون,2022-08-16 19:12:00,47.0,2.0,Medium,Upsell / grow share-of-wallet — low share vs estimated potential
C_365405,C,فعال,LOC-005,REP-008,6759000,30,73.0,73.0,11,20131941.54,1.0,2.0,1.0,121,Lost / Churned,2022-04-18,2021-11-08,16.1,24.5,25.3,54.0,12,0.0,161,0.44,20131941.54,20131941.54,16627777.3041,3504164.2358999997,0.1741,0.257,1.0,Low,3504164.24,2022-06,0.0,0.14,0,0,,2022-05-04 02:24:00,-57.0,2.0,Medium,Upsell / grow share-of-wallet — low share vs estimated potential
C_371497,A,فعال,LOC-005,REP-003,284000,0,136.0,136.0,8,762214.78,2.0,3.0,3.0,233,Regular,2022-02-14,2020-05-11,92.0,124.8,30.0,43.0,7,0.0,644,1.76,756367.78,762214.78,729086.9133,33127.86670000003,0.0435,0.5,0.089,High,33127.87,2022-06,0.0,0.1383,0,0,,2022-05-17 00:00:00,-44.0,3.0,Medium,Upsell / grow share-of-wallet — low share vs estimated potential
