شماره فاکتور,تاریخ,Customer_ID,ماه,سال,Available_At,Source_System
T_212687,2021-12-27,C_866894,M12,SY03,2021-12-28,ERP_SALES
T_212743,2020-11-23,C_535756,M11,SY02,2020-11-24,ERP_SALES
T_212760,2020-09-21,C_544893,M09,SY02,2020-09-22,ERP_SALES
T_212829,2020-11-23,C_479796,M11,SY02,2020-11-24,ERP_SALES
T_212869,2021-02-01,C_749079,M02,SY03,2021-02-02,ERP_SALES
T_213084,2020-09-21,C_483750,M09,SY02,2020-09-22,ERP_SALES
T_213117,2020-06-01,C_113139,M06,SY02,2020-06-02,ERP_SALES
T_213171,2021-03-01,C_523504,M03,SY03,2021-03-02,ERP_SALES
T_213216,2021-06-21,C_806376,M06,SY03,2021-06-22,ERP_SALES
T_213237,2020-11-02,C_076411,M11,SY02,2020-11-03,ERP_SALES
T_213265,2022-02-07,C_535756,M02,SY04,2022-02-08,ERP_SALES
T_213385,2020-08-24,C_746892,M08,SY02,2020-08-25,ERP_SALES
T_213441,2020-12-28,C_943921,M12,SY02,2020-12-29,ERP_SALES
T_213668,2020-06-01,C_769491,M06,SY02,2020-06-02,ERP_SALES
T_213737,2021-04-19,C_317124,M04,SY03,2021-04-20,ERP_SALES
T_213775,2020-05-25,C_937594,M05,SY02,2020-05-26,ERP_SALES
T_213805,2020-06-29,C_683666,M06,SY02,2020-06-30,ERP_SALES
T_213825,2020-07-13,C_633661,M07,SY02,2020-07-14,ERP_SALES
T_213850,2022-04-25,C_740903,M04,SY04,2022-04-26,ERP_SALES
T_213861,2021-07-12,C_769491,M07,SY03,2021-07-13,ERP_SALES
T_213911,2021-03-15,C_746892,M03,SY03,2021-03-16,ERP_SALES
T_213982,2021-08-16,C_691869,M08,SY03,2021-08-17,ERP_SALES
T_214066,2021-08-16,C_566726,M08,SY03,2021-08-17,ERP_SALES
T_214220,2021-04-26,C_769450,M04,SY03,2021-04-27,ERP_SALES
T_214231,2021-04-19,C_633661,M04,SY03,2021-04-20,ERP_SALES
T_214372,2022-05-02,C_603877,M05,SY04,2022-05-03,ERP_SALES
T_214378,2020-11-23,C_986633,M11,SY02,2020-11-24,ERP_SALES
T_214499,2020-02-24,C_838088,M02,SY02,2020-02-25,ERP_SALES
T_214742,2021-10-04,C_705572,M10,SY03,2021-10-05,ERP_SALES
T_214759,2022-05-16,C_245948,M05,SY04,2022-05-17,ERP_SALES
T_214782,2021-02-15,C_292582,M02,SY03,2021-02-16,ERP_SALES
T_214822,2021-11-08,C_857626,M11,SY03,2021-11-09,ERP_SALES
T_215051,2021-02-15,C_299317,M02,SY03,2021-02-16,ERP_SALES
T_215080,2021-09-13,C_806376,M09,SY03,2021-09-14,ERP_SALES
T_215099,2020-07-27,C_117580,M07,SY02,2020-07-28,ERP_SALES
T_215182,2022-03-07,C_473035,M03,SY04,2022-03-08,ERP_SALES
T_215212,2020-12-14,C_568392,M12,SY02,2020-12-15,ERP_SALES
T_215224,2021-09-13,C_937594,M09,SY03,2021-09-14,ERP_SALES
T_215333,2021-03-01,C_523504,M03,SY03,2021-03-02,ERP_SALES
T_215460,2021-11-29,C_472366,M11,SY03,2021-11-30,ERP_SALES
T_215484,2020-10-19,C_714619,M10,SY02,2020-10-20,ERP_SALES
T_215507,2022-04-04,C_473035,M04,SY04,2022-04-05,ERP_SALES
T_215509,2022-04-25,C_276942,M04,SY04,2022-04-26,ERP_SALES
T_215513,2020-11-09,C_473035,M11,SY02,2020-11-10,ERP_SALES
T_215702,2022-01-17,C_299317,M01,SY04,2022-01-18,ERP_SALES
T_215721,2020-05-25,C_703801,M05,SY02,2020-05-26,ERP_SALES
T_215745,2020-05-25,C_122750,M05,SY02,2020-05-26,ERP_SALES
T_215795,2022-01-24,C_197461,M01,SY04,2022-01-25,ERP_SALES
T_215842,2021-06-28,C_284990,M06,SY03,2021-06-29,ERP_SALES
T_216173,2020-10-26,C_421536,M10,SY02,2020-10-27,ERP_SALES
T_216229,2021-03-08,C_245948,M03,SY03,2021-03-09,ERP_SALES
T_216486,2020-08-31,C_421536,M08,SY02,2020-09-01,ERP_SALES
T_216536,2022-02-28,C_342564,M02,SY04,2022-03-01,ERP_SALES
T_216609,2021-04-26,C_603968,M04,SY03,2021-04-27,ERP_SALES
T_216625,2020-05-18,C_245948,M05,SY02,2020-05-19,ERP_SALES
T_216786,2021-09-06,C_690888,M09,SY03,2021-09-07,ERP_SALES
T_217042,2021-11-01,C_951507,M11,SY03,2021-11-02,ERP_SALES
T_217147,2020-03-09,C_245948,M03,SY02,2020-03-10,ERP_SALES
T_217351,2020-05-18,C_871835,M05,SY02,2020-05-19,ERP_SALES
T_217386,2022-04-18,C_986633,M04,SY04,2022-04-19,ERP_SALES
T_217416,2020-07-20,C_951507,M07,SY02,2020-07-21,ERP_SALES
T_217419,2020-07-20,C_117580,M07,SY02,2020-07-21,ERP_SALES
T_217551,2021-08-23,C_762928,M08,SY03,2021-08-24,ERP_SALES
T_217576,2020-09-28,C_940986,M09,SY02,2020-09-29,ERP_SALES
T_217594,2020-12-07,C_314119,M12,SY02,2020-12-08,ERP_SALES
T_217660,2020-11-23,C_535756,M11,SY02,2020-11-24,ERP_SALES
T_217713,2021-12-27,C_022746,M12,SY03,2021-12-28,ERP_SALES
T_217721,2021-03-29,C_535756,M03,SY03,2021-03-30,ERP_SALES
T_217897,2021-03-01,C_164510,M03,SY03,2021-03-02,ERP_SALES
T_218071,2020-06-08,C_117580,M06,SY02,2020-06-09,ERP_SALES
T_218170,2020-11-23,C_808695,M11,SY02,2020-11-24,ERP_SALES
T_218246,2020-06-01,C_746892,M06,SY02,2020-06-02,ERP_SALES
T_218257,2020-09-07,C_113139,M09,SY02,2020-09-08,ERP_SALES
T_218334,2020-07-06,C_113139,M07,SY02,2020-07-07,ERP_SALES
T_218358,2022-02-21,C_877858,M02,SY04,2022-02-22,ERP_SALES
T_218394,2021-08-30,C_858384,M08,SY03,2021-08-31,ERP_SALES
T_218509,2020-02-03,C_815913,M02,SY02,2020-02-04,ERP_SALES
T_218550,2022-04-25,C_240236,M04,SY04,2022-04-26,ERP_SALES
T_218573,2021-04-26,C_633661,M04,SY03,2021-04-27,ERP_SALES
T_218639,2021-10-11,C_113139,M10,SY03,2021-10-12,ERP_SALES
T_218747,2021-05-24,C_245948,M05,SY03,2021-05-25,ERP_SALES
T_218825,2022-06-06,C_527060,M06,SY04,2022-06-07,ERP_SALES
T_218844,2020-04-27,C_714619,M04,SY02,2020-04-28,ERP_SALES
T_218880,2021-07-05,C_240236,M07,SY03,2021-07-06,ERP_SALES
T_218991,2020-09-21,C_119382,M09,SY02,2020-09-22,ERP_SALES
T_219013,2021-11-22,C_884864,M11,SY03,2021-11-23,ERP_SALES
T_219112,2020-09-14,C_969414,M09,SY02,2020-09-15,ERP_SALES
T_219170,2021-05-17,C_878590,M05,SY03,2021-05-18,ERP_SALES
T_219439,2020-11-30,C_310107,M11,SY02,2020-12-01,ERP_SALES
T_219441,2021-02-15,C_677190,M02,SY03,2021-02-16,ERP_SALES
T_219491,2020-07-13,C_948070,M07,SY02,2020-07-14,ERP_SALES
T_219718,2020-03-23,C_838088,M03,SY02,2020-03-24,ERP_SALES
T_219777,2020-12-14,C_858384,M12,SY02,2020-12-15,ERP_SALES
T_219901,2021-12-13,C_937594,M12,SY03,2021-12-14,ERP_SALES
T_220011,2020-08-03,C_479796,M08,SY02,2020-08-04,ERP_SALES
T_220133,2020-06-15,C_328236,M06,SY02,2020-06-16,ERP_SALES
T_220150,2020-03-09,C_937594,M03,SY02,2020-03-10,ERP_SALES
T_220153,2021-08-02,C_746892,M08,SY03,2021-08-03,ERP_SALES
T_220223,2020-11-09,C_218295,M11,SY02,2020-11-10,ERP_SALES
T_220270,2021-03-01,C_746892,M03,SY03,2021-03-02,ERP_SALES
T_220293,2020-12-28,C_739947,M12,SY02,2020-12-29,ERP_SALES
T_220358,2022-04-18,C_336021,M04,SY04,2022-04-19,ERP_SALES
T_220374,2021-12-13,C_937594,M12,SY03,2021-12-14,ERP_SALES
T_220637,2020-03-30,C_391166,M03,SY02,2020-03-31,ERP_SALES
T_220703,2021-08-30,C_838088,M08,SY03,2021-08-31,ERP_SALES
T_220721,2021-07-12,C_792125,M07,SY03,2021-07-13,ERP_SALES
T_220725,2020-03-09,C_479796,M03,SY02,2020-03-10,ERP_SALES
T_220750,2020-11-23,C_051706,M11,SY02,2020-11-24,ERP_SALES
T_220772,2021-05-24,C_535756,M05,SY03,2021-05-25,ERP_SALES
T_220924,2020-02-03,C_769491,M02,SY02,2020-02-04,ERP_SALES
T_221011,2020-03-16,C_144468,M03,SY02,2020-03-17,ERP_SALES
T_221043,2020-01-20,C_063809,M01,SY02,2020-01-21,ERP_SALES
T_221121,2022-04-18,C_884864,M04,SY04,2022-04-19,ERP_SALES
T_221186,2020-11-16,C_705572,M11,SY02,2020-11-17,ERP_SALES
T_221264,2020-07-27,C_117580,M07,SY02,2020-07-28,ERP_SALES
T_221295,2021-10-18,C_749821,M10,SY03,2021-10-19,ERP_SALES
T_221469,2020-08-10,C_661757,M08,SY02,2020-08-11,ERP_SALES
T_221524,2020-10-05,C_698497,M10,SY02,2020-10-06,ERP_SALES
T_221533,2020-09-28,C_848211,M09,SY02,2020-09-29,ERP_SALES
T_221598,2021-06-21,C_923612,M06,SY03,2021-06-22,ERP_SALES
T_221617,2021-08-23,C_683666,M08,SY03,2021-08-24,ERP_SALES
T_221809,2021-11-29,C_698497,M11,SY03,2021-11-30,ERP_SALES
T_221891,2020-11-16,C_806376,M11,SY02,2020-11-17,ERP_SALES
T_221958,2021-09-06,C_941574,M09,SY03,2021-09-07,ERP_SALES
T_221975,2020-09-28,C_314119,M09,SY02,2020-09-29,ERP_SALES
T_221999,2021-03-01,C_258325,M03,SY03,2021-03-02,ERP_SALES
T_222005,2021-05-31,C_672706,M05,SY03,2021-06-01,ERP_SALES
T_222010,2020-04-13,C_117580,M04,SY02,2020-04-14,ERP_SALES
T_222101,2021-08-09,C_969004,M08,SY03,2021-08-10,ERP_SALES
T_222131,2021-05-24,C_871835,M05,SY03,2021-05-25,ERP_SALES
T_222150,2020-04-06,C_930788,M04,SY02,2020-04-07,ERP_SALES
T_222208,2021-07-12,C_419410,M07,SY03,2021-07-13,ERP_SALES
T_222224,2020-05-11,C_980626,M05,SY02,2020-05-12,ERP_SALES
T_222285,2020-06-08,C_113139,M06,SY02,2020-06-09,ERP_SALES
T_222389,2021-12-06,C_524968,M12,SY03,2021-12-07,ERP_SALES
T_222436,2020-08-24,C_314119,M08,SY02,2020-08-25,ERP_SALES
T_222473,2021-05-10,C_633661,M05,SY03,2021-05-11,ERP_SALES
T_222495,2020-09-21,C_746892,M09,SY02,2020-09-22,ERP_SALES
T_222759,2020-04-13,C_739258,M04,SY02,2020-04-14,ERP_SALES
T_222768,2022-03-21,C_276262,M03,SY04,2022-03-22,ERP_SALES
T_222816,2020-11-30,C_412635,M11,SY02,2020-12-01,ERP_SALES
T_222824,2021-11-01,C_180817,M11,SY03,2021-11-02,ERP_SALES
T_222909,2021-04-19,C_317124,M04,SY03,2021-04-20,ERP_SALES
T_222944,2022-03-07,C_749821,M03,SY04,2022-03-08,ERP_SALES
T_222945,2020-08-03,C_593639,M08,SY02,2020-08-04,ERP_SALES
T_223024,2020-09-14,C_357434,M09,SY02,2020-09-15,ERP_SALES
T_223176,2021-11-08,C_063926,M11,SY03,2021-11-09,ERP_SALES
T_223223,2019-12-30,C_385862,M12,SY01,2019-12-31,ERP_SALES
T_223327,2021-11-15,C_672706,M11,SY03,2021-11-16,ERP_SALES
T_223360,2021-09-13,C_792125,M09,SY03,2021-09-14,ERP_SALES
T_223505,2020-03-16,C_703801,M03,SY02,2020-03-17,ERP_SALES
T_223567,2020-08-03,C_117580,M08,SY02,2020-08-04,ERP_SALES
T_223573,2021-08-30,C_746892,M08,SY03,2021-08-31,ERP_SALES
T_223576,2020-09-28,C_144468,M09,SY02,2020-09-29,ERP_SALES
T_223596,2020-10-19,C_473035,M10,SY02,2020-10-20,ERP_SALES
T_223736,2021-03-29,C_069492,M03,SY03,2021-03-30,ERP_SALES
T_223803,2022-01-03,C_063926,M01,SY04,2022-01-04,ERP_SALES
T_223830,2022-02-21,C_479796,M02,SY04,2022-02-22,ERP_SALES
T_223982,2021-08-02,C_063926,M08,SY03,2021-08-03,ERP_SALES
T_224135,2021-03-08,C_866894,M03,SY03,2021-03-09,ERP_SALES
T_224150,2021-08-16,C_806376,M08,SY03,2021-08-17,ERP_SALES
T_224181,2020-09-14,C_683666,M09,SY02,2020-09-15,ERP_SALES
T_224207,2020-07-27,C_762928,M07,SY02,2020-07-28,ERP_SALES
T_224284,2020-08-31,C_245948,M08,SY02,2020-09-01,ERP_SALES
T_224333,2020-05-18,C_746892,M05,SY02,2020-05-19,ERP_SALES
T_224389,2021-07-12,C_871835,M07,SY03,2021-07-13,ERP_SALES
T_224400,2020-06-08,C_997228,M06,SY02,2020-06-09,ERP_SALES
T_224479,2020-06-29,C_877858,M06,SY02,2020-06-30,ERP_SALES
T_224535,2021-04-26,C_412635,M04,SY03,2021-04-27,ERP_SALES
T_224554,2020-12-14,C_937594,M12,SY02,2020-12-15,ERP_SALES
T_224634,2021-11-15,C_800815,M11,SY03,2021-11-16,ERP_SALES
T_224641,2020-11-30,C_981891,M11,SY02,2020-12-01,ERP_SALES
T_224747,2022-04-18,C_335730,M04,SY04,2022-04-19,ERP_SALES
T_224763,2021-08-30,C_593639,M08,SY03,2021-08-31,ERP_SALES
T_224783,2021-07-12,C_299317,M07,SY03,2021-07-13,ERP_SALES
T_224842,2021-11-29,C_749821,M11,SY03,2021-11-30,ERP_SALES
T_224872,2020-02-17,C_633661,M02,SY02,2020-02-18,ERP_SALES
T_225027,2021-11-15,C_050237,M11,SY03,2021-11-16,ERP_SALES
T_225029,2021-07-05,C_806376,M07,SY03,2021-07-06,ERP_SALES
T_225049,2021-03-08,C_051706,M03,SY03,2021-03-09,ERP_SALES
T_225142,2020-12-28,C_762928,M12,SY02,2020-12-29,ERP_SALES
T_225172,2020-03-23,C_144468,M03,SY02,2020-03-24,ERP_SALES
T_225206,2022-04-11,C_884864,M04,SY04,2022-04-12,ERP_SALES
T_225240,2020-10-19,C_729868,M10,SY02,2020-10-20,ERP_SALES
T_225257,2020-06-08,C_997228,M06,SY02,2020-06-09,ERP_SALES
T_225331,2021-01-18,C_705572,M01,SY03,2021-01-19,ERP_SALES
T_225338,2020-02-24,C_063926,M02,SY02,2020-02-25,ERP_SALES
T_225351,2021-10-18,C_113139,M10,SY03,2021-10-19,ERP_SALES
T_225390,2021-05-03,C_939370,M05,SY03,2021-05-04,ERP_SALES
T_225481,2021-05-03,C_528949,M05,SY03,2021-05-04,ERP_SALES
T_225540,2020-05-04,C_479796,M05,SY02,2020-05-05,ERP_SALES
T_225628,2020-05-18,C_117580,M05,SY02,2020-05-19,ERP_SALES
T_225808,2021-08-23,C_603968,M08,SY03,2021-08-24,ERP_SALES
T_225837,2020-11-16,C_984759,M11,SY02,2020-11-17,ERP_SALES
T_225842,2021-04-05,C_739947,M04,SY03,2021-04-06,ERP_SALES
T_225902,2020-10-19,C_862106,M10,SY02,2020-10-20,ERP_SALES
T_225921,2020-10-05,C_731802,M10,SY02,2020-10-06,ERP_SALES
T_225997,2021-10-18,C_806376,M10,SY03,2021-10-19,ERP_SALES
T_226051,2021-05-17,C_696763,M05,SY03,2021-05-18,ERP_SALES
T_226118,2021-08-16,C_479796,M08,SY03,2021-08-17,ERP_SALES
T_226120,2020-10-26,C_806376,M10,SY02,2020-10-27,ERP_SALES
T_226136,2021-09-27,C_113139,M09,SY03,2021-09-28,ERP_SALES
T_226174,2020-12-21,C_762928,M12,SY02,2020-12-22,ERP_SALES
T_226244,2021-04-26,C_265163,M04,SY03,2021-04-27,ERP_SALES
T_226301,2020-10-12,C_727451,M10,SY02,2020-10-13,ERP_SALES
T_226388,2020-12-14,C_769491,M12,SY02,2020-12-15,ERP_SALES
T_226554,2020-07-06,C_705680,M07,SY02,2020-07-07,ERP_SALES
T_226555,2020-11-09,C_051535,M11,SY02,2020-11-10,ERP_SALES
T_226586,2020-02-24,C_551361,M02,SY02,2020-02-25,ERP_SALES
T_226622,2021-11-08,C_472366,M11,SY03,2021-11-09,ERP_SALES
T_226632,2021-08-09,C_342153,M08,SY03,2021-08-10,ERP_SALES
T_226726,2020-11-02,C_385527,M11,SY02,2020-11-03,ERP_SALES
T_226806,2020-04-27,C_769450,M04,SY02,2020-04-28,ERP_SALES
T_226917,2021-07-26,C_113139,M07,SY03,2021-07-27,ERP_SALES
T_226966,2022-04-18,C_937594,M04,SY04,2022-04-19,ERP_SALES
T_226993,2020-06-08,C_117580,M06,SY02,2020-06-09,ERP_SALES
T_227056,2022-04-25,C_021985,M04,SY04,2022-04-26,ERP_SALES
T_227069,2021-05-10,C_937594,M05,SY03,2021-05-11,ERP_SALES
T_227138,2022-04-04,C_419410,M04,SY04,2022-04-05,ERP_SALES
T_227147,2021-03-15,C_196572,M03,SY03,2021-03-16,ERP_SALES
T_227207,2020-06-22,C_063926,M06,SY02,2020-06-23,ERP_SALES
T_227276,2020-01-27,C_745468,M01,SY02,2020-01-28,ERP_SALES
T_227319,2021-04-26,C_806376,M04,SY03,2021-04-27,ERP_SALES
T_227536,2020-03-23,C_126481,M03,SY02,2020-03-24,ERP_SALES
T_227556,2020-09-07,C_862106,M09,SY02,2020-09-08,ERP_SALES
T_227719,2020-03-09,C_915518,M03,SY02,2020-03-10,ERP_SALES
T_227729,2020-04-20,C_980626,M04,SY02,2020-04-21,ERP_SALES
T_227746,2020-03-02,C_245948,M03,SY02,2020-03-03,ERP_SALES
T_228089,2021-09-06,C_150182,M09,SY03,2021-09-07,ERP_SALES
T_228134,2021-05-03,C_342153,M05,SY03,2021-05-04,ERP_SALES
T_228211,2020-08-24,C_951507,M08,SY02,2020-08-25,ERP_SALES
T_228237,2021-10-25,C_749821,M10,SY03,2021-10-26,ERP_SALES
T_228264,2021-10-18,C_948070,M10,SY03,2021-10-19,ERP_SALES
T_228404,2021-08-09,C_746892,M08,SY03,2021-08-10,ERP_SALES
T_228449,2021-08-16,C_419410,M08,SY03,2021-08-17,ERP_SALES
T_228479,2021-08-09,C_806376,M08,SY03,2021-08-10,ERP_SALES
T_228588,2020-08-31,C_083552,M08,SY02,2020-09-01,ERP_SALES
T_228649,2021-05-31,C_746892,M05,SY03,2021-06-01,ERP_SALES
T_228695,2020-03-23,C_421536,M03,SY02,2020-03-24,ERP_SALES
T_228724,2021-10-04,C_551361,M10,SY03,2021-10-05,ERP_SALES
T_228774,2020-12-28,C_603968,M12,SY02,2020-12-29,ERP_SALES
T_228838,2021-05-17,C_838088,M05,SY03,2021-05-18,ERP_SALES
T_228971,2020-01-27,C_838088,M01,SY02,2020-01-28,ERP_SALES
T_228986,2020-10-12,C_603968,M10,SY02,2020-10-13,ERP_SALES
T_229013,2020-06-15,C_117580,M06,SY02,2020-06-16,ERP_SALES
T_229087,2022-04-04,C_732146,M04,SY04,2022-04-05,ERP_SALES
T_229335,2021-03-01,C_746892,M03,SY03,2021-03-02,ERP_SALES
T_229463,2021-05-17,C_282979,M05,SY03,2021-05-18,ERP_SALES
T_229464,2021-08-30,C_873415,M08,SY03,2021-08-31,ERP_SALES
T_229608,2020-10-12,C_328979,M10,SY02,2020-10-13,ERP_SALES
T_229795,2020-06-01,C_739947,M06,SY02,2020-06-02,ERP_SALES
T_229874,2020-05-18,C_121437,M05,SY02,2020-05-19,ERP_SALES
T_229902,2021-07-19,C_826339,M07,SY03,2021-07-20,ERP_SALES
T_229944,2020-08-03,C_117580,M08,SY02,2020-08-04,ERP_SALES
T_230076,2020-06-22,C_113139,M06,SY02,2020-06-23,ERP_SALES
T_230191,2021-01-18,C_878590,M01,SY03,2021-01-19,ERP_SALES
T_230234,2021-09-06,C_914687,M09,SY03,2021-09-07,ERP_SALES
T_230341,2020-08-17,C_528949,M08,SY02,2020-08-18,ERP_SALES
T_230350,2020-10-19,C_180745,M10,SY02,2020-10-20,ERP_SALES
T_230354,2020-07-20,C_746892,M07,SY02,2020-07-21,ERP_SALES
T_230362,2021-09-13,C_948070,M09,SY03,2021-09-14,ERP_SALES
T_230437,2021-11-01,C_672706,M11,SY03,2021-11-02,ERP_SALES
T_230489,2022-04-04,C_535756,M04,SY04,2022-04-05,ERP_SALES
T_230602,2021-07-26,C_316786,M07,SY03,2021-07-27,ERP_SALES
T_230632,2020-12-28,C_180817,M12,SY02,2020-12-29,ERP_SALES
T_230635,2021-09-06,C_806376,M09,SY03,2021-09-07,ERP_SALES
T_230692,2021-08-23,C_877858,M08,SY03,2021-08-24,ERP_SALES
T_230709,2020-08-03,C_479796,M08,SY02,2020-08-04,ERP_SALES
T_230742,2020-03-02,C_984759,M03,SY02,2020-03-03,ERP_SALES
T_230770,2021-03-29,C_101842,M03,SY03,2021-03-30,ERP_SALES
T_230824,2020-04-27,C_051535,M04,SY02,2020-04-28,ERP_SALES
T_230849,2020-10-19,C_746892,M10,SY02,2020-10-20,ERP_SALES
T_230985,2021-11-08,C_431655,M11,SY03,2021-11-09,ERP_SALES
T_231046,2020-01-27,C_939370,M01,SY02,2020-01-28,ERP_SALES
T_231114,2020-11-09,C_428127,M11,SY02,2020-11-10,ERP_SALES
T_231173,2021-08-09,C_746892,M08,SY03,2021-08-10,ERP_SALES
T_231222,2020-03-16,C_117580,M03,SY02,2020-03-17,ERP_SALES
T_231293,2020-06-29,C_662193,M06,SY02,2020-06-30,ERP_SALES
T_231338,2021-11-22,C_101842,M11,SY03,2021-11-23,ERP_SALES
T_231378,2021-06-14,C_419410,M06,SY03,2021-06-15,ERP_SALES
T_231421,2021-10-25,C_734711,M10,SY03,2021-10-26,ERP_SALES
T_231648,2022-02-07,C_317124,M02,SY04,2022-02-08,ERP_SALES
T_231703,2020-06-15,C_117580,M06,SY02,2020-06-16,ERP_SALES
T_231704,2021-03-01,C_284990,M03,SY03,2021-03-02,ERP_SALES
T_231727,2020-08-03,C_866894,M08,SY02,2020-08-04,ERP_SALES
T_231838,2021-11-08,C_472366,M11,SY03,2021-11-09,ERP_SALES
T_231842,2021-10-04,C_328236,M10,SY03,2021-10-05,ERP_SALES
T_231854,2020-12-07,C_074947,M12,SY02,2020-12-08,ERP_SALES
T_231901,2021-02-01,C_677156,M02,SY03,2021-02-02,ERP_SALES
T_231986,2020-12-07,C_473035,M12,SY02,2020-12-08,ERP_SALES
T_232014,2021-07-12,C_806376,M07,SY03,2021-07-13,ERP_SALES
T_232030,2020-04-27,C_969414,M04,SY02,2020-04-28,ERP_SALES
T_232079,2020-12-14,C_401016,M12,SY02,2020-12-15,ERP_SALES
T_232157,2020-06-29,C_421536,M06,SY02,2020-06-30,ERP_SALES
T_232185,2020-09-07,C_117580,M09,SY02,2020-09-08,ERP_SALES
T_232403,2021-08-30,C_662193,M08,SY03,2021-08-31,ERP_SALES
T_232538,2021-11-29,C_398853,M11,SY03,2021-11-30,ERP_SALES
T_232539,2020-04-13,C_401016,M04,SY02,2020-04-14,ERP_SALES
T_232712,2021-08-30,C_633661,M08,SY03,2021-08-31,ERP_SALES
T_232718,2022-02-14,C_472366,M02,SY04,2022-02-15,ERP_SALES
T_232795,2021-10-11,C_479796,M10,SY03,2021-10-12,ERP_SALES
T_232901,2020-12-21,C_806376,M12,SY02,2020-12-22,ERP_SALES
T_233105,2020-11-09,C_746892,M11,SY02,2020-11-10,ERP_SALES
T_233275,2021-07-05,C_548964,M07,SY03,2021-07-06,ERP_SALES
T_233314,2021-05-17,C_697340,M05,SY03,2021-05-18,ERP_SALES
T_233391,2019-12-30,C_773326,M12,SY01,2019-12-31,ERP_SALES
T_233446,2020-06-01,C_883501,M06,SY02,2020-06-02,ERP_SALES
T_233483,2020-03-16,C_633091,M03,SY02,2020-03-17,ERP_SALES
T_233544,2020-10-19,C_593639,M10,SY02,2020-10-20,ERP_SALES
T_233555,2022-04-04,C_838088,M04,SY04,2022-04-05,ERP_SALES
T_233632,2021-07-12,C_258325,M07,SY03,2021-07-13,ERP_SALES
T_233727,2021-08-09,C_150182,M08,SY03,2021-08-10,ERP_SALES
T_233855,2022-04-25,C_664019,M04,SY04,2022-04-26,ERP_SALES
T_233896,2020-07-20,C_117580,M07,SY02,2020-07-21,ERP_SALES
T_233925,2020-03-23,C_117580,M03,SY02,2020-03-24,ERP_SALES
T_234028,2020-08-17,C_117580,M08,SY02,2020-08-18,ERP_SALES
T_234141,2020-09-07,C_565612,M09,SY02,2020-09-08,ERP_SALES
T_234276,2020-05-25,C_117580,M05,SY02,2020-05-26,ERP_SALES
T_234525,2020-03-23,C_410063,M03,SY02,2020-03-24,ERP_SALES
T_234604,2020-10-19,C_412635,M10,SY02,2020-10-20,ERP_SALES
T_234683,2021-03-29,C_939370,M03,SY03,2021-03-30,ERP_SALES
T_234708,2019-12-30,C_968987,M12,SY01,2019-12-31,ERP_SALES
T_234765,2021-01-25,C_888956,M01,SY03,2021-01-26,ERP_SALES
T_234773,2021-08-16,C_857626,M08,SY03,2021-08-17,ERP_SALES
T_234778,2021-02-08,C_698497,M02,SY03,2021-02-09,ERP_SALES
T_234784,2021-08-30,C_769450,M08,SY03,2021-08-31,ERP_SALES
T_234888,2020-05-18,C_512037,M05,SY02,2020-05-19,ERP_SALES
T_234996,2021-09-27,C_303006,M09,SY03,2021-09-28,ERP_SALES
T_235117,2021-11-22,C_459713,M11,SY03,2021-11-23,ERP_SALES
T_235174,2020-02-03,C_603968,M02,SY02,2020-02-04,ERP_SALES
T_235182,2021-07-19,C_937594,M07,SY03,2021-07-20,ERP_SALES
T_235247,2020-02-10,C_603968,M02,SY02,2020-02-11,ERP_SALES
T_235274,2020-11-16,C_401016,M11,SY02,2020-11-17,ERP_SALES
T_235339,2021-11-15,C_113139,M11,SY03,2021-11-16,ERP_SALES
T_235366,2020-08-10,C_683666,M08,SY02,2020-08-11,ERP_SALES
T_235420,2021-07-12,C_806376,M07,SY03,2021-07-13,ERP_SALES
T_235488,2020-05-04,C_548964,M05,SY02,2020-05-05,ERP_SALES
T_235520,2021-05-24,C_950113,M05,SY03,2021-05-25,ERP_SALES
T_235521,2021-10-04,C_696763,M10,SY03,2021-10-05,ERP_SALES
T_235596,2021-11-01,C_698497,M11,SY03,2021-11-02,ERP_SALES
T_235622,2021-04-05,C_950113,M04,SY03,2021-04-06,ERP_SALES
T_235710,2021-11-08,C_866894,M11,SY03,2021-11-09,ERP_SALES
T_235765,2021-06-21,C_806376,M06,SY03,2021-06-22,ERP_SALES
T_235878,2021-03-29,C_937594,M03,SY03,2021-03-30,ERP_SALES
T_235923,2020-11-30,C_937594,M11,SY02,2020-12-01,ERP_SALES
T_236070,2021-02-08,C_853926,M02,SY03,2021-02-09,ERP_SALES
T_236145,2020-07-13,C_937594,M07,SY02,2020-07-14,ERP_SALES
T_236185,2022-04-25,C_412635,M04,SY04,2022-04-26,ERP_SALES
T_236214,2020-12-28,C_979950,M12,SY02,2020-12-29,ERP_SALES
T_236224,2021-10-04,C_746892,M10,SY03,2021-10-05,ERP_SALES
T_236395,2021-09-20,C_603968,M09,SY03,2021-09-21,ERP_SALES
T_236399,2020-10-05,C_535756,M10,SY02,2020-10-06,ERP_SALES
T_236556,2021-08-02,C_739947,M08,SY03,2021-08-03,ERP_SALES
T_236604,2021-08-16,C_984759,M08,SY03,2021-08-17,ERP_SALES
T_236647,2021-11-08,C_411261,M11,SY03,2021-11-09,ERP_SALES
T_236671,2021-05-24,C_915518,M05,SY03,2021-05-25,ERP_SALES
T_236832,2021-06-14,C_866894,M06,SY03,2021-06-15,ERP_SALES
