Customer_ID,Location_ID,Customer_Segment,Relationship_Start_Date,Credit_Limit,Payment_Terms_Days,Customer_Status,Source_System,Sales_Rep_ID
C_502843,LOC-016,B,2019-12-23,"82,000.00",0,غیرفعال,MDM,REP-008
C_503606,LOC-002,A,2020-06-01,"474,000.00",0,غیرفعال,MDM,REP-002
C_503953,LOC-011,B,2021-03-29,"1,222,000.00",30,غیرفعال,MDM,REP-006
C_505416,LOC-004,A,2021-06-07,"19,000.00",0,غیرفعال,MDM,REP-005
C_507964,LOC-005,A,2021-07-19,"1,112,000.00",30,فعال,MDM,REP-008
C_508661,LOC-002,A,2020-01-27,"164,000.00",0,غیرفعال,MDM,REP-005
C_512037,LOC-001,B,2020-01-20,"355,000.00",0,فعال,MDM,REP-004
C_512992,LOC-006,C,2020-03-09,"2,284,000.00",0,فعال,MDM,REP-004
C_514318,LOC-002,A,2020-05-18,"727,000.00",0,فعال,MDM,REP-005
C_514467,LOC-010,A,2020-01-13,"181,000.00",30,غیرفعال,MDM,REP-006
C_515250,LOC-008,C,2021-08-30,"103,000.00",0,غیرفعال,MDM,REP-006
C_518441,LOC-003,A,2020-01-27,"1,150,000.00",0,غیرفعال,MDM,REP-006
C_519849,LOC-008,A,2020-06-22,"744,000.00",0,غیرفعال,MDM,REP-005
C_520232,LOC-009,B,2021-08-02,"422,000.00",30,غیرفعال,MDM,REP-008
C_523504,LOC-013,B,2020-11-23,"1,102,000.00",30,غیرفعال,MDM,REP-002
C_524968,LOC-016,C,2020-03-09,"20,000.00",0,فعال,MDM,REP-005
C_527060,LOC-007,B,2020-10-12,"1,933,000.00",30,فعال,MDM,REP-007
C_528949,LOC-005,C,2020-03-16,"380,000.00",0,غیرفعال,MDM,REP-008
C_530981,LOC-014,A,2021-08-09,"4,559,000.00",0,فعال,MDM,REP-007
C_531140,LOC-007,A,2022-05-02,"82,000.00",0,فعال,MDM,REP-002
C_531512,LOC-003,A,2020-06-22,"1,079,000.00",0,غیرفعال,MDM,REP-005
C_531868,LOC-005,B,2020-12-21,"177,000.00",0,غیرفعال,MDM,REP-003
C_535492,LOC-016,C,2020-12-28,"45,000.00",0,غیرفعال,MDM,REP-006
C_535756,LOC-013,C,2019-12-30,"7,508,000.00",0,فعال,MDM,REP-007
C_537815,LOC-003,B,2020-02-24,"29,000.00",0,غیرفعال,MDM,REP-001
C_537870,LOC-006,C,2020-06-29,"653,000.00",0,غیرفعال,MDM,REP-004
C_538682,LOC-009,C,2022-02-14,"21,000.00",0,فعال,MDM,REP-007
C_544893,LOC-012,A,2020-07-20,"171,000.00",0,غیرفعال,MDM,REP-002
C_545560,LOC-003,A,2020-02-17,"171,000.00",0,غیرفعال,MDM,REP-008
C_547873,LOC-009,B,2021-05-24,"59,000.00",0,فعال,MDM,REP-008
C_548964,LOC-008,B,2019-12-23,"72,000.00",0,فعال,MDM,REP-001
C_551070,LOC-014,C,2021-01-25,"5,000.00",0,غیرفعال,MDM,REP-006
C_551361,LOC-015,A,2019-12-30,"7,258,000.00",0,فعال,MDM,REP-003
C_565005,LOC-011,C,2022-04-25,"17,000.00",0,فعال,MDM,REP-007
C_565037,LOC-014,B,2020-06-29,"13,000.00",0,غیرفعال,MDM,REP-001
C_565612,LOC-013,A,2020-01-27,"1,129,000.00",0,غیرفعال,MDM,REP-001
C_566726,LOC-009,C,2020-04-06,"406,000.00",0,فعال,MDM,REP-003
C_568392,LOC-012,B,2020-02-03,"1,699,000.00",0,فعال,MDM,REP-001
C_569368,LOC-011,B,2021-07-12,"179,000.00",0,غیرفعال,MDM,REP-002
C_571033,LOC-004,A,2021-06-28,"219,000.00",0,فعال,MDM,REP-004
C_571084,LOC-012,C,2021-04-26,"5,000.00",0,غیرفعال,MDM,REP-005
C_571164,LOC-014,B,2022-04-11,"5,090,000.00",0,فعال,MDM,REP-002
C_573297,LOC-012,C,2020-02-03,"6,028,000.00",0,فعال,MDM,REP-002
C_573925,LOC-010,B,2020-03-02,"1,040,000.00",0,غیرفعال,MDM,REP-002
C_575212,LOC-009,C,2020-12-07,"1,658,000.00",0,غیرفعال,MDM,REP-005
C_575381,LOC-004,A,2020-04-13,"188,000.00",0,فعال,MDM,REP-005
C_578215,LOC-014,A,2021-10-11,"795,000.00",0,فعال,MDM,REP-003
C_578664,LOC-014,B,2020-08-24,"10,000.00",0,غیرفعال,MDM,REP-008
C_579127,LOC-012,C,2021-11-22,"12,000.00",0,غیرفعال,MDM,REP-005
C_579810,LOC-008,C,2020-03-02,"9,000.00",0,غیرفعال,MDM,REP-003
C_582486,LOC-011,A,2020-02-03,"686,000.00",0,غیرفعال,MDM,REP-002
C_585824,LOC-001,A,2020-06-15,"238,000.00",0,فعال,MDM,REP-004
C_585944,LOC-013,A,2020-02-10,"453,000.00",0,غیرفعال,MDM,REP-004
C_589205,LOC-003,C,2021-04-05,"115,000.00",0,غیرفعال,MDM,REP-006
C_589300,LOC-012,A,2020-01-13,"24,000.00",0,غیرفعال,MDM,REP-005
C_590257,LOC-008,A,2020-01-06,"68,000.00",0,غیرفعال,MDM,REP-003
C_590554,LOC-014,A,2020-06-15,"1,085,000.00",0,فعال,MDM,REP-004
C_591112,LOC-005,A,2022-02-21,"348,000.00",0,فعال,MDM,REP-007
C_591411,LOC-011,C,2021-09-27,"43,000.00",0,فعال,MDM,REP-007
C_593639,LOC-013,A,2019-12-23,"2,369,000.00",30,فعال,MDM,REP-005
C_594561,LOC-006,B,2020-07-13,"1,792,000.00",0,فعال,MDM,REP-003
C_598080,LOC-007,C,2019-12-30,"2,267,000.00",30,فعال,MDM,REP-003
C_600979,LOC-012,C,2020-01-27,"488,000.00",0,فعال,MDM,REP-003
C_603877,LOC-005,A,2020-01-06,"287,000.00",30,فعال,MDM,REP-002
C_603968,LOC-009,A,2020-02-03,"1,348,000.00",90,فعال,MDM,REP-008
C_606701,LOC-002,B,2020-04-06,"25,000.00",0,فعال,MDM,REP-001
C_608571,LOC-010,B,2021-10-11,"3,474,000.00",0,غیرفعال,MDM,REP-005
C_611705,LOC-016,A,2020-01-20,"186,000.00",0,غیرفعال,MDM,REP-004
C_616910,LOC-010,A,2021-04-12,"1,063,000.00",0,غیرفعال,MDM,REP-002
C_618530,LOC-012,B,2022-02-07,"1,257,000.00",0,فعال,MDM,REP-008
C_621209,LOC-014,B,2021-11-22,"2,347,000.00",0,غیرفعال,MDM,REP-004
C_622797,LOC-005,B,2020-05-25,"1,074,000.00",0,غیرفعال,MDM,REP-003
C_624339,LOC-012,A,2020-07-27,"197,000.00",0,غیرفعال,MDM,REP-001
C_625486,LOC-005,A,2021-02-15,"589,000.00",0,غیرفعال,MDM,REP-008
C_627716,LOC-003,C,2020-01-20,"4,609,000.00",0,فعال,MDM,REP-004
C_631025,LOC-015,B,2020-03-30,"64,000.00",0,غیرفعال,MDM,REP-008
C_632933,LOC-008,C,2020-05-18,"340,000.00",0,فعال,MDM,REP-003
C_633091,LOC-016,B,2020-01-20,"95,000.00",0,غیرفعال,MDM,REP-002
C_633514,LOC-002,C,2021-03-29,"79,000.00",0,غیرفعال,MDM,REP-005
C_633661,LOC-004,A,2020-01-27,"5,504,000.00",0,فعال,MDM,REP-007
C_636079,LOC-012,A,2021-07-05,"6,374,000.00",0,فعال,MDM,REP-006
C_638314,LOC-015,A,2020-03-02,"21,000.00",0,غیرفعال,MDM,REP-003
C_642833,LOC-007,C,2020-10-05,"58,000.00",0,غیرفعال,MDM,REP-006
C_645011,LOC-011,C,2020-01-27,"768,000.00",0,غیرفعال,MDM,REP-005
C_646025,LOC-010,B,2020-01-27,"388,000.00",0,غیرفعال,MDM,REP-004
C_649318,LOC-015,C,2019-12-30,"8,000.00",0,غیرفعال,MDM,REP-003
C_651986,LOC-010,B,2020-03-30,"221,000.00",0,غیرفعال,MDM,REP-001
C_657627,LOC-013,B,2021-07-26,"3,349,000.00",30,فعال,MDM,REP-007
C_658292,LOC-006,C,2021-04-26,"9,000.00",0,غیرفعال,MDM,REP-002
C_658638,LOC-008,B,2021-11-15,"283,000.00",0,غیرفعال,MDM,REP-002
C_661757,LOC-009,A,2020-01-20,"3,692,000.00",30,فعال,MDM,REP-003
C_662193,LOC-011,B,2020-02-03,"1,264,000.00",0,غیرفعال,MDM,REP-003
C_662380,LOC-013,B,2020-04-13,"83,000.00",0,غیرفعال,MDM,REP-004
C_664019,LOC-007,A,2020-01-20,"1,944,000.00",0,فعال,MDM,REP-008
C_665890,LOC-009,A,2020-09-14,"229,000.00",0,غیرفعال,MDM,REP-005
C_666149,LOC-016,A,2021-05-24,"7,000.00",0,غیرفعال,MDM,REP-007
C_669722,LOC-006,A,2021-02-22,"15,000.00",0,غیرفعال,MDM,REP-006
C_671162,LOC-010,A,2021-06-07,"112,000.00",0,غیرفعال,MDM,REP-005
C_672256,LOC-009,A,2019-12-30,"3,067,000.00",0,فعال,MDM,REP-002
C_672706,LOC-001,C,2020-01-27,"4,552,000.00",30,فعال,MDM,REP-003
C_673190,LOC-016,C,2020-03-09,"285,000.00",0,غیرفعال,MDM,REP-002
C_677156,LOC-008,B,2020-12-28,"738,000.00",90,غیرفعال,MDM,REP-003
C_677190,LOC-002,B,2020-01-27,"2,893,000.00",0,فعال,MDM,REP-007
C_682000,LOC-009,B,2020-10-12,"5,000.00",0,غیرفعال,MDM,REP-002
C_683666,LOC-015,A,2020-02-03,"6,463,000.00",0,فعال,MDM,REP-007
C_687039,LOC-003,A,2020-02-17,"542,000.00",0,غیرفعال,MDM,REP-003
C_687729,LOC-010,C,2021-11-08,"78,000.00",0,غیرفعال,MDM,REP-001
C_690888,LOC-011,B,2020-04-13,"2,812,000.00",0,غیرفعال,MDM,REP-005
C_691158,LOC-002,C,2020-01-27,"311,000.00",0,غیرفعال,MDM,REP-004
C_691869,LOC-011,A,2020-03-09,"3,678,000.00",90,غیرفعال,MDM,REP-002
C_692721,LOC-004,B,2020-11-23,"3,506,000.00",0,فعال,MDM,REP-004
C_696763,LOC-011,A,2021-05-10,"1,002,000.00",30,غیرفعال,MDM,REP-007
C_697340,LOC-015,C,2021-05-17,"6,861,000.00",0,فعال,MDM,REP-008
C_698497,LOC-003,C,2020-01-27,"1,336,000.00",90,فعال,MDM,REP-004
C_700197,LOC-008,A,2021-11-22,"76,000.00",0,فعال,MDM,REP-001
C_701289,LOC-005,C,2020-09-21,"459,000.00",0,غیرفعال,MDM,REP-002
C_701486,LOC-009,B,2020-08-03,"86,000.00",0,غیرفعال,MDM,REP-007
C_703200,LOC-001,B,2021-03-22,"2,477,000.00",0,فعال,MDM,REP-001
C_703801,LOC-005,A,2020-02-24,"1,358,000.00",0,غیرفعال,MDM,REP-003
C_704122,LOC-014,C,2020-02-24,"30,000.00",0,غیرفعال,MDM,REP-006
C_705572,LOC-008,C,2019-12-30,"6,379,000.00",0,فعال,MDM,REP-008
C_705680,LOC-008,A,2020-01-06,"1,561,000.00",30,غیرفعال,MDM,REP-004
C_706708,LOC-006,B,2021-05-24,"1,091,000.00",0,غیرفعال,MDM,REP-003
C_708199,LOC-007,B,2020-12-28,"401,000.00",0,غیرفعال,MDM,REP-007
C_709044,LOC-002,B,2021-02-22,"44,000.00",0,غیرفعال,MDM,REP-003
C_710912,LOC-009,A,2021-05-10,"6,036,000.00",0,فعال,MDM,REP-002
C_714619,LOC-009,C,2020-01-20,"651,000.00",0,غیرفعال,MDM,REP-007
C_717003,LOC-007,A,2020-01-13,"245,000.00",0,فعال,MDM,REP-006
C_725793,LOC-012,B,2020-05-18,"11,000.00",0,غیرفعال,MDM,REP-006
C_727451,LOC-009,A,2020-02-24,"93,000.00",0,غیرفعال,MDM,REP-006
C_728285,LOC-006,A,2020-04-27,"6,385,000.00",90,فعال,MDM,REP-006
C_729570,LOC-014,A,2021-11-01,"1,440,000.00",0,فعال,MDM,REP-001
C_729868,LOC-001,B,2020-01-06,"54,000.00",0,فعال,MDM,REP-005
C_730174,LOC-007,B,2021-04-05,"49,000.00",0,غیرفعال,MDM,REP-002
C_730195,LOC-004,C,2020-10-05,"125,000.00",0,غیرفعال,MDM,REP-004
C_730316,LOC-014,C,2020-06-29,"5,000.00",45,غیرفعال,MDM,REP-003
C_731802,LOC-011,B,2020-03-09,"277,000.00",30,فعال,MDM,REP-007
C_732146,LOC-012,B,2021-05-31,"1,362,000.00",0,فعال,MDM,REP-002
C_733251,LOC-011,C,2020-04-06,"400,000.00",0,غیرفعال,MDM,REP-007
C_734316,LOC-009,C,2020-02-17,"94,000.00",0,غیرفعال,MDM,REP-005
C_734711,LOC-011,A,2020-04-13,"282,000.00",0,غیرفعال,MDM,REP-008
C_739258,LOC-009,B,2020-01-27,"43,000.00",0,فعال,MDM,REP-007
C_739474,LOC-006,B,2020-06-29,"2,373,000.00",30,فعال,MDM,REP-005
C_739947,LOC-012,B,2020-04-20,"3,504,000.00",30,فعال,MDM,REP-008
C_740649,LOC-007,A,2020-03-30,"37,000.00",0,غیرفعال,MDM,REP-005
C_740903,LOC-003,C,2020-09-07,"51,000.00",0,فعال,MDM,REP-007
C_741459,LOC-014,A,2020-03-30,"368,000.00",0,غیرفعال,MDM,REP-001
C_745468,LOC-008,C,2020-01-27,"1,234,000.00",0,غیرفعال,MDM,REP-004
C_745897,LOC-016,A,2020-02-03,"79,000.00",0,غیرفعال,MDM,REP-005
C_746892,LOC-001,A,2019-12-30,"4,392,000.00",90,فعال,MDM,REP-005
C_749079,LOC-016,A,2021-01-25,"600,000.00",30,فعال,MDM,REP-001
C_749821,LOC-015,C,2020-08-31,"1,275,000.00",0,فعال,MDM,REP-003
C_750894,LOC-003,A,2020-06-22,"1,437,000.00",30,غیرفعال,MDM,REP-006
C_754545,LOC-014,B,2020-02-24,"9,000.00",0,غیرفعال,MDM,REP-008
C_754665,LOC-013,A,2020-02-17,"56,000.00",0,غیرفعال,MDM,REP-001
C_755148,LOC-001,A,2021-08-30,"1,097,000.00",0,غیرفعال,MDM,REP-001
C_756222,LOC-008,B,2020-03-16,"832,000.00",30,غیرفعال,MDM,REP-007
C_758522,LOC-015,B,2020-08-10,"748,000.00",0,غیرفعال,MDM,REP-004
C_761479,LOC-008,C,2021-07-05,"165,000.00",0,غیرفعال,MDM,REP-004
C_761946,LOC-012,B,2020-11-02,"2,293,000.00",0,غیرفعال,MDM,REP-007
C_762928,LOC-001,B,2020-06-15,"6,804,000.00",30,فعال,MDM,REP-006
C_763443,LOC-004,A,2020-08-10,"10,000.00",0,غیرفعال,MDM,REP-004
C_763947,LOC-008,B,2020-01-06,"16,000.00",0,غیرفعال,MDM,REP-001
C_768792,LOC-015,C,2020-02-17,"5,579,000.00",0,فعال,MDM,REP-006
C_769027,LOC-015,C,2021-04-12,"431,000.00",30,غیرفعال,MDM,REP-005
C_769450,LOC-010,B,2020-02-24,"1,933,000.00",30,فعال,MDM,REP-002
C_769491,LOC-001,A,2020-01-06,"83,000.00",0,فعال,MDM,REP-004
C_770903,LOC-006,B,2020-12-21,"71,000.00",0,غیرفعال,MDM,REP-007
C_770924,LOC-015,A,2020-01-13,"65,000.00",0,غیرفعال,MDM,REP-008
C_771431,LOC-004,B,2021-07-12,"13,000.00",0,غیرفعال,MDM,REP-005
C_772501,LOC-009,C,2022-04-18,"2,984,000.00",0,فعال,MDM,REP-001
C_773326,LOC-006,A,2019-12-30,"155,000.00",0,غیرفعال,MDM,REP-007
C_773599,LOC-014,C,2022-04-04,"1,166,000.00",0,فعال,MDM,REP-001
C_776671,LOC-007,B,2020-01-27,"58,000.00",0,غیرفعال,MDM,REP-001
C_780041,LOC-006,A,2020-07-20,"5,000.00",0,غیرفعال,MDM,REP-003
C_780887,LOC-007,C,2022-03-28,"6,458,000.00",0,فعال,MDM,REP-005
C_785037,LOC-006,B,2021-01-18,"5,000.00",0,غیرفعال,MDM,REP-008
C_789545,LOC-016,A,2019-12-30,"94,000.00",0,غیرفعال,MDM,REP-003
C_790639,LOC-002,A,2020-06-29,"425,000.00",0,غیرفعال,MDM,REP-004
C_790928,LOC-003,B,2022-03-21,"1,822,000.00",0,فعال,MDM,REP-008
C_792125,LOC-009,A,2020-02-17,"1,290,000.00",0,فعال,MDM,REP-001
C_793483,LOC-016,C,2020-03-30,"9,000.00",0,غیرفعال,MDM,REP-003
C_794049,LOC-004,C,2021-12-06,"5,973,000.00",30,فعال,MDM,REP-006
C_797326,LOC-001,A,2020-02-24,"6,000.00",0,غیرفعال,MDM,REP-003
C_799217,LOC-004,B,2020-03-09,"154,000.00",0,غیرفعال,MDM,REP-008
C_800815,LOC-016,A,2020-01-06,"47,000.00",0,فعال,MDM,REP-002
C_801352,LOC-004,A,2021-08-16,"713,000.00",0,فعال,MDM,REP-004
C_802947,LOC-006,A,2020-08-03,"23,000.00",0,غیرفعال,MDM,REP-001
C_806360,LOC-011,C,2020-12-14,"149,000.00",0,غیرفعال,MDM,REP-007
C_806376,LOC-001,C,2020-10-05,"1,792,000.00",30,غیرفعال,MDM,REP-002
C_806530,LOC-001,B,2020-04-06,"266,000.00",90,غیرفعال,MDM,REP-003
C_808695,LOC-014,B,2020-02-17,"2,354,000.00",0,فعال,MDM,REP-005
C_808942,LOC-012,C,2020-01-20,"1,369,000.00",0,فعال,MDM,REP-004
C_812674,LOC-006,C,2020-03-16,"1,485,000.00",0,فعال,MDM,REP-007
C_815893,LOC-002,C,2019-12-23,"6,000.00",0,غیرفعال,MDM,REP-004
C_815913,LOC-010,A,2020-01-27,"1,066,000.00",0,غیرفعال,MDM,REP-007
C_820281,LOC-015,A,2020-02-17,"504,000.00",0,غیرفعال,MDM,REP-006
C_822722,LOC-003,B,2021-02-01,"41,000.00",0,غیرفعال,MDM,REP-004
C_824449,LOC-011,A,2021-01-04,"40,000.00",0,غیرفعال,MDM,REP-007
C_825107,LOC-003,A,2021-02-15,"279,000.00",0,فعال,MDM,REP-004
C_826339,LOC-003,A,2021-02-08,"1,623,000.00",0,غیرفعال,MDM,REP-002
C_827200,LOC-013,B,2022-04-25,"30,000.00",0,فعال,MDM,REP-003
C_828155,LOC-005,A,2020-06-22,"662,000.00",0,فعال,MDM,REP-002
C_829082,LOC-003,C,2020-08-03,"5,761,000.00",90,فعال,MDM,REP-003
C_831485,LOC-004,B,2020-02-10,"2,800,000.00",0,فعال,MDM,REP-003
C_832816,LOC-006,A,2021-05-03,"219,000.00",0,غیرفعال,MDM,REP-002
C_836682,LOC-005,B,2021-03-22,"729,000.00",0,غیرفعال,MDM,REP-002
C_838088,LOC-003,B,2020-01-20,"2,534,000.00",0,فعال,MDM,REP-004
C_839280,LOC-002,B,2020-02-10,"357,000.00",0,فعال,MDM,REP-007
C_839421,LOC-010,A,2020-04-06,"5,000.00",0,غیرفعال,MDM,REP-002
C_840617,LOC-002,C,2020-07-06,"5,000.00",0,غیرفعال,MDM,REP-006
C_841232,LOC-016,B,2020-06-01,"753,000.00",30,غیرفعال,MDM,REP-008
C_842281,LOC-005,C,2020-01-13,"306,000.00",0,غیرفعال,MDM,REP-007
C_842603,LOC-003,C,2020-04-20,"15,000.00",0,غیرفعال,MDM,REP-008
C_843031,LOC-004,B,2022-03-21,"5,804,000.00",30,فعال,MDM,REP-003
C_848211,LOC-009,C,2020-01-27,"5,061,000.00",30,فعال,MDM,REP-001
C_849859,LOC-015,C,2020-12-21,"554,000.00",0,غیرفعال,MDM,REP-001
C_851161,LOC-008,B,2022-04-04,"514,000.00",0,فعال,MDM,REP-002
C_853926,LOC-005,B,2020-02-24,"483,000.00",0,فعال,MDM,REP-005
C_854820,LOC-011,A,2020-08-24,"5,000.00",0,غیرفعال,MDM,REP-002
C_857626,LOC-007,C,2021-04-05,"6,260,000.00",30,فعال,MDM,REP-001
C_858384,LOC-016,C,2020-03-30,"16,000.00",0,غیرفعال,MDM,REP-006
C_858494,LOC-002,C,2022-06-06,"130,000.00",0,فعال,MDM,REP-002
C_860828,LOC-009,C,2020-12-21,"259,000.00",0,فعال,MDM,REP-004
C_860986,LOC-015,A,2020-07-20,"5,000.00",0,غیرفعال,MDM,REP-008
C_862106,LOC-010,B,2019-12-16,"3,916,000.00",0,فعال,MDM,REP-006
C_866805,LOC-004,C,2021-09-20,"177,000.00",0,غیرفعال,MDM,REP-004
C_866894,LOC-010,A,2020-01-13,"2,079,000.00",0,فعال,MDM,REP-002
C_867370,LOC-013,B,2020-08-10,"145,000.00",90,غیرفعال,MDM,REP-002
C_870695,LOC-011,A,2020-07-27,"206,000.00",0,فعال,MDM,REP-003
C_871835,LOC-009,C,2019-12-23,"674,000.00",0,فعال,MDM,REP-002
C_872928,LOC-016,A,2020-06-22,"52,000.00",0,فعال,MDM,REP-006
C_873415,LOC-014,C,2021-08-30,"86,000.00",0,غیرفعال,MDM,REP-003
C_876791,LOC-014,A,2021-04-05,"257,000.00",0,غیرفعال,MDM,REP-001
C_877858,LOC-013,A,2020-01-13,"452,000.00",0,فعال,MDM,REP-005
C_878590,LOC-015,A,2020-01-13,"68,000.00",0,غیرفعال,MDM,REP-001
C_878777,LOC-007,A,2020-02-10,"5,000.00",0,غیرفعال,MDM,REP-007
C_883391,LOC-006,A,2020-08-24,"13,000.00",0,غیرفعال,MDM,REP-005
C_883501,LOC-005,A,2020-03-09,"28,000.00",0,فعال,MDM,REP-005
C_884864,LOC-001,A,2021-04-12,"32,000.00",0,فعال,MDM,REP-003
C_884977,LOC-012,C,2020-12-21,"646,000.00",0,غیرفعال,MDM,REP-002
C_886577,LOC-004,B,2022-01-17,"555,000.00",0,فعال,MDM,REP-006
C_887838,LOC-009,A,2020-01-20,"154,000.00",90,غیرفعال,MDM,REP-003
C_888956,LOC-006,C,2020-02-10,"728,000.00",0,فعال,MDM,REP-008
C_889622,LOC-005,C,2020-04-20,"259,000.00",0,غیرفعال,MDM,REP-008
C_891574,LOC-016,C,2020-08-03,"26,000.00",0,فعال,MDM,REP-002
C_892680,LOC-015,C,2022-04-18,"43,000.00",0,فعال,MDM,REP-003
C_894991,LOC-007,C,2021-03-08,"220,000.00",0,غیرفعال,MDM,REP-006
C_895100,LOC-012,C,2021-04-05,"274,000.00",0,غیرفعال,MDM,REP-008
C_897743,LOC-009,A,2020-05-04,"309,000.00",0,غیرفعال,MDM,REP-001
C_899372,LOC-002,A,2021-02-22,"636,000.00",0,فعال,MDM,REP-006
C_900728,LOC-016,A,2020-03-23,"364,000.00",0,فعال,MDM,REP-002
C_902072,LOC-001,C,2020-02-10,"811,000.00",30,غیرفعال,MDM,REP-002
C_903161,LOC-014,A,2020-02-17,"1,983,000.00",0,فعال,MDM,REP-007
C_906263,LOC-002,A,2020-11-23,"120,000.00",0,غیرفعال,MDM,REP-008
C_908293,LOC-005,C,2020-01-13,"245,000.00",0,غیرفعال,MDM,REP-005
C_909326,LOC-003,A,2020-10-26,"98,000.00",0,غیرفعال,MDM,REP-008
C_909337,LOC-015,B,2020-03-09,"5,000.00",0,غیرفعال,MDM,REP-008
C_910651,LOC-007,C,2021-04-19,"857,000.00",0,غیرفعال,MDM,REP-007
C_914687,LOC-010,B,2020-10-05,"366,000.00",30,فعال,MDM,REP-003
C_915518,LOC-003,C,2020-01-13,"17,000.00",0,فعال,MDM,REP-007
C_917207,LOC-016,C,2020-08-03,"329,000.00",0,غیرفعال,MDM,REP-007
C_918840,LOC-016,B,2020-09-28,"613,000.00",0,غیرفعال,MDM,REP-004
C_923612,LOC-010,A,2020-04-27,"80,000.00",0,غیرفعال,MDM,REP-003
C_927798,LOC-014,C,2020-02-24,"19,000.00",0,غیرفعال,MDM,REP-002
C_930613,LOC-007,A,2021-07-12,"911,000.00",90,غیرفعال,MDM,REP-008
C_930788,LOC-003,B,2020-01-27,"16,000.00",0,غیرفعال,MDM,REP-006
C_931525,LOC-013,A,2021-04-05,"143,000.00",0,غیرفعال,MDM,REP-001
C_932058,LOC-015,C,2020-03-02,"123,000.00",0,غیرفعال,MDM,REP-005
C_932097,LOC-007,A,2020-08-10,"106,000.00",0,غیرفعال,MDM,REP-006
C_932446,LOC-014,C,2019-12-16,"6,000.00",0,غیرفعال,MDM,REP-003
C_933611,LOC-004,C,2020-08-03,"50,000.00",0,غیرفعال,MDM,REP-008
C_936530,LOC-007,C,2020-02-03,"103,000.00",0,غیرفعال,MDM,REP-005
C_937594,LOC-012,C,2020-02-17,"7,312,000.00",90,فعال,MDM,REP-001
C_938531,LOC-015,A,2020-03-02,"105,000.00",0,غیرفعال,MDM,REP-005
C_939274,LOC-006,B,2020-08-31,"160,000.00",0,غیرفعال,MDM,REP-006
C_939370,LOC-005,A,2020-01-06,"1,206,000.00",30,فعال,MDM,REP-007
C_940986,LOC-009,C,2020-08-17,"557,000.00",0,غیرفعال,MDM,REP-006
C_941574,LOC-006,B,2020-01-20,"122,000.00",0,فعال,MDM,REP-004
C_942497,LOC-004,C,2022-05-02,"747,000.00",0,فعال,MDM,REP-006
C_943171,LOC-012,A,2021-02-08,"191,000.00",0,غیرفعال,MDM,REP-002
C_943415,LOC-009,C,2021-04-12,"20,000.00",0,غیرفعال,MDM,REP-006
C_943921,LOC-014,B,2020-01-06,"398,000.00",0,فعال,MDM,REP-007
C_944253,LOC-015,A,2020-02-24,"431,000.00",0,غیرفعال,MDM,REP-003
C_945055,LOC-001,C,2020-12-07,"1,722,000.00",0,غیرفعال,MDM,REP-004
C_948070,LOC-007,B,2019-12-30,"1,032,000.00",0,فعال,MDM,REP-002
C_948373,LOC-002,C,2021-11-29,"391,000.00",0,فعال,MDM,REP-002
C_949047,LOC-012,C,2021-02-08,"1,313,000.00",30,غیرفعال,MDM,REP-001
C_950113,LOC-012,B,2021-02-22,"1,265,000.00",30,غیرفعال,MDM,REP-003
C_951507,LOC-010,A,2020-02-03,"1,000,000.00",0,فعال,MDM,REP-004
C_954731,LOC-015,C,2020-11-02,"640,000.00",30,غیرفعال,MDM,REP-006
C_954849,LOC-010,C,2021-04-26,"98,000.00",0,غیرفعال,MDM,REP-005
C_957389,LOC-015,C,2021-08-23,"1,824,000.00",0,غیرفعال,MDM,REP-004
C_968987,LOC-012,B,2019-12-30,"48,000.00",0,غیرفعال,MDM,REP-006
C_969004,LOC-002,A,2020-02-10,"11,000.00",0,غیرفعال,MDM,REP-004
C_969243,LOC-011,C,2020-05-04,"32,000.00",0,غیرفعال,MDM,REP-001
C_969414,LOC-013,A,2020-02-17,"378,000.00",0,فعال,MDM,REP-004
C_969707,LOC-016,A,2020-01-20,"1,337,000.00",30,غیرفعال,MDM,REP-003
C_978571,LOC-013,A,2020-02-03,"8,000.00",0,غیرفعال,MDM,REP-005
C_979388,LOC-009,A,2021-03-08,"26,000.00",0,غیرفعال,MDM,REP-002
C_979950,LOC-015,A,2020-12-28,"5,000.00",0,غیرفعال,MDM,REP-001
C_980626,LOC-013,B,2020-01-06,"574,000.00",90,فعال,MDM,REP-006
C_980741,LOC-004,B,2020-06-08,"9,000.00",0,غیرفعال,MDM,REP-005
C_980765,LOC-010,A,2020-03-02,"315,000.00",30,غیرفعال,MDM,REP-008
C_980766,LOC-014,B,2020-11-23,"789,000.00",30,غیرفعال,MDM,REP-008
C_980957,LOC-002,B,2021-10-04,"3,514,000.00",30,فعال,MDM,REP-005
C_981891,LOC-002,C,2020-10-26,"939,000.00",30,غیرفعال,MDM,REP-001
C_983306,LOC-012,B,2020-03-02,"828,000.00",0,غیرفعال,MDM,REP-004
C_984759,LOC-002,B,2019-12-30,"660,000.00",0,فعال,MDM,REP-006
C_986633,LOC-004,B,2020-02-24,"236,000.00",0,فعال,MDM,REP-003
C_997228,LOC-003,C,2020-06-08,"429,000.00",90,غیرفعال,MDM,REP-005
C_998322,LOC-015,A,2020-03-30,"441,000.00",0,غیرفعال,MDM,REP-004
CUST-001,LOC-009,A,1395/08/12,"4,000,000,000.00",45,فعال,CRM_MASTER,REP-004
