Customer_ID,Month_Key,Available_At,Estimated_Total_Purchase,Nafis_Purchase,Main_Competitor,Estimate_Source,Source_System
C_299825,2021-11,2021-12-05,58.00,0.00,تأمین,مشتری اظهار,CRM_ESTIMATES
C_299825,2021-12,2022-01-05,69.00,0.00,تأمین,فروش کارشناس,CRM_ESTIMATES
C_299825,2022-01,2022-02-05,79.00,0.00,رقیب X,برآورد بازدید,CRM_ESTIMATES
C_299825,2022-02,2022-03-05,146.00,0.00,رقیب X,برآورد بازدید,CRM_ESTIMATES
C_299825,2022-03,2022-04-05,56.00,0.00,رقیب X,مشتری اظهار,CRM_ESTIMATES
C_299825,2022-04,2022-05-05,123.00,0.00,رقیب X,مشتری اظهار,CRM_ESTIMATES
C_299825,2022-05,2022-06-05,134.00,0.00,رقیب X,فروش کارشناس,CRM_ESTIMATES
C_299825,2022-06,2022-07-05,95.00,0.00,رقیب Y,برآورد بازدید,CRM_ESTIMATES
C_302517,2021-07,2021-08-05,124.10,0.00,رقیب Y,مشتری اظهار,CRM_ESTIMATES
C_302517,2021-08,2021-09-05,242.81,0.00,رقیب Y,مشتری اظهار,CRM_ESTIMATES
C_302517,2021-09,2021-10-05,264.39,0.00,رقیب Y,فروش کارشناس,CRM_ESTIMATES
C_302517,2021-10,2021-11-05,208.64,0.00,تأمین,فروش کارشناس,CRM_ESTIMATES
C_302517,2021-11,2021-12-05,187.05,0.00,تأمین,مشتری اظهار,CRM_ESTIMATES
C_302517,2021-12,2022-01-05,250.01,0.00,رقیب Z,مشتری اظهار,CRM_ESTIMATES
C_302517,2022-01,2022-02-05,151.08,0.00,رقیب Z,فروش کارشناس,CRM_ESTIMATES
C_302517,2022-02,2022-03-05,129.50,0.00,رقیب Z,مشتری اظهار,CRM_ESTIMATES
C_302517,2022-03,2022-04-05,272.52,179.86,تأمین,برآورد بازدید,CRM_ESTIMATES
C_302517,2022-04,2022-05-05,269.79,0.00,تأمین,فروش کارشناس,CRM_ESTIMATES
C_302517,2022-05,2022-06-05,250.01,0.00,تأمین,مشتری اظهار,CRM_ESTIMATES
C_302517,2022-06,2022-07-05,228.42,0.00,تأمین,برآورد بازدید,CRM_ESTIMATES
C_303006,2021-07,2021-08-05,"3,175.72",0.00,رقیب Y,مشتری اظهار,CRM_ESTIMATES
C_303006,2021-08,2021-09-05,"2,311.92",0.00,رقیب Y,مشتری اظهار,CRM_ESTIMATES
C_303006,2021-09,2021-10-05,"5,567.30","2,783.65",رقیب Y,فروش کارشناس,CRM_ESTIMATES
C_303006,2021-10,2021-11-05,"1,803.81",0.00,تأمین,فروش کارشناس,CRM_ESTIMATES
C_303006,2021-11,2021-12-05,"4,457.83","2,853.01",تأمین,مشتری اظهار,CRM_ESTIMATES
C_303006,2021-12,2022-01-05,"2,388.14",0.00,رقیب Z,مشتری اظهار,CRM_ESTIMATES
C_303006,2022-01,2022-02-05,"2,947.07",0.00,رقیب Y,فروش کارشناس,CRM_ESTIMATES
C_303006,2022-02,2022-03-05,"2,667.60",0.00,رقیب Y,مشتری اظهار,CRM_ESTIMATES
C_303006,2022-03,2022-04-05,"2,362.73",0.00,رقیب Y,برآورد بازدید,CRM_ESTIMATES
C_303006,2022-04,2022-05-05,"3,745.40","1,985.06",رقیب Z,فروش کارشناس,CRM_ESTIMATES
C_303006,2022-05,2022-06-05,"1,803.81",0.00,رقیب Z,مشتری اظهار,CRM_ESTIMATES
C_303006,2022-06,2022-07-05,"1,498.94",0.00,رقیب Z,برآورد بازدید,CRM_ESTIMATES
C_304036,2021-07,2021-08-05,"1,741.83",0.00,رقیب Z,مشتری اظهار,CRM_ESTIMATES
C_304036,2021-08,2021-09-05,"1,441.08",0.00,تأمین,فروش کارشناس,CRM_ESTIMATES
C_304036,2021-09,2021-10-05,"1,578.93",0.00,تأمین,برآورد بازدید,CRM_ESTIMATES
C_304036,2021-10,2021-11-05,39.67,23.01,رقیب Z,برآورد بازدید,CRM_ESTIMATES
C_304036,2021-11,2021-12-05,"1,165.40",0.00,رقیب Z,فروش کارشناس,CRM_ESTIMATES
C_304036,2021-12,2022-01-05,"1,591.46",0.00,رقیب Y,فروش کارشناس,CRM_ESTIMATES
C_304036,2022-01,2022-02-05,"1,516.27",0.00,رقیب Z,برآورد بازدید,CRM_ESTIMATES
C_304036,2022-02,2022-03-05,"3,104.41","2,142.04",رقیب Z,فروش کارشناس,CRM_ESTIMATES
C_304036,2022-03,2022-04-05,"1,301.97",846.28,رقیب Z,مشتری اظهار,CRM_ESTIMATES
C_304036,2022-04,2022-05-05,"5,074.95","2,131.48",رقیب Y,فروش کارشناس,CRM_ESTIMATES
C_304036,2022-05,2022-06-05,"2,954.66","1,122.77",رقیب Y,مشتری اظهار,CRM_ESTIMATES
C_304036,2022-06,2022-07-05,676.68,0.00,رقیب Y,برآورد بازدید,CRM_ESTIMATES
C_304462,2021-07,2021-08-05,8.38,0.00,رقیب Y,فروش کارشناس,CRM_ESTIMATES
C_304462,2021-08,2021-09-05,5.33,0.00,تأمین,مشتری اظهار,CRM_ESTIMATES
C_304462,2021-09,2021-10-05,4.64,0.00,تأمین,برآورد بازدید,CRM_ESTIMATES
C_304462,2021-10,2021-11-05,4.76,0.00,رقیب Z,مشتری اظهار,CRM_ESTIMATES
C_304462,2021-11,2021-12-05,20.48,6.35,رقیب Z,فروش کارشناس,CRM_ESTIMATES
C_304462,2021-12,2022-01-05,3.37,0.00,تأمین,فروش کارشناس,CRM_ESTIMATES
C_304462,2022-01,2022-02-05,5.02,0.00,تأمین,مشتری اظهار,CRM_ESTIMATES
C_304462,2022-02,2022-03-05,5.72,0.00,رقیب Z,فروش کارشناس,CRM_ESTIMATES
C_304462,2022-03,2022-04-05,6.41,0.00,رقیب Z,برآورد بازدید,CRM_ESTIMATES
C_304462,2022-04,2022-05-05,7.75,0.00,تأمین,فروش کارشناس,CRM_ESTIMATES
C_304462,2022-05,2022-06-05,8.51,0.00,تأمین,برآورد بازدید,CRM_ESTIMATES
C_304462,2022-06,2022-07-05,9.21,0.00,تأمین,مشتری اظهار,CRM_ESTIMATES
C_307303,2021-07,2021-08-05,453.44,285.67,رقیب Z,مشتری اظهار,CRM_ESTIMATES
C_307303,2021-08,2021-09-05,12.50,6.75,رقیب X,مشتری اظهار,CRM_ESTIMATES
C_307303,2021-09,2021-10-05,143.29,0.00,رقیب X,فروش کارشناس,CRM_ESTIMATES
C_307303,2021-10,2021-11-05,111.12,0.00,رقیب Z,برآورد بازدید,CRM_ESTIMATES
C_307303,2021-11,2021-12-05,93.57,0.00,رقیب Z,فروش کارشناس,CRM_ESTIMATES
C_307303,2021-12,2022-01-05,77.49,0.00,تأمین,مشتری اظهار,CRM_ESTIMATES
C_307303,2022-01,2022-02-05,99.42,0.00,رقیب Z,فروش کارشناس,CRM_ESTIMATES
C_307303,2022-02,2022-03-05,150.60,0.00,رقیب Z,فروش کارشناس,CRM_ESTIMATES
C_307303,2022-03,2022-04-05,133.05,0.00,رقیب Z,مشتری اظهار,CRM_ESTIMATES
C_307303,2022-04,2022-05-05,197.38,0.00,تأمین,فروش کارشناس,CRM_ESTIMATES
C_307303,2022-05,2022-06-05,181.30,0.00,تأمین,مشتری اظهار,CRM_ESTIMATES
C_307303,2022-06,2022-07-05,83.34,0.00,تأمین,مشتری اظهار,CRM_ESTIMATES
C_310107,2021-07,2021-08-05,"6,470.72",0.00,رقیب Y,فروش کارشناس,CRM_ESTIMATES
C_310107,2021-08,2021-09-05,"25,249.63","14,139.79",رقیب X,برآورد بازدید,CRM_ESTIMATES
C_310107,2021-09,2021-10-05,"11,183.96",0.00,رقیب X,مشتری اظهار,CRM_ESTIMATES
C_310107,2021-10,2021-11-05,"10,944.31",0.00,رقیب X,مشتری اظهار,CRM_ESTIMATES
C_310107,2021-11,2021-12-05,"9,985.68",0.00,رقیب Y,برآورد بازدید,CRM_ESTIMATES
C_310107,2021-12,2022-01-05,"4,082.89","1,837.30",رقیب X,برآورد بازدید,CRM_ESTIMATES
C_310107,2022-01,2022-02-05,"8,787.40",0.00,رقیب X,فروش کارشناس,CRM_ESTIMATES
C_310107,2022-02,2022-03-05,"7,828.77",0.00,رقیب X,مشتری اظهار,CRM_ESTIMATES
C_310107,2022-03,2022-04-05,"6,950.03",0.00,رقیب X,برآورد بازدید,CRM_ESTIMATES
C_310107,2022-04,2022-05-05,"5,991.41",0.00,رقیب X,فروش کارشناس,CRM_ESTIMATES
C_310107,2022-05,2022-06-05,"5,112.67",0.00,رقیب X,مشتری اظهار,CRM_ESTIMATES
C_310107,2022-06,2022-07-05,"4,154.04",0.00,رقیب Y,برآورد بازدید,CRM_ESTIMATES
C_312584,2021-07,2021-08-05,89.00,0.00,رقیب Y,مشتری اظهار,CRM_ESTIMATES
C_312584,2021-08,2021-09-05,77.00,0.00,رقیب Y,برآورد بازدید,CRM_ESTIMATES
C_312584,2021-09,2021-10-05,66.00,0.00,رقیب Y,فروش کارشناس,CRM_ESTIMATES
C_312584,2021-10,2021-11-05,69.00,0.00,رقیب X,برآورد بازدید,CRM_ESTIMATES
C_312584,2021-11,2021-12-05,80.00,0.00,رقیب X,مشتری اظهار,CRM_ESTIMATES
C_312584,2021-12,2022-01-05,92.00,0.00,رقیب X,فروش کارشناس,CRM_ESTIMATES
C_312584,2022-01,2022-02-05,106.00,0.00,تأمین,برآورد بازدید,CRM_ESTIMATES
C_312584,2022-02,2022-03-05,71.00,0.00,تأمین,برآورد بازدید,CRM_ESTIMATES
C_312584,2022-03,2022-04-05,83.00,0.00,تأمین,مشتری اظهار,CRM_ESTIMATES
C_312584,2022-04,2022-05-05,150.00,0.00,تأمین,مشتری اظهار,CRM_ESTIMATES
C_312584,2022-05,2022-06-05,60.00,0.00,تأمین,فروش کارشناس,CRM_ESTIMATES
C_312584,2022-06,2022-07-05,127.00,0.00,رقیب X,فروش کارشناس,CRM_ESTIMATES
C_314119,2021-07,2021-08-05,68.00,0.00,تأمین,فروش کارشناس,CRM_ESTIMATES
C_314119,2021-08,2021-09-05,148.00,0.00,تأمین,برآورد بازدید,CRM_ESTIMATES
C_314119,2021-09,2021-10-05,137.00,0.00,تأمین,فروش کارشناس,CRM_ESTIMATES
C_314119,2021-10,2021-11-05,58.00,0.00,رقیب X,مشتری اظهار,CRM_ESTIMATES
C_314119,2021-11,2021-12-05,69.00,0.00,رقیب X,فروش کارشناس,CRM_ESTIMATES
C_314119,2021-12,2022-01-05,81.00,0.00,رقیب X,برآورد بازدید,CRM_ESTIMATES
C_314119,2022-01,2022-02-05,90.00,0.00,تأمین,برآورد بازدید,CRM_ESTIMATES
C_314119,2022-02,2022-03-05,56.00,0.00,رقیب X,برآورد بازدید,CRM_ESTIMATES
C_314119,2022-03,2022-04-05,67.00,0.00,رقیب X,مشتری اظهار,CRM_ESTIMATES
C_314119,2022-04,2022-05-05,124.00,0.00,تأمین,برآورد بازدید,CRM_ESTIMATES
C_314119,2022-05,2022-06-05,136.00,0.00,تأمین,مشتری اظهار,CRM_ESTIMATES
C_314119,2022-06,2022-07-05,102.00,0.00,تأمین,مشتری اظهار,CRM_ESTIMATES
C_315505,2021-07,2021-08-05,"2,623.29",918.15,رقیب Y,فروش کارشناس,CRM_ESTIMATES
C_315505,2021-08,2021-09-05,"1,356.70",0.00,رقیب X,فروش کارشناس,CRM_ESTIMATES
C_315505,2021-09,2021-10-05,"1,146.51",0.00,رقیب X,مشتری اظهار,CRM_ESTIMATES
C_315505,2021-10,2021-11-05,"1,566.89",0.00,رقیب Y,برآورد بازدید,CRM_ESTIMATES
C_315505,2021-11,2021-12-05,"1,777.09",0.00,رقیب Y,مشتری اظهار,CRM_ESTIMATES
C_315505,2021-12,2022-01-05,"2,006.39",0.00,رقیب Y,فروش کارشناس,CRM_ESTIMATES
C_315505,2022-01,2022-02-05,"11,614.16","2,903.54",رقیب Z,فروش کارشناس,CRM_ESTIMATES
C_315505,2022-02,2022-03-05,"2,426.77",0.00,رقیب Z,فروش کارشناس,CRM_ESTIMATES
C_315505,2022-03,2022-04-05,"2,656.07",0.00,رقیب Z,برآورد بازدید,CRM_ESTIMATES
C_315505,2022-04,2022-05-05,"2,006.39",0.00,تأمین,برآورد بازدید,CRM_ESTIMATES
C_315505,2022-05,2022-06-05,"2,216.58",0.00,تأمین,مشتری اظهار,CRM_ESTIMATES
C_315505,2022-06,2022-07-05,"1,566.89",0.00,تأمین,مشتری اظهار,CRM_ESTIMATES
C_316786,2021-07,2021-08-05,"12,673.60","5,069.44",رقیب Z,فروش کارشناس,CRM_ESTIMATES
C_316786,2021-08,2021-09-05,"6,637.51","3,650.63",تأمین,فروش کارشناس,CRM_ESTIMATES
C_316786,2021-09,2021-10-05,"5,973.25",0.00,تأمین,مشتری اظهار,CRM_ESTIMATES
C_316786,2021-10,2021-11-05,"6,104.05",0.00,تأمین,فروش کارشناس,CRM_ESTIMATES
C_316786,2021-11,2021-12-05,"2,180.02",0.00,تأمین,برآورد بازدید,CRM_ESTIMATES
C_316786,2021-12,2022-01-05,"2,659.62",0.00,تأمین,مشتری اظهار,CRM_ESTIMATES
C_316786,2022-01,2022-02-05,"3,706.03",0.00,رقیب Y,برآورد بازدید,CRM_ESTIMATES
C_316786,2022-02,2022-03-05,"2,223.62",0.00,رقیب Z,برآورد بازدید,CRM_ESTIMATES
C_316786,2022-03,2022-04-05,"2,703.22",0.00,رقیب Z,مشتری اظهار,CRM_ESTIMATES
C_316786,2022-04,2022-05-05,"5,188.44",0.00,رقیب Y,برآورد بازدید,CRM_ESTIMATES
C_316786,2022-05,2022-06-05,"5,711.65",0.00,رقیب Y,مشتری اظهار,CRM_ESTIMATES
C_316786,2022-06,2022-07-05,"4,229.23",0.00,رقیب Y,مشتری اظهار,CRM_ESTIMATES
C_317124,2021-07,2021-08-05,"11,813.15","4,607.13",رقیب X,برآورد بازدید,CRM_ESTIMATES
C_317124,2021-08,2021-09-05,"17,095.37","10,086.27",رقیب X,فروش کارشناس,CRM_ESTIMATES
C_317124,2021-09,2021-10-05,"8,102.92","5,104.84",رقیب X,برآورد بازدید,CRM_ESTIMATES
C_317124,2021-10,2021-11-05,"9,003.83","3,601.53",رقیب X,فروش کارشناس,CRM_ESTIMATES
C_317124,2021-11,2021-12-05,"23,505.72","8,462.06",رقیب X,مشتری اظهار,CRM_ESTIMATES
C_317124,2021-12,2022-01-05,894.58,429.40,رقیب X,مشتری اظهار,CRM_ESTIMATES
C_317124,2022-01,2022-02-05,"4,440.48",0.00,رقیب Y,مشتری اظهار,CRM_ESTIMATES
C_317124,2022-02,2022-03-05,"10,123.68","3,745.76",رقیب Y,برآورد بازدید,CRM_ESTIMATES
C_317124,2022-03,2022-04-05,"10,899.39","3,596.80",رقیب Y,فروش کارشناس,CRM_ESTIMATES
C_317124,2022-04,2022-05-05,"7,040.13","4,294.48",رقیب X,برآورد بازدید,CRM_ESTIMATES
C_317124,2022-05,2022-06-05,"4,936.21","2,813.64",رقیب X,فروش کارشناس,CRM_ESTIMATES
C_317124,2022-06,2022-07-05,"6,029.71",0.00,رقیب X,مشتری اظهار,CRM_ESTIMATES
C_317216,2021-07,2021-08-05,9.15,6.59,تأمین,مشتری اظهار,CRM_ESTIMATES
C_317216,2021-08,2021-09-05,81.26,0.00,رقیب Z,فروش کارشناس,CRM_ESTIMATES
C_317216,2021-09,2021-10-05,92.09,0.00,رقیب Z,برآورد بازدید,CRM_ESTIMATES
C_317216,2021-10,2021-11-05,89.38,0.00,رقیب Z,برآورد بازدید,CRM_ESTIMATES
C_317216,2021-11,2021-12-05,78.55,0.00,رقیب Z,فروش کارشناس,CRM_ESTIMATES
C_317216,2021-12,2022-01-05,280.61,173.98,رقیب Z,فروش کارشناس,CRM_ESTIMATES
C_317216,2022-01,2022-02-05,65.01,0.00,رقیب Z,مشتری اظهار,CRM_ESTIMATES
C_317216,2022-02,2022-03-05,54.17,0.00,رقیب Z,برآورد بازدید,CRM_ESTIMATES
C_317216,2022-03,2022-04-05,135.43,0.00,رقیب Z,فروش کارشناس,CRM_ESTIMATES
C_317216,2022-04,2022-05-05,124.59,0.00,رقیب Z,مشتری اظهار,CRM_ESTIMATES
C_317216,2022-05,2022-06-05,114.66,0.00,رقیب Z,برآورد بازدید,CRM_ESTIMATES
C_317216,2022-06,2022-07-05,103.83,0.00,رقیب Z,فروش کارشناس,CRM_ESTIMATES
C_322219,2021-07,2021-08-05,81.00,0.00,تأمین,مشتری اظهار,CRM_ESTIMATES
C_322219,2021-08,2021-09-05,116.00,0.00,تأمین,مشتری اظهار,CRM_ESTIMATES
C_322219,2021-09,2021-10-05,104.00,0.00,تأمین,برآورد بازدید,CRM_ESTIMATES
C_322219,2021-10,2021-11-05,140.00,0.00,رقیب Z,فروش کارشناس,CRM_ESTIMATES
C_322219,2021-11,2021-12-05,51.00,0.00,رقیب Z,برآورد بازدید,CRM_ESTIMATES
C_322219,2021-12,2022-01-05,118.00,0.00,رقیب Z,برآورد بازدید,CRM_ESTIMATES
C_322219,2022-01,2022-02-05,62.00,0.00,رقیب X,برآورد بازدید,CRM_ESTIMATES
C_322219,2022-02,2022-03-05,73.00,0.00,رقیب X,مشتری اظهار,CRM_ESTIMATES
C_322219,2022-03,2022-04-05,84.00,0.00,رقیب X,فروش کارشناس,CRM_ESTIMATES
C_322219,2022-04,2022-05-05,105.00,0.00,رقیب X,مشتری اظهار,CRM_ESTIMATES
C_322219,2022-05,2022-06-05,117.00,0.00,رقیب X,فروش کارشناس,CRM_ESTIMATES
C_322219,2022-06,2022-07-05,128.00,0.00,رقیب X,برآورد بازدید,CRM_ESTIMATES
C_322315,2021-07,2021-08-05,137.00,0.00,رقیب X,فروش کارشناس,CRM_ESTIMATES
C_322315,2021-08,2021-09-05,57.00,0.00,رقیب X,مشتری اظهار,CRM_ESTIMATES
C_322315,2021-09,2021-10-05,68.00,0.00,رقیب X,فروش کارشناس,CRM_ESTIMATES
C_322315,2021-10,2021-11-05,147.00,0.00,تأمین,برآورد بازدید,CRM_ESTIMATES
C_322315,2021-11,2021-12-05,136.00,0.00,تأمین,فروش کارشناس,CRM_ESTIMATES
C_322315,2021-12,2022-01-05,124.00,0.00,تأمین,مشتری اظهار,CRM_ESTIMATES
C_322315,2022-01,2022-02-05,81.00,0.00,رقیب Y,فروش کارشناس,CRM_ESTIMATES
C_322315,2022-02,2022-03-05,115.00,0.00,رقیب Y,فروش کارشناس,CRM_ESTIMATES
C_322315,2022-03,2022-04-05,104.00,0.00,رقیب Y,مشتری اظهار,CRM_ESTIMATES
C_322315,2022-04,2022-05-05,138.00,0.00,رقیب Y,مشتری اظهار,CRM_ESTIMATES
C_322315,2022-05,2022-06-05,127.00,0.00,رقیب Y,برآورد بازدید,CRM_ESTIMATES
C_322315,2022-06,2022-07-05,60.00,0.00,رقیب Y,برآورد بازدید,CRM_ESTIMATES
C_322699,2021-07,2021-08-05,95.00,0.00,رقیب Z,برآورد بازدید,CRM_ESTIMATES
C_322699,2021-08,2021-09-05,120.00,0.00,رقیب Y,فروش کارشناس,CRM_ESTIMATES
C_322699,2021-09,2021-10-05,108.00,0.00,رقیب Y,مشتری اظهار,CRM_ESTIMATES
C_322699,2021-10,2021-11-05,130.00,0.00,رقیب Z,مشتری اظهار,CRM_ESTIMATES
C_322699,2021-11,2021-12-05,142.00,0.00,رقیب Z,فروش کارشناس,CRM_ESTIMATES
C_322699,2021-12,2022-01-05,107.00,0.00,تأمین,فروش کارشناس,CRM_ESTIMATES
C_322699,2022-01,2022-02-05,134.00,0.00,تأمین,فروش کارشناس,CRM_ESTIMATES
C_322699,2022-02,2022-03-05,145.00,0.00,تأمین,برآورد بازدید,CRM_ESTIMATES
C_322699,2022-03,2022-04-05,56.00,0.00,تأمین,مشتری اظهار,CRM_ESTIMATES
C_322699,2022-04,2022-05-05,67.00,0.00,تأمین,فروش کارشناس,CRM_ESTIMATES
C_322699,2022-05,2022-06-05,78.00,0.00,تأمین,برآورد بازدید,CRM_ESTIMATES
C_322699,2022-06,2022-07-05,90.00,0.00,تأمین,مشتری اظهار,CRM_ESTIMATES
C_323248,2021-07,2021-08-05,74.00,0.00,رقیب Y,مشتری اظهار,CRM_ESTIMATES
C_323248,2021-08,2021-09-05,95.00,0.00,رقیب Y,برآورد بازدید,CRM_ESTIMATES
C_323248,2021-09,2021-10-05,107.00,0.00,رقیب Y,مشتری اظهار,CRM_ESTIMATES
C_323248,2021-10,2021-11-05,85.00,0.00,رقیب X,فروش کارشناس,CRM_ESTIMATES
C_323248,2021-11,2021-12-05,73.00,0.00,رقیب X,مشتری اظهار,CRM_ESTIMATES
C_323248,2021-12,2022-01-05,62.00,0.00,رقیب X,برآورد بازدید,CRM_ESTIMATES
C_323248,2022-01,2022-02-05,138.00,0.00,تأمین,مشتری اظهار,CRM_ESTIMATES
C_323248,2022-02,2022-03-05,72.00,0.00,تأمین,مشتری اظهار,CRM_ESTIMATES
C_323248,2022-03,2022-04-05,60.00,0.00,تأمین,برآورد بازدید,CRM_ESTIMATES
C_323248,2022-04,2022-05-05,95.00,0.00,تأمین,برآورد بازدید,CRM_ESTIMATES
C_323248,2022-05,2022-06-05,83.00,0.00,تأمین,فروش کارشناس,CRM_ESTIMATES
C_323248,2022-06,2022-07-05,117.00,0.00,تأمین,فروش کارشناس,CRM_ESTIMATES
C_324442,2021-07,2021-08-05,16.57,0.00,رقیب Y,مشتری اظهار,CRM_ESTIMATES
C_324442,2021-08,2021-09-05,24.49,0.00,رقیب Z,فروش کارشناس,CRM_ESTIMATES
C_324442,2021-09,2021-10-05,22.51,0.00,رقیب Z,مشتری اظهار,CRM_ESTIMATES
C_324442,2021-10,2021-11-05,23.05,0.00,رقیب Z,فروش کارشناس,CRM_ESTIMATES
C_324442,2021-11,2021-12-05,25.03,0.00,رقیب Y,برآورد بازدید,CRM_ESTIMATES
C_324442,2021-12,2022-01-05,18.91,0.00,رقیب Z,برآورد بازدید,CRM_ESTIMATES
C_324442,2022-01,2022-02-05,25.21,0.00,رقیب Y,مشتری اظهار,CRM_ESTIMATES
C_324442,2022-02,2022-03-05,9.19,0.00,رقیب Y,فروش کارشناس,CRM_ESTIMATES
C_324442,2022-03,2022-04-05,28.14,18.01,رقیب Y,برآورد بازدید,CRM_ESTIMATES
C_324442,2022-04,2022-05-05,13.15,0.00,رقیب Y,مشتری اظهار,CRM_ESTIMATES
C_324442,2022-05,2022-06-05,15.31,0.00,رقیب Y,فروش کارشناس,CRM_ESTIMATES
C_324442,2022-06,2022-07-05,17.29,0.00,رقیب Y,برآورد بازدید,CRM_ESTIMATES
C_328236,2021-07,2021-08-05,"1,401.34",0.00,رقیب Y,فروش کارشناس,CRM_ESTIMATES
C_328236,2021-08,2021-09-05,"4,789.09","3,304.47",رقیب Y,فروش کارشناس,CRM_ESTIMATES
C_328236,2021-09,2021-10-05,"2,215.42","1,617.26",رقیب Y,برآورد بازدید,CRM_ESTIMATES
C_328236,2021-10,2021-11-05,"10,924.57","4,042.09",تأمین,فروش کارشناس,CRM_ESTIMATES
C_328236,2021-11,2021-12-05,"6,391.18","2,109.09",تأمین,مشتری اظهار,CRM_ESTIMATES
C_328236,2021-12,2022-01-05,"1,801.72",0.00,تأمین,مشتری اظهار,CRM_ESTIMATES
C_328236,2022-01,2022-02-05,"2,664.87","1,439.03",رقیب Z,مشتری اظهار,CRM_ESTIMATES
C_328236,2022-02,2022-03-05,"1,601.53",0.00,رقیب Z,برآورد بازدید,CRM_ESTIMATES
C_328236,2022-03,2022-04-05,"1,326.27",0.00,رقیب Z,فروش کارشناس,CRM_ESTIMATES
C_328236,2022-04,2022-05-05,"3,553.39",0.00,رقیب Z,مشتری اظهار,CRM_ESTIMATES
C_328236,2022-05,2022-06-05,"3,278.13",0.00,رقیب Z,برآورد بازدید,CRM_ESTIMATES
C_328236,2022-06,2022-07-05,"2,977.84",0.00,رقیب Z,فروش کارشناس,CRM_ESTIMATES
C_328349,2021-07,2021-08-05,127.00,0.00,رقیب Y,فروش کارشناس,CRM_ESTIMATES
C_328349,2021-08,2021-09-05,70.00,0.00,رقیب Z,برآورد بازدید,CRM_ESTIMATES
C_328349,2021-09,2021-10-05,59.00,0.00,رقیب Z,فروش کارشناس,CRM_ESTIMATES
C_328349,2021-10,2021-11-05,62.00,0.00,رقیب Z,برآورد بازدید,CRM_ESTIMATES
C_328349,2021-11,2021-12-05,73.00,0.00,رقیب Y,مشتری اظهار,CRM_ESTIMATES
C_328349,2021-12,2022-01-05,140.00,0.00,رقیب Z,مشتری اظهار,CRM_ESTIMATES
C_328349,2022-01,2022-02-05,69.00,0.00,رقیب Y,برآورد بازدید,CRM_ESTIMATES
C_328349,2022-02,2022-03-05,81.00,0.00,رقیب Y,مشتری اظهار,CRM_ESTIMATES
C_328349,2022-03,2022-04-05,92.00,0.00,رقیب Y,فروش کارشناس,CRM_ESTIMATES
C_328349,2022-04,2022-05-05,108.00,0.00,رقیب Y,فروش کارشناس,CRM_ESTIMATES
C_328349,2022-05,2022-06-05,120.00,0.00,رقیب Y,برآورد بازدید,CRM_ESTIMATES
C_328349,2022-06,2022-07-05,131.00,0.00,رقیب Y,مشتری اظهار,CRM_ESTIMATES
C_328434,2021-07,2021-08-05,59.00,0.00,تأمین,فروش کارشناس,CRM_ESTIMATES
C_328434,2021-08,2021-09-05,125.00,0.00,رقیب X,فروش کارشناس,CRM_ESTIMATES
C_328434,2021-09,2021-10-05,137.00,0.00,رقیب X,برآورد بازدید,CRM_ESTIMATES
C_328434,2021-10,2021-11-05,106.00,0.00,رقیب Y,برآورد بازدید,CRM_ESTIMATES
C_328434,2021-11,2021-12-05,94.00,0.00,رقیب Y,فروش کارشناس,CRM_ESTIMATES
C_328434,2021-12,2022-01-05,129.00,0.00,رقیب Y,فروش کارشناس,CRM_ESTIMATES
C_328434,2022-01,2022-02-05,74.00,0.00,رقیب Y,فروش کارشناس,CRM_ESTIMATES
C_328434,2022-02,2022-03-05,62.00,0.00,رقیب Y,مشتری اظهار,CRM_ESTIMATES
C_328434,2022-03,2022-04-05,51.00,0.00,رقیب Y,برآورد بازدید,CRM_ESTIMATES
C_328434,2022-04,2022-05-05,140.00,0.00,رقیب Y,فروش کارشناس,CRM_ESTIMATES
C_328434,2022-05,2022-06-05,129.00,0.00,رقیب Y,مشتری اظهار,CRM_ESTIMATES
C_328434,2022-06,2022-07-05,117.00,0.00,رقیب Y,برآورد بازدید,CRM_ESTIMATES
C_328511,2021-07,2021-08-05,156.29,0.00,رقیب Z,فروش کارشناس,CRM_ESTIMATES
C_328511,2021-08,2021-09-05,228.61,0.00,تأمین,فروش کارشناس,CRM_ESTIMATES
C_328511,2021-09,2021-10-05,254.27,0.00,تأمین,برآورد بازدید,CRM_ESTIMATES
C_328511,2021-10,2021-11-05,285.16,165.39,رقیب Z,برآورد بازدید,CRM_ESTIMATES
C_328511,2021-11,2021-12-05,839.33,453.24,رقیب Z,فروش کارشناس,CRM_ESTIMATES
C_328511,2021-12,2022-01-05,162.38,81.19,رقیب Z,مشتری اظهار,CRM_ESTIMATES
C_328511,2022-01,2022-02-05,149.29,0.00,رقیب Y,فروش کارشناس,CRM_ESTIMATES
C_328511,2022-02,2022-03-05,230.94,0.00,رقیب X,فروش کارشناس,CRM_ESTIMATES
C_328511,2022-03,2022-04-05,202.95,0.00,رقیب X,مشتری اظهار,CRM_ESTIMATES
C_328511,2022-04,2022-05-05,305.59,0.00,رقیب Y,فروش کارشناس,CRM_ESTIMATES
C_328511,2022-05,2022-06-05,279.93,0.00,رقیب Y,مشتری اظهار,CRM_ESTIMATES
C_328511,2022-06,2022-07-05,123.63,0.00,رقیب Y,مشتری اظهار,CRM_ESTIMATES
