Week_ID,Report_Date,Available_At,Product_Market,Customer_ID,Competitor,Customer_Signal,Price_Index,Demand_Change,Market_Trend,Analysis,Source_System
W-103,2021-11-29,2021-11-30,Product_Family_03,C_274912,تأمین,وصول متمرکز,125.60,کاهش,کاهش تقاضا,در گزارش بازار Product_Family_03، وضعیت کاهش تقاضا ثبت شد و اثر آن بر برنامه فروش نیازمند بررسی است.,MARKET_3C
W-104,2021-12-06,2021-12-08,Product_Family_04,C_334349,رقیب Y,قیمت رقابتی,118.40,افزایش,کاهش تقاضا,در گزارش بازار Product_Family_04، وضعیت کاهش تقاضا ثبت شد و اثر آن بر برنامه فروش نیازمند بررسی است.,MARKET_3C
W-105,2021-12-13,2021-12-15,Product_Family_03,,رقیب Y,وصول متمرکز,112.50,کاهش,افزایش تقاضا,در گزارش بازار Product_Family_03، وضعیت افزایش تقاضا ثبت شد و اثر آن بر برنامه فروش نیازمند بررسی است.,MARKET_3C
W-106,2021-12-20,2021-12-22,Product_Family_02,C_800815,رقیب X,ظرفیت محدود,107.30,کاهش,فشار قیمتی,در گزارش بازار Product_Family_02، وضعیت فشار قیمتی ثبت شد و اثر آن بر برنامه فروش نیازمند بررسی است.,MARKET_3C
W-107,2021-12-27,2021-12-28,Product_Family_03,C_014775,رقیب X,ظرفیت محدود,91.90,ثابت,تقاضای ثابت,در گزارش بازار Product_Family_03، وضعیت تقاضای ثابت ثبت شد و اثر آن بر برنامه فروش نیازمند بررسی است.,MARKET_3C
W-108,2022-01-03,2022-01-03,Product_Family_05,C_838088,رقیب Z,تحویل سریع,113.30,افزایش,تقاضای ثابت,در گزارش بازار Product_Family_05، وضعیت تقاضای ثابت ثبت شد و اثر آن بر برنامه فروش نیازمند بررسی است.,MARKET_3C
W-109,2022-01-10,2022-01-10,Product_Family_06,,رقیب X,وصول متمرکز,129.50,ثابت,فشار قیمتی,در گزارش بازار Product_Family_06، وضعیت فشار قیمتی ثبت شد و اثر آن بر برنامه فروش نیازمند بررسی است.,MARKET_3C
W-110,2022-01-17,2022-01-18,Product_Family_05,,رقیب Z,وصول متمرکز,93.50,کاهش,فشار قیمتی,در گزارش بازار Product_Family_05، وضعیت فشار قیمتی ثبت شد و اثر آن بر برنامه فروش نیازمند بررسی است.,MARKET_3C
W-111,2022-01-24,2022-01-24,Product_Family_03,,رقیب Y,قیمت رقابتی,94.40,افزایش,کاهش تقاضا,در گزارش بازار Product_Family_03، وضعیت کاهش تقاضا ثبت شد و اثر آن بر برنامه فروش نیازمند بررسی است.,MARKET_3C
W-112,2022-01-31,2022-02-01,Product_Family_06,,رقیب Y,تحویل سریع,120.20,ثابت,کاهش تقاضا,در گزارش بازار Product_Family_06، وضعیت کاهش تقاضا ثبت شد و اثر آن بر برنامه فروش نیازمند بررسی است.,MARKET_3C
W-113,2022-02-07,2022-02-08,Product_Family_02,C_227779,رقیب X,قیمت رقابتی,129.10,ثابت,افزایش تقاضا,در گزارش بازار Product_Family_02، وضعیت افزایش تقاضا ثبت شد و اثر آن بر برنامه فروش نیازمند بررسی است.,MARKET_3C
W-114,2022-02-14,2022-02-16,Product_Family_03,,تأمین,ظرفیت محدود,93.10,ثابت,کاهش تقاضا,در گزارش بازار Product_Family_03، وضعیت کاهش تقاضا ثبت شد و اثر آن بر برنامه فروش نیازمند بررسی است.,MARKET_3C
W-115,2022-02-21,2022-02-22,Product_Family_01,C_243568,رقیب Z,تحویل سریع,101.80,کاهش,تقاضای ثابت,در گزارش بازار Product_Family_01، وضعیت تقاضای ثابت ثبت شد و اثر آن بر برنامه فروش نیازمند بررسی است.,MARKET_3C
W-116,2022-02-28,2022-03-02,Product_Family_GENERALIZED,C_755148,تأمین,تحویل سریع,127.60,افزایش,افزایش تقاضا,در گزارش بازار Product_Family_GENERALIZED، وضعیت افزایش تقاضا ثبت شد و اثر آن بر برنامه فروش نیازمند بررسی است.,MARKET_3C
W-117,2022-03-07,2022-03-07,Product_Family_06,,رقیب Z,ظرفیت محدود,102.70,کاهش,فشار قیمتی,در گزارش بازار Product_Family_06، وضعیت فشار قیمتی ثبت شد و اثر آن بر برنامه فروش نیازمند بررسی است.,MARKET_3C
W-118,2022-03-14,2022-03-16,Product_Family_05,C_244106,تأمین,وصول متمرکز,97.70,ثابت,فشار قیمتی,در گزارش بازار Product_Family_05، وضعیت فشار قیمتی ثبت شد و اثر آن بر برنامه فروش نیازمند بررسی است.,MARKET_3C
W-119,2022-03-21,2022-03-23,Product_Family_GENERALIZED,C_281145,تأمین,ظرفیت محدود,92.50,کاهش,فشار قیمتی,در گزارش بازار Product_Family_GENERALIZED، وضعیت فشار قیمتی ثبت شد و اثر آن بر برنامه فروش نیازمند بررسی است.,MARKET_3C
W-120,2022-03-28,2022-03-30,Product_Family_03,,تأمین,ظرفیت محدود,108.10,کاهش,تقاضای ثابت,در گزارش بازار Product_Family_03، وضعیت تقاضای ثابت ثبت شد و اثر آن بر برنامه فروش نیازمند بررسی است.,MARKET_3C
W-121,2022-04-04,2022-04-05,Product_Family_01,C_189507,رقیب Z,قیمت رقابتی,118.90,ثابت,تقاضای ثابت,در گزارش بازار Product_Family_01، وضعیت تقاضای ثابت ثبت شد و اثر آن بر برنامه فروش نیازمند بررسی است.,MARKET_3C
W-122,2022-04-11,2022-04-13,Product_Family_02,,تأمین,ظرفیت محدود,93.20,ثابت,فشار قیمتی,در گزارش بازار Product_Family_02، وضعیت فشار قیمتی ثبت شد و اثر آن بر برنامه فروش نیازمند بررسی است.,MARKET_3C
W-123,2022-04-18,2022-04-19,Product_Family_03,C_018593,رقیب Y,تحویل سریع,108.40,افزایش,کاهش تقاضا,در گزارش بازار Product_Family_03، وضعیت کاهش تقاضا ثبت شد و اثر آن بر برنامه فروش نیازمند بررسی است.,MARKET_3C
W-124,2022-04-25,2022-04-26,Product_Family_02,,رقیب Z,وصول متمرکز,113.60,افزایش,فشار قیمتی,در گزارش بازار Product_Family_02، وضعیت فشار قیمتی ثبت شد و اثر آن بر برنامه فروش نیازمند بررسی است.,MARKET_3C
W-125,2022-05-02,2022-05-04,Product_Family_03,,رقیب Y,قیمت رقابتی,105.50,کاهش,تقاضای ثابت,در گزارش بازار Product_Family_03، وضعیت تقاضای ثابت ثبت شد و اثر آن بر برنامه فروش نیازمند بررسی است.,MARKET_3C
W-126,2022-05-09,2022-05-09,Product_Family_02,,رقیب Y,قیمت رقابتی,100.10,افزایش,کاهش تقاضا,در گزارش بازار Product_Family_02، وضعیت کاهش تقاضا ثبت شد و اثر آن بر برنامه فروش نیازمند بررسی است.,MARKET_3C
W-127,2022-05-16,2022-05-17,Product_Family_05,,تأمین,تحویل سریع,95.30,کاهش,تقاضای ثابت,در گزارش بازار Product_Family_05، وضعیت تقاضای ثابت ثبت شد و اثر آن بر برنامه فروش نیازمند بررسی است.,MARKET_3C
W-128,2022-05-23,2022-05-25,Product_Family_01,C_302517,رقیب Y,وصول متمرکز,92.10,ثابت,افزایش تقاضا,در گزارش بازار Product_Family_01، وضعیت افزایش تقاضا ثبت شد و اثر آن بر برنامه فروش نیازمند بررسی است.,MARKET_3C
W-129,2022-05-30,2022-06-01,Product_Family_05,C_508661,رقیب X,وصول متمرکز,125,ثابت,کاهش تقاضا,در گزارش بازار Product_Family_05، وضعیت کاهش تقاضا ثبت شد و اثر آن بر برنامه فروش نیازمند بررسی است.,MARKET_3C
W-130,2022-06-06,2022-06-08,Product_Family_05,C_451428,رقیب Y,تحویل سریع,92.20,کاهش,کاهش تقاضا,در گزارش بازار Product_Family_05، وضعیت کاهش تقاضا ثبت شد و اثر آن بر برنامه فروش نیازمند بررسی است.,MARKET_3C
